,,lecce,,
,,GUAGNANO,,
Parm,SO2,NO2,NOX,PM10



14/10/2009 1.00,,,,
14/10/2009 2.00,,,,
14/10/2009 3.00,,,,
14/10/2009 4.00,,,,
14/10/2009 5.00,,,,
14/10/2009 6.00,,"1,8","1,8",
14/10/2009 7.00,,"8,7","11,6",
14/10/2009 8.00,,"10,4","18,1",
14/10/2009 9.00,,"13,4","21,2",
14/10/2009 10.00,,"6,3","7,1",
14/10/2009 11.00,,"8,0","8,9",
14/10/2009 12.00,,"5,0","5,4",
14/10/2009 13.00,,"2,0","2,1",
14/10/2009 14.00,,"3,6","4,5",
14/10/2009 15.00,,"19,4","33,2",
14/10/2009 16.00,,"14,9","19,7",
14/10/2009 17.00,,"6,6","7,2",
14/10/2009 18.00,,"6,5","6,7",
14/10/2009 19.00,,"9,7","10,0",
14/10/2009 20.00,,"9,5","10,1",
14/10/2009 21.00,,"9,1","9,5",
14/10/2009 22.00,,"9,1","9,5",
14/10/2009 23.00,,"6,2","6,6",
15/10/2009 0.00,,"5,3","6,0",
15/10/2009 1.00,,"2,1","2,1",
15/10/2009 2.00,"0,5",,,
15/10/2009 3.00,"0,4","5,4","5,6",
15/10/2009 4.00,"0,4","2,0","2,1",
15/10/2009 5.00,"0,4","2,6","2,6",
15/10/2009 6.00,"0,4","4,9","4,9",
15/10/2009 7.00,"0,3","7,9","11,5",
15/10/2009 8.00,"0,6","13,4","21,1",
15/10/2009 9.00,"0,6","16,7","22,2",
15/10/2009 10.00,"0,7","9,0","11,3",
15/10/2009 11.00,"1,0","4,9","6,6",
15/10/2009 12.00,"1,0","2,0","2,4",
15/10/2009 13.00,"1,0","3,1","4,2",
15/10/2009 14.00,"1,0","4,0","5,7",
15/10/2009 15.00,"1,4","3,3","3,9",
15/10/2009 16.00,"1,1","3,1","3,5",
15/10/2009 17.00,"1,1","6,8","8,4",
15/10/2009 18.00,"0,8","8,3","10,1",
15/10/2009 19.00,"1,1","8,2","8,9",
15/10/2009 20.00,"1,0","7,2","8,5",
15/10/2009 21.00,"0,8","3,6","4,0",
15/10/2009 22.00,"0,6","3,4","3,7",
15/10/2009 23.00,"0,6","1,4","1,5",
16/10/2009 0.00,"0,7","0,9","0,9",
16/10/2009 1.00,"0,6","0,7","0,7",
16/10/2009 2.00,"0,6","0,9","0,9",
16/10/2009 3.00,"0,5","0,4","0,4",
16/10/2009 4.00,"0,5",,,
16/10/2009 5.00,"0,5","0,5","0,5",
16/10/2009 6.00,"0,5","1,6","1,6",
16/10/2009 7.00,"0,5","8,0","11,4",
16/10/2009 8.00,"0,6","12,0","19,2",
16/10/2009 9.00,"0,5","6,6","8,2",
16/10/2009 10.00,"0,6","2,6","3,5",
16/10/2009 11.00,"0,8","1,6","2,5",
16/10/2009 12.00,"0,9","1,3","1,9",
16/10/2009 13.00,"1,3","1,5","2,2",
16/10/2009 14.00,"1,2","1,8","2,2",
16/10/2009 15.00,"0,9","1,5","2,2",
16/10/2009 16.00,"1,1","2,0","2,8",
16/10/2009 17.00,"0,9","3,0","3,9",
16/10/2009 18.00,"0,8","4,7","5,5",
16/10/2009 19.00,"0,7","9,1","10,3",
16/10/2009 20.00,"0,7","11,6","12,6",
16/10/2009 21.00,"0,4","12,8","14,5",
16/10/2009 22.00,"0,5","7,0","8,0",
16/10/2009 23.00,"0,5","5,2","5,8",
17/10/2009 0.00,"0,6","4,2","4,7",
17/10/2009 1.00,,"3,6","4,1",
17/10/2009 2.00,"1,2",,,
17/10/2009 3.00,"0,9","6,8","6,9",
17/10/2009 4.00,"0,9","3,1","3,7",
17/10/2009 5.00,"1,1","2,5","3,0",
17/10/2009 6.00,"1,2","2,4","3,0",
17/10/2009 7.00,"1,1","8,5","11,2",
17/10/2009 8.00,"1,3","10,2","16,9",
17/10/2009 9.00,"1,9","17,7","23,0",
17/10/2009 10.00,"1,8","7,1","8,6",
17/10/2009 11.00,"2,4","7,4","9,2",
17/10/2009 12.00,"2,8","6,5","7,9",
17/10/2009 13.00,"2,5","3,3","4,4",
17/10/2009 14.00,"2,2","4,1","5,1",
17/10/2009 15.00,"2,1","5,0","5,8",
17/10/2009 16.00,"2,3","8,1","9,7",
17/10/2009 17.00,"2,0","10,3","12,1",
17/10/2009 18.00,"2,1","19,1","22,5",
17/10/2009 19.00,"2,0","28,4","33,6",
17/10/2009 20.00,"2,0","22,6","27,9",
17/10/2009 21.00,"1,8","29,7","37,5",
17/10/2009 22.00,"1,7","23,9","30,2",
17/10/2009 23.00,"1,4","15,3","18,5",
18/10/2009 0.00,"1,2","15,2","17,9",
18/10/2009 1.00,"1,4","8,8","11,6",
18/10/2009 2.00,"1,1","5,8","6,9",
18/10/2009 3.00,"1,0","3,8","4,4",
18/10/2009 4.00,"1,0","2,2","3,0",
18/10/2009 5.00,"1,0","1,6","2,1",
18/10/2009 6.00,"0,9","0,9","1,4",
18/10/2009 7.00,"0,7","1,3","2,0",
18/10/2009 8.00,"1,6","3,3","4,4",
18/10/2009 9.00,"1,3","3,9","5,4",
18/10/2009 10.00,"1,1","3,5","5,0",
18/10/2009 11.00,"1,4","3,0","4,3",
18/10/2009 12.00,"1,4","2,2","3,5",
18/10/2009 13.00,"1,4","1,3","2,0",
18/10/2009 14.00,"1,3","0,9","1,5",
18/10/2009 15.00,"1,1","1,7","2,4",
18/10/2009 16.00,"1,3","6,1","7,4",
18/10/2009 17.00,"0,9","6,0","7,4",
18/10/2009 18.00,"1,2","5,6","7,1",
18/10/2009 19.00,"1,1","4,2","5,1",
18/10/2009 20.00,"0,8","4,7","6,2",
18/10/2009 21.00,"0,8","5,6","6,7",
18/10/2009 22.00,"1,0","6,6","8,5",
18/10/2009 23.00,"0,9","4,1","5,7",
19/10/2009 0.00,"0,7","3,4","4,2",
19/10/2009 1.00,,"1,9","2,6",
19/10/2009 2.00,"0,7",,,
19/10/2009 3.00,"1,3","6,3","7,1",
19/10/2009 4.00,"1,2","3,0","3,5",
19/10/2009 5.00,"1,0","2,1","2,7",
19/10/2009 6.00,"1,2","2,6","3,1",
19/10/2009 7.00,"1,2","4,3","5,3",
19/10/2009 8.00,"1,1","6,7","9,5",
19/10/2009 9.00,"1,2","4,7","6,2",
19/10/2009 10.00,"1,4","5,3","7,2",
19/10/2009 11.00,"1,4","4,6","6,1",
19/10/2009 12.00,,"4,2","5,6",
19/10/2009 13.00,,"3,8","5,2",
19/10/2009 14.00,"0,5","4,9","6,1",
19/10/2009 15.00,"0,4","5,3","6,7",
19/10/2009 16.00,"0,4","5,4","7,1",
19/10/2009 17.00,"0,4","6,1","7,5",
19/10/2009 18.00,"0,3","8,6","10,8",
19/10/2009 19.00,"0,4","11,1","12,1",
19/10/2009 20.00,"0,3","9,9","11,6",
19/10/2009 21.00,"0,3","8,3","9,7",
19/10/2009 22.00,"0,2","7,2","8,2",
19/10/2009 23.00,"0,2","4,4","5,1",
20/10/2009 0.00,"0,2","3,4","4,2",
20/10/2009 1.00,"0,2","2,4","3,1","24,4"
20/10/2009 2.00,"0,2","1,7","2,4","24,4"
20/10/2009 3.00,"0,2","1,2","2,0","24,4"
20/10/2009 4.00,"0,2","0,7","1,4","24,4"
20/10/2009 5.00,"0,2","0,8","1,1","24,4"
20/10/2009 6.00,"0,3","1,9","2,8","24,4"
20/10/2009 7.00,"0,4","6,3","10,0","24,4"
20/10/2009 8.00,"0,3","9,8","16,3","24,4"
20/10/2009 9.00,"0,4","7,9","12,2","24,4"
20/10/2009 10.00,"2,2","13,9","20,9","24,4"
20/10/2009 11.00,"0,6","7,1","9,0","24,4"
20/10/2009 12.00,"0,8","9,0","11,6","24,4"
20/10/2009 13.00,"0,8","8,4","10,4","24,4"
20/10/2009 14.00,"0,8","4,3","5,7","24,4"
20/10/2009 15.00,"0,5","3,5","4,6","24,4"
20/10/2009 16.00,"0,6","4,4","5,4","24,4"
20/10/2009 17.00,"0,5","10,0","11,7","24,4"
20/10/2009 18.00,"0,8","20,8","23,3","24,4"
20/10/2009 19.00,"0,7","18,6","24,3","24,4"
20/10/2009 20.00,"0,7","17,8","34,1","24,4"
20/10/2009 21.00,"0,7","10,5","22,1","24,4"
20/10/2009 22.00,"0,3","7,0","12,7","24,4"
20/10/2009 23.00,"0,3","7,0","10,7","24,4"
21/10/2009 0.00,"0,4","8,2","12,1","24,4"
21/10/2009 1.00,,"9,4","14,9","24,9"
21/10/2009 2.00,"1,4",,,"24,9"
21/10/2009 3.00,"1,7","22,1","26,6","24,9"
21/10/2009 4.00,"1,4","16,0","19,1","24,9"
21/10/2009 5.00,"1,4","12,3","15,2","24,9"
21/10/2009 6.00,"1,4","9,5","16,0","24,9"
21/10/2009 7.00,"1,7","8,8","21,6","24,9"
21/10/2009 8.00,"1,7","10,8","30,5","24,9"
21/10/2009 9.00,"2,5","29,3","56,1","24,9"
21/10/2009 10.00,"2,1","21,5","30,8","24,9"
21/10/2009 11.00,"2,6","10,7","13,5","24,9"
21/10/2009 12.00,"2,3","6,3","7,7","24,9"
21/10/2009 13.00,"1,8","3,3","4,3","24,9"
21/10/2009 14.00,"2,0","4,0","5,2","24,9"
21/10/2009 15.00,"2,1","3,3","4,1","24,9"
21/10/2009 16.00,"1,7","4,8","5,7","24,9"
21/10/2009 17.00,"2,1","8,1","9,8","24,9"
21/10/2009 18.00,"2,2","15,5","17,9","24,9"
21/10/2009 19.00,"2,1","22,2","25,3","24,9"
21/10/2009 20.00,"1,9","11,6","13,9","24,9"
21/10/2009 21.00,"2,2","6,1","7,7","24,9"
21/10/2009 22.00,"1,8","3,5","4,9","24,9"
21/10/2009 23.00,"1,7","2,4","3,4","24,9"
22/10/2009 0.00,"1,7","1,3","2,0","24,9"
22/10/2009 1.00,"1,5","0,9","1,7","24,5"
22/10/2009 2.00,"1,3","0,5","1,1","24,5"
22/10/2009 3.00,"1,3","0,5","1,1","24,5"
22/10/2009 4.00,"1,3","0,3","0,9","24,5"
22/10/2009 5.00,"1,3","0,4","1,2","24,5"
22/10/2009 6.00,"1,2","1,0","1,8","24,5"
22/10/2009 7.00,"1,0","4,7","6,3","24,5"
22/10/2009 8.00,"1,1","5,4","6,9","24,5"
22/10/2009 9.00,"1,1","4,6","6,0","24,5"
22/10/2009 10.00,"0,9","3,8","5,0","24,5"
22/10/2009 11.00,"0,9","4,6","6,1","24,5"
22/10/2009 12.00,"0,7","3,5","4,6","24,5"
22/10/2009 13.00,"0,9","3,6","5,1","24,5"
22/10/2009 14.00,"0,7","4,0","6,0","24,5"
22/10/2009 15.00,"0,5","1,8","3,1","24,5"
22/10/2009 16.00,"0,5","2,6","3,7","24,5"
22/10/2009 17.00,"0,6","3,6","4,9","24,5"
22/10/2009 18.00,"0,6","6,9","8,8","24,5"
22/10/2009 19.00,"0,6","4,4","6,3","24,5"
22/10/2009 20.00,"0,4","6,1","8,2","24,5"
22/10/2009 21.00,"0,6","4,1","5,8","24,5"
22/10/2009 22.00,"0,6","1,6","2,4","24,5"
22/10/2009 23.00,"0,6","0,9","1,4","24,5"
23/10/2009 0.00,"0,4","0,5","1,2","24,5"
23/10/2009 1.00,,"0,5","1,1","18,6"
23/10/2009 2.00,"1,2",,,"18,6"
23/10/2009 3.00,"0,9","5,4","6,3","18,6"
23/10/2009 4.00,"0,9","1,5","2,2","18,6"
23/10/2009 5.00,"0,8","1,5","2,0","18,6"
23/10/2009 6.00,"0,8","1,0","1,7","18,6"
23/10/2009 7.00,"0,8","6,7","9,1","18,6"
23/10/2009 8.00,"1,0","5,6","7,1","18,6"
23/10/2009 9.00,"1,0","4,2","5,2","18,6"
23/10/2009 10.00,"15,9","4,0","5,7","18,6"
23/10/2009 11.00,"1,0","4,6","6,0","18,6"
23/10/2009 12.00,"0,8","8,7","10,3","18,6"
23/10/2009 13.00,"0,9","12,9","15,6","18,6"
23/10/2009 14.00,"0,9","9,1","11,5","18,6"
23/10/2009 15.00,"1,2","9,0","11,1","18,6"
23/10/2009 16.00,"1,3","6,8","8,7","18,6"
23/10/2009 17.00,"1,4","5,0","6,4","18,6"
23/10/2009 18.00,"1,2","4,8","6,4","18,6"
23/10/2009 19.00,"1,4","3,9","5,2","18,6"
23/10/2009 20.00,"1,4","5,2","6,7","18,6"
23/10/2009 21.00,"1,3","5,6","7,0","18,6"
23/10/2009 22.00,"1,1","2,6","3,9","18,6"
23/10/2009 23.00,"1,2","1,5","2,7","18,6"
24/10/2009 0.00,"1,1","1,3","2,2","18,6"
24/10/2009 1.00,"1,4","3,9","4,8","13,0"
24/10/2009 2.00,"1,1","1,5","2,3","13,0"
24/10/2009 3.00,"1,2","0,5","1,4","13,0"
24/10/2009 4.00,"1,3","0,5","1,2","13,0"
24/10/2009 5.00,"1,2","5,7","7,6","13,0"
24/10/2009 6.00,"1,3","4,5","5,6","13,0"
24/10/2009 7.00,"1,2","8,7","13,9","13,0"
24/10/2009 8.00,"1,6","9,9","13,3","13,0"
24/10/2009 9.00,"1,5","4,2","5,9","13,0"
24/10/2009 10.00,"1,3","3,2","4,9","13,0"
24/10/2009 11.00,"1,4","3,7","5,4","13,0"
24/10/2009 12.00,"1,2","3,5","4,7","13,0"
24/10/2009 13.00,"1,2","1,9","3,1","13,0"
24/10/2009 14.00,"1,0","4,7","9,1","13,0"
24/10/2009 15.00,"1,5","5,3","8,1","13,0"
24/10/2009 16.00,"1,4","4,7","6,3","13,0"
24/10/2009 17.00,"1,3","4,9","6,4","13,0"
24/10/2009 18.00,"1,6","8,3","10,4","13,0"
24/10/2009 19.00,"1,6","9,9","12,6","13,0"
24/10/2009 20.00,"1,5","6,6","8,0","13,0"
24/10/2009 21.00,"1,2","4,2","5,6","13,0"
24/10/2009 22.00,"1,1","3,9","5,3","13,0"
24/10/2009 23.00,"1,2","5,4","6,8","13,0"
25/10/2009 0.00,"1,2","5,4","6,8","13,0"
25/10/2009 1.00,,"5,1","6,4","18,5"
25/10/2009 2.00,"0,7",,,"18,5"
25/10/2009 3.00,"0,6","12,0","13,0","18,5"
25/10/2009 4.00,"0,6","6,3","7,2","18,5"
25/10/2009 5.00,"0,7","3,8","4,5","18,5"
25/10/2009 6.00,"0,6","2,6","3,6","18,5"
25/10/2009 7.00,"0,7","6,1","7,4","18,5"
25/10/2009 8.00,"0,8","5,5","6,7","18,5"
25/10/2009 9.00,"0,7","6,8","8,6","18,5"
25/10/2009 10.00,"0,7","5,5","7,8","18,5"
25/10/2009 11.00,"0,7","4,1","5,9","18,5"
25/10/2009 12.00,"0,6","3,9","5,4","18,5"
25/10/2009 13.00,"0,6","2,4","3,9","18,5"
25/10/2009 14.00,"0,6","6,3","8,1","18,5"
25/10/2009 15.00,"0,7","3,9","5,1","18,5"
25/10/2009 16.00,"0,6","4,6","5,8","18,5"
25/10/2009 17.00,"0,7","8,4","10,0","18,5"
25/10/2009 18.00,"0,8","5,4","6,7","18,5"
25/10/2009 19.00,"0,7","5,4","6,8","18,5"
25/10/2009 20.00,"0,8","6,5","7,7","18,5"
25/10/2009 21.00,"0,7","5,3","6,5","18,5"
25/10/2009 22.00,"0,8","2,5","3,7","18,5"
25/10/2009 23.00,"0,7","3,0","4,2","18,5"
26/10/2009 0.00,"0,8","1,3","2,2","18,5"
26/10/2009 1.00,"0,7","1,8","2,9","26,2"
26/10/2009 2.00,"0,8","2,4","3,3","26,2"
26/10/2009 3.00,"0,6","4,4","5,1","26,2"
26/10/2009 4.00,"0,8","4,4","5,2","26,2"
26/10/2009 5.00,"0,8","2,9","3,8","26,2"
26/10/2009 6.00,"0,7","2,8","3,9","26,2"
26/10/2009 7.00,"0,7","3,1","4,2","26,2"
26/10/2009 8.00,"0,8","4,6","6,5","26,2"
26/10/2009 9.00,"0,6","3,7","5,1","26,2"
26/10/2009 10.00,"0,8","4,3","5,8","26,2"
26/10/2009 11.00,"1,0","4,4","6,2","26,2"
26/10/2009 12.00,"0,9","3,4","4,8","26,2"
26/10/2009 13.00,"0,8","2,9","4,3","26,2"
26/10/2009 14.00,"0,6","3,0","4,1","26,2"
26/10/2009 15.00,"0,6","4,3","6,0","26,2"
26/10/2009 16.00,"0,7","3,3","4,8","26,2"
26/10/2009 17.00,"0,8","3,3","4,5","26,2"
26/10/2009 18.00,"0,7","3,6","4,8","26,2"
26/10/2009 19.00,"0,7","5,1","6,1","26,2"
26/10/2009 20.00,"0,9","3,4","4,5","26,2"
26/10/2009 21.00,"0,9","2,0","3,1","26,2"
26/10/2009 22.00,"0,7","2,5","3,5","26,2"
26/10/2009 23.00,"0,7","2,3","3,1","26,2"
27/10/2009 0.00,"0,7","2,2","3,1","26,2"
27/10/2009 1.00,,"6,4","7,1","26,2"
27/10/2009 2.00,"1,0",,,"26,2"
27/10/2009 3.00,"1,0","13,8","15,0","26,2"
27/10/2009 4.00,"0,9","7,0","8,2","26,2"
27/10/2009 5.00,"0,9","4,1","5,2","26,2"
27/10/2009 6.00,"1,0","3,3","4,4","26,2"
27/10/2009 7.00,"1,1","4,0","5,3","26,2"
27/10/2009 8.00,"1,2","5,2","6,8","26,2"
27/10/2009 9.00,"1,1","5,8","7,5","26,2"
27/10/2009 10.00,"1,1","5,9","7,6","26,2"
27/10/2009 11.00,"1,3","5,2","6,8","26,2"
27/10/2009 12.00,"1,0","5,2","6,8","26,2"
27/10/2009 13.00,"1,0","3,6","4,9","26,2"
27/10/2009 14.00,"1,1","3,4","4,6","26,2"
27/10/2009 15.00,"1,2","3,4","4,3","26,2"
27/10/2009 16.00,"1,1","2,5","3,3","26,2"
27/10/2009 17.00,"1,2","3,1","4,0","26,2"
27/10/2009 18.00,"1,3","2,9","4,0","26,2"
27/10/2009 19.00,"1,2","2,8","4,0","26,2"
27/10/2009 20.00,"1,1","2,3","3,3","26,2"
27/10/2009 21.00,"1,3","2,5","3,5","26,2"
27/10/2009 22.00,"1,0","5,9","7,0","26,2"
27/10/2009 23.00,"1,3","7,3","8,6","26,2"
28/10/2009 0.00,"1,2","4,2","5,2","26,2"
28/10/2009 1.00,"1,0","3,9","4,9","19,7"
28/10/2009 2.00,"1,0","4,1","5,0","19,7"
28/10/2009 3.00,"1,3","4,1","4,8","19,7"
28/10/2009 4.00,"1,1","3,9","4,8","19,7"
28/10/2009 5.00,"1,3","3,3","4,5","19,7"
28/10/2009 6.00,"1,1","3,8","4,6","19,7"
28/10/2009 7.00,"1,3","5,0","6,3","19,7"
28/10/2009 8.00,"1,3","6,3","7,9","19,7"
28/10/2009 9.00,"1,2","7,4","10,0","19,7"
28/10/2009 10.00,"1,3","5,1","7,3","19,7"
28/10/2009 11.00,"1,4","3,7","4,9","19,7"
28/10/2009 12.00,"1,3","3,2","4,7","19,7"
28/10/2009 13.00,"1,2","2,1","3,2","19,7"
28/10/2009 14.00,"1,0","1,5","2,8","19,7"
28/10/2009 15.00,"1,6","1,6","2,9","19,7"
28/10/2009 16.00,"1,5","2,5","3,5","19,7"
28/10/2009 17.00,"1,3","3,3","4,4","19,7"
28/10/2009 18.00,"1,5","4,2","5,2","19,7"
28/10/2009 19.00,"1,4","5,8","6,9","19,7"
28/10/2009 20.00,"1,3","8,8","12,0","19,7"
28/10/2009 21.00,"1,3","7,0","9,0","19,7"
28/10/2009 22.00,"1,3","6,5","8,0","19,7"
28/10/2009 23.00,"1,3","5,1","6,1","19,7"
29/10/2009 0.00,"1,1","3,6","4,6","19,7"
29/10/2009 1.00,,"2,0","2,8","25,4"
29/10/2009 2.00,"0,4",,,"25,4"
29/10/2009 3.00,"0,4","11,6","13,0","25,4"
29/10/2009 4.00,"0,3","4,7","5,7","25,4"
29/10/2009 5.00,"0,2","3,3","4,4","25,4"
29/10/2009 6.00,"0,3","3,2","4,3","25,4"
29/10/2009 7.00,"0,5","4,1","5,0","25,4"
29/10/2009 8.00,"0,6","9,7","14,1","25,4"
29/10/2009 9.00,"0,5","7,6","9,9","25,4"
29/10/2009 10.00,"0,7","6,6","8,3","25,4"
29/10/2009 11.00,"0,6","6,7","8,7","25,4"
29/10/2009 12.00,"0,5","5,6","7,0","25,4"
29/10/2009 13.00,"0,6","4,0","5,4","25,4"
29/10/2009 14.00,"0,5","5,3","6,9","25,4"
29/10/2009 15.00,"0,6","4,6","6,5","25,4"
29/10/2009 16.00,"0,6","5,7","7,2","25,4"
29/10/2009 17.00,"0,6","6,3","8,0","25,4"
29/10/2009 18.00,"0,6","8,9","10,7","25,4"
29/10/2009 19.00,"0,5","12,6","14,1","25,4"
29/10/2009 20.00,"0,5","15,7","18,5","25,4"
29/10/2009 21.00,"0,5","13,4","16,1","25,4"
29/10/2009 22.00,"0,4","13,0","15,4","25,4"
29/10/2009 23.00,"0,4","7,3","8,4","25,4"
30/10/2009 0.00,"0,5","5,6","6,8","25,4"
30/10/2009 1.00,"0,4","4,4","5,6","21,3"
30/10/2009 2.00,"0,5","2,6","3,6","21,3"
30/10/2009 3.00,"0,4","2,1","3,2","21,3"
30/10/2009 4.00,"0,4","1,7","2,6","21,3"
30/10/2009 5.00,"0,5","1,4","2,5","21,3"
30/10/2009 6.00,"0,4","2,8","3,7","21,3"
30/10/2009 7.00,"0,5","4,2","5,3","21,3"
30/10/2009 8.00,"0,7","7,1","8,8","21,3"
30/10/2009 9.00,"0,4","7,7","10,1","21,3"
30/10/2009 10.00,"0,7","7,8","10,1","21,3"
30/10/2009 11.00,"0,6","3,7","5,2","21,3"
30/10/2009 12.00,"1,3","4,5","6,2","21,3"
30/10/2009 13.00,"0,5","3,0","4,2","21,3"
30/10/2009 14.00,"0,7","4,3","5,8","21,3"
30/10/2009 15.00,"0,8","5,6","8,4","21,3"
30/10/2009 16.00,"0,6","5,3","7,4","21,3"
30/10/2009 17.00,"0,7","5,4","6,7","21,3"
30/10/2009 18.00,"0,7","5,9","7,5","21,3"
30/10/2009 19.00,"0,7","4,9","5,9","21,3"
30/10/2009 20.00,"0,6","6,8","8,8","21,3"
30/10/2009 21.00,"0,6","7,0","9,2","21,3"
30/10/2009 22.00,"0,6","4,1","5,4","21,3"
30/10/2009 23.00,"0,5","3,2","4,1","21,3"
31/10/2009 0.00,"0,5","3,2","4,2","21,3"
31/10/2009 1.00,,"2,8","3,7","23,9"
31/10/2009 2.00,"1,2",,,"23,9"
31/10/2009 3.00,"0,9","14,2","15,4","23,9"
31/10/2009 4.00,"1,1","5,8","6,7","23,9"
31/10/2009 5.00,"1,1","5,7","6,5","23,9"
31/10/2009 6.00,"1,2","3,1","4,0","23,9"
31/10/2009 7.00,"1,1","4,9","5,8","23,9"
31/10/2009 8.00,"2,2","6,1","7,7","23,9"
31/10/2009 9.00,"1,6","5,0","7,1","23,9"
31/10/2009 10.00,"1,8","5,3","7,0","23,9"
31/10/2009 11.00,"1,6","7,5","9,7","23,9"
31/10/2009 12.00,"2,0","7,7","10,0","23,9"
31/10/2009 13.00,"2,3","4,6","6,3","23,9"
31/10/2009 14.00,"2,2","3,7","5,1","23,9"
31/10/2009 15.00,"2,3","4,1","5,4","23,9"
31/10/2009 16.00,"1,8","5,9","7,4","23,9"
31/10/2009 17.00,"1,8","7,6","9,7","23,9"
31/10/2009 18.00,"2,5","8,0","9,7","23,9"
31/10/2009 19.00,"1,7","3,3","4,5","23,9"
31/10/2009 20.00,"1,5","6,6","8,2","23,9"
31/10/2009 21.00,"1,5","7,0","8,5","23,9"
31/10/2009 22.00,"1,3","7,2","9,0","23,9"
31/10/2009 23.00,"1,4","5,6","7,4","23,9"
01/11/2009 0.00,"1,5","7,5","10,1","23,9"
01/11/2009 1.00,"1,2","3,8","4,9","23,2"
01/11/2009 2.00,"1,2","3,1","4,2","23,2"
01/11/2009 3.00,"1,2","3,3","4,5","23,2"
01/11/2009 4.00,"1,1","3,8","5,1","23,2"
01/11/2009 5.00,"1,2","1,8","3,1","23,2"
01/11/2009 6.00,"1,3","2,1","3,0","23,2"
01/11/2009 7.00,"1,3","3,0","3,9","23,2"
01/11/2009 8.00,"1,5","3,2","4,7","23,2"
01/11/2009 9.00,"1,9","4,1","5,6","23,2"
01/11/2009 10.00,"2,0","3,9","5,6","23,2"
01/11/2009 11.00,"2,5","5,3","7,0","23,2"
01/11/2009 12.00,"2,6","3,9","5,5","23,2"
01/11/2009 13.00,"2,5","3,9","5,6","23,2"
01/11/2009 14.00,"2,5","2,9","3,8","23,2"
01/11/2009 15.00,"2,4","2,4","3,3","23,2"
01/11/2009 16.00,"2,3","2,2","3,3","23,2"
01/11/2009 17.00,"2,1","3,3","4,4","23,2"
01/11/2009 18.00,"1,9","5,7","7,4","23,2"
01/11/2009 19.00,"1,7","10,0","11,8","23,2"
01/11/2009 20.00,"1,5","7,7","10,5","23,2"
01/11/2009 21.00,"1,3","7,4","9,2","23,2"
01/11/2009 22.00,"1,5","12,0","16,0","23,2"
01/11/2009 23.00,"1,5","10,0","12,4","23,2"
02/11/2009 0.00,"1,5","8,6","10,1","23,2"
02/11/2009 1.00,,"8,5","9,9","36,1"
02/11/2009 2.00,"0,7",,,"36,1"
02/11/2009 3.00,"0,7","11,7","12,5","36,1"
02/11/2009 4.00,"0,6","6,6","7,7","36,1"
02/11/2009 5.00,"0,6","4,8","5,6","36,1"
02/11/2009 6.00,"0,6","4,1","5,0","36,1"
02/11/2009 7.00,"0,6","6,1","7,2","36,1"
02/11/2009 8.00,"0,7","14,7","25,8","36,1"
02/11/2009 9.00,"0,6","18,9","30,8","36,1"
02/11/2009 10.00,"1,1","13,9","19,5","36,1"
02/11/2009 11.00,"1,5","5,5","7,2","36,1"
02/11/2009 12.00,"1,9","7,7","10,7","36,1"
02/11/2009 13.00,"1,9","6,7","9,4","36,1"
02/11/2009 14.00,"1,5","6,5","9,7","36,1"
02/11/2009 15.00,"1,4","3,8","4,9","36,1"
02/11/2009 16.00,"1,5","6,8","8,6","36,1"
02/11/2009 17.00,"1,6","18,7","20,6","36,1"
02/11/2009 18.00,"1,7","38,1","44,0","36,1"
02/11/2009 19.00,"1,9","32,2","39,1","36,1"
02/11/2009 20.00,"1,8","35,9","43,3","36,1"
02/11/2009 21.00,"1,7","32,7","39,5","36,1"
02/11/2009 22.00,"1,4","23,9","28,9","36,1"
02/11/2009 23.00,"1,3","11,2","14,0","36,1"
03/11/2009 0.00,"1,1","6,1","8,3","36,1"
03/11/2009 1.00,"1,0","8,9","10,4","13,4"
03/11/2009 2.00,"0,9","4,9","6,0","13,4"
03/11/2009 3.00,"0,9","2,6","3,6","13,4"
03/11/2009 4.00,"0,8","3,2","4,3","13,4"
03/11/2009 5.00,"0,8","2,1","3,3","13,4"
03/11/2009 6.00,"0,7","1,8","3,0","13,4"
03/11/2009 7.00,"0,8","4,2","5,4","13,4"
03/11/2009 8.00,"0,8","7,5","8,8","13,4"
03/11/2009 9.00,"0,8","5,5","7,1","13,4"
03/11/2009 10.00,"0,7","2,9","4,4","13,4"
03/11/2009 11.00,"0,8","7,6","9,9","13,4"
03/11/2009 12.00,"0,8","7,6","9,4","13,4"
03/11/2009 13.00,"0,7","2,8","4,2","13,4"
03/11/2009 14.00,"0,8","5,6","7,9","13,4"
03/11/2009 15.00,"1,1","9,4","13,4","13,4"
03/11/2009 16.00,"0,9","17,6","22,3","13,4"
03/11/2009 17.00,"1,1","22,5","26,6","13,4"
03/11/2009 18.00,"1,0","21,2","24,2","13,4"
03/11/2009 19.00,"0,9","7,5","9,0","13,4"
03/11/2009 20.00,"0,5","5,5","7,3","13,4"
03/11/2009 21.00,"0,7","7,4","8,7","13,4"
03/11/2009 22.00,"0,8","7,1","8,1","13,4"
03/11/2009 23.00,"0,5","2,8","4,0","13,4"
04/11/2009 0.00,"0,6","1,5","2,5","13,4"
04/11/2009 1.00,,"2,4","3,4","15,7"
04/11/2009 2.00,"0,5",,,"15,7"
04/11/2009 3.00,"0,5","9,2","10,2","15,7"
04/11/2009 4.00,"0,5","4,1","5,0","15,7"
