Stat,MONOPOLI,,,,,
,,,,,,,
Parm,NO2,NOX,CO,PM10,BENZENE,PM2.5
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3,ug/m3,ug/m3 293K
Field,Aver,Aver,Aver,Aver,,Aver
,,,,,,
,,,,,,,
,,,,,,,
12/07/2014 23.00,"14,5","26,6","1,4",,"2,8","6,1"
13/07/2014 0.00,"8,0","17,8","1,3",,"2,5","6,1"
13/07/2014 1.00,"9,3","17,8","1,3",,"2,1","4,9"
13/07/2014 2.00,"14,5","23,9","1,3","2,7","2,3","4,9"
13/07/2014 3.00,"17,8","30,6","1,3",,"2,4","4,9"
13/07/2014 4.00,"13,0","22,6",,"2,7","2,5","4,9"
13/07/2014 5.00,"9,0","17,7","1,3",,"2,4","4,9"
13/07/2014 6.00,"8,1","17,7","1,3","2,4","2,0","4,9"
13/07/2014 7.00,"4,8","14,3","1,3",,"2,2","4,9"
13/07/2014 8.00,"0,2","7,7","1,3","2,7","1,7","4,9"
13/07/2014 9.00,,,"1,0",,"1,1","4,9"
13/07/2014 10.00,,,"1,2","2,4","1,2","4,9"
13/07/2014 11.00,,,"1,2",,"1,6","4,9"
13/07/2014 12.00,,,"1,3","2,4","1,6","4,9"
13/07/2014 13.00,,,"1,3",,"2,2","4,9"
13/07/2014 14.00,,,"1,3","2,4","2,3","4,9"
13/07/2014 15.00,"2,6","11,9","1,2",,"2,0","4,9"
13/07/2014 16.00,"1,0","7,9","1,1","2,4","2,3","4,9"
13/07/2014 17.00,"2,5","11,7","1,1",,"1,5","4,9"
13/07/2014 18.00,"10,1","22,1","1,3","37,6","1,9","4,9"
13/07/2014 19.00,"17,1","30,6","1,3",,"2,2","4,9"
13/07/2014 20.00,"20,4","32,1","1,3","2,4","2,6","4,9"
13/07/2014 21.00,"24,3","42,0","1,4",,"2,4","4,9"
13/07/2014 22.00,"14,2","24,0","1,4","13,2","2,3","4,9"
13/07/2014 23.00,"8,1","17,1","1,3",,"2,1","4,9"
14/07/2014 0.00,"7,1","15,1","1,3","2,7","2,2","4,9"
14/07/2014 1.00,"3,5","11,0","1,3",,"2,1","8,0"
14/07/2014 2.00,"2,8","10,8","1,2","16,1","2,2","8,0"
14/07/2014 3.00,"3,8","13,4","1,1",,"2,0","8,0"
14/07/2014 4.00,"2,2","11,3","1,1","2,7","2,0","8,0"
14/07/2014 5.00,"3,3","11,9","1,0",,"1,9","8,0"
14/07/2014 6.00,"10,6","21,2","1,1","7,6","1,6","8,0"
14/07/2014 7.00,"9,3","22,2","1,1",,"2,0","8,0"
14/07/2014 8.00,"8,7","21,4","1,1","2,4","2,0","8,0"
14/07/2014 9.00,"6,1","16,8","1,0",,"1,6","8,0"
14/07/2014 10.00,"1,5","10,8","1,1","6,6","1,4","8,0"
14/07/2014 11.00,,"7,5","1,3",,"1,4","8,0"
14/07/2014 12.00,,"7,3","1,3","2,2","0,7","8,0"
14/07/2014 13.00,"0,2","7,7","1,2",,"1,2","8,0"
14/07/2014 14.00,"0,5","7,9","1,3","2,2","1,4","8,0"
14/07/2014 15.00,"1,7","11,1","1,3",,"2,0","8,0"
14/07/2014 16.00,"12,3","25,7","1,4","2,2","2,0","8,0"
14/07/2014 17.00,"15,9","28,7","1,4",,"2,6","8,0"
14/07/2014 18.00,"23,2","38,9","1,5","4,4","2,5","8,0"
14/07/2014 19.00,"30,9","53,9","1,6",,"2,7","8,0"
14/07/2014 20.00,"36,8","64,9","1,6","4,9","2,9","8,0"
14/07/2014 21.00,"30,6","46,5","1,5",,"2,8","8,0"
14/07/2014 22.00,"13,4","22,9","1,4","7,3","2,4","8,0"
14/07/2014 23.00,"5,4","13,4","1,4",,"1,9","8,0"
15/07/2014 0.00,"2,5","10,3","1,4","6,6","1,7","8,0"
15/07/2014 1.00,"0,4","8,2","1,4",,"1,4","4,6"
15/07/2014 2.00,"2,7","10,7","1,4","8,5","1,4","4,6"
15/07/2014 3.00,"2,5","10,5","1,4",,"1,5","4,6"
15/07/2014 4.00,"4,3","13,5",,"7,6","1,5","4,6"
15/07/2014 5.00,"4,4","13,2","1,4",,"1,4","4,6"
15/07/2014 6.00,"5,9","15,2","1,4","6,1","1,3","4,6"
15/07/2014 7.00,"10,1","20,4","1,4",,"1,4","4,6"
15/07/2014 8.00,"18,5","31,6","1,4","12,5","1,9","4,6"
15/07/2014 9.00,"9,8","20,5","1,3",,"2,0","4,6"
15/07/2014 10.00,"6,2","16,7","1,3","7,3","1,9","4,6"
15/07/2014 11.00,"1,4","10,1","1,3",,"1,7","4,6"
15/07/2014 12.00,"2,5","12,5","1,3","11,7","0,7","4,6"
15/07/2014 13.00,"1,7","10,8","1,3",,"0,6","4,6"
15/07/2014 14.00,"0,4","9,3","1,3","13,7","0,3","4,6"
15/07/2014 15.00,"0,6","9,7","1,3",,"0,8","4,6"
15/07/2014 16.00,"1,9","11,9","1,3","15,9","0,7","4,6"
15/07/2014 17.00,"0,2","9,0","1,2",,"1,2","4,6"
15/07/2014 18.00,"1,0","10,0","1,3","10,5","1,9","4,6"
15/07/2014 19.00,"4,0","14,2","1,2",,"2,0","4,6"
15/07/2014 20.00,"8,4","19,1","1,2","6,8","2,2","4,6"
15/07/2014 21.00,"7,6","16,5","1,3",,"2,3","4,6"
15/07/2014 22.00,"2,7","11,6","1,3","14,9","2,2","4,6"
15/07/2014 23.00,"9,5","18,6","1,3",,"2,0","4,6"
16/07/2014 0.00,"2,9","11,3","1,3","12,2","1,7","4,6"
16/07/2014 1.00,"1,0","8,4","1,4",,"1,4","9,1"
16/07/2014 2.00,"5,2","17,3","1,4","7,8","1,3","9,1"
16/07/2014 3.00,"1,3","9,1","1,4",,"1,4","9,1"
16/07/2014 4.00,"9,6","19,0","1,4","11,0","1,1","9,1"
16/07/2014 5.00,"16,5","26,9","1,3",,"1,4","9,1"
16/07/2014 6.00,"12,4","23,5","1,3","16,8","1,2","9,1"
16/07/2014 7.00,"13,4","26,8","1,3",,"1,5","9,1"
16/07/2014 8.00,"7,7","18,7","1,3","24,7","1,5","9,1"
16/07/2014 9.00,"3,3","12,6","1,2",,"1,4","9,1"
16/07/2014 10.00,"2,7","12,6","1,3","19,0","1,3","9,1"
16/07/2014 11.00,"3,8","16,1","1,2",,"1,2","9,1"
16/07/2014 12.00,"2,4","12,6","1,3","18,6","1,5","9,1"
16/07/2014 13.00,"1,3","10,3","1,3",,"1,6","9,1"
16/07/2014 14.00,"0,3","9,2","1,3","17,6","1,7","9,1"
16/07/2014 15.00,"0,1","8,8","1,3",,"1,4","9,1"
16/07/2014 16.00,"1,8","11,2","1,3","21,7","1,3","9,1"
16/07/2014 17.00,"4,6","14,6","1,4",,"1,4","9,1"
16/07/2014 18.00,"5,3","15,3","1,4","12,5","1,5","9,1"
16/07/2014 19.00,"7,6","17,4","1,4",,"1,5","9,1"
16/07/2014 20.00,"10,3","20,0","1,3","10,5","1,9","9,1"
16/07/2014 21.00,"15,2","24,9","1,3",,"2,2","9,1"
16/07/2014 22.00,"13,8","22,8","1,3","12,2","2,1","9,1"
16/07/2014 23.00,"10,7","19,6","1,3",,"2,3","9,1"
17/07/2014 0.00,"10,6","19,8","1,3","18,3","2,1","9,1"
17/07/2014 1.00,"0,9","9,7","1,4",,"2,0","13,4"
17/07/2014 2.00,"0,6","8,5","1,4","11,2","1,8","13,4"
17/07/2014 3.00,"3,9","12,1","1,3",,"1,6","13,4"
17/07/2014 4.00,"4,5","13,5",,"8,8","1,5","13,4"
17/07/2014 5.00,"5,4","14,2","1,3",,"1,6","13,4"
17/07/2014 6.00,"8,3","18,3","1,4","16,1","1,6","13,4"
17/07/2014 7.00,"13,1","25,3","1,4",,"2,1","13,4"
17/07/2014 8.00,"10,6","21,7","1,3","20,5","1,9","13,4"
17/07/2014 9.00,"4,9","15,4","1,3",,"1,5","13,4"
17/07/2014 10.00,"3,7","13,5","1,4","19,3","1,4","13,4"
17/07/2014 11.00,"2,6","12,4","1,4",,"1,3","13,4"
17/07/2014 12.00,"2,5","12,5","1,3","20,3","1,4","13,4"
17/07/2014 13.00,"2,3","11,8","1,3",,"1,1","13,4"
17/07/2014 14.00,"1,4","10,6","1,3","22,0","0,9","13,4"
17/07/2014 15.00,"1,8","11,1","1,4",,"1,0","13,4"
17/07/2014 16.00,"2,1","11,9","1,4","23,9","1,0","13,4"
17/07/2014 17.00,"2,5","12,3","1,4",,"1,0","13,4"
17/07/2014 18.00,"6,3","16,3","1,4","24,4","1,4","13,4"
17/07/2014 19.00,"8,8","18,8","1,4",,"1,6","13,4"
17/07/2014 20.00,"11,9","21,6","1,4","14,9","2,1","13,4"
17/07/2014 21.00,"14,1","23,8","1,4",,"2,4","13,4"
17/07/2014 22.00,"6,3","15,0","1,4","18,6","2,5","13,4"
17/07/2014 23.00,"7,8","17,2","1,4",,"1,9","13,4"
18/07/2014 0.00,"10,9","19,6","1,4","13,9","2,1","13,4"
18/07/2014 1.00,"13,4","22,6","1,4",,"1,8","15,5"
18/07/2014 2.00,"7,5","15,8","1,4","14,4","1,7","15,5"
18/07/2014 3.00,"7,2","15,6","1,4",,"1,6","15,5"
18/07/2014 4.00,"9,0","18,2","1,4","16,4","1,7","15,5"
18/07/2014 5.00,"4,4","13,2","1,4",,"1,6","15,5"
18/07/2014 6.00,"11,4","23,3","1,4","21,2","1,6","15,5"
18/07/2014 7.00,"19,1","30,9","1,4",,"1,7","15,5"
18/07/2014 8.00,"12,3","23,8","1,4","25,9","1,6","15,5"
18/07/2014 9.00,"8,2","19,4","1,4",,"1,4","15,5"
18/07/2014 10.00,"5,4","15,0","1,4","21,5","1,2","15,5"
18/07/2014 11.00,"3,3","13,4","1,4",,"1,2","15,5"
18/07/2014 12.00,"2,1","11,9","1,4","19,3","1,1","15,5"
18/07/2014 13.00,"1,3","10,4","1,1",,"1,2","15,5"
18/07/2014 14.00,"0,2","8,4","1,2","22,5","1,3","15,5"
18/07/2014 15.00,"0,2","8,3","1,0",,"1,3","15,5"
18/07/2014 16.00,"2,0","11,4","0,7","23,7","1,4","15,5"
18/07/2014 17.00,"4,0","13,7","0,8",,"1,2","15,5"
18/07/2014 18.00,"5,7","15,3","0,9","13,9","1,4","15,5"
18/07/2014 19.00,"7,4","17,2","0,9",,"1,6","15,5"
18/07/2014 20.00,"13,1","23,4","1,0","13,9","1,6","15,5"
18/07/2014 21.00,"7,0","15,8","1,0",,"2,2","15,5"
18/07/2014 22.00,"14,6","23,5","1,0","16,1","1,9","15,5"
18/07/2014 23.00,"13,6","22,5","1,3",,"2,0","15,5"
19/07/2014 0.00,"13,2","21,8","1,4","12,5","2,1","15,5"
19/07/2014 1.00,"10,0","18,9","1,4",,"2,1","21,6"
19/07/2014 2.00,"4,4","12,8","1,4","18,8","2,2","21,6"
19/07/2014 3.00,"1,1","9,0","1,4",,"1,5","21,6"
19/07/2014 4.00,"0,7","9,2",,"19,3","1,6","21,6"
19/07/2014 5.00,"2,6","11,4","1,4",,"1,7","21,6"
19/07/2014 6.00,"4,0","13,6","1,4","21,7","1,7","21,6"
19/07/2014 7.00,"12,0","22,7","1,5",,"1,7","21,6"
19/07/2014 8.00,"10,8","23,9","1,5","23,4","1,7","21,6"
19/07/2014 9.00,"4,8","14,5","1,1",,"1,3","21,6"
19/07/2014 10.00,"2,1","11,0","1,1","27,6","1,2","21,6"
19/07/2014 11.00,"1,3","10,2","1,3",,"1,2","21,6"
19/07/2014 12.00,"1,8","11,0","0,9","17,8","1,4","21,6"
19/07/2014 13.00,"1,0","9,7","1,1",,"1,4","21,6"
19/07/2014 14.00,"0,5","8,6","0,8","21,2","1,2","21,6"
19/07/2014 15.00,"0,4","8,5","1,2",,"1,2","21,6"
19/07/2014 16.00,"0,3","9,0","1,3","22,2","1,1","21,6"
19/07/2014 17.00,"1,1","10,2","0,9",,"1,1","21,6"
19/07/2014 18.00,"3,3","12,2","0,9","13,4","1,5","21,6"
19/07/2014 19.00,"7,7","17,9","1,0",,"1,6","21,6"
19/07/2014 20.00,"13,8","23,4","1,5","9,5","2,0","21,6"
19/07/2014 21.00,"14,6","24,8","1,5",,"2,0","21,6"
19/07/2014 22.00,"10,5","19,4","1,5","21,2","2,2","21,6"
19/07/2014 23.00,"7,3","17,0","1,4",,"2,0","21,6"
20/07/2014 0.00,"5,7","14,2","1,4","14,4","2,1","21,6"
20/07/2014 1.00,"5,9","14,6","1,5",,"2,0","16,1"
20/07/2014 2.00,"3,5","12,2","1,5","13,2","2,0","16,1"
20/07/2014 3.00,"1,6","10,1","1,2",,"2,1","16,1"
20/07/2014 4.00,"1,5","8,7","1,2","15,6","2,1","16,1"
20/07/2014 5.00,"2,4","9,9","1,4",,"1,8","16,1"
20/07/2014 6.00,"1,8","10,3","1,4","14,7","1,8","16,1"
20/07/2014 7.00,"5,9","15,6","1,4",,"1,7","16,1"
20/07/2014 8.00,"4,4","12,9","1,3","21,7","1,4","16,1"
20/07/2014 9.00,"0,9","9,9","1,1",,"0,9","16,1"
20/07/2014 10.00,"2,6","11,5","1,3","16,8","0,7","16,1"
20/07/2014 11.00,"1,1","9,3","1,4",,"1,2","16,1"
20/07/2014 12.00,,"7,8","1,5","19,3","1,6","16,1"
20/07/2014 13.00,"0,1","7,4","1,5",,"1,5","16,1"
20/07/2014 14.00,,"5,6","1,3","15,1","1,3","16,1"
20/07/2014 15.00,,"5,5","1,4",,"1,4","16,1"
20/07/2014 16.00,,"6,7","1,3","15,1","1,4","16,1"
20/07/2014 17.00,"0,1","8,0","1,3",,"0,9","16,1"
20/07/2014 18.00,"0,1","8,3","1,2","9,3","1,5","16,1"
20/07/2014 19.00,"4,8","14,0","0,9",,"1,6","16,1"
20/07/2014 20.00,"9,0","18,6","1,0","7,1","2,1","16,1"
20/07/2014 21.00,"39,9","53,7","1,2",,"2,6","16,1"
20/07/2014 22.00,"45,7","62,8","1,3","23,4","3,3","16,1"
20/07/2014 23.00,"17,2","26,6","1,2",,"3,1","16,1"
21/07/2014 0.00,"17,1","27,0","1,2","21,5","2,7","16,1"
21/07/2014 1.00,"22,4","31,3","1,3",,"2,9","20,7"
21/07/2014 2.00,"26,5","36,8","1,3","17,8","3,0","20,7"
21/07/2014 3.00,"11,5","19,9","1,1",,"2,3","20,7"
21/07/2014 4.00,"16,7","28,3",,"21,5","2,1","20,7"
21/07/2014 5.00,"26,4","43,3","1,3",,"1,9","20,7"
21/07/2014 6.00,"33,6","56,3","1,4","18,3","2,0","20,7"
21/07/2014 7.00,"38,5","60,2","1,4",,"2,3","20,7"
21/07/2014 8.00,"18,5","30,6","1,1","32,7","1,9","20,7"
21/07/2014 9.00,"13,5","25,1","0,8",,"1,4","20,7"
21/07/2014 10.00,"9,4","19,2","0,9","29,3","1,7","20,7"
21/07/2014 11.00,"9,9","22,6","0,7",,"1,7","20,7"
21/07/2014 12.00,"12,2","25,4","0,4","34,7","1,8","20,7"
21/07/2014 13.00,"0,6","8,9","0,8",,"1,4","20,7"
21/07/2014 14.00,"0,9","8,6","0,8","26,1","1,6","20,7"
21/07/2014 15.00,"4,4","14,5","1,1",,"1,8","20,7"
21/07/2014 16.00,"8,5","20,6","1,2","36,6","2,6","20,7"
21/07/2014 17.00,"15,0","29,6","1,3",,"2,0","20,7"
21/07/2014 18.00,"27,2","43,1","1,5","21,2","2,5","20,7"
21/07/2014 19.00,"40,2","61,3","1,5",,"2,6","20,7"
21/07/2014 20.00,"27,3","41,9","1,3","23,7","2,7","20,7"
21/07/2014 21.00,"12,7","23,3","1,2",,"2,1","20,7"
21/07/2014 22.00,"1,8","9,7","1,0","22,7","2,2","20,7"
21/07/2014 23.00,"2,9","11,3","1,2",,"1,9","20,7"
22/07/2014 0.00,"7,5","16,6","1,3","15,1","1,6","20,7"
22/07/2014 1.00,"2,3","10,4","1,3",,"1,6","6,9"
22/07/2014 2.00,"0,1","8,0","1,3","9,3","1,3","6,9"
22/07/2014 3.00,"1,6","10,0","1,3",,"1,2","6,9"
22/07/2014 4.00,"3,0","11,5","1,3","17,3","1,1","6,9"
22/07/2014 5.00,"7,6","19,0","1,3",,"1,1","6,9"
22/07/2014 6.00,"35,1","70,6","1,5","18,6","1,4","6,9"
22/07/2014 7.00,"25,5","47,4","1,5",,"1,8","6,9"
22/07/2014 8.00,"10,0","22,9","1,3","12,2","1,5","6,9"
22/07/2014 9.00,"3,8","13,8","1,2",,"0,9","6,9"
22/07/2014 10.00,"1,8","10,8","1,2","15,1","0,9","6,9"
22/07/2014 11.00,"5,8","18,3","1,1",,"1,2","6,9"
22/07/2014 12.00,"0,7","9,4","1,0","9,8","1,0","6,9"
22/07/2014 13.00,,"7,1","0,8",,"0,7","6,9"
22/07/2014 14.00,,"6,3","0,9","7,3","0,9","6,9"
22/07/2014 15.00,"7,3","19,9","1,3",,"1,3","6,9"
22/07/2014 16.00,"23,8","41,8","1,5","6,1","2,0","6,9"
22/07/2014 17.00,"24,1","41,6","1,5",,"2,2","6,9"
22/07/2014 18.00,"30,5","52,2","1,6","4,9","2,3","6,9"
22/07/2014 19.00,"35,1","57,3","1,6",,"2,3","6,9"
22/07/2014 20.00,"25,1","42,7","1,3","6,6","2,2","6,9"
22/07/2014 21.00,"14,2","24,0","1,3",,"2,0","6,9"
22/07/2014 22.00,"11,5","20,8","1,4","5,4","1,9","6,9"
22/07/2014 23.00,"4,2","13,2","1,4",,"1,9","6,9"
23/07/2014 0.00,"4,3","12,6","1,4","11,7","1,8","6,9"
23/07/2014 1.00,"1,4","9,7","1,4",,"1,7","3,6"
23/07/2014 2.00,"4,3","12,5","1,4","8,5","1,6","3,6"
23/07/2014 3.00,"1,7","10,0","1,4",,"0,9","3,6"
23/07/2014 4.00,"2,5","11,4",,"6,1","1,6","3,6"
23/07/2014 5.00,"4,7","14,1","1,4",,"1,6","3,6"
23/07/2014 6.00,"12,8","30,6","1,4","7,3","1,4","3,6"
23/07/2014 7.00,"12,9","27,2","1,4",,"1,4","3,6"
23/07/2014 8.00,"9,3","22,9","1,4","17,3","1,6","3,6"
23/07/2014 9.00,"7,9","19,7","1,4",,"1,3","3,6"
23/07/2014 10.00,"3,0","13,2","1,3","14,2","0,8","3,6"
23/07/2014 11.00,"2,5","12,7","1,4",,"1,2","3,6"
23/07/2014 12.00,"2,1","12,6","1,4","15,6","1,3","3,6"
23/07/2014 13.00,"5,2","17,7","1,4",,"1,0","3,6"
23/07/2014 14.00,"4,5","16,0","1,4","10,5","1,0","3,6"
23/07/2014 15.00,"0,6","8,7","1,3",,"0,7","3,6"
23/07/2014 16.00,"2,3","12,1","1,4","14,7","0,3","3,6"
23/07/2014 17.00,"0,3","7,8","1,3",,"0,6","3,6"
23/07/2014 18.00,"0,6","8,8","1,4","9,5","1,3","3,6"
23/07/2014 19.00,"2,6","12,2","1,4",,"1,3","3,6"
23/07/2014 20.00,"7,7","17,4","1,4","6,6","1,7","3,6"
23/07/2014 21.00,"15,0","24,5","1,4",,"1,9","3,6"
23/07/2014 22.00,"9,3","19,0","1,3","12,2","1,9","3,6"
23/07/2014 23.00,"9,1","18,4","1,3",,"1,8","3,6"
24/07/2014 0.00,"4,4","12,4","1,3","8,5","1,7","3,6"
24/07/2014 1.00,"1,9","10,0","1,3",,"1,6","5,3"
24/07/2014 2.00,"0,7","8,7","1,3","8,5","1,7","5,3"
24/07/2014 3.00,"0,2","7,7","1,4",,"1,6","5,3"
24/07/2014 4.00,"2,1","10,4","1,3","7,3","1,6","5,3"
24/07/2014 5.00,"2,3","11,1","1,3",,"1,6","5,3"
24/07/2014 6.00,"12,4","25,5","1,4","7,3","1,6","5,3"
24/07/2014 7.00,"9,2","21,1","1,5",,"1,9","5,3"
24/07/2014 8.00,"9,8","21,1","1,5","17,1","1,7","5,3"
24/07/2014 9.00,"9,0","21,2","1,4",,"1,4","5,3"
24/07/2014 10.00,"2,7","11,5","1,2","15,9","1,2","5,3"
24/07/2014 11.00,"0,9","9,5","1,3",,"1,3","5,3"
24/07/2014 12.00,,"7,3","1,3","10,0","1,1","5,3"
24/07/2014 13.00,,"5,9","1,1",,"1,2","5,3"
24/07/2014 14.00,,"5,8","1,3","7,3","0,7","5,3"
24/07/2014 15.00,,"6,8","1,1",,"1,0","5,3"
24/07/2014 16.00,"1,3","10,6","1,1","8,3","1,1","5,3"
24/07/2014 17.00,"1,3","9,4","1,1",,"1,2","5,3"
24/07/2014 18.00,"3,3","12,5","1,0","6,1","1,5","5,3"
24/07/2014 19.00,"8,3","17,6","1,1",,"1,7","5,3"
24/07/2014 20.00,"29,5","46,1","1,2","5,4","3,1","5,3"
24/07/2014 21.00,"20,9","31,3","1,2",,"2,9","5,3"
24/07/2014 22.00,"8,2","16,9","1,2","4,6","3,0","5,3"
24/07/2014 23.00,"11,8","21,3","1,3",,"2,4","5,3"
25/07/2014 0.00,"13,1","22,9","1,2","6,8","2,2","5,3"
25/07/2014 1.00,"10,9","20,4","1,1",,"2,3","11,2"
25/07/2014 2.00,"10,4","20,3","1,1","6,8","2,2","11,2"
25/07/2014 3.00,"7,5","15,6","1,0",,"2,1","11,2"
25/07/2014 4.00,"9,5","18,4",,"11,7","1,9","11,2"
25/07/2014 5.00,"14,3","24,8","1,1",,"1,9","11,2"
25/07/2014 6.00,"12,6","24,1","1,3","11,7","1,9","11,2"
25/07/2014 7.00,"11,3","23,4","1,4",,"1,9","11,2"
25/07/2014 8.00,"12,9","26,1","1,3","24,2","1,6","11,2"
25/07/2014 9.00,"3,3","12,4","1,2",,"1,4","11,2"
25/07/2014 10.00,"1,3","9,9","1,2","24,2","1,3","11,2"
25/07/2014 11.00,"2,1","11,3","1,1",,"1,2","11,2"
25/07/2014 12.00,"0,5","8,3","1,1","14,4","1,3","11,2"
25/07/2014 13.00,,,"1,1",,"1,3","11,2"
25/07/2014 14.00,,,"1,1","14,4","0,9","11,2"
25/07/2014 15.00,,,"1,2",,"1,1","11,2"
25/07/2014 16.00,,,"1,2","12,7","1,1","11,2"
25/07/2014 17.00,,,"1,1",,"0,9","11,2"
25/07/2014 18.00,,,"1,1","10,5","0,8","11,2"
25/07/2014 19.00,"1,8","10,1","1,1",,"1,7","11,2"
25/07/2014 20.00,"5,2","15,0","1,2","10,5","1,9","11,2"
25/07/2014 21.00,"18,1","28,4","1,3",,"2,1","11,2"
25/07/2014 22.00,"22,5","32,1","1,4","14,7","2,2","11,2"
25/07/2014 23.00,"7,6","16,6","1,3",,"2,7","11,2"
26/07/2014 0.00,"11,8","20,6","1,4","14,7","2,4","11,2"
26/07/2014 1.00,"9,1","17,4","1,3",,"1,9","9,2"
26/07/2014 2.00,"7,2","15,5","1,3","10,3","2,0","9,2"
26/07/2014 3.00,"11,3","21,6","1,3",,"1,8","9,2"
26/07/2014 4.00,"15,5","27,4","1,3","20,8","1,8","9,2"
26/07/2014 5.00,"21,5","34,3","1,3",,"1,9","9,2"
26/07/2014 6.00,"22,7","38,6","1,4","20,8","1,8","9,2"
26/07/2014 7.00,"20,4","33,8","1,4",,"2,2","9,2"
26/07/2014 8.00,"6,9","16,1","1,3","8,1","1,8","9,2"
26/07/2014 9.00,"2,8","11,6","1,1",,"1,6","9,2"
26/07/2014 10.00,"2,3","11,3","0,9","8,1","1,2","9,2"
26/07/2014 11.00,"1,9","11,0","1,1",,"1,1","9,2"
26/07/2014 12.00,"4,0","14,3","1,2","13,9","1,0","9,2"
26/07/2014 13.00,"2,2","12,0","1,2",,"1,5","9,2"
26/07/2014 14.00,"0,3","8,7","1,2","13,9","1,5","9,2"
26/07/2014 15.00,"0,5","9,7","1,0",,"1,3","9,2"
26/07/2014 16.00,"3,8","12,9","1,0","14,9","1,3","9,2"
26/07/2014 17.00,"3,6","13,2","1,0",,"1,7","9,2"
26/07/2014 18.00,"11,4","23,0","1,1","9,3","1,9","9,2"
26/07/2014 19.00,"29,5","45,6","1,2",,"2,0","9,2"
26/07/2014 20.00,"22,3","34,4","1,1","6,8","2,5","9,2"
26/07/2014 21.00,"17,0","26,3","1,1",,"2,2","9,2"
26/07/2014 22.00,"38,8","56,3","1,6","5,1","2,7","9,2"
26/07/2014 23.00,"33,4","49,6","1,7",,"3,6","9,2"
27/07/2014 0.00,"24,0","35,8","1,5","5,1","3,8","9,2"
27/07/2014 1.00,"26,5","39,5","1,5",,"2,6","8,3"
27/07/2014 2.00,"19,8","31,0","1,4","19,0","1,9","8,3"
27/07/2014 3.00,"3,4","11,8","1,2",,"2,0","8,3"
27/07/2014 4.00,"3,7","15,1",,"19,0","1,8","8,3"
27/07/2014 5.00,"6,4","16,3","1,1",,"1,9","8,3"
27/07/2014 6.00,"2,5","11,7","1,0","19,0","1,6","8,3"
27/07/2014 7.00,"2,9","11,4","1,0",,"1,6","8,3"
27/07/2014 8.00,"1,9","11,9","1,0","19,0","1,2","8,3"
27/07/2014 9.00,"2,5","11,3","1,0",,"1,3","8,3"
27/07/2014 10.00,"4,5","14,8","1,1","19,0","1,4","8,3"
27/07/2014 11.00,"0,8","8,9","0,9",,"1,3","8,3"
27/07/2014 12.00,"4,1","13,8","0,9","22,5","1,2","8,3"
27/07/2014 13.00,,"7,4","0,8",,"1,4","8,3"
27/07/2014 14.00,"0,3","8,6","0,9","13,2","1,2","8,3"
27/07/2014 15.00,"4,0","12,7","0,9",,"1,4","8,3"
27/07/2014 16.00,"6,3","15,7","0,9","13,2","1,7","8,3"
27/07/2014 17.00,"3,2","12,2","1,0",,"1,5","8,3"
27/07/2014 18.00,"9,5","19,3","1,0","7,3","1,5","8,3"
27/07/2014 19.00,"11,9","22,5","1,1",,"1,5","8,3"
27/07/2014 20.00,"8,6","18,5","1,1","4,9","1,5","8,3"
27/07/2014 21.00,"12,8","22,5","1,0",,"1,5","8,3"
27/07/2014 22.00,"14,5","24,4","1,0","9,8","1,6","8,3"
27/07/2014 23.00,"10,7","20,0","1,0",,"1,5","8,3"
28/07/2014 0.00,"7,4","15,9","1,1","15,4","1,4","8,3"
28/07/2014 1.00,"5,4","13,8","1,1",,"1,4","4,5"
28/07/2014 2.00,"3,3","11,9","1,0","10,5","1,3","4,5"
28/07/2014 3.00,"2,7","10,9","1,0",,"1,3","4,5"
28/07/2014 4.00,"3,7","12,1","1,0","12,2","1,2","4,5"
28/07/2014 5.00,"8,0","17,2","1,0",,"1,2","4,5"
28/07/2014 6.00,"17,9","35,4","1,2","22,5","1,2","4,5"
28/07/2014 7.00,"16,0","31,0","1,2",,"1,5","4,5"
28/07/2014 8.00,"5,7","14,7","1,3","22,7","1,5","4,5"
28/07/2014 9.00,"6,2","17,1","1,3",,"1,0","4,5"
28/07/2014 10.00,,,"1,2","20,3","1,0","4,5"
28/07/2014 11.00,,,"1,2",,"1,0","4,5"
28/07/2014 12.00,,,"1,2","12,7","0,7","4,5"
28/07/2014 13.00,,,"1,2",,"0,8","4,5"
28/07/2014 14.00,,,"1,2","12,7","0,9","4,5"
28/07/2014 15.00,,,"1,2",,"0,8","4,5"
28/07/2014 16.00,,,"1,3","12,2","0,5","4,5"
28/07/2014 17.00,,,"1,3",,"0,7","4,5"
28/07/2014 18.00,,,"1,3","9,0","1,2","4,5"
28/07/2014 19.00,,,"1,2",,"1,5","4,5"
28/07/2014 20.00,,,"1,2","6,6","2,1","4,5"
28/07/2014 21.00,,,"1,3",,"2,2","4,5"
28/07/2014 22.00,,,"1,3","6,6","1,9","4,5"
28/07/2014 23.00,,,"1,1",,"2,4","4,5"
29/07/2014 0.00,,,"1,0","9,3","2,4","4,5"
29/07/2014 1.00,,,"1,0",,"2,3","7,5"
29/07/2014 2.00,,,"1,0","11,7","1,8","7,5"
29/07/2014 3.00,,,"1,0",,"1,8","7,5"
29/07/2014 4.00,,,,"10,3","1,6","7,5"
29/07/2014 5.00,,,"1,1",,"1,5","7,5"
