STATTE - SS7 PONTE WIND,,,,,
,SO2,NO2,PM10,CO,BENZENE
11/04/2011 11.00,"1,025944","2,579638",,"0,244078","0,079224"
11/04/2011 12.00,"1,97987","3,449743","21,48962","0,108181","0,079224"
11/04/2011 13.00,"1,347901","2,951361",,"0,076982","0,079224"
11/04/2011 14.00,"1,145671","1,951351","18,55921","0,06988","0,079224"
11/04/2011 15.00,"1,112266","3,467915",,"0,078168","0,079224"
11/04/2011 16.00,"1,033721","3,713211","22,22221","0,061751","0,079224"
11/04/2011 17.00,"0,884757","2,34785",,"0,080489","0,079224"
11/04/2011 18.00,"0,761975","4,117499","19,2918","0,117458","0,079224"
11/04/2011 19.00,"0,971427","6,606168",,"0,112672","0,079224"
11/04/2011 20.00,"0,945246","9,19153","18,07081","0,10927","0,079224"
11/04/2011 21.00,"0,764683","22,752341",,"0,119959","0,079224"
11/04/2011 22.00,"0,650026","27,778339","17,826611","0,117117","0,079224"
11/04/2011 23.00,"0,707806","25,363004",,"0,053493","0,079224"
12/04/2011 0.00,"0,650026","31,292975","20,757021","0,080454","0,079224"
12/04/2011 1.00,,"20,712083",,"0,082837","0,079224"
12/04/2011 2.00,"0,650026",,"14,65201","0,086719","0,079224"
12/04/2011 3.00,"0,650026","26,658269",,,"0,079224"
12/04/2011 4.00,"0,777323","21,314937","21,73382",,"0,079224"
12/04/2011 5.00,"0,803504","44,936856",,"0,267337","0,079224"
12/04/2011 6.00,"0,965108","40,030263","16,84981","0,109799","0,079224"
12/04/2011 7.00,"0,682527","32,424727",,"0,176765","0,079224"
12/04/2011 8.00,"1,214285","49,404799","20,02442","0,319269","0,079224"
12/04/2011 9.00,"1,228729","22,561541",,,"0,079224"
12/04/2011 10.00,"1,134837","8,047457","19,78022",,"0,079224"
12/04/2011 11.00,"0,86941","5,642497",,"0,297996","0,079224"
12/04/2011 12.00,"1,445405","14,376523","24,664221","0,30704","0,079224"
12/04/2011 13.00,"1,1231","26,936026",,"0,282928","0,079224"
12/04/2011 14.00,"1,398458","19,445346","26,12941","0,275068","0,079224"
12/04/2011 15.00,"1,571799","22,50055",,"0,287093","0,079224"
12/04/2011 16.00,"2,335579","23,278618","24,42001","0,282786","0,069321"
12/04/2011 17.00,"1,059","23,453183",,"0,278559","0,068441"
12/04/2011 18.00,"1,300051","33,6564","27,35042","0,300895","0,079224"
12/04/2011 19.00,"1,346095","45,55724",,"0,272743","0,010783"
12/04/2011 20.00,"1,253106","44,393713","33,699631","0,295456","0,028829"
12/04/2011 21.00,"0,76378","34,114554",,"0,290789","0,079224"
12/04/2011 22.00,"0,67711","27,59924","44,932831","0,231835","0,079224"
12/04/2011 23.00,"0,892882","8,100021",,"0,252607","0,079224"
13/04/2011 0.00,"0,710515","7,735319","37,851021","0,202405","0,079224"
13/04/2011 1.00,"0,825171","9,626968",,"0,212724","0,079224"
13/04/2011 2.00,"0,959691","8,871605","24,908421","0,265206","0,079224"
13/04/2011 3.00,"0,694264","15,530337",,"0,352124","0,079224"
13/04/2011 4.00,"0,735793","26,507069","33,455421","0,35392","0,079224"
13/04/2011 5.00,"1,040944","32,734261",,"0,221164","0,079224"
13/04/2011 6.00,"1,11317","32,110642","40,537231","0,281556","0,09903"
13/04/2011 7.00,"1,706318","44,403446",,"0,341592","0,204993"
13/04/2011 8.00,"2,049387","50,065393","65,445663","0,466401","0,187167"
13/04/2011 9.00,,,,"0,503296","0,171212"
13/04/2011 10.00,,,,,"0,078344"
13/04/2011 11.00,"0,53266","27,167703",,"0,703136","0,040053"
13/04/2011 12.00,"0,883854","14,59716",,"0,980111","0,038952"
13/04/2011 13.00,"3,217628","14,859329",,"1,008348","0,079224"
13/04/2011 14.00,"1,687359","20,695851",,"0,945339","0,079224"
13/04/2011 15.00,"1,297343","10,379731",,"0,977886","0,079224"
13/04/2011 16.00,"1,300051","7,665233",,"1,063966","0,079224"
13/04/2011 17.00,"1,298246","5,69701",,"1,013493","0,079224"
13/04/2011 18.00,"1,300051","6,169435",,"1,109885","0,079224"
13/04/2011 19.00,"1,201645","7,182424",,"1,016965","0,079224"
13/04/2011 20.00,"1,291927","17,378508",,"0,970168","0,079224"
13/04/2011 21.00,"1,272968","19,948278",,"0,891989","0,079224"
13/04/2011 22.00,"1,191715","10,898872",,"1,070745","0,079224"
13/04/2011 23.00,"0,975039","18,090382",,"1,082199","0,079224"
14/04/2011 0.00,"1,254911","17,087134",,"1,074379","0,079224"
14/04/2011 1.00,,"15,185752",,"0,984562","0,079224"
14/04/2011 2.00,"1,293732",,,"0,765908","0,079224"
14/04/2011 3.00,"1,300051","49,156886",,,"0,079224"
14/04/2011 4.00,"1,419223","39,165234","17,582411","0,200731","0,079224"
14/04/2011 5.00,"1,997024","54,626126",,"0,138373","0,079224"
14/04/2011 6.00,"1,787571","39,570807","17,826611","0,167166","0,079224"
14/04/2011 7.00,"3,023523","50,39311",,"0,176575","0,079224"
14/04/2011 8.00,"1,966329","33,449387","18,80341","0,123278","0,079224"
14/04/2011 9.00,"1,84174","18,51349",,"0,016565","0,079224"
14/04/2011 10.00,"1,300051","6,022775","21,48962","0,016379","0,079224"
14/04/2011 11.00,"1,300051","6,606168",,"0,003946","0,079224"
14/04/2011 12.00,"1,300051","5,534127","12,94261","0,010646","0,079224"
14/04/2011 13.00,"1,300051","5,599669",,"0,002863","0,079224"
14/04/2011 14.00,"1,300051","6,828106","9,035409","0,0034","0,079224"
14/04/2011 15.00,"1,300051","5,033797",,"0,002971","0,079224"
14/04/2011 16.00,"1,300051","5,370595","7,326007","0,004306","0,079224"
14/04/2011 17.00,"1,300051","4,571106",,"0,004353","0,079224"
14/04/2011 18.00,"1,300051","7,379702","4,639805","0,004305","0,079224"
14/04/2011 19.00,"1,300051","7,441349",,"0,028941","0,079224"
14/04/2011 20.00,"1,300051","35,174909","17,826611","0,02147","0,079224"
14/04/2011 21.00,"1,288315","20,35322",,"0,04774","0,079224"
14/04/2011 22.00,"1,300051","31,353337","26,86202","0,036029","0,079224"
14/04/2011 23.00,"1,300051","12,008558",,"0,029554","0,079224"
15/04/2011 0.00,"1,297343","10,152605","26,617821","0,024861","0,079224"
15/04/2011 1.00,"1,294635","10,376487",,"0,019597","0,079224"
15/04/2011 2.00,"1,283801","10,592577","17,582411","0,025125","0,079224"
15/04/2011 3.00,"1,183589","7,291446",,"0,044341","0,079224"
15/04/2011 4.00,"1,174561","6,721031","16,84981","0,037729","0,079224"
15/04/2011 5.00,"1,465266","15,960572",,"0,022408","0,079224"
15/04/2011 6.00,"1,300051","13,4453","21,97802","0,020728","0,079224"
15/04/2011 7.00,"1,430057","13,227908",,"0,019113","0,079224"
15/04/2011 8.00,"4,681089","27,330568","27,10622","0,082006","0,079224"
15/04/2011 9.00,"5,384381","46,52026",,,"0,079224"
15/04/2011 10.00,"3,251935","37,810239","23,19902","0,05325","0,079224"
15/04/2011 11.00,"4,183639","36,308612",,"0,072883","0,079224"
15/04/2011 12.00,"3,362078","29,585638","25,39682","0,070332","0,079224"
15/04/2011 13.00,"4,051827","25,420765",,"0,009246","0,079224"
15/04/2011 14.00,"2,329259","25,703684","17,826611","0,022285","0,079334"
15/04/2011 15.00,"2,660592","34,9426",,"0,044801","0,079224"
15/04/2011 16.00,"6,66457","41,770048","17,3382","0,050671","0,079224"
15/04/2011 17.00,"4,245933","29,483747",,"0,103578","0,079224"
15/04/2011 18.00,"3,79272","37,147672","13,91941","0,031904","0,079224"
15/04/2011 19.00,"2,470099","55,700765",,"0,049052","0,079224"
15/04/2011 20.00,"1,300051","10,507572","17,582411","0,039962","0,079224"
15/04/2011 21.00,"1,300051","15,719175",,"0,083526","0,079224"
15/04/2011 22.00,"1,300051","9,702243","15,38461","0,063725","0,079224"
15/04/2011 23.00,"1,300051","9,27719",,"0,083702","0,079224"
16/04/2011 0.00,"1,300051","6,046138","17,826611","0,033685","0,079224"
16/04/2011 1.00,,"4,42185",,"0,029932","0,079224"
16/04/2011 2.00,"0,977747",,"9,523809","0,046663","0,079224"
16/04/2011 3.00,"1,210673","53,126428",,,"0,079224"
16/04/2011 4.00,"1,099627","36,531836","5,860806","0,114688","0,079224"
16/04/2011 5.00,"1,446307","48,402185",,"0,230004","0,079224"
16/04/2011 6.00,"1,408389","20,757494","14,65201","0,205959","0,079224"
16/04/2011 7.00,"1,300051","15,026757",,"0,160099","0,079224"
16/04/2011 8.00,"1,300051","30,592134","14,89621","0,184926","0,079224"
16/04/2011 9.00,"1,299149","27,25076",,"0,187295","0,079224"
16/04/2011 10.00,"1,240466","9,097435","10,01221","0,234038","0,079224"
16/04/2011 11.00,"1,300051","8,914434",,"0,219948","0,079224"
16/04/2011 12.00,"1,300051","6,992285","11,96581","0,206521","0,079224"
16/04/2011 13.00,"1,300051","8,012413",,"0,170195","0,079224"
16/04/2011 14.00,"1,300051","8,278478","8,791209","0,196668","0,079224"
16/04/2011 15.00,"1,300051","5,435489",,"0,18599","0,079224"
16/04/2011 16.00,"1,262134","4,266106","10,74481","0,162146","0,079224"
16/04/2011 17.00,"1,300051","5,01952",,"0,212743","0,079224"
16/04/2011 18.00,"1,300051","4,888435","8,302809","0,201946","0,079224"
16/04/2011 19.00,"1,300051","5,388117",,"0,197951","0,079224"
16/04/2011 20.00,"1,163727","5,669755","9,76801","0,257358","0,079224"
16/04/2011 21.00,"1,291024","4,41082",,"0,267053","0,079224"
16/04/2011 22.00,"1,260328","9,880701","11,23321","0,213947","0,079224"
16/04/2011 23.00,"1,097822","37,496804",,"0,26051","0,079224"
17/04/2011 0.00,"1,150184","32,939973","14,89621","0,286842","0,079224"
17/04/2011 1.00,"1,179075","15,388214",,"0,352652","0,079224"
17/04/2011 2.00,"1,244078","20,455111","9,523809","0,340089","0,079224"
17/04/2011 3.00,"1,174561","15,072837",,"0,381573","0,079224"
17/04/2011 4.00,"1,131225","5,95983","11,47741","0,370514","0,079224"
17/04/2011 5.00,"1,195325","5,299861",,"0,360099","0,079224"
17/04/2011 6.00,"1,298246","5,054563","14,16361","0,287524","0,079224"
17/04/2011 7.00,"1,206159","5,527638",,"0,304304","0,079224"
17/04/2011 8.00,"1,255814","4,914392","12,45421","0,339788","0,079224"
17/04/2011 9.00,"1,300051","4,316722",,"0,353797","0,079224"
17/04/2011 10.00,"2,730109","5,092851","19,53602","0,361624","0,079224"
17/04/2011 11.00,"3,921822","3,271287",,"0,321243","0,079224"
17/04/2011 12.00,"3,726815","2,827414","16,11721","0,256475","0,079224"
17/04/2011 13.00,"3,660007","2,835202",,"0,201464","0,079224"
17/04/2011 14.00,"3,349439","2,676213","23,93162","0,178684","0,079224"
17/04/2011 15.00,"3,139083","2,313457",,"0,181073","0,079224"
17/04/2011 16.00,"2,925117","2,267383","18,07081","0,18045","0,079224"
17/04/2011 17.00,"2,526072","2,434808",,"0,187556","0,079224"
17/04/2011 18.00,"3,252838","3,151882","20,02442","0,221835","0,079224"
17/04/2011 19.00,"2,545934","4,272595",,"0,235183","0,079224"
17/04/2011 20.00,"1,560062","4,703489","21,97802","0,229844","0,079224"
17/04/2011 21.00,"1,305469","4,414712",,"0,249813","0,079224"
17/04/2011 22.00,"1,33797","4,841714","23,44322","0,279697","0,079224"
17/04/2011 23.00,"1,300051","5,149308",,"0,271087","0,079224"
18/04/2011 0.00,"1,236855","8,989712","24,908421","0,322588","0,079224"
18/04/2011 1.00,,"3,833266",,"0,26047","0,079224"
18/04/2011 2.00,"2,681357",,"14,89621","0,374187","0,079224"
18/04/2011 3.00,"1,595272","18,649122",,,"0,079224"
18/04/2011 4.00,"1,300051","9,963116","22,22221","0,280024","0,079224"
18/04/2011 5.00,"2,01508","9,078615",,"0,293917","0,079224"
18/04/2011 6.00,"1,300051","9,513402","19,78022","0,308228","0,079224"
18/04/2011 7.00,"1,565479","12,176627",,"0,309908","0,079224"
18/04/2011 8.00,"1,887784","11,107832","23,68742","0,316264","0,059418"
18/04/2011 9.00,"1,760487","10,350527",,"0,32166","0,079224"
18/04/2011 10.00,"1,99883","12,368072","32,234421","0,316584","0,079224"
18/04/2011 11.00,"1,703609","12,658793",,"0,338511","0,079224"
18/04/2011 12.00,"3,074984","7,907936","37,118431","0,364178","0,079224"
18/04/2011 13.00,"3,352147","6,735957",,"0,32282",
18/04/2011 14.00,"3,19596","4,504915","26,86202","0,312566",
18/04/2011 15.00,"3,356497","4,123989",,"0,3237",
18/04/2011 16.00,,"3,473754","21,97802","0,306229",
18/04/2011 17.00,"2,240783","4,478307",,"0,209404",
18/04/2011 18.00,"0,805309","3,89686","23,44322","0,200109",
18/04/2011 19.00,"0,650026","5,271957",,"0,258996",
18/04/2011 20.00,"0,650026","5,691819","36,630032","0,242145","0,020906"
18/04/2011 21.00,"0,650026","5,14736",,"0,255397","0,039062"
18/04/2011 22.00,"0,650026","5,00849","26,37361","0,254199","0,071082"
18/04/2011 23.00,"0,650026","5,390712",,"0,284622","0,079224"
19/04/2011 0.00,"0,650026","4,758648","30,52503","0,250201","0,079224"
19/04/2011 1.00,"0,650026","3,615223",,"0,254618","0,079224"
19/04/2011 2.00,"0,650026","8,564008","23,44322","0,274707","0,079224"
19/04/2011 3.00,"0,650026","12,857368",,"0,235469","0,079224"
19/04/2011 4.00,"0,407169","38,685666","27,10622","0,265912","0,079224"
19/04/2011 5.00,"0,698778","61,49382",,"0,199548","0,079224"
19/04/2011 6.00,"0,917259","71,780761","37,362621","0,293775","0,079224"
19/04/2011 7.00,"0,89198","80,504392",,"0,32214","0,378076"
19/04/2011 8.00,"1,112266","54,884399","42,490841","0,343548","0,882029"
19/04/2011 9.00,"2,895324","28,197545",,"0,263194","0,416147"
19/04/2011 10.00,"1,493254","8,134412","32,47863","0,207844","0,079224"
19/04/2011 11.00,"1,082473","14,163027",,"0,197749","0,079224"
19/04/2011 12.00,"1,300051","16,590046","27,10622","0,182238","0,079224"
19/04/2011 13.00,"0,935315","18,837963",,"0,282902","0,079224"
19/04/2011 14.00,"0,742113","4,653519","29,54822","0,191353","0,079224"
19/04/2011 15.00,"0,652734","2,970829",,"0,164589","0,079224"
19/04/2011 16.00,"0,650026","4,234958","20,51281","0,167807","0,079224"
19/04/2011 17.00,"0,650026","3,561362",,"0,249501","0,079224"
19/04/2011 18.00,"0,703292","4,505565","23,68742","0,171225","0,079224"
19/04/2011 19.00,"0,674402","10,39141",,"0,191274","0,079224"
19/04/2011 20.00,"0,621136","14,610138","38,09523","0,244883","0,079224"
19/04/2011 21.00,"0,106532","4,538009",,"0,255098","0,079224"
19/04/2011 22.00,"0,62565","20,728948","32,722832","0,240066","0,079224"
19/04/2011 23.00,"0,650026","30,129447",,"0,308188","0,079224"
20/04/2011 0.00,"0,650026","25,854235","38,58363","0,231091","0,079224"
20/04/2011 1.00,,"26,486304",,"0,236928","0,079224"
20/04/2011 2.00,"0,139936",,"26,86202","0,238066","0,079224"
20/04/2011 3.00,"0,55523","25,367536",,,"0,079224"
20/04/2011 4.00,"0,342167","42,929046","28,08301","0,114135","0,079224"
20/04/2011 5.00,"0,557938","73,592575",,"0,1222","0,079224"
20/04/2011 6.00,"0,539883","76,296065","35,164822","0,175684","0,079224"
20/04/2011 7.00,"0,477588","58,452897",,"0,153382","0,079224"
20/04/2011 8.00,"0,600371","9,015019","38,58363","0,147266","0,079224"
20/04/2011 9.00,"0,975942","10,022819",,"0,064887","0,079224"
20/04/2011 10.00,"1,320816","7,392031","33,455421","0,090119","0,079224"
20/04/2011 11.00,"1,679234","9,816456",,"0,076746","0,079224"
20/04/2011 12.00,"2,023205","24,042423","38,58363","0,101927","0,079224"
20/04/2011 13.00,"1,514019","26,695917",,"0,161364","0,079224"
20/04/2011 14.00,"1,79028","17,091019","31,990231","0,303825","0,079224"
20/04/2011 15.00,"5,422299","13,377158",,"0,143119","0,079224"
20/04/2011 16.00,"3,310618",,"37,362621","0,155892","0,10101"
20/04/2011 17.00,"1,293732","7,698977",,"0,171876","0,23041"
20/04/2011 18.00,"1,219701","5,262872","38,827831","0,099035","0,277285"
20/04/2011 19.00,"0,735793","19,335692",,"0,154794","0,29379"
20/04/2011 20.00,"0,626552","36,312492","42,246632","0,185377","0,413946"
20/04/2011 21.00,"0,58051","12,66918",,"0,183691","0,465992"
20/04/2011 22.00,,"8,529615","39,56044","0,188161","0,847699"
20/04/2011 23.00,,"6,227191",,"0,128863","0,932205"
21/04/2011 0.00,"0,107435","17,366818","34,18803","0,18323","0,487888"
21/04/2011 1.00,"0,194105","4,66585",,"0,125819","0,496361"
21/04/2011 2.00,"0,525437","11,107832","30,28083","0,144452","0,42671"
21/04/2011 3.00,"0,626552","9,301201",,"0,093056","0,539495"
21/04/2011 4.00,"0,354806","6,982553","29,54822","0,143915","0,448387"
21/04/2011 5.00,"0,304248","25,24425",,"0,141767","0,250326"
21/04/2011 6.00,"0,58051","21,833433","35,89743","0,124102","0,613877"
21/04/2011 7.00,"0,499256","18,578387",,"0,127967","0,356949"
21/04/2011 8.00,"15,969869","53,491142","62,75946","0,271574","0,549067"
21/04/2011 9.00,"53,61629","75,9268",,"0,343482","0,938036"
21/04/2011 10.00,"14,273483","34,985429","61,53846","0,235651","0,572725"
21/04/2011 11.00,"14,263546","37,424129",,"0,300334","0,485908"
21/04/2011 12.00,"25,505383","40,497498","50,793652","0,339468","0,52134"
21/04/2011 13.00,"9,0164","28,342264",,"0,239363","0,526841"
21/04/2011 14.00,"4,494206","21,52715","46,398041","0,16575","0,257479"
21/04/2011 15.00,"4,686506","25,114464",,"0,153496","0,237673"
21/04/2011 16.00,"13,416711","29,230674","33,455421","0,154752","0,237673"
21/04/2011 17.00,"8,44853","25,571316",,"0,163403","0,171212"
21/04/2011 18.00,"1,805627","36,047089","34,18803","0,137791","0,185296"
21/04/2011 19.00,"1,015666","57,122585",,"0,177896","0,291368"
21/04/2011 20.00,"0,842325","21,664719","39,316231","0,194449","0,376205"
21/04/2011 21.00,"0,349389","13,144845",,"0,16842","0,375985"
21/04/2011 22.00,"0,29522","7,257702","40,781441","0,130025","0,283226"
21/04/2011 23.00,"0,297928","5,125946",,"0,097526","0,250546"
22/04/2011 0.00,"0,326819","8,523126","36,630032","0,158826","0,278275"
22/04/2011 1.00,,"8,554924",,"0,115271","0,342645"
22/04/2011 2.00,"0,560648",,"33,211231","0,166693","0,310955"
22/04/2011 3.00,"0,650026","25,000241",,,"0,415927"
22/04/2011 4.00,"0,424323","17,518024","37,118431","0,139024","0,309964"
22/04/2011 5.00,"0,717737","42,087382",,"0,107976","0,309964"
22/04/2011 6.00,"0,686138","27,339018","60,561661","0,065191","0,343635"
22/04/2011 7.00,"0,698778","21,91261",,"0,233081","0,284217"
22/04/2011 8.00,"3,994048","40,377443","61,53846","0,489356",
22/04/2011 9.00,"29,522004","46,990879",,"0,574413",
22/04/2011 10.00,"14,027918",,"62,271061","0,10633",
22/04/2011 11.00,"4,564626","29,858844",,"0,072879","1,019571"
22/04/2011 12.00,"2,310301","22,523913","50,54945","0,123647","0,837795"
22/04/2011 13.00,"1,49867","20,484937",,"0,155447","0,277285"
22/04/2011 14.00,"1,247688","15,949546","31,50182","0,12811","0,55666"
22/04/2011 15.00,"4,318157","21,647185",,"0,104675","0,72138"
22/04/2011 16.00,"17,552504","29,583036","28,327221","0,104508","0,9179"
22/04/2011 17.00,"58,983526","37,130809",,"0,193421","0,415266"
22/04/2011 18.00,"18,718027","29,054159","28,571421","0,166201","0,258139"
22/04/2011 19.00,"9,027234","38,481234",,"0,178366","0,534873"
22/04/2011 20.00,"3,046996","35,654477","33,455421","0,179138","0,26419"
22/04/2011 21.00,"0,746626","25,799093",,"0,089808","0,356508"
22/04/2011 22.00,"0,650026","10,596474","26,37361","0,082164","0,336702"
22/04/2011 23.00,"0,650026","7,863158",,"0,102559","0,336702"
23/04/2011 0.00,"0,650026","5,417319","27,35042","0,045563","0,283667"
23/04/2011 1.00,"0,650026","4,212893",,"0,088176","0,158449"
23/04/2011 2.00,"0,650026","4,599658","16,11721","0,063908","0,138643"
23/04/2011 3.00,"0,639192","3,040914",,"0,089215","0,138643"
23/04/2011 4.00,"0,598565","3,328392","21,001221","0,048436","0,138643"
23/04/2011 5.00,"0,617524","3,520478",,"0,084056","0,158449"
23/04/2011 6.00,"0,650026","5,122053","20,02442","0,058421","0,16505"
23/04/2011 7.00,"0,669888","9,353116",,"0,192846","0,191458"
23/04/2011 8.00,"6,103924","33,56621","33,455421","0,535458","0,88445"
23/04/2011 9.00,"18,578097","31,002255",,"0,460317","1,590975"
23/04/2011 10.00,"24,313662","25,321476","40,781441","0,230855","0,81854"
23/04/2011 11.00,"8,421446","12,795065",,"0,212601","0,59264"
23/04/2011 12.00,"2,207379","8,628253","34,920631","0,205714","0,184856"
23/04/2011 13.00,"1,300051","8,178542",,"0,181442","0,244274"
23/04/2011 14.00,"2,895324","12,734065","23,93162","0,229361","0,303252"
23/04/2011 15.00,"4,330798","12,793123",,"0,218522","0,479196"
23/04/2011 16.00,"13,495253","21,909359","20,26862","0,196086","0,349247"
23/04/2011 17.00,"32,533788","19,17411",,"0,2063","0,23118"
23/04/2011 18.00,"5,588417","20,856783","23,19902","0,204371","0,13215"
23/04/2011 19.00,"15,052606","23,107953",,"0,232738","0,16494"
23/04/2011 20.00,"4,545668","19,86587","34,920631","0,421995","0,580097"
23/04/2011 21.00,"1,69729","13,807408",,"0,333844","0,660641"
23/04/2011 22.00,"0,705097","21,784122","53,96825","0,130028","0,244495"
23/04/2011 23.00,"0,650026","8,452392",,"0,123334","0,191568"
24/04/2011 0.00,"0,650026","5,26417","43,223431","0,159945","0,138862"
24/04/2011 1.00,,"3,940339",,"0,178079","0,138643"
24/04/2011 2.00,"0,287095",,"28,81562","0,213908","0,118836"
24/04/2011 3.00,"0,650026","10,740537",,,"0,113115"
24/04/2011 4.00,"0,650026","6,536084","30,76923","0,167138","0,079444"
24/04/2011 5.00,"0,650026","5,470532",,"0,194012","0,079665"
24/04/2011 6.00,"0,650026","7,022137","29,79241","0,188158","0,101451"
24/04/2011 7.00,"0,706903","7,587361",,"0,290428","0,120047"
24/04/2011 8.00,"1,693678","15,17082","34,67643","0,582077","0,261329"
24/04/2011 9.00,"2,097236","14,395341",,"0,526571","0,464562"
