Stat,Casardi,,,,,
,,,,,,,,,,
Parm,NO2,NOX,O3,PM10,BENZENE,PM2.5
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,ug/m3,ug/m3 293K
Field,Aver,Aver,Aver,Aver,,Aver
,,,,,,,,,,
,,,,,,,,,,,
,,,,,,,,,
10/11/2014 4.00,"10,3","11,6","36,9","31,5","1,8","12,4"
10/11/2014 5.00,"19,4","20,9",,"31,5","1,7","12,4"
10/11/2014 6.00,"27,1","30,8","9,4","31,5","1,9","12,4"
10/11/2014 7.00,"41,3","67,9","3,9","31,5","2,3","12,4"
10/11/2014 8.00,"49,7","94,7","4,6","31,5","4,7","12,4"
10/11/2014 9.00,"48,5","90,4","14,3","31,5","4,8","12,4"
10/11/2014 10.00,"50,9","97,9","13,1","31,5","4,3","12,4"
10/11/2014 11.00,"25,8","43,8","33,7","31,5","4,7","12,4"
10/11/2014 12.00,"16,8","24,7","46,4","31,5","2,2","12,4"
10/11/2014 13.00,"16,9","23,1","56,2","31,5","1,7","12,4"
10/11/2014 14.00,"27,8","38,6","48,9","31,5","1,8","12,4"
10/11/2014 15.00,"17,8","21,7","63,2","31,5","1,9","12,4"
10/11/2014 16.00,"19,2","21,8","57,9","31,5","1,4","12,4"
10/11/2014 17.00,"44,6","50,0","26,1","31,5","1,9","12,4"
10/11/2014 18.00,"45,7","50,5","26,6","31,5","2,3","12,4"
10/11/2014 19.00,"32,7","36,7","39,4","31,5","2,0","12,4"
10/11/2014 20.00,"21,2","23,0","53,3","31,5","1,7","12,4"
10/11/2014 21.00,"45,0","51,0","27,8","31,5","1,8","12,4"
10/11/2014 22.00,"45,2","48,6","23,9","31,5","3,3","12,4"
10/11/2014 23.00,"65,0","83,8","4,2","31,5","3,8","12,4"
11/11/2014 0.00,"58,5","70,7","3,8","31,5","5,3","12,4"
11/11/2014 1.00,"42,2","51,3","17,2","42,5","4,1","9,9"
11/11/2014 2.00,"34,0","46,0","21,0","42,5","2,3","9,9"
11/11/2014 3.00,"36,0","48,2","19,6","42,5","1,7","9,9"
11/11/2014 4.00,"35,6","42,7","18,1","42,5","1,9","9,9"
11/11/2014 5.00,"38,8","49,8","14,9","42,5","1,9","9,9"
11/11/2014 6.00,"35,7","43,6","22,7","42,5","2,2","9,9"
11/11/2014 7.00,"40,7","50,6","22,1","42,5","2,2","9,9"
11/11/2014 8.00,"48,5","68,2","12,3","42,5","2,2","9,9"
11/11/2014 9.00,"48,1","73,8","21,7","42,5","3,5","9,9"
11/11/2014 10.00,"24,9","31,0","47,0","42,5","2,6","9,9"
11/11/2014 11.00,"42,7","59,4","33,2","42,5","2,5","9,9"
11/11/2014 12.00,"45,2","65,2","35,5","42,5","3,2","9,9"
11/11/2014 13.00,"37,4","57,2","40,4","42,5","2,2","9,9"
11/11/2014 14.00,"43,8","68,8","31,0","42,5","1,7","9,9"
11/11/2014 15.00,"39,7","59,3","35,1","42,5","1,8","9,9"
11/11/2014 16.00,"30,4","41,6","44,4","42,5","2,0","9,9"
11/11/2014 17.00,"39,6","50,0","36,5","42,5","1,6","9,9"
11/11/2014 18.00,"59,0","82,3","17,6","42,5","2,2","9,9"
11/11/2014 19.00,"49,8","68,7","23,4","42,5","2,4","9,9"
11/11/2014 20.00,"33,6","44,3","39,4","42,5","1,8","9,9"
11/11/2014 21.00,"36,9","52,2","30,8","42,5","1,5","9,9"
11/11/2014 22.00,"29,5","35,2","38,2","42,5","1,9","9,9"
11/11/2014 23.00,"22,4","29,7","53,2","42,5","1,7","9,9"
12/11/2014 0.00,"33,8","46,4","38,7","42,5","1,2","9,9"
12/11/2014 1.00,"29,5","43,1","36,1","39,9","1,4","10,0"
12/11/2014 2.00,"41,4","66,3","22,8","39,9","1,6","10,0"
12/11/2014 3.00,,,"33,6","39,9","1,2","10,0"
12/11/2014 4.00,"48,1","79,6","26,3","39,9","1,1","10,0"
12/11/2014 5.00,"45,3","71,9",,"39,9","1,2","10,0"
12/11/2014 6.00,"41,1","58,1","36,1","39,9","0,9","10,0"
12/11/2014 7.00,"47,6","73,5","23,7","39,9","1,2","10,0"
12/11/2014 8.00,"47,3","67,1","23,4","39,9","1,6","10,0"
12/11/2014 9.00,"53,4","110,2","18,2","39,9","1,9","10,0"
12/11/2014 10.00,"52,8","90,5","17,4","39,9","3,1","10,0"
12/11/2014 11.00,"26,3","34,0","42,9","39,9","3,3","10,0"
12/11/2014 12.00,"16,9","20,7","54,5","39,9","1,8","10,0"
12/11/2014 13.00,"15,6","19,7","54,2","39,9","1,6","10,0"
12/11/2014 14.00,"20,8","24,5","48,9","39,9","1,5","10,0"
12/11/2014 15.00,"17,0","20,1","52,7","39,9","1,6","10,0"
12/11/2014 16.00,"15,9","18,2","54,9","39,9","1,1","10,0"
12/11/2014 17.00,"18,3","19,9","50,7","39,9","1,4","10,0"
12/11/2014 18.00,"38,9","42,4","28,4","39,9","1,4","10,0"
12/11/2014 19.00,"33,7","37,0","36,0","39,9","2,0","10,0"
12/11/2014 20.00,"32,6","35,9","37,0","39,9","1,7","10,0"
12/11/2014 21.00,"28,3","30,5","39,4","39,9","1,9","10,0"
12/11/2014 22.00,"42,2","46,7","23,8","39,9","1,9","10,0"
12/11/2014 23.00,"16,3","17,5","45,9","39,9","2,0","10,0"
13/11/2014 0.00,"12,2","13,2","50,9","39,9","1,7","10,0"
13/11/2014 1.00,"9,4","10,3","54,3","13,6","1,7","7,0"
13/11/2014 2.00,"6,1","7,1","56,6","13,6","1,6","7,0"
13/11/2014 3.00,"8,8","10,3","50,7","13,6","1,2","7,0"
13/11/2014 4.00,"21,3","24,0","35,6","13,6","1,4","7,0"
13/11/2014 5.00,"24,8","43,4","37,5","13,6","1,6","7,0"
13/11/2014 6.00,"12,9","14,7","48,3","13,6","1,1","7,0"
13/11/2014 7.00,"18,2","20,1","44,8","13,6","1,3","7,0"
13/11/2014 8.00,"39,9","46,7","27,2","13,6","1,8","7,0"
13/11/2014 9.00,"50,8","79,7","21,2","13,6","5,4","7,0"
13/11/2014 10.00,"32,3","47,7","43,1","13,6","4,4","7,0"
13/11/2014 11.00,"15,8","21,1","60,4","13,6","2,6","7,0"
13/11/2014 12.00,"14,7","19,5","64,8","13,6","1,7","7,0"
13/11/2014 13.00,"16,5","21,3","68,2","13,6","1,9","7,0"
13/11/2014 14.00,"19,5","24,4","67,4","13,6","1,8","7,0"
13/11/2014 15.00,"22,4","27,5","64,9","13,6","1,9","7,0"
13/11/2014 16.00,"18,2","20,6","68,3","13,6","1,5","7,0"
13/11/2014 17.00,"19,9","21,9","64,1","13,6","1,6","7,0"
13/11/2014 18.00,"27,9","29,0","54,7","13,6","1,6","7,0"
13/11/2014 19.00,"33,5","35,6","38,2","13,6","1,9","7,0"
13/11/2014 20.00,"29,0","32,6","28,8","13,6","2,1","7,0"
13/11/2014 21.00,"30,9","35,3","26,9","13,6","2,1","7,0"
13/11/2014 22.00,"28,2","31,8","26,4","13,6","2,2","7,0"
13/11/2014 23.00,"18,6","20,7","32,8","13,6","1,6","7,0"
14/11/2014 0.00,"14,0","15,4","38,0","13,6","1,7","7,0"
14/11/2014 1.00,"12,1","13,6","39,6",,"1,3",
14/11/2014 2.00,"15,2","17,2","35,7",,"1,3",
14/11/2014 3.00,,,"40,2",,"1,2",
14/11/2014 4.00,"7,3","8,5","41,4",,"1,2",
14/11/2014 5.00,"9,8","11,3",,,"1,4",
14/11/2014 6.00,"14,4","16,3","32,8",,"1,3",
14/11/2014 7.00,"20,1","22,3","26,2",,"1,3",
14/11/2014 8.00,"21,7","27,3","24,5",,"1,9",
14/11/2014 9.00,"19,6","29,9","27,8",,"2,2",
14/11/2014 10.00,"15,7","25,3","34,8",,"2,1",
14/11/2014 11.00,"12,5","19,7","42,3",,"2,1",
14/11/2014 12.00,"12,5","18,5","49,8",,"2,0",
14/11/2014 13.00,"12,9","18,5","52,6",,"1,7",
14/11/2014 14.00,"16,9","22,3","54,7",,"1,8",
14/11/2014 15.00,"11,6","14,5","61,8",,"1,9",
14/11/2014 16.00,"18,7","21,7","54,4",,"1,6",
14/11/2014 17.00,"23,0","25,1","46,6",,"1,7",
14/11/2014 18.00,"43,6","49,7","22,4",,"2,3",
14/11/2014 19.00,"60,5","108,8","2,7",,"3,7",
14/11/2014 20.00,"51,0","76,4","4,1",,"4,6",
14/11/2014 21.00,"50,2","89,5","2,5",,"4,0",
14/11/2014 22.00,"48,0","88,3","2,3",,"4,8",
14/11/2014 23.00,"41,5","57,6","5,3",,"4,4",
15/11/2014 0.00,"29,1","37,0","9,1",,"3,5",
15/11/2014 1.00,"16,0","19,0","20,2",,"2,3",
15/11/2014 2.00,"18,1","21,2","18,3",,"1,7",
15/11/2014 3.00,"16,2","19,3","18,4",,"1,6",
15/11/2014 4.00,"14,6","17,2","19,3",,"1,9",
15/11/2014 5.00,"16,2","18,9","21,1",,"1,8",
15/11/2014 6.00,"23,3","27,3","14,5",,"1,9",
15/11/2014 7.00,"34,8","51,1","4,2",,"2,3",
15/11/2014 8.00,"42,4","100,8","3,7",,"3,4",
15/11/2014 9.00,"46,6","137,0","5,7",,"5,4",
15/11/2014 10.00,"42,2","93,3","14,9",,"6,3",
15/11/2014 11.00,"25,8","40,6","33,2",,"4,0",
15/11/2014 12.00,"19,2","29,5","40,0",,"3,1",
15/11/2014 13.00,"19,9","27,7","52,3",,"2,3",
15/11/2014 14.00,"19,9","25,9","58,8",,"2,4",
15/11/2014 15.00,"13,8","16,7","64,1",,"1,9",
15/11/2014 16.00,"22,0","28,1","49,9",,"2,0",
15/11/2014 17.00,"16,8","18,6","53,5",,"1,5",
15/11/2014 18.00,"22,5","26,5","47,5",,"1,4",
15/11/2014 19.00,"22,0","25,7","53,5",,"1,6",
15/11/2014 20.00,"14,5","16,2","61,9",,"1,5",
15/11/2014 21.00,"15,1","16,5","62,5",,"1,7",
15/11/2014 22.00,"24,6","26,4","51,1",,"1,5",
15/11/2014 23.00,"16,4","18,2","57,5",,"1,8",
16/11/2014 0.00,"8,4","9,7","62,5",,"1,6",
16/11/2014 1.00,"7,2","8,5","59,9","7,0","1,3",
16/11/2014 2.00,"11,0","12,5","50,3","7,0","1,4",
16/11/2014 3.00,,,"41,4","7,0","1,5",
16/11/2014 4.00,"8,8","10,8","43,1","7,0","1,3",
16/11/2014 5.00,"6,0","7,5",,"7,0","1,2",
16/11/2014 6.00,"7,2","9,0","45,6","7,0","1,1",
16/11/2014 7.00,"13,4","15,8","37,7","7,0","1,0",
16/11/2014 8.00,"18,2","22,5","33,9","7,0","1,6",
16/11/2014 9.00,"12,0","16,2","44,5","7,0","2,4",
16/11/2014 10.00,"10,0","13,8","55,0","7,0","1,7",
16/11/2014 11.00,"8,3","11,2","65,5","7,0","1,3",
16/11/2014 12.00,"8,3","11,6","70,3","7,0","1,7",
16/11/2014 13.00,"9,6","12,5","71,0","7,0","1,5",
16/11/2014 14.00,"15,0","18,6","66,1","7,0","1,7",
16/11/2014 15.00,"9,7","12,1","68,6","7,0","1,7",
16/11/2014 16.00,"11,0","12,6","64,1","7,0","1,5",
16/11/2014 17.00,"24,0","25,8","46,1","7,0","1,5",
16/11/2014 18.00,"30,8","33,5","34,3","7,0","1,9",
16/11/2014 19.00,"21,3","23,5","51,4","7,0","2,1",
16/11/2014 20.00,"16,2","17,7","60,7","7,0","1,5",
16/11/2014 21.00,"28,6","30,7","40,9","7,0","1,5",
16/11/2014 22.00,"23,2","25,3","47,2","7,0","1,7",
16/11/2014 23.00,"16,9","18,7","52,5","7,0","1,5",
17/11/2014 0.00,"5,8","7,3","69,7","7,0","1,3",
17/11/2014 1.00,"6,6","8,1","65,7",,"0,9",
17/11/2014 2.00,"3,0","4,5","72,1",,"0,9",
17/11/2014 3.00,"2,8","4,5","69,2",,"0,7",
17/11/2014 4.00,"5,5","7,1","62,3",,"0,8",
17/11/2014 5.00,"6,8","8,7","59,7",,"1,2",
17/11/2014 6.00,"13,9","16,1","52,4",,"1,2",
17/11/2014 7.00,"17,6","19,6","48,9",,"1,2",
17/11/2014 8.00,"30,0","34,9","35,9",,"1,2",
17/11/2014 9.00,"40,1","55,8","25,1",,"2,1",
17/11/2014 10.00,"24,8","34,3","37,8",,"3,1",
17/11/2014 11.00,"16,4","23,6","51,0",,"2,3",
17/11/2014 12.00,"12,6","17,5","58,9",,"1,6",
17/11/2014 13.00,"10,9","15,3","65,9",,"1,6",
17/11/2014 14.00,"12,7","17,0","66,3",,"1,3",
17/11/2014 15.00,"19,2","25,0","57,2",,"1,8",
17/11/2014 16.00,"32,7","38,9","483,6",,"1,4",
17/11/2014 17.00,"49,1","59,8","21,6",,"1,5",
17/11/2014 18.00,"44,4","51,5","19,6",,"2,1",
17/11/2014 19.00,"37,4","42,8","23,7",,"2,0",
17/11/2014 20.00,"29,4","34,0","38,8",,"2,4",
17/11/2014 21.00,"25,3","27,9","45,2",,"1,8",
17/11/2014 22.00,"18,1","20,1","54,5",,"1,6",
17/11/2014 23.00,"9,3","10,8","61,6",,"1,5",
18/11/2014 0.00,"4,9","6,2","67,9",,"1,0",
18/11/2014 1.00,"4,4","5,7","69,4",,"0,9",
18/11/2014 2.00,"3,9","5,1","64,4",,"1,0",
18/11/2014 3.00,,,"64,2",,"0,7",
18/11/2014 4.00,"5,5","6,7","63,7",,"0,9",
18/11/2014 5.00,"5,4","6,5",,,"1,0",
18/11/2014 6.00,"8,7","10,2","62,6",,"0,9",
18/11/2014 7.00,"17,1","18,9","49,0",,"1,1",
18/11/2014 8.00,"38,0","42,5","28,2",,"1,9",
18/11/2014 9.00,"53,0","71,0","14,1",,"3,6",
18/11/2014 10.00,"25,7","30,8","41,1",,"3,2",
18/11/2014 11.00,"17,0","19,0","56,4",,"1,9",
18/11/2014 12.00,"25,8","30,4","44,2",,"1,9",
18/11/2014 13.00,"26,6","33,3","43,1",,"2,2",
18/11/2014 14.00,"36,7","48,8","37,2",,"2,4",
18/11/2014 15.00,"34,7","43,3","38,5",,"2,6",
18/11/2014 16.00,"32,2","37,4","41,9",,"2,0",
18/11/2014 17.00,"51,7","62,6","20,3",,"2,1",
18/11/2014 18.00,"74,4","129,9","2,3",,"4,0",
18/11/2014 19.00,"58,8","94,7","8,9",,"4,9",
18/11/2014 20.00,"50,5","61,1","15,0",,"3,4",
18/11/2014 21.00,"37,7","45,4","21,3",,"2,6",
18/11/2014 22.00,"29,5","34,1","31,4",,"2,3",
18/11/2014 23.00,"17,8","20,6","45,2",,"1,9",
19/11/2014 0.00,"14,7","16,8","48,8",,"1,8",
19/11/2014 1.00,"8,6","10,0","55,3","12,4","1,5","5,7"
19/11/2014 2.00,"6,1","7,3","59,9","12,4","1,5","5,7"
19/11/2014 3.00,"4,3","5,4","64,3","12,4","1,0","5,7"
19/11/2014 4.00,"3,7","4,7","66,1","12,4","0,9","5,7"
19/11/2014 5.00,"4,8","6,0","65,1","12,4","0,9","5,7"
19/11/2014 6.00,"8,8","10,4","63,1","12,4","0,9","5,7"
19/11/2014 7.00,"15,7","17,2","55,5","12,4","1,0","5,7"
19/11/2014 8.00,"20,8","23,7","51,9","12,4","1,6","5,7"
19/11/2014 9.00,"25,4","32,5","45,9","12,4","1,6","5,7"
19/11/2014 10.00,"22,2","29,5","51,2","12,4","2,4","5,7"
19/11/2014 11.00,"15,9","21,7","62,5","12,4","2,2","5,7"
19/11/2014 12.00,"18,9","22,3","59,1","12,4","1,9","5,7"
19/11/2014 13.00,"20,6","25,7","57,2","12,4","2,0","5,7"
19/11/2014 14.00,"17,3","22,9","63,3","12,4","2,0","5,7"
19/11/2014 15.00,"12,3","15,4","67,9","12,4","1,9","5,7"
19/11/2014 16.00,"16,4","19,3","67,3","12,4","1,5","5,7"
19/11/2014 17.00,"17,4","19,4","67,3","12,4","1,7","5,7"
19/11/2014 18.00,"16,6","18,5","66,5","12,4","1,6","5,7"
19/11/2014 19.00,"29,1","32,4","49,4","12,4","1,5","5,7"
19/11/2014 20.00,"44,9","50,9","25,5","12,4","2,4","5,7"
19/11/2014 21.00,"44,5","50,7","22,9","12,4","2,6","5,7"
19/11/2014 22.00,"37,8","43,5","25,8","12,4","2,8","5,7"
19/11/2014 23.00,"21,9","24,1","36,8","12,4","2,3","5,7"
20/11/2014 0.00,"15,9","17,5","40,7","12,4","1,7","5,7"
20/11/2014 1.00,"13,0","14,2","43,4","18,1","1,7","10,8"
20/11/2014 2.00,"9,3","10,5","45,2","18,1","1,7","10,8"
20/11/2014 3.00,,,"43,8","18,1","1,7","10,8"
20/11/2014 4.00,"8,1","9,7","44,6","18,1","1,9","10,8"
20/11/2014 5.00,"11,0","13,0",,"18,1","1,3","10,8"
20/11/2014 6.00,"12,5","14,1","39,5","18,1","1,6","10,8"
20/11/2014 7.00,"21,8","25,3","30,7","18,1","1,8","10,8"
20/11/2014 8.00,"27,4","33,3","24,9","18,1","2,6","10,8"
20/11/2014 9.00,"27,9","41,3","25,6","18,1","3,3","10,8"
20/11/2014 10.00,"20,4","31,6","33,7","18,1","3,1","10,8"
20/11/2014 11.00,"15,9","24,0","41,4","18,1","2,7","10,8"
20/11/2014 12.00,"13,3","18,9","50,8","18,1","2,3","10,8"
20/11/2014 13.00,"12,4","16,5","62,1","18,1","1,8","10,8"
20/11/2014 14.00,"8,9","11,7","68,4","18,1","1,6","10,8"
20/11/2014 15.00,"8,7","10,9","70,2","18,1","1,5","10,8"
20/11/2014 16.00,"22,0","26,0","53,6","18,1","1,8","10,8"
20/11/2014 17.00,"31,9","34,9","43,3","18,1","1,7","10,8"
20/11/2014 18.00,"56,8","63,1","20,8","18,1","3,1","10,8"
20/11/2014 19.00,"65,2","85,8","6,6","18,1","4,1","10,8"
20/11/2014 20.00,"49,3","63,0","11,4","18,1","3,8","10,8"
20/11/2014 21.00,"45,2","56,5","13,9","18,1","3,2","10,8"
20/11/2014 22.00,"41,6","50,0","16,3","18,1","3,0","10,8"
20/11/2014 23.00,"29,6","33,5","26,2","18,1","2,8","10,8"
21/11/2014 0.00,"18,9","21,1","34,9","18,1","2,2","10,8"
21/11/2014 1.00,"13,8","15,4","39,5","21,7","1,6","15,3"
21/11/2014 2.00,"10,5","12,3","40,6","21,7","1,6","15,3"
21/11/2014 3.00,"10,1","11,7","40,2","21,7","1,7","15,3"
21/11/2014 4.00,"8,9","10,7","43,8","21,7","1,7","15,3"
21/11/2014 5.00,"10,3","11,8","44,0","21,7","1,5","15,3"
21/11/2014 6.00,"18,1","20,2","34,4","21,7","1,7","15,3"
21/11/2014 7.00,"28,5","32,0","26,5","21,7","1,7","15,3"
21/11/2014 8.00,"37,8","49,0","21,2","21,7","2,5","15,3"
21/11/2014 9.00,"40,1","63,4","23,0","21,7","4,2","15,3"
21/11/2014 10.00,"32,2","51,1","33,0","21,7","4,8","15,3"
21/11/2014 11.00,"24,0","34,5","48,5","21,7","3,9","15,3"
21/11/2014 12.00,"14,6","20,1","62,4","21,7","3,0","15,3"
21/11/2014 13.00,"10,2","13,6","70,3","21,7","2,3","15,3"
21/11/2014 14.00,"11,3","14,8","70,6","21,7","1,7","15,3"
21/11/2014 15.00,"14,4","18,1","69,0","21,7","1,7","15,3"
21/11/2014 16.00,"26,0","30,2","58,6","21,7","1,7","15,3"
21/11/2014 17.00,"29,7","32,5","54,2","21,7","2,1","15,3"
21/11/2014 18.00,"35,3","38,1","46,0","21,7","2,2","15,3"
21/11/2014 19.00,"58,4","84,2","25,1","21,7","3,1","15,3"
21/11/2014 20.00,"82,1","205,5","2,8","21,7","5,3","15,3"
21/11/2014 21.00,"71,2","172,1","2,7","21,7","6,9","15,3"
21/11/2014 22.00,"56,2","83,6","6,2","21,7","6,1","15,3"
21/11/2014 23.00,"37,7","46,2","15,5","21,7","4,4","15,3"
22/11/2014 0.00,"19,4","22,1","30,8","21,7","3,1","15,3"
22/11/2014 1.00,"16,4","18,6","35,4","25,5","2,1","18,9"
22/11/2014 2.00,"13,9","15,3","36,8","25,5","1,8","18,9"
22/11/2014 3.00,,,"38,2","25,5","1,7","18,9"
22/11/2014 4.00,"10,8","12,5","37,8","25,5","1,6","18,9"
22/11/2014 5.00,"11,5","13,4",,"25,5","1,6","18,9"
22/11/2014 6.00,"17,0","20,0","38,1","25,5","1,6","18,9"
22/11/2014 7.00,"23,2","25,9","30,8","25,5","2,0","18,9"
22/11/2014 8.00,"30,1","35,5","27,7","25,5","3,0","18,9"
22/11/2014 9.00,"33,4","45,4","31,3","25,5","4,1","18,9"
22/11/2014 10.00,"29,4","38,7","40,0","25,5","4,4","18,9"
22/11/2014 11.00,"24,2","30,7","49,3","25,5","4,3","18,9"
22/11/2014 12.00,"20,9","26,6","55,9","25,5","3,2","18,9"
22/11/2014 13.00,"20,3","25,5","56,3","25,5","2,5","18,9"
22/11/2014 14.00,"22,4","26,5","59,0","25,5","2,7","18,9"
22/11/2014 15.00,"12,7","15,2","68,6","25,5","2,2","18,9"
22/11/2014 16.00,"17,2","19,3","64,4","25,5","1,9","18,9"
22/11/2014 17.00,"35,1","37,0","44,2","25,5","2,2","18,9"
22/11/2014 18.00,"67,0","86,6","11,5","25,5","4,9","18,9"
22/11/2014 19.00,"77,4","137,0","3,3","25,5","5,6","18,9"
22/11/2014 20.00,"71,1","140,2","2,8","25,5","6,1","18,9"
22/11/2014 21.00,"63,1","95,8","4,9","25,5","6,2","18,9"
22/11/2014 22.00,"52,9","68,1","10,5","25,5","5,2","18,9"
22/11/2014 23.00,"40,3","47,0","16,7","25,5","4,3","18,9"
23/11/2014 0.00,"27,4","31,8","21,3","25,5","3,0","18,9"
23/11/2014 1.00,"22,2","24,5","32,1","28,7","2,3","20,7"
23/11/2014 2.00,"16,6","18,2","34,6","28,7","1,9","20,7"
23/11/2014 3.00,"13,5","15,1","36,6","28,7","1,8","20,7"
23/11/2014 4.00,"14,4","15,8","36,7","28,7","1,8","20,7"
23/11/2014 5.00,"11,6","13,1","40,6","28,7","2,7","20,7"
23/11/2014 6.00,"12,1","13,7","41,4","28,7","2,3","20,7"
23/11/2014 7.00,"16,6","18,8","37,4","28,7","1,9","20,7"
23/11/2014 8.00,"23,3","27,1","32,9","28,7","2,5","20,7"
23/11/2014 9.00,"22,6","29,2","36,7","28,7","4,0","20,7"
23/11/2014 10.00,"19,7","26,5","45,1","28,7","3,8","20,7"
23/11/2014 11.00,"18,0","23,2","60,2","28,7","3,0","20,7"
23/11/2014 12.00,"18,2","22,7","64,9","28,7","2,7","20,7"
23/11/2014 13.00,"17,2","21,8","67,9","28,7","2,7","20,7"
23/11/2014 14.00,"19,2","24,2","63,0","28,7","2,4","20,7"
23/11/2014 15.00,"13,7","16,7","74,5","28,7","2,2","20,7"
23/11/2014 16.00,"12,3","14,0","79,7","28,7","1,7","20,7"
23/11/2014 17.00,"31,4","32,8","51,3","28,7","2,1","20,7"
23/11/2014 18.00,"58,7","62,4","24,1","28,7","3,3","20,7"
23/11/2014 19.00,"80,9","121,5","4,4","28,7","4,7","20,7"
23/11/2014 20.00,"64,7","99,3","4,9","28,7","5,7","20,7"
23/11/2014 21.00,"45,3","56,2","12,1","28,7","5,7","20,7"
23/11/2014 22.00,"33,4","38,0","23,5","28,7","3,5","20,7"
23/11/2014 23.00,"24,5","26,7","36,1","28,7","2,5","20,7"
24/11/2014 0.00,"22,9","24,7","38,9","28,7","2,5","20,7"
24/11/2014 1.00,"17,3","18,6","42,6","39,9","2,6","27,8"
24/11/2014 2.00,"11,4","12,2","47,9","39,9","2,0","27,8"
24/11/2014 3.00,,,"50,1","39,9","1,6","27,8"
24/11/2014 4.00,"7,3","8,7","52,8","39,9","1,5","27,8"
24/11/2014 5.00,"7,9","9,1",,"39,9","1,6","27,8"
24/11/2014 6.00,"13,3","14,6","47,8","39,9","1,5","27,8"
24/11/2014 7.00,"23,6","25,6","34,1","39,9","1,9","27,8"
24/11/2014 8.00,"41,7","51,0","22,1","39,9","2,8","27,8"
24/11/2014 9.00,"44,2","63,0","23,3","39,9","4,4","27,8"
24/11/2014 10.00,"31,4","45,2","38,8","39,9","4,3","27,8"
24/11/2014 11.00,"16,1","21,3","57,7","39,9","3,5","27,8"
24/11/2014 12.00,"13,3","17,3","62,4","39,9","2,3","27,8"
24/11/2014 13.00,"13,6","17,0","64,6","39,9","2,5","27,8"
24/11/2014 14.00,"25,6","32,4","56,5","39,9","2,4","27,8"
24/11/2014 15.00,"15,0","17,6","65,0","39,9","2,2","27,8"
24/11/2014 16.00,"26,3","30,2","48,4","39,9","1,7","27,8"
24/11/2014 17.00,"55,1","66,3","16,0","39,9","2,6","27,8"
24/11/2014 18.00,"76,5","168,1","2,1","39,9","4,8","27,8"
24/11/2014 19.00,"74,3","209,1","3,3","39,9","7,4","27,8"
24/11/2014 20.00,"75,8","272,1","3,4","39,9","9,4","27,8"
24/11/2014 21.00,"69,9","211,1","2,4","39,9","9,4","27,8"
24/11/2014 22.00,"61,8","149,8","1,7","39,9","8,3","27,8"
24/11/2014 23.00,"48,8","96,3","3,5","39,9","7,3","27,8"
25/11/2014 0.00,"25,9","29,3","18,7","39,9","4,3","27,8"
25/11/2014 1.00,"17,5","19,0","25,6","33,2","2,5","22,4"
25/11/2014 2.00,"13,1","14,4","32,0","33,2","1,9","22,4"
25/11/2014 3.00,"9,6","10,7","36,9","33,2","1,7","22,4"
25/11/2014 4.00,"8,1","9,2","38,5","33,2","1,7","22,4"
25/11/2014 5.00,"10,6","12,8","37,1","33,2","1,5","22,4"
25/11/2014 6.00,"15,2","16,9","32,3","33,2","1,6","22,4"
25/11/2014 7.00,"23,8","26,2","26,4","33,2","2,3","22,4"
25/11/2014 8.00,"33,1","40,2","18,0","33,2","8,5","22,4"
25/11/2014 9.00,"30,8","41,7","26,1","33,2","4,7","22,4"
25/11/2014 10.00,"27,8","37,5","37,6","33,2","3,5","22,4"
25/11/2014 11.00,"19,6","26,5","46,7","33,2","3,1","22,4"
25/11/2014 12.00,"14,9","19,6","56,6","33,2","2,4","22,4"
25/11/2014 13.00,"14,6","18,8","57,4","33,2","2,2","22,4"
25/11/2014 14.00,"16,5","21,5","57,1","33,2","1,8","22,4"
25/11/2014 15.00,"16,9","20,8","57,2","33,2","1,7","22,4"
25/11/2014 16.00,"23,2","26,8","53,2","33,2","1,6","22,4"
25/11/2014 17.00,"38,6","42,8","36,7","33,2","1,7","22,4"
25/11/2014 18.00,"57,8","70,5","13,8","33,2","2,8","22,4"
25/11/2014 19.00,"48,8","55,6","17,9","33,2","2,2","22,4"
25/11/2014 20.00,"56,3","69,6","10,3","33,2","2,5","22,4"
25/11/2014 21.00,"52,8","67,0","8,8","33,2","2,9","22,4"
25/11/2014 22.00,"44,0","55,6","10,0","33,2","2,9","22,4"
25/11/2014 23.00,"38,1","48,8","8,0","33,2","2,7","22,4"
26/11/2014 0.00,"30,2","34,9","13,2","33,2","3,0","22,4"
26/11/2014 1.00,"28,2","32,0","10,0","44,8","2,6","30,4"
26/11/2014 2.00,"25,6","30,2","7,1","44,8","2,8","30,4"
26/11/2014 3.00,,,"11,3","44,8","2,7","30,4"
26/11/2014 4.00,"14,0","16,3","16,2","44,8","2,1","30,4"
26/11/2014 5.00,"11,7","13,6",,"44,8","1,9","30,4"
26/11/2014 6.00,"18,0","21,1","17,9","44,8","1,8","30,4"
26/11/2014 7.00,"27,7","33,5","11,0","44,8","2,2","30,4"
26/11/2014 8.00,"28,7","37,6","13,3","44,8","3,5","30,4"
26/11/2014 9.00,"33,1","51,0","12,1","44,8","3,8","30,4"
26/11/2014 10.00,"32,6","51,4","23,0","44,8","4,3","30,4"
26/11/2014 11.00,"21,4","29,7","42,5","44,8","3,8","30,4"
26/11/2014 12.00,"14,9","19,0","49,7","44,8","3,0","30,4"
