Stat,TA V.Archimede,,,,,
,,,,,,,,,,
Parm,SO2,NOX,NO2,CO,H2S,PM10
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3
,,,,,,,
,,,,,,,,
,,,,,,,,,
,,,,,,,,,
17/10/2014 2.00,"3,7","20,8","17,8","0,2",,"45,4"
17/10/2014 3.00,,"27,9","23,1",,"0,7",
17/10/2014 4.00,"6,5","14,0","11,1","0,2","0,8","37,6"
17/10/2014 5.00,"3,7",,,"0,2","0,9",
17/10/2014 6.00,"2,7","76,0","42,9","0,2","0,7","26,4"
17/10/2014 7.00,"5,6","94,4","39,7","0,2","1,8",
17/10/2014 8.00,"7,5","136,7","50,6","0,3","0,9","16,6"
17/10/2014 9.00,"5,2","66,9","42,1","0,3","0,9",
17/10/2014 10.00,"5,9","54,2","38,2","0,4","0,9","27,8"
17/10/2014 11.00,"5,7","44,9","35,2","0,3","0,6",
17/10/2014 12.00,"4,9","22,1","17,6","0,2","0,3","27,8"
17/10/2014 13.00,"4,7","21,4","17,1","0,2","0,4",
17/10/2014 14.00,"4,7","18,0","14,0","0,2","0,6","24,4"
17/10/2014 15.00,"5,7","14,3","11,0","0,2","0,4",
17/10/2014 16.00,"4,9","15,3","12,3","0,2","0,7","27,4"
17/10/2014 17.00,"3,2","17,5","14,4","0,2","0,8",
17/10/2014 18.00,"3,0","21,2","17,4","0,2","0,7","41,0"
17/10/2014 19.00,"3,5","39,8","36,4","0,3","1,2",
17/10/2014 20.00,"2,2","28,5","25,2","0,2","0,4","32,7"
17/10/2014 21.00,"3,0","27,2","24,3","0,4","2,1",
17/10/2014 22.00,"3,3","29,2","26,1","0,4","2,0","38,1"
17/10/2014 23.00,"4,3","26,2","23,1","0,3","2,0",
18/10/2014 0.00,"2,5","19,0","16,1","0,2","1,5","35,2"
18/10/2014 1.00,"3,3","12,7","9,7","0,2","1,0",
18/10/2014 2.00,"3,8","13,8","10,9","0,2","1,9","32,7"
18/10/2014 3.00,"4,9","15,9","12,9","0,3","1,8",
18/10/2014 4.00,"5,0","21,7","18,7","0,2","1,3","24,4"
18/10/2014 5.00,"4,2","30,4","27,2","0,2","1,6",
18/10/2014 6.00,"3,6","55,0","41,0","0,4","1,2","20,5"
18/10/2014 7.00,"3,3","41,1","35,1","0,3","2,1",
18/10/2014 8.00,"3,4","53,2","40,5","0,4","2,5","34,2"
18/10/2014 9.00,"4,6","48,3","35,1","0,5","3,5",
18/10/2014 10.00,"4,8","19,3","14,4","0,3","0,5","35,2"
18/10/2014 11.00,"4,9","12,7","9,1","0,2","0,2",
18/10/2014 12.00,"5,1","11,1","7,7","0,2","0,3","33,7"
18/10/2014 13.00,"3,1","27,6","21,5","0,3","0,5",
18/10/2014 14.00,"4,2","22,4","16,6","0,3","0,4","23,9"
18/10/2014 15.00,"5,4","9,4","6,4","0,2","0,4",
18/10/2014 16.00,"4,2","10,3","7,1","0,2","0,4","24,4"
18/10/2014 17.00,"3,4","7,9","5,0","0,2","0,5",
18/10/2014 18.00,"2,8","9,6","6,9","0,2","0,5","23,4"
18/10/2014 19.00,"2,2","12,4","9,7","0,2","0,4",
18/10/2014 20.00,"3,6","12,6","9,6","0,2","0,3","20,5"
18/10/2014 21.00,"1,6","14,2","11,3","0,2","0,6",
18/10/2014 22.00,"3,1","11,3","8,3","0,2","0,4","12,7"
18/10/2014 23.00,"4,4","9,0","6,2","0,2","0,2",
19/10/2014 0.00,"2,8","8,4","5,5","0,2","0,3","10,7"
19/10/2014 1.00,"3,3","7,7","4,8","0,2","0,3",
19/10/2014 2.00,"3,2","8,4","5,5","0,2",,"16,6"
19/10/2014 3.00,,"8,9","6,2",,"0,3",
19/10/2014 4.00,"5,9","9,7","7,0","0,1","0,6","14,2"
19/10/2014 5.00,"3,6",,,"0,1","0,4",
19/10/2014 6.00,"2,5","10,4","7,6","0,1","0,2","14,2"
19/10/2014 7.00,"5,1","10,9","8,0","0,1","0,2",
19/10/2014 8.00,"5,4","16,5","12,4","0,1","0,1","14,7"
19/10/2014 9.00,"5,9","10,2","6,7","0,1","0,2",
19/10/2014 10.00,"3,8","8,5","5,6","0,1","0,2","23,4"
19/10/2014 11.00,"3,7","7,0","4,2","0,1","0,1",
19/10/2014 12.00,"3,8","6,8","3,9","0,1","0,1","13,7"
19/10/2014 13.00,"4,1","5,7","2,8","0,1","0,1",
19/10/2014 14.00,"4,4","5,4","2,4","0,1","0,1","16,6"
19/10/2014 15.00,"3,9","5,7","2,9","0,1","0,1",
19/10/2014 16.00,"4,8","6,4","3,5","0,1","0,1","10,7"
19/10/2014 17.00,"2,0","8,6","5,6","0,1","0,1",
19/10/2014 18.00,"3,2","12,7","9,8","0,1","0,1","7,8"
19/10/2014 19.00,"2,3","14,1","11,2","0,1",,
19/10/2014 20.00,"3,0","35,3","32,0","0,1","0,1","6,3"
19/10/2014 21.00,"4,5","34,0","30,8","0,1","0,2",
19/10/2014 22.00,"3,1","27,5","24,5","0,1","0,2","7,8"
19/10/2014 23.00,"2,1","21,2","18,3","0,1","0,1",
20/10/2014 0.00,"2,1","16,5","13,7","0,1","0,1","11,7"
20/10/2014 1.00,"1,5","10,5","7,6",,"0,1",
20/10/2014 2.00,"0,5","13,6","10,8","0,1","0,3","14,2"
20/10/2014 3.00,"2,5","16,1","13,3","0,1","0,4",
20/10/2014 4.00,"3,8","14,5","11,8","0,1","0,3","10,3"
20/10/2014 5.00,"2,9","27,1","23,9","0,1","0,2",
20/10/2014 6.00,"2,9","102,6","52,7","0,1","0,6","4,4"
20/10/2014 7.00,"2,8","121,6","63,4","0,2","0,4",
20/10/2014 8.00,"6,9","166,3","67,6","0,3","0,5","3,9"
20/10/2014 9.00,"6,8","110,9","57,8","0,2","0,5",
20/10/2014 10.00,"3,1","37,1","27,8","0,2","0,2","10,7"
20/10/2014 11.00,"3,4","50,6","41,1","0,2","0,4",
20/10/2014 12.00,"5,1","46,9","38,9","0,2","0,5","23,9"
20/10/2014 13.00,"3,6","32,8","27,5","0,2","0,6",
20/10/2014 14.00,"3,1","20,6","17,0","0,1","0,3","23,4"
20/10/2014 15.00,"3,7","18,3","15,3","0,2","0,3",
20/10/2014 16.00,"4,1","19,8","16,9","0,2","0,5","20,0"
20/10/2014 17.00,"3,3","23,7","20,8","0,2","0,3",
20/10/2014 18.00,"4,5","22,1","19,2","0,3","0,3","21,5"
20/10/2014 19.00,"4,3","41,6","38,2","0,3","0,4",
20/10/2014 20.00,"2,7","30,2","26,9","0,2","0,7","28,3"
20/10/2014 21.00,"3,9","45,8","42,0","0,2","0,5",
20/10/2014 22.00,"3,2","44,4","39,4","0,2","0,4","23,0"
20/10/2014 23.00,"3,6","25,6","22,6","0,2","0,4",
21/10/2014 0.00,"2,2","32,3","28,9","0,2",,"17,1"
21/10/2014 1.00,"3,1","30,9","27,8","0,2","0,3",
21/10/2014 2.00,"4,0","29,1","25,5","0,2",,"21,0"
21/10/2014 3.00,,"21,4","18,3",,"0,6",
21/10/2014 4.00,"5,4","19,2","16,1","0,3","0,7","16,6"
21/10/2014 5.00,"4,0",,,"0,3","0,4",
21/10/2014 6.00,"6,3",,"48,5","0,3","0,7","15,6"
21/10/2014 7.00,"8,0",,"54,3","0,4","0,9",
21/10/2014 8.00,"6,3","208,9","61,7","0,5","0,6","21,0"
21/10/2014 9.00,"5,2","103,4","55,9","0,4","0,9",
21/10/2014 10.00,"4,9","55,2","40,5","0,4","0,6","26,9"
21/10/2014 11.00,"4,3",,,"0,4","1,2",
21/10/2014 12.00,"3,9","46,5","37,9","0,3","1,3","24,9"
21/10/2014 13.00,"3,9","25,3","20,7","0,3","0,7",
21/10/2014 14.00,"3,7","13,7","10,6","0,2","0,5","56,2"
21/10/2014 15.00,"5,0","11,5","8,5","0,2","0,6",
21/10/2014 16.00,"2,8","11,4","8,7","0,2","0,4","48,8"
21/10/2014 17.00,"3,2","12,2","9,2","0,3","0,7",
21/10/2014 18.00,"2,6","15,4","12,6","0,3","0,9","27,4"
21/10/2014 19.00,"2,3","16,6","13,9","0,3","1,4",
21/10/2014 20.00,"2,4","34,4","31,0","0,3","1,0","23,4"
21/10/2014 21.00,"4,4","49,1","45,1","0,3","0,7",
21/10/2014 22.00,"1,7","39,7","36,5","0,3","1,0","26,4"
21/10/2014 23.00,"0,7","28,7","25,7","0,3","1,0",
22/10/2014 0.00,"2,8","34,4","31,2","0,3","1,0","20,0"
22/10/2014 1.00,"3,5","15,2","12,0","0,2","1,1",
22/10/2014 2.00,"3,1","12,1","9,1","0,2","0,6","19,5"
22/10/2014 3.00,"1,9","15,8","12,9","0,2","0,9",
22/10/2014 4.00,"4,2","19,6","16,0","0,2","1,3","34,2"
22/10/2014 5.00,"4,1","20,4","15,9","0,2","1,0",
22/10/2014 6.00,"4,2","28,4","20,5","0,2","1,2","19,5"
22/10/2014 7.00,"5,1","17,9","15,1","0,2","1,3",
22/10/2014 8.00,"2,4","24,6","20,6","0,2","1,5","12,2"
22/10/2014 9.00,"5,0","22,0","17,6","0,2","1,3",
22/10/2014 10.00,"5,6","16,4","12,9","0,2","1,2","25,4"
22/10/2014 11.00,"3,5","18,2","15,2","0,2","1,4",
22/10/2014 12.00,"4,5","17,0","13,6","0,2","1,2","13,7"
22/10/2014 13.00,"5,2","18,5","14,7","0,2","1,6",
22/10/2014 14.00,"4,8","18,6","15,5","0,1","1,8","19,5"
22/10/2014 15.00,"2,0","14,9","11,6","0,1","2,0",
22/10/2014 16.00,"3,6","13,1","9,9","0,1","1,7","15,1"
22/10/2014 17.00,"5,0","50,4","39,3","0,6","2,0",
22/10/2014 18.00,"2,6","49,3","40,2","0,8","2,3","53,2"
22/10/2014 19.00,"2,0","60,6","51,1","1,5","7,0",
22/10/2014 20.00,"3,6","64,3","53,9","1,9","10,7","32,7"
22/10/2014 21.00,"4,9","45,4","38,1","0,6","8,9",
22/10/2014 22.00,"4,1","30,9","26,5","0,7","3,3","29,3"
22/10/2014 23.00,"3,4","26,6","22,6","0,5","2,1",
23/10/2014 0.00,"4,9","20,6","17,2","0,4","2,6","25,4"
23/10/2014 1.00,"2,9","52,7","39,0","1,6","8,0",
23/10/2014 2.00,"3,5","25,2","21,8","0,5",,"22,0"
23/10/2014 3.00,,"37,4","30,0",,"5,4",
23/10/2014 4.00,"6,8","25,3","21,7","0,8","3,8","20,0"
23/10/2014 5.00,"4,7",,,"0,6","1,4",
23/10/2014 6.00,"1,5",,,"0,6","1,9","22,0"
23/10/2014 7.00,"2,4",,,"0,5","2,5",
23/10/2014 8.00,"4,6",,,"0,5","3,2","18,6"
23/10/2014 9.00,"5,8",,,"0,6","3,0",
23/10/2014 10.00,"6,8",,,"1,0","5,1","18,6"
23/10/2014 11.00,"7,4","42,3","31,8","0,5","3,8",
23/10/2014 12.00,"7,8","40,1","30,2","0,4","3,6","22,5"
23/10/2014 13.00,"7,1","41,7","32,2","0,6","2,3",
23/10/2014 14.00,"8,7","58,1","45,1","0,8","4,7","22,0"
23/10/2014 15.00,"8,8","47,4","37,4","0,4","2,1",
23/10/2014 16.00,"6,7","20,9","16,7","0,2","1,4","28,8"
23/10/2014 17.00,"5,1","19,7","15,8","0,1","1,1",
23/10/2014 18.00,"0,9","20,2","16,9","0,1","1,5","34,2"
23/10/2014 19.00,"4,6","25,7","22,1","0,3","1,5",
23/10/2014 20.00,"4,3","32,5","27,6","0,5","1,7","18,6"
23/10/2014 21.00,"1,4","33,0","28,7","0,5","1,2",
23/10/2014 22.00,"1,6","31,2","27,1","0,5","1,3","10,7"
23/10/2014 23.00,"2,9","42,3","36,6","0,6","1,8",
24/10/2014 0.00,"2,6","35,4","31,8","0,2","1,7","7,3"
24/10/2014 1.00,"2,6","31,4","27,9","0,3","1,5",
24/10/2014 2.00,"2,0","20,7","17,8","0,3","1,1","7,8"
24/10/2014 3.00,"1,7","32,1","29,1","0,3","1,4",
24/10/2014 4.00,"2,0","25,9","22,5","0,2","1,6","13,7"
24/10/2014 5.00,"2,5","17,7","14,3","0,2","1,3",
24/10/2014 6.00,"3,1","28,9","24,6","0,4","1,4","9,8"
24/10/2014 7.00,"4,6","43,4","36,5","0,6","1,3",
24/10/2014 8.00,"3,3","65,5","50,4","0,6","2,0","10,7"
24/10/2014 9.00,"3,3","90,3","59,6","0,9","1,8",
24/10/2014 10.00,"4,2","48,4","34,6","0,4","2,4","53,2"
24/10/2014 11.00,"5,2","30,4","22,9","0,3","1,4",
24/10/2014 12.00,"4,0","15,5","11,5","0,2","0,9","47,4"
24/10/2014 13.00,"4,5","16,1","12,2","0,2","1,2",
24/10/2014 14.00,"2,2","12,7","9,1","0,2","1,1","28,3"
24/10/2014 15.00,"3,4","11,8","8,3","0,2","1,1",
24/10/2014 16.00,"4,6","11,5","8,1","0,2","0,8","31,3"
24/10/2014 17.00,"4,8","11,9","8,8","0,2","1,0",
24/10/2014 18.00,"1,6","25,6","21,4","0,4","1,2","23,9"
24/10/2014 19.00,"0,3","36,0","32,0","0,5","1,3",
24/10/2014 20.00,"4,3","71,8","61,4","1,4","4,9","19,0"
24/10/2014 21.00,"4,2","56,8","49,7","1,2","6,3",
24/10/2014 22.00,"0,3","62,0","47,6","0,8","4,1","19,0"
24/10/2014 23.00,"2,4","48,1","36,4","0,7","2,2",
25/10/2014 0.00,"4,4","25,1","20,8","0,4","0,8","19,5"
25/10/2014 1.00,"4,0","25,1","19,7","0,5","0,6",
25/10/2014 2.00,"4,0","23,3","18,9","0,4",,"23,9"
25/10/2014 3.00,,"69,7","48,8",,"6,0",
25/10/2014 4.00,"6,4","58,2","43,8","0,8","5,9","22,0"
25/10/2014 5.00,"7,7",,,"1,7","10,6",
25/10/2014 6.00,"3,2",,,"1,1","3,3","28,3"
25/10/2014 7.00,"6,7",,,"0,9","5,1",
25/10/2014 8.00,"7,2",,,"1,0","7,2","35,2"
25/10/2014 9.00,"6,3",,,"1,1","6,3",
25/10/2014 10.00,"8,8",,,"0,8","4,4","29,8"
25/10/2014 11.00,"9,2",,,"0,6","3,6",
25/10/2014 12.00,"9,0",,,"0,7","1,4","32,7"
25/10/2014 13.00,"8,9",,,"0,1","0,6",
25/10/2014 14.00,"6,7",,,"0,1","0,5","30,3"
25/10/2014 15.00,"6,8",,,"0,1","0,5",
25/10/2014 16.00,"5,8",,,"0,1","0,6","25,4"
25/10/2014 17.00,"2,9",,,"0,1","0,8",
25/10/2014 18.00,"3,3",,,"0,1","1,2","26,4"
25/10/2014 19.00,"4,8",,,"0,1","1,5",
25/10/2014 20.00,"4,6",,,"0,6","1,9","14,2"
25/10/2014 21.00,"2,6",,,"0,4","2,5",
25/10/2014 22.00,"4,0",,,"0,9","7,4","27,4"
25/10/2014 23.00,"4,5",,,"0,4","2,5",
26/10/2014 0.00,"4,0",,,"0,1","0,8","31,7"
26/10/2014 1.00,"3,8",,,"0,1","1,9",
26/10/2014 2.00,"3,6",,,"0,1","2,3","24,9"
26/10/2014 3.00,"4,4",,,"0,1","0,8",
26/10/2014 4.00,"2,5",,,"0,1","1,7","23,0"
26/10/2014 5.00,"3,6",,,"0,3","1,9",
26/10/2014 6.00,"2,2",,,"0,1","0,6","20,5"
26/10/2014 7.00,"3,3",,,"0,1","0,6",
26/10/2014 8.00,"1,7",,,"0,1","0,5","18,6"
26/10/2014 9.00,"3,2",,,"0,1","0,7",
26/10/2014 10.00,"3,5",,,"0,1","0,3","12,2"
26/10/2014 11.00,"4,3",,,"0,1","0,2",
26/10/2014 12.00,"3,3",,,"0,1","0,2","16,6"
26/10/2014 13.00,"3,3",,,"0,1","0,2",
26/10/2014 14.00,"3,4",,,"0,1","0,2","12,7"
26/10/2014 15.00,"2,1",,,"0,1","0,2",
26/10/2014 16.00,"3,0",,,"0,1","0,1","14,2"
26/10/2014 17.00,"2,8",,,"0,1","0,2",
26/10/2014 18.00,"2,4",,,"0,1","0,3","10,3"
26/10/2014 19.00,"3,1",,,"0,1","0,1",
26/10/2014 20.00,"3,5",,,"0,1","0,4","6,8"
26/10/2014 21.00,"2,5",,,"0,1","1,5",
26/10/2014 22.00,"1,7",,,"0,1","2,5","6,3"
26/10/2014 23.00,"2,6",,,"0,1","0,8",
27/10/2014 0.00,"1,8",,,"0,4","0,9","13,2"
27/10/2014 1.00,"1,6",,,"0,1","0,7",
27/10/2014 2.00,"3,0",,,"0,1",,"13,7"
27/10/2014 3.00,,,,,"0,4",
27/10/2014 4.00,"4,7",,,"0,3","1,5","8,8"
27/10/2014 5.00,"3,3",,,"0,9","0,4",
27/10/2014 6.00,"2,6",,,"0,4","0,7","18,6"
27/10/2014 7.00,"2,6",,,"0,4","3,4",
27/10/2014 8.00,"3,6",,,"0,3","7,1","18,1"
27/10/2014 9.00,"3,9",,,"0,3","2,3",
27/10/2014 10.00,"1,8",,,"0,2","0,6","39,6"
27/10/2014 11.00,"0,8",,,"0,2","0,1",
27/10/2014 12.00,"4,8",,,"0,8","1,6","43,0"
27/10/2014 13.00,"5,0","10,1","7,4","0,2","1,5",
27/10/2014 14.00,"4,0","10,1","7,2","0,2","1,7","24,4"
27/10/2014 15.00,"2,6","9,6","6,7","0,2","1,6",
27/10/2014 16.00,"4,7","11,1","8,1","0,2","1,6","14,2"
27/10/2014 17.00,"3,8","13,8","11,2","0,2","1,4",
27/10/2014 18.00,"3,5","23,5","20,6","0,2","2,0","15,1"
27/10/2014 19.00,"3,0","27,7","25,1","0,2","1,9",
27/10/2014 20.00,"3,8","26,7","23,6","0,2","1,9","13,7"
27/10/2014 21.00,"3,6","22,0","19,0","0,3","2,4",
27/10/2014 22.00,"3,6","26,0","23,1","0,4","3,0","12,7"
27/10/2014 23.00,"5,1","41,4","37,5","0,4","2,4",
28/10/2014 0.00,"5,3","79,0","57,1","0,5","2,8","7,8"
28/10/2014 1.00,"4,7","47,0","41,7","0,4","2,8",
28/10/2014 2.00,"5,0","51,8","44,5","0,6","7,0","27,8"
28/10/2014 3.00,"4,5","60,3","48,5","0,9","6,9",
28/10/2014 4.00,"5,0","45,7","40,4","0,8","6,6","35,2"
28/10/2014 5.00,"5,6","30,9","27,9","0,6","3,7",
28/10/2014 6.00,"4,8","28,2","25,0","0,6","2,5","53,7"
28/10/2014 7.00,"3,5","37,7","32,0","0,4","2,2",
28/10/2014 8.00,"5,1","62,0","44,1","0,5","2,2","44,0"
28/10/2014 9.00,"6,4","36,0","27,3","0,4","2,3",
28/10/2014 10.00,"5,3","15,0","10,9","0,3","1,9","75,7"
28/10/2014 11.00,"4,2","18,2","13,3","0,2","1,9",
28/10/2014 12.00,"4,1","12,1","8,7","0,2","1,9","66,4"
28/10/2014 13.00,"4,4","11,2","8,2","0,2","1,8",
28/10/2014 14.00,"5,3","12,2","9,3","0,2","0,7","36,6"
28/10/2014 15.00,"5,5","21,2","17,9","0,2","1,8",
28/10/2014 16.00,"4,7","25,0","22,2","0,2","1,8","32,2"
28/10/2014 17.00,"5,8","24,5","21,5","0,3","1,7",
28/10/2014 18.00,"3,8","32,6","29,5","0,2","1,9","21,0"
28/10/2014 19.00,"3,6","16,7","13,8","0,2","1,6",
28/10/2014 20.00,"1,2","30,7","27,6","0,2","1,7","12,2"
28/10/2014 21.00,"3,3","22,2","18,8","0,3","1,8",
28/10/2014 22.00,"5,4","16,7","13,6","0,3","1,8","20,0"
28/10/2014 23.00,"5,2","19,8","17,0","0,3","1,6",
29/10/2014 0.00,"4,8","30,1","27,1","0,3","1,9","15,1"
29/10/2014 1.00,"4,4","50,6","46,3","0,3","2,5",
29/10/2014 2.00,"5,8","24,3","21,7","0,3",,"16,6"
29/10/2014 3.00,,"18,0","15,5",,"3,4",
29/10/2014 4.00,"6,5","18,9","16,4","0,3","4,3","33,7"
29/10/2014 5.00,"6,0","18,3","15,8","0,3","4,4",
29/10/2014 6.00,"5,7","23,9","20,6","0,3","1,8","21,0"
29/10/2014 7.00,"5,7","60,7","43,3","0,3","2,0",
29/10/2014 8.00,"3,9","58,4","40,9","0,3","2,2","11,7"
29/10/2014 9.00,"5,8","57,2","40,0","0,3","2,0",
29/10/2014 10.00,"8,1","57,1","39,3","0,4","2,3","12,2"
29/10/2014 11.00,"5,5","49,0","37,1","0,6","3,4",
29/10/2014 12.00,"2,5","37,8","30,6","0,6","3,1","25,4"
29/10/2014 13.00,"2,6","47,5","38,9","0,6","3,6",
29/10/2014 14.00,"3,7","36,8","31,1","0,5","2,7","23,0"
29/10/2014 15.00,"4,5","29,4","25,4","0,4","2,4",
29/10/2014 16.00,"5,1","21,9","18,7","0,4","2,0","21,0"
29/10/2014 17.00,"4,7","21,5","19,0","0,3","2,1",
29/10/2014 18.00,"5,2","31,3","28,5","0,3","1,4","20,5"
29/10/2014 19.00,"4,4","29,1","26,4","0,3","1,6",
29/10/2014 20.00,"3,8","30,3","26,5","0,3","1,7","12,7"
29/10/2014 21.00,"3,5","18,0","15,0","0,3","1,7",
29/10/2014 22.00,"5,2","20,6","17,3","0,4","2,2","21,0"
29/10/2014 23.00,"4,8","12,9","10,1","0,3","1,7",
30/10/2014 0.00,"4,8","16,2","13,3","0,3","1,8","21,0"
30/10/2014 1.00,"3,4","12,2","9,8","0,3","1,6",
30/10/2014 2.00,"3,9","18,7","15,6","0,3","2,1","14,7"
30/10/2014 3.00,"4,3","13,6","11,0","0,3","2,0",
30/10/2014 4.00,"2,5","19,8","15,2","0,3","2,1","11,2"
30/10/2014 5.00,"3,4","26,1","21,2","0,3","3,3",
30/10/2014 6.00,"4,3","33,1","26,3","0,3","2,4","14,2"
30/10/2014 7.00,"5,6","37,2","30,2","0,3","1,6",
30/10/2014 8.00,"5,1","81,5","52,5","0,4","2,0","16,1"
30/10/2014 9.00,"5,1","44,6","37,0","0,4","2,3",
30/10/2014 10.00,"2,5","45,5","37,6","0,5","2,2","23,4"
30/10/2014 11.00,"4,0","25,8","21,3","0,3","2,1",
30/10/2014 12.00,"3,3","21,2","16,8","0,4","1,5","34,7"
30/10/2014 13.00,"4,3","14,8","11,4","0,3","1,3",
30/10/2014 14.00,"3,5","10,9","8,0","0,2","1,3","27,8"
30/10/2014 15.00,"5,7","12,5","9,6","0,3","0,4",
30/10/2014 16.00,"4,3","11,4","8,7","0,3","1,1","19,0"
30/10/2014 17.00,"4,6","17,9","15,0","0,3","1,8",
30/10/2014 18.00,"5,5","22,6","19,7","0,3","2,7","19,5"
30/10/2014 19.00,"4,4","31,9","27,9","0,6","1,9",
30/10/2014 20.00,"3,9","16,9","14,1","0,3","1,6","24,4"
30/10/2014 21.00,"4,2","12,8","10,1","0,3","1,5",
30/10/2014 22.00,"4,5","24,2","21,3","0,3","2,7","17,1"
30/10/2014 23.00,"4,9","51,0","46,8","0,9","7,2",
31/10/2014 0.00,"2,9","33,6","30,4","0,7","3,6","10,7"
31/10/2014 1.00,"3,9","31,8","28,1","0,8","1,6",
31/10/2014 2.00,"3,6","43,8","38,2","0,8",,"20,5"
31/10/2014 3.00,,"20,2","17,2",,"1,8",
31/10/2014 4.00,"4,8","13,1","10,0","0,3","1,4","17,1"
31/10/2014 5.00,"3,8","10,7","7,8","0,3","1,9",
31/10/2014 6.00,"4,6","21,0","17,4","0,5","1,7","19,5"
31/10/2014 7.00,"5,1","24,4","21,1","0,3","1,7",
31/10/2014 8.00,"4,4","17,3","14,2","0,2","1,5","12,2"
31/10/2014 9.00,"4,7","20,3","15,5","0,2","1,4",
31/10/2014 10.00,"2,2","13,5","10,2","0,2","0,9","12,2"
31/10/2014 11.00,"3,6","13,9","10,6","0,1","1,9",
31/10/2014 12.00,"2,1","15,8","11,8","0,1","2,0","21,5"
31/10/2014 13.00,"2,4","15,0","10,8","0,1","1,7",
31/10/2014 14.00,"4,8","11,9","9,0","0,2","2,0","28,8"
31/10/2014 15.00,"3,5","13,7","10,8","0,1","1,7",
31/10/2014 16.00,"5,3","14,9","11,9","0,1","1,4","34,2"
31/10/2014 17.00,"5,2","15,6","12,7","0,2","2,1",
31/10/2014 18.00,"1,5","21,9","19,0","0,2","5,6","35,7"
31/10/2014 19.00,"1,7","26,9","24,0","0,2","1,7",
31/10/2014 20.00,"4,5","24,9","21,9","0,2","2,6","28,8"
31/10/2014 21.00,"4,8","20,3","17,3","0,2","2,7",
31/10/2014 22.00,"4,4","13,3","10,9","0,3","1,8","37,6"
31/10/2014 23.00,"3,7","11,1","8,1","0,2","1,2",
01/11/2014 0.00,"5,0","31,0","27,8","0,4","2,0","22,5"
01/11/2014 1.00,"3,8","19,6","16,7","0,2","2,1",
01/11/2014 2.00,"3,9","17,9","14,9","0,2","1,8","24,9"
01/11/2014 3.00,"3,8","8,4","5,5","0,1","2,1",
01/11/2014 4.00,"4,2","6,7","4,1","0,1","2,0","30,3"
01/11/2014 5.00,"3,9","7,6","4,8","0,2","1,6",
01/11/2014 6.00,"6,1","12,8","9,8","0,2","2,0","26,9"
01/11/2014 7.00,"3,9","44,0","39,5","0,8","4,2",
01/11/2014 8.00,"6,1","55,2","43,9","0,7","3,4","15,1"
01/11/2014 9.00,"5,7","59,5","40,4","0,8","6,0",
01/11/2014 10.00,"5,9","19,0","14,5","0,2","1,5","29,8"
01/11/2014 11.00,"4,2","10,6","7,6","0,1","1,6",
01/11/2014 12.00,"5,7","9,8","6,9","0,1","1,4","37,1"
01/11/2014 13.00,"5,0","8,2","5,2","0,1","1,0",
01/11/2014 14.00,"4,6","10,9","7,5","0,1","1,3","26,4"
01/11/2014 15.00,"4,0","10,5","7,2","0,1","1,5",
01/11/2014 16.00,"2,4","6,5","3,6","0,1","1,6","18,6"
01/11/2014 17.00,"4,0","7,4","4,8","0,1","1,3",
01/11/2014 18.00,"3,6","9,1","6,7","0,1","1,2","23,9"
01/11/2014 19.00,"4,4","20,2","17,3","0,1","1,3",
01/11/2014 20.00,"3,6","19,4","16,4","0,1","1,2","13,2"
01/11/2014 21.00,"3,1","15,0","12,3","0,1","1,4",
01/11/2014 22.00,"2,5","23,1","20,2","0,2","1,6","17,1"
01/11/2014 23.00,"5,6","27,6","24,8","0,2","2,7",
02/11/2014 0.00,"6,8","27,9","25,0","0,2","2,6","11,2"
02/11/2014 1.00,"5,6","32,0","28,9","0,2","1,8",
02/11/2014 2.00,"2,6","44,5","40,2","0,3",,"27,4"
02/11/2014 3.00,,"19,3","16,4",,"2,2",
02/11/2014 4.00,"5,4","38,6","35,7",,"3,4","30,8"
02/11/2014 5.00,"5,6","38,6","35,7",,"1,6",
02/11/2014 6.00,"5,0","38,2","33,9",,"2,0","41,5"
02/11/2014 7.00,"4,5","29,6","26,3",,"2,5",
02/11/2014 8.00,"4,0","37,3","25,1",,"2,1","39,6"
02/11/2014 9.00,"4,9","63,8","47,2",,"1,8",
02/11/2014 10.00,"4,7","56,4","43,2",,"2,4","38,6"
02/11/2014 11.00,"4,3","34,0","27,8",,"2,7",
02/11/2014 12.00,"4,8","17,8","14,4",,"1,4","59,1"
02/11/2014 13.00,"5,8","12,7","9,8",,"0,6",
02/11/2014 14.00,"4,9","14,6","11,7",,"1,4","48,8"
02/11/2014 15.00,"4,9","18,0","14,9",,"1,1",
02/11/2014 16.00,"4,4","16,4","13,5",,"1,4","26,4"
02/11/2014 17.00,"5,1","14,5","11,6",,"1,5",
02/11/2014 18.00,"5,1","13,0","10,2",,"1,4","14,7"
02/11/2014 19.00,"5,0","25,8","22,8",,"1,3",
02/11/2014 20.00,"2,7","21,5","18,7",,"1,1","21,5"
02/11/2014 21.00,"4,9","48,6","37,5",,"1,6",
02/11/2014 22.00,"5,2","36,1","33,1",,"1,4","23,4"
02/11/2014 23.00,"5,4","62,3","52,4",,"1,3",
03/11/2014 0.00,"5,2","63,0","48,8",,"1,5","36,6"
03/11/2014 1.00,"6,4","60,8","42,8",,"2,0",
