Stat,TA -S.VITO Colonia Marina,,,,,
Parm,SO2,NOX,NO2,PM10,CO,IPA TOT
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,mg/m3 293K,ng/m3
02/07/2014 10.00,"1,0","7,6","7,4","21,3","0,2","3,2"
02/07/2014 11.00,"1,4","5,7","5,6","21,3","0,2","3,4"
02/07/2014 12.00,"0,6","7,5","7,1","21,3","0,2","4,0"
02/07/2014 13.00,"1,2","6,7","6,5","21,3","0,2","4,9"
02/07/2014 14.00,"1,7","5,0","4,8","21,3","0,2","4,7"
02/07/2014 15.00,"1,2","5,4","5,2","21,3","0,2","4,3"
02/07/2014 16.00,"1,5","6,7","6,5","21,3","0,2","5,8"
02/07/2014 17.00,"1,9","6,7","6,5","21,3","0,2","5,8"
02/07/2014 18.00,"1,3","5,9","5,8","21,3","0,2","5,8"
02/07/2014 19.00,"1,7","6,4","6,3","21,3","0,2","7,0"
02/07/2014 20.00,"1,8","14,5","14,1","21,3","0,3","10,6"
02/07/2014 21.00,"2,5","36,7","36,1","21,3","0,4","29,0"
02/07/2014 22.00,"2,6","31,7","30,5","21,3","0,4","20,7"
02/07/2014 23.00,"1,5","22,4","21,3","21,3","0,3","14,7"
03/07/2014 0.00,"2,0","17,1","16,8","21,3","0,2","10,9"
03/07/2014 1.00,,"13,9","13,6","21,9","0,2","9,2"
03/07/2014 2.00,"0,8",,,"21,9","0,2","4,6"
03/07/2014 3.00,"1,1","17,3","14,9","21,9",,"15,8"
03/07/2014 4.00,"0,7","17,3","16,5","21,9","0,4","3,9"
03/07/2014 5.00,"0,8","7,5","7,2","21,9","0,2","2,0"
03/07/2014 6.00,"0,7","10,3","9,5","21,9","0,2","2,1"
03/07/2014 7.00,"0,3","11,0","9,8","21,9","0,1","2,4"
03/07/2014 8.00,"0,4","11,0","10,2","21,9","0,1","3,1"
03/07/2014 9.00,"0,4","9,1","9,0","21,9","0,2","4,3"
03/07/2014 10.00,"0,4","7,8","7,8","21,9","0,2","3,0"
03/07/2014 11.00,"0,7","7,9","7,9","21,9","0,2","2,1"
03/07/2014 12.00,"0,4","8,6","8,3","21,9","0,3","1,9"
03/07/2014 13.00,"0,9","5,8","5,7","21,9","0,2","1,9"
03/07/2014 14.00,"0,8","4,4","4,4","21,9","0,2","2,3"
03/07/2014 15.00,"0,9","3,6","3,5","21,9","0,2","1,7"
03/07/2014 16.00,"1,1","4,4","4,4","21,9","0,2","1,8"
03/07/2014 17.00,"1,3","5,6","5,4","21,9","0,2","1,9"
03/07/2014 18.00,"0,9","15,1","14,3","21,9","0,4","2,2"
03/07/2014 19.00,"0,8","9,3","9,2","21,9","0,2","2,4"
03/07/2014 20.00,"0,8","8,9","8,9","21,9","0,2","2,5"
03/07/2014 21.00,"0,8","10,8","10,8","21,9","0,2","2,6"
03/07/2014 22.00,"0,5","8,5","8,5","21,9","0,2","2,7"
03/07/2014 23.00,"0,4","9,9","9,9","21,9","0,2","2,0"
04/07/2014 0.00,"0,5","8,4","8,4","21,9","0,2","1,6"
04/07/2014 1.00,"0,4","5,6","5,6","13,2","0,2","1,8"
04/07/2014 2.00,"0,4","11,1","11,1","13,2","0,2","1,9"
04/07/2014 3.00,"0,5","14,8","14,8","13,2","0,3","2,0"
04/07/2014 4.00,"0,9","7,9","7,9","13,2","0,2","1,8"
04/07/2014 5.00,"0,7","10,3","10,3","13,2","0,2","1,8"
04/07/2014 6.00,"0,2","5,8","5,8","13,2","0,2","1,9"
04/07/2014 7.00,"0,2","6,7","6,7","13,2","0,2","2,4"
04/07/2014 8.00,"0,2","7,1","7,0","13,2","0,2","2,3"
04/07/2014 9.00,"0,1","4,3","4,3","13,2","0,2","1,8"
04/07/2014 10.00,"0,1","9,1","8,9","13,2","0,3","1,9"
04/07/2014 11.00,"0,7","1,5","1,5","13,2","0,1","1,7"
04/07/2014 12.00,"0,7","1,0","1,0","13,2","0,1","1,7"
04/07/2014 13.00,"0,9","2,8","2,8","13,2","0,2","1,9"
04/07/2014 14.00,"0,9","2,8","2,8","13,2","0,1","1,7"
04/07/2014 15.00,"1,1","9,3","9,1","13,2","0,3","1,9"
04/07/2014 16.00,"1,0","5,9","5,9","13,2","0,2","1,7"
04/07/2014 17.00,"0,9","6,1","5,9","13,2","0,1","2,6"
04/07/2014 18.00,"1,5","13,3","13,2","13,2","0,2","2,4"
04/07/2014 19.00,"1,3","2,9","2,9","13,2","0,1","2,2"
04/07/2014 20.00,"1,6","13,4","13,4","13,2","0,1","3,8"
04/07/2014 21.00,"1,2","24,9","24,8","13,2","0,2","11,0"
04/07/2014 22.00,"1,2","37,2","36,2","13,2","0,2","14,7"
04/07/2014 23.00,"1,0","43,5","40,4","13,2","0,2","18,9"
05/07/2014 0.00,"0,9","34,7","34,0","13,2","0,3","12,3"
05/07/2014 1.00,,"28,3","28,1","18,8","0,2","9,8"
05/07/2014 2.00,"0,7",,,"18,8","0,1","5,3"
05/07/2014 3.00,"0,9","12,5","11,8","18,8",,"3,1"
05/07/2014 4.00,"1,1","11,6","11,5","18,8","0,1","3,0"
05/07/2014 5.00,"1,0","12,1","12,0","18,8","0,1","3,5"
05/07/2014 6.00,"1,0","18,2","17,9","18,8","0,2","12,9"
05/07/2014 7.00,"0,8","24,9","23,0","18,8","0,3","11,5"
05/07/2014 8.00,"0,9","14,0","13,8","18,8","0,3","4,1"
05/07/2014 9.00,"1,0","17,0","16,4","18,8","0,2","3,7"
05/07/2014 10.00,"1,2","6,9","6,9","18,8","0,2","6,8"
05/07/2014 11.00,"1,1","7,4","7,4","18,8","0,2","5,2"
05/07/2014 12.00,"1,1","5,3","5,3","18,8","0,2","6,1"
05/07/2014 13.00,"1,2","4,1","4,1","18,8","0,2","5,8"
05/07/2014 14.00,"1,5","2,3","2,3","18,8","0,3","4,4"
05/07/2014 15.00,"0,8","1,5","1,5","18,8","0,2","6,3"
05/07/2014 16.00,"1,3","1,7","1,7","18,8","0,2","5,0"
05/07/2014 17.00,"1,1","2,2","2,2","18,8","0,2","6,8"
05/07/2014 18.00,"1,3","2,9","2,9","18,8","0,3","6,8"
05/07/2014 19.00,"1,6","2,5","2,5","18,8","0,3","6,7"
05/07/2014 20.00,"1,7","4,7","4,7","18,8","0,3","8,8"
05/07/2014 21.00,"1,6","6,9","6,9","18,8","0,4","12,0"
05/07/2014 22.00,"1,8","5,5","5,5","18,8","0,4","7,4"
05/07/2014 23.00,"2,1","8,4","8,4","18,8","0,3","5,5"
06/07/2014 0.00,"2,0","4,4","4,4","18,8","0,3","3,2"
06/07/2014 1.00,"2,0","8,4","8,4","25,0","0,4","3,2"
06/07/2014 2.00,"1,8","2,7","2,7","25,0","0,3","2,4"
06/07/2014 3.00,"1,4","2,6","2,6","25,0","0,2","1,7"
06/07/2014 4.00,"1,2","1,1","1,1","25,0","0,2","1,7"
06/07/2014 5.00,"1,0","1,2","1,2","25,0","0,2","1,6"
06/07/2014 6.00,"0,9","1,0","1,0","25,0","0,2","1,8"
06/07/2014 7.00,"1,2","2,2","2,2","25,0","0,2","2,1"
06/07/2014 8.00,"1,2","2,7","2,7","25,0","0,3","2,9"
06/07/2014 9.00,"1,0","4,5","4,5","25,0","0,3","3,4"
06/07/2014 10.00,"1,1","5,9","5,9","25,0","0,3","4,0"
06/07/2014 11.00,"1,1","4,6","4,6","25,0","0,2","5,0"
06/07/2014 12.00,"1,1","4,4","4,4","25,0","0,2","4,5"
06/07/2014 13.00,"1,1","2,9","2,9","25,0","0,2","4,4"
06/07/2014 14.00,"1,4","0,9","0,9","25,0","0,2","3,2"
06/07/2014 15.00,"1,6","1,1","1,1","25,0","0,2","3,5"
06/07/2014 16.00,"1,6","0,8","0,8","25,0","0,2","3,2"
06/07/2014 17.00,"1,7","1,0","1,0","25,0","0,2","4,0"
06/07/2014 18.00,"1,6","1,3","1,3","25,0","0,3","5,0"
06/07/2014 19.00,"1,7","2,2","2,2","25,0","0,3","6,7"
06/07/2014 20.00,"2,3","3,3","3,3","25,0","0,3","5,4"
06/07/2014 21.00,"2,0","22,1","22,1","25,0","0,5","17,1"
06/07/2014 22.00,"2,0","32,1","32,1","25,0","0,5","22,5"
06/07/2014 23.00,"1,3","53,8","49,2","25,0","0,4","23,7"
07/07/2014 0.00,"1,0","44,2","42,2","25,0","0,4","17,9"
07/07/2014 1.00,,"15,7","15,7","29,3","0,3","7,0"
07/07/2014 2.00,"1,3",,,"29,3","0,2","3,2"
07/07/2014 3.00,"1,6","12,9","12,7","29,3",,"3,0"
07/07/2014 4.00,"1,7","11,2","11,1","29,3","0,2","3,5"
07/07/2014 5.00,"1,3","9,6","9,6","29,3","0,2","10,4"
07/07/2014 6.00,"1,6","18,7","17,9","29,3","0,2","12,4"
07/07/2014 7.00,"1,2","15,4","15,1","29,3","0,3","9,2"
07/07/2014 8.00,"1,4","3,5","3,5","29,3","0,3","3,8"
07/07/2014 9.00,"1,3","2,9","2,9","29,3","0,3","4,8"
07/07/2014 10.00,"0,9","2,3","2,3","29,3","0,3","4,2"
07/07/2014 11.00,"0,8","1,3","1,3","29,3","0,3","4,0"
07/07/2014 12.00,"1,7","1,5","1,5","29,3","0,3","4,2"
07/07/2014 13.00,"1,5","2,0","2,0","29,3","0,2","4,2"
07/07/2014 14.00,"1,2","1,8","1,8","29,3","0,3","3,3"
07/07/2014 15.00,"1,2","1,6","1,6","29,3","0,2","3,7"
07/07/2014 16.00,"2,2","2,3","2,3","29,3","0,2","4,9"
07/07/2014 17.00,"2,0","2,4","2,4","29,3","0,2","5,0"
07/07/2014 18.00,"2,2","2,2","2,2","29,3","0,2","6,7"
07/07/2014 19.00,"2,4","1,1","1,1","29,3","0,2","5,1"
07/07/2014 20.00,"2,3","6,2","6,2","29,3","0,3","7,9"
07/07/2014 21.00,"2,7","30,6","29,7","29,3","0,5","23,7"
07/07/2014 22.00,"2,7","19,3","19,2","29,3","0,5","15,6"
07/07/2014 23.00,"2,5","18,2","18,2","29,3","0,4","16,3"
08/07/2014 0.00,"1,7","12,3","12,3","29,3","0,3","11,1"
08/07/2014 1.00,"2,3",,,"24,0","0,3","11,7"
08/07/2014 2.00,"2,1",,,"24,0","0,2","4,8"
08/07/2014 3.00,"1,7",,,"24,0","0,2","3,9"
08/07/2014 4.00,"1,8",,,"24,0","0,2","2,6"
08/07/2014 5.00,"2,1",,,"24,0","0,3","5,2"
08/07/2014 6.00,"1,5",,,"24,0","0,3","7,2"
08/07/2014 7.00,"1,8",,,"24,0","0,3","10,9"
08/07/2014 8.00,"1,6",,,"24,0","0,3","9,1"
08/07/2014 9.00,"1,5",,,"24,0","0,3","6,5"
08/07/2014 10.00,"1,6",,,"24,0","0,3","5,3"
08/07/2014 11.00,"1,6",,,"24,0","0,3","6,1"
08/07/2014 12.00,"1,6",,,"24,0","0,3","5,3"
08/07/2014 13.00,"1,2",,,"24,0","0,2","5,0"
08/07/2014 14.00,"1,2",,,"24,0","0,2","4,4"
08/07/2014 15.00,"1,2",,,"24,0","0,2","2,7"
08/07/2014 16.00,"1,8",,,"24,0","0,2","2,6"
08/07/2014 17.00,"2,0",,,"24,0","0,2","3,5"
08/07/2014 18.00,"2,0",,,"24,0","0,2","5,0"
08/07/2014 19.00,"1,9",,,"24,0","0,2","3,4"
08/07/2014 20.00,"2,1",,,"24,0","0,2","2,7"
08/07/2014 21.00,"1,7",,,"24,0","0,1","3,8"
08/07/2014 22.00,"1,8",,,"24,0","0,2","2,7"
08/07/2014 23.00,"1,7",,,"24,0","0,1","1,9"
09/07/2014 0.00,"1,7",,,"24,0","0,1","1,9"
09/07/2014 1.00,,,,"14,7","0,1","1,6"
09/07/2014 2.00,"1,8",,,"14,7","0,1","1,5"
09/07/2014 3.00,"2,0",,,"14,7",,"1,4"
09/07/2014 4.00,"1,8",,,"14,7","0,1","1,4"
09/07/2014 5.00,"1,8",,,"14,7","0,1","1,6"
09/07/2014 6.00,"1,8",,,"14,7","0,1","3,5"
09/07/2014 7.00,"1,7",,,"14,7","0,1","4,1"
09/07/2014 8.00,"1,7",,,"14,7","0,1","3,5"
09/07/2014 9.00,"2,0",,,"14,7","0,1","2,7"
09/07/2014 10.00,"1,7",,,"14,7","0,1","1,9"
09/07/2014 11.00,"1,9",,,"14,7","0,1","2,1"
09/07/2014 12.00,"2,0",,,"14,7","0,1","4,4"
09/07/2014 13.00,"2,2",,,"14,7","0,1","4,8"
09/07/2014 14.00,"2,6",,,"14,7","0,1","6,6"
09/07/2014 15.00,"2,4",,,"14,7","0,1","4,8"
09/07/2014 16.00,"2,4",,,"14,7","0,3","15,5"
09/07/2014 17.00,"2,7",,,"14,7","0,1","5,4"
09/07/2014 18.00,"3,1","11,4","6,5","14,7","0,1","6,9"
09/07/2014 19.00,"3,1","11,3","6,9","14,7","0,1","4,7"
09/07/2014 20.00,"3,1","8,4","4,6","14,7","0,1","2,9"
09/07/2014 21.00,"3,1","7,1","3,6","14,7","0,1","2,4"
09/07/2014 22.00,"3,0","6,7","3,2","14,7","0,1","2,0"
09/07/2014 23.00,"2,4","7,9","4,7","14,7","0,1","1,9"
10/07/2014 0.00,"2,7","6,0","2,9","14,7","0,1","1,7"
10/07/2014 1.00,"2,4","6,0","3,0","10,3","0,1","1,6"
10/07/2014 2.00,"2,3","5,3","2,4","10,3","0,1","1,4"
10/07/2014 3.00,"2,3","5,6","2,7","10,3","0,1","1,5"
10/07/2014 4.00,"2,3","5,0","2,3","10,3","0,1","1,7"
10/07/2014 5.00,"1,6","6,1","3,5","10,3","0,1","2,3"
10/07/2014 6.00,"1,7","7,3","4,2","10,3","0,1","3,6"
10/07/2014 7.00,"1,8","9,6","5,8","10,3","0,1","5,4"
10/07/2014 8.00,"1,4","7,7","4,0","10,3","0,1","3,8"
10/07/2014 9.00,"1,2","7,3","3,9","10,3","0,1","4,1"
10/07/2014 10.00,"1,7","8,5","5,4","10,3","0,1","5,2"
10/07/2014 11.00,"1,8","7,8","4,9","10,3","0,1","5,2"
10/07/2014 12.00,"1,8","7,2","3,9","10,3","0,1","2,9"
10/07/2014 13.00,"1,5","8,5","4,7","10,3","0,1","4,1"
10/07/2014 14.00,"1,7","7,3","4,1","10,3","0,1","3,3"
10/07/2014 15.00,"1,4","6,4","3,6","10,3","0,1","3,6"
10/07/2014 16.00,"1,8","7,6","4,6","10,3","0,1","4,6"
10/07/2014 17.00,"1,9","7,7","4,8","10,3","0,1","4,0"
10/07/2014 18.00,"2,3","7,3","4,7","10,3","0,1","4,9"
10/07/2014 19.00,"2,0","7,6","5,2","10,3","0,1","4,6"
10/07/2014 20.00,"2,4","6,7","4,3","10,3","0,1","2,7"
10/07/2014 21.00,"2,7","13,6","11,0","10,3","0,2","2,2"
10/07/2014 22.00,"2,3","19,2","16,6","10,3","0,2","2,9"
10/07/2014 23.00,"2,3","37,4","31,7","10,3","0,2","18,6"
11/07/2014 0.00,"1,7","8,4","6,3","10,3","0,1","3,0"
11/07/2014 1.00,,"5,4","3,4","11,1","0,1","1,7"
11/07/2014 2.00,"0,6",,,"11,1","0,1","1,5"
11/07/2014 3.00,"1,1","13,4","8,9","11,1",,"1,6"
11/07/2014 4.00,"1,1","9,5","6,2","11,1","0,1","1,5"
11/07/2014 5.00,"1,0","7,8","5,2","11,1","0,1","1,5"
11/07/2014 6.00,"0,8","7,1","4,7","11,1","0,1","1,7"
11/07/2014 7.00,"1,0","6,5","3,7","11,1","0,1","1,9"
11/07/2014 8.00,"0,7","9,3","6,2","11,1","0,1","2,0"
11/07/2014 9.00,"1,1","7,3","4,8","11,1","0,1","2,2"
11/07/2014 10.00,"1,0","6,8","4,6","11,1","0,1","2,3"
11/07/2014 11.00,"1,0","6,1","4,0","11,1","0,1","2,4"
11/07/2014 12.00,"1,1","6,9","4,7","11,1","0,1","2,7"
11/07/2014 13.00,"1,5","8,8","6,3","11,1","0,1","4,3"
11/07/2014 14.00,"1,5","6,9","4,7","11,1","0,1","4,1"
11/07/2014 15.00,"1,6","7,4","5,1","11,1","0,1","3,8"
11/07/2014 16.00,"1,8","6,2","4,3","11,1","0,1","3,3"
11/07/2014 17.00,"1,9","6,4","4,7","11,1","0,1","3,4"
11/07/2014 18.00,"1,4","8,4","6,5","11,1","0,1","5,2"
11/07/2014 19.00,"2,1","7,2","5,5","11,1","0,2","5,0"
11/07/2014 20.00,"2,3","13,2","11,3","11,1","0,2","5,5"
11/07/2014 21.00,"2,0","14,7","12,7","11,1","0,2","9,7"
11/07/2014 22.00,"2,1","12,1","10,6","11,1","0,2","5,6"
11/07/2014 23.00,"2,1","15,4","13,7","11,1","0,2","6,8"
12/07/2014 0.00,"1,8","22,0","18,5","11,1","0,2","12,4"
12/07/2014 1.00,"1,5","23,3","21,0",,"0,2","10,2"
12/07/2014 2.00,"1,6","18,0","16,0",,"0,2","9,9"
12/07/2014 3.00,"1,4","16,2","14,2",,"0,2","4,9"
12/07/2014 4.00,"1,3","11,4","10,1",,"0,2","6,8"
12/07/2014 5.00,"1,3","16,0","13,2",,"0,2","5,1"
12/07/2014 6.00,"1,2","17,8","14,7",,"0,2","8,8"
12/07/2014 7.00,"1,2","20,7","16,5",,"0,2","12,7"
12/07/2014 8.00,"0,8","19,0","15,1",,"0,2","2,2"
12/07/2014 9.00,"0,7","10,7","8,5",,"0,2","2,2"
12/07/2014 10.00,"1,1","7,1","5,5",,"0,1","2,7"
12/07/2014 11.00,"0,8","8,0","6,2",,"0,1","3,3"
12/07/2014 12.00,"1,1","8,3","6,5",,"0,2","4,4"
12/07/2014 13.00,"1,2","8,6","6,5",,"0,2","5,2"
12/07/2014 14.00,"1,4","6,3","4,7",,"0,2","4,2"
12/07/2014 15.00,"1,4","5,6","4,2",,"0,2","3,6"
12/07/2014 16.00,"1,6","5,6","4,3",,"0,2","4,4"
12/07/2014 17.00,"1,6","6,3","5,0",,"0,2","5,7"
12/07/2014 18.00,"1,7","8,6","6,8",,"0,2","7,6"
12/07/2014 19.00,"2,1","8,3","6,8",,"0,2","8,2"
12/07/2014 20.00,"2,1","9,1","7,3",,"0,2","7,1"
12/07/2014 21.00,"2,1","9,2","7,6",,"0,2","13,4"
12/07/2014 22.00,"2,3","8,2","6,7",,"0,2","7,5"
12/07/2014 23.00,"2,0","8,5","7,7",,"0,2","6,0"
13/07/2014 0.00,"1,7","15,2","14,0",,"0,2","10,5"
13/07/2014 1.00,,,,"16,9",,
13/07/2014 2.00,,,,"16,9",,
13/07/2014 3.00,,,,"16,9",,
13/07/2014 4.00,,,,"16,9",,
13/07/2014 5.00,,,,"16,9",,
13/07/2014 6.00,,,,"16,9",,
13/07/2014 7.00,,,,"16,9",,
13/07/2014 8.00,,,,"16,9",,
13/07/2014 9.00,,,,"16,9",,
13/07/2014 10.00,,,,"16,9",,
13/07/2014 11.00,,,,"16,9",,
13/07/2014 12.00,,,,"16,9",,
13/07/2014 13.00,,,,"16,9",,
13/07/2014 14.00,,,,"16,9",,
13/07/2014 15.00,,,,"16,9",,
13/07/2014 16.00,,,,"16,9",,
13/07/2014 17.00,,,,"16,9",,
13/07/2014 18.00,,,,"16,9",,
13/07/2014 19.00,,,,"16,9",,
13/07/2014 20.00,,,,"16,9",,
13/07/2014 21.00,,,,"16,9",,
13/07/2014 22.00,,,,"16,9",,
13/07/2014 23.00,,,,"16,9",,
14/07/2014 0.00,,,,"16,9",,
14/07/2014 1.00,,,,"10,7",,
14/07/2014 2.00,,,,"10,7",,
14/07/2014 3.00,,,,"10,7",,
14/07/2014 4.00,,,,"10,7",,
14/07/2014 5.00,,,,"10,7",,
14/07/2014 6.00,,,,"10,7",,
14/07/2014 7.00,,,,"10,7",,
14/07/2014 8.00,,,,"10,7",,
14/07/2014 9.00,,,,"10,7",,
14/07/2014 10.00,,,,"10,7",,
14/07/2014 11.00,,,,"10,7",,
14/07/2014 12.00,,,,"10,7",,
14/07/2014 13.00,"0,7","8,8","4,7","10,7","0,1","3,1"
14/07/2014 14.00,"0,9","10,3","5,9","10,7","0,1","3,5"
14/07/2014 15.00,"0,8","8,5","4,6","10,7","0,1","3,6"
14/07/2014 16.00,"1,5","10,4","6,6","10,7","0,1","4,8"
14/07/2014 17.00,"1,3","9,7","6,2","10,7","0,1","5,5"
14/07/2014 18.00,"1,6","11,2","7,9","10,7","0,2","6,9"
14/07/2014 19.00,"1,6","16,7","12,9","10,7","0,2","11,5"
14/07/2014 20.00,"1,4","13,6","10,0","10,7","0,2","9,3"
14/07/2014 21.00,"1,4","16,1","12,5","10,7","0,2","7,7"
14/07/2014 22.00,"1,4","16,7","13,1","10,7","0,2","8,4"
14/07/2014 23.00,"1,3","21,6","17,5","10,7","0,2","9,5"
15/07/2014 0.00,"1,5","27,7","23,2","10,7","0,2","10,3"
15/07/2014 1.00,,"19,6","15,8","10,4","0,2","1,6"
15/07/2014 2.00,"0,7",,,"10,4","0,2","1,6"
15/07/2014 3.00,"0,8","16,4","10,7","10,4",,"1,6"
15/07/2014 4.00,"0,8","25,3","20,8","10,4","0,3","1,6"
15/07/2014 5.00,"0,8","22,8","19,1","10,4","0,2","1,8"
15/07/2014 6.00,"0,6","16,2","12,6","10,4","0,2","2,0"
15/07/2014 7.00,"0,5","15,1","10,8","10,4","0,2","2,2"
15/07/2014 8.00,"0,7","14,9","10,2","10,4","0,2","2,5"
15/07/2014 9.00,"0,5","14,0","10,0","10,4","0,2","2,4"
15/07/2014 10.00,"0,7","18,7","13,8","10,4","0,4","2,7"
15/07/2014 11.00,"0,6","73,1","32,0","10,4","0,2","2,0"
15/07/2014 12.00,"0,6","11,6","7,9","10,4","0,3","1,9"
15/07/2014 13.00,"0,8","21,2","11,0","10,4","0,2","1,8"
15/07/2014 14.00,"0,7",,,"10,4","0,2","1,6"
15/07/2014 15.00,"0,8",,,"10,4","0,2","1,7"
15/07/2014 16.00,"0,7","25,6","12,0","10,4","0,2","1,7"
15/07/2014 17.00,"1,0","6,8","4,0","10,4","0,2","1,8"
15/07/2014 18.00,"1,1","6,9","4,5","10,4","0,2","1,9"
15/07/2014 19.00,"1,1","7,3","4,9","10,4","0,2","1,9"
15/07/2014 20.00,"0,9","10,3","8,3","10,4","0,2","1,8"
15/07/2014 21.00,"1,1","14,9","12,4","10,4","0,2","1,7"
15/07/2014 22.00,"1,2","13,1","11,1","10,4","0,2","1,7"
15/07/2014 23.00,"1,1",,,"10,4","0,2","1,8"
16/07/2014 0.00,"0,9","12,7","10,4","10,4","0,2","1,9"
16/07/2014 1.00,"1,2","6,2","4,3","14,0","0,2","1,8"
16/07/2014 2.00,"1,3","6,6","4,7","14,0","0,2","1,7"
16/07/2014 3.00,"1,2","16,1","13,8","14,0","0,2","1,9"
16/07/2014 4.00,"0,9","8,6","6,8","14,0","0,2","2,0"
16/07/2014 5.00,"1,1","11,4","9,3","14,0","0,2","2,0"
16/07/2014 6.00,"1,0","6,0","4,3","14,0","0,2","1,8"
16/07/2014 7.00,"0,9","13,1","10,0","14,0","0,2","2,7"
16/07/2014 8.00,"0,9","15,6","11,5","14,0","0,2","2,0"
16/07/2014 9.00,"0,9","12,6","9,3","14,0","0,3","2,3"
16/07/2014 10.00,"1,0","8,5","6,0","14,0","0,2","1,9"
16/07/2014 11.00,"0,7","11,4","8,1","14,0","0,3","2,0"
16/07/2014 12.00,"0,9","10,8","7,8","14,0","0,3","1,9"
16/07/2014 13.00,"0,7","7,4","5,1","14,0","0,3","1,7"
16/07/2014 14.00,"1,5","6,3","4,2","14,0","0,2","1,7"
16/07/2014 15.00,"1,2","7,9","5,6","14,0","0,2","1,8"
16/07/2014 16.00,"1,5","4,8","3,3","14,0","0,2","1,8"
16/07/2014 17.00,"1,6","4,7","3,4","14,0","0,2","1,8"
16/07/2014 18.00,"1,5","10,4","8,2","14,0","0,3","2,0"
16/07/2014 19.00,"1,3","15,0","13,2","14,0","0,4","2,5"
16/07/2014 20.00,"1,7","22,8","20,9","14,0","0,5","2,3"
16/07/2014 21.00,"1,4","34,4","33,0","14,0","0,5","2,1"
16/07/2014 22.00,"1,7",,,"14,0","0,7","2,0"
16/07/2014 23.00,"1,8","20,3","18,4","14,0","0,2","1,7"
17/07/2014 0.00,"1,1","15,1","13,7","14,0","0,2","2,0"
17/07/2014 1.00,,"6,3","5,4","17,3","0,2","2,0"
17/07/2014 2.00,"1,5","6,9","5,8","17,3","0,2","1,7"
17/07/2014 3.00,"1,1","6,6","5,5","17,3",,"1,6"
17/07/2014 4.00,"1,2","12,7","11,5","17,3","0,2","2,1"
17/07/2014 5.00,"1,6","4,8","3,8","17,3","0,2","1,6"
17/07/2014 6.00,"1,2","6,1","5,0","17,3","0,2","1,8"
17/07/2014 7.00,"1,7","7,3","5,7","17,3","0,2","2,7"
17/07/2014 8.00,"1,0","7,6","5,7","17,3","0,2","3,1"
17/07/2014 9.00,"1,2","16,4","13,1","17,3","0,3","3,7"
17/07/2014 10.00,"0,9","14,9","11,7","17,3","0,3","2,5"
17/07/2014 11.00,"1,1","7,6","6,1","17,3","0,2","2,0"
17/07/2014 12.00,"1,3","14,6","11,6","17,3","0,2","2,4"
17/07/2014 13.00,"1,0","10,0","7,9","17,3","0,3","2,7"
17/07/2014 14.00,"1,5","10,4","8,5","17,3","0,3","1,8"
17/07/2014 15.00,"1,5","7,0","5,3","17,3","0,2","1,8"
17/07/2014 16.00,"1,8","10,0","8,5","17,3","0,3","2,2"
17/07/2014 17.00,"2,1","10,7","9,1","17,3","0,3","2,3"
17/07/2014 18.00,"2,0","11,0","9,7","17,3","0,3","2,1"
17/07/2014 19.00,"2,1","10,8","9,9","17,3","0,3","2,4"
17/07/2014 20.00,"2,7","12,2","11,4","17,3","0,3","1,9"
17/07/2014 21.00,"2,2","27,1","26,4","17,3","0,4","2,2"
17/07/2014 22.00,"1,6","26,5","25,5","17,3","0,4","2,3"
17/07/2014 23.00,"1,1","20,9","20,0","17,3","0,2","1,9"
18/07/2014 0.00,"0,9","8,0","7,2","17,3","0,2","2,7"
18/07/2014 1.00,"0,7","7,8","6,9","16,8","0,2","1,5"
18/07/2014 2.00,"1,2","5,4","4,7","16,8","0,2","1,7"
18/07/2014 3.00,"0,9","5,9","5,3","16,8","0,2","1,5"
18/07/2014 4.00,"0,6","4,7","4,0","16,8","0,2","1,6"
18/07/2014 5.00,"1,0","4,5","4,0","16,8","0,2","1,7"
18/07/2014 6.00,"1,3","6,0","5,5","16,8","0,2","1,9"
18/07/2014 7.00,"1,2","6,3","5,5","16,8","0,2","2,6"
18/07/2014 8.00,"1,2","10,1","8,3","16,8","0,2","2,8"
18/07/2014 9.00,"1,3","9,8","8,2","16,8","0,2","2,3"
18/07/2014 10.00,"1,6","11,5","9,6","16,8","0,2","2,2"
18/07/2014 11.00,"1,5","10,5","8,8","16,8","0,2","2,2"
18/07/2014 12.00,"1,4","10,2","8,6","16,8","0,2","1,8"
18/07/2014 13.00,"1,4","9,9","8,1","16,8","0,2","1,9"
18/07/2014 14.00,"1,9","6,5","5,7","16,8","0,2","1,8"
18/07/2014 15.00,"2,2","8,9","7,7","16,8","0,3","2,0"
18/07/2014 16.00,"2,3","7,8","6,9","16,8","0,2","1,9"
18/07/2014 17.00,"2,2","7,6","6,9","16,8","0,2","2,0"
18/07/2014 18.00,"2,1","6,3","6,3","16,8","0,2","1,9"
18/07/2014 19.00,"2,4","6,7","7,0","16,8","0,2","2,3"
18/07/2014 20.00,"2,3","9,9","10,4","16,8","0,3","2,2"
18/07/2014 21.00,"2,4","9,7","9,9","16,8","0,2","1,7"
18/07/2014 22.00,"2,6","13,9","14,2","16,8","0,2","1,7"
18/07/2014 23.00,"2,8","14,5","15,2","16,8","0,2","1,7"
19/07/2014 0.00,"2,4","9,7","10,4","16,8","0,2","3,0"
19/07/2014 1.00,,"6,6","7,4","19,5","0,2","2,7"
