NetC,Provincia Bari,,,,
Stat,Altamura,,,,
Parm,O3,NO2,CO,Benzene,PM10
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3


17/11/2010 3.00,"54,41236815","16,59588467","0,4250153","2,2583441",
17/11/2010 4.00,"61,0547805","9,72560406","0,36825068","1,72190507",
17/11/2010 5.00,"51,5792088","8,79048883","0,32621282","1,43381643",
17/11/2010 6.00,"60,1846413","9,30574415","0,41097589","1,56627153",
17/11/2010 7.00,"49,2516822","25,92302984","0,47938003","6,24516106",
17/11/2010 8.00,"38,87291415","37,51822","0,4589902","3,59282099","35,16482162"
17/11/2010 9.00,"30,10413105","55,29842424","0,83044579","3,07624906",
17/11/2010 10.00,"36,4474929","51,87852544","0,84774837","4,98325932","25,64101982"
17/11/2010 11.00,"54,6560574","37,60517776","0,67855775","4,1106062",
17/11/2010 12.00,"61,66973925","29,87310712","0,57035721","3,39794752","22,46640968"
17/11/2010 13.00,"50,95615035","34,32091624","0,60602368","2,75891048",
17/11/2010 14.00,"46,9295421","41,2132556","0,65181634","3,1748167","16,60560989"
17/11/2010 15.00,"54,57504045","30,45974696","0,53435521","3,51732196",
17/11/2010 16.00,"53,9931588","33,008768","0,49959278","2,88087929","13,91940975"
17/11/2010 17.00,"52,61810505","33,28585504","0,55828431","2,65609382",
17/11/2010 18.00,"39,51083535","45,58515832","0,69037318","3,37559589","7,57020807"
17/11/2010 19.00,"30,07779705","55,68908408","0,703547","3,63586856",
17/11/2010 20.00,"40,6116564","49,70068096","0,80368457","4,13167539",
17/11/2010 21.00,"33,4158909","59,21928616","0,8273399","4,80908078",
17/11/2010 22.00,"38,94110325","45,75905472","0,62179312","4,58263963","10,01220989"
17/11/2010 23.00,"44,5628337","38,62465616","0,59576003","3,84177954",
18/11/2010 0.00,"53,4497607","26,34938672","0,50696606","3,25147511","14,16361046"
18/11/2010 1.00,"57,813903","19,96774256","0,42963569","2,92856235",
18/11/2010 2.00,"57,36297315","17,35384162","0,44782251","2,57270287","8,05860806"
18/11/2010 3.00,,"10,34079388","0,34996484","1,94619425",
18/11/2010 4.00,"63,8150226",,"0,32870941","1,32542559","5,12820482"
18/11/2010 5.00,"64,03373445","19,92168248",,"1,20135973",
18/11/2010 6.00,"56,2835784","18,54528913","0,49190494","1,56207641","6,10500622"
18/11/2010 7.00,"22,5038394","47,70652232","0,55964037","4,21999167",
18/11/2010 8.00,"17,36003514","60,54896744","0,66477463","3,41157938","11,23320961"
18/11/2010 9.00,"10,12089435","71,71131904","0,93662156","3,77925031",
18/11/2010 10.00,"20,84864775","68,0818268","1,29688849","4,93044244","25,15262032"
18/11/2010 11.00,"25,21953315","58,57490392","0,71428247","5,03193599",
18/11/2010 12.00,"32,0678295","45,17631536","0,65221011","4,27363537","26,61782074"
18/11/2010 13.00,"33,2558919","48,70913688","0,68319678","3,97693782",
18/11/2010 14.00,"23,06952165","59,8273404","0,78964749","4,51497862","24,66422081"
18/11/2010 15.00,"34,59180375","41,61689792","0,61028991","4,63093086",
18/11/2010 16.00,"42,9852675","37,25929696","0,61321989","3,70275767","15,14041042"
18/11/2010 17.00,"38,74128405","38,1399068","0,53634037","3,86004689",
18/11/2010 18.00,"38,8776423","36,54547088","0,53641959","3,4265903","13,91940975"
18/11/2010 19.00,"29,34132285","52,78184984","0,70620203","3,91733348",
18/11/2010 20.00,"34,69035675","51,13420296","0,71801863","4,3371582","14,16361046"
18/11/2010 21.00,"41,5400097","45,7324588","0,61618947","3,872078",
18/11/2010 22.00,"36,7856853","48,4755096","0,69330315","3,75772652","9,52380943"
18/11/2010 23.00,"37,3142406","47,16726184","0,63984247","3,90270801",
19/11/2010 0.00,"37,2096228","36,97765936","0,53930996","3,67554987","15,38461018"
19/11/2010 1.00,"54,89703345","22,73092672","0,46522411","3,27228089",
19/11/2010 2.00,"64,91600325","12,74314922","0,35541121","2,32595121","12,21000957"
19/11/2010 3.00,"66,75818625","13,38495026","0,41538075","1,65921008",
19/11/2010 4.00,"69,3010731","5,36605286","0,30053505","2,11838456","10,98900986"
19/11/2010 5.00,"62,3846076","5,7184249","0,32605554","1,45390625",
19/11/2010 6.00,"74,73447555","8,02733889","0,72926554","1,71881441","22,46640968"
19/11/2010 7.00,"47,09762085","25,72574968","0,60195317",,
19/11/2010 8.00,"29,9927502","46,206826","0,56890096","5,39585317","21,48962021"
19/11/2010 9.00,"12,3802538","61,75144336","0,83941163","4,16789279",
19/11/2010 10.00,"11,90030069","67,30243824","1,07677222","5,10886899","27,10622025"
19/11/2010 11.00,"24,78278775","54,69750176","0,83306121","5,19270233",
19/11/2010 12.00,"47,61671985","31,98475816","0,55916971","4,25398794","21,48962021"
19/11/2010 13.00,"47,56879995","30,06130528","0,49984791","4,54157927",
19/11/2010 14.00,"39,8672421","39,9309728","0,65134451","3,7782567","15,38461018"
19/11/2010 15.00,"60,665955","22,79775112","0,41011146","3,92892322",
19/11/2010 16.00,"57,78487575","24,75040024","0,41724825","2,12103384","11,96580982"
19/11/2010 17.00,"46,4570064","37,39168384","0,49849185","3,06355588",
19/11/2010 18.00,"32,27911995","53,99925848","0,70751848","3,56036954","14,65200996"
19/11/2010 19.00,"16,26849284","72,3310556","0,96176808","5,86187105",
19/11/2010 20.00,"6,70586133","81,95088208","1,0844787","6,89374569","15,14041042"
19/11/2010 21.00,"10,30045034","76,77496424","0,90993956","6,66371656",
19/11/2010 22.00,"6,86449575","88,36562296","1,13310463","5,57499772","15,62880993"
19/11/2010 23.00,"9,18461292","79,58032712","1,0305858","6,08362179",
20/11/2010 0.00,"16,26173976","68,82614928","0,83288413","5,85193699","16,36141014"
20/11/2010 1.00,"28,6433322","43,1023116","0,57906675","3,90993786",
20/11/2010 2.00,"23,5366509","45,37294544","0,57114358","4,44174242","16,36141014"
20/11/2010 3.00,,"36,17167488","0,46357214","3,10908697",
20/11/2010 4.00,"17,3721807",,"0,56087877","2,55724955","17,33819962"
20/11/2010 5.00,"20,87159025","57,29780264",,"4,36690545",
20/11/2010 6.00,"28,35846615","42,19900632","0,49277054","3,51014702","14,16361046"
20/11/2010 7.00,"2,27894037","63,13626672","0,73119245","3,41566264",
20/11/2010 8.00,"2,65426172","82,8717204","0,99991251","4,97950557","17,33819962"
20/11/2010 9.00,"13,98145476","76,77431416","1,10846721","5,38067648",
20/11/2010 10.00,"33,8094246","58,64434776","1,13685943","5,76689138","25,15262032"
20/11/2010 11.00,"44,99959905","29,3318964","0,51496845","4,39025069",
20/11/2010 12.00,"46,4563281","31,39681816","0,64082456","3,16433143","26,12940979"
20/11/2010 13.00,"57,96039585","25,43438","0,50720256","3,32636699",
20/11/2010 14.00,"57,7538136","37,46177776","0,78693304","3,39524331","20,26861954"
20/11/2010 15.00,"64,0047072","24,28251472","0,49082382","4,65863495",
20/11/2010 16.00,"63,0522144","24,52004248","0,50995429","2,52325328","12,21000957"
20/11/2010 17.00,"42,93800595","38,72329624","0,5831559","2,77844807",
20/11/2010 18.00,"34,0686549","45,96671704","0,71221809","3,78200943","15,87300968"
20/11/2010 19.00,"39,23001915","38,15028896","0,64400967","3,99763377",
20/11/2010 20.00,"24,6200955","58,3211624","0,77244277","4,63606366","20,02441978"
20/11/2010 21.00,"45,1845555","40,57535504","0,66021133","4,72271002",
20/11/2010 22.00,"30,5192706","49,89342968","0,78296155","3,87119525","17,33819962"
20/11/2010 23.00,"25,6211865","58,12453232","0,69646962","4,62927518",
21/11/2010 0.00,"33,4064346","46,16334712","0,59562256","3,77295813","15,38461018"
21/11/2010 1.00,"29,39466915","37,41957992","0,6948561","3,08116117",
21/11/2010 2.00,"37,19611665","39,00753416","0,56913745","4,50923867","13,43101025"
21/11/2010 3.00,"54,65268585","23,40127392","0,42829827","2,80968522",
21/11/2010 4.00,"54,4562382","16,13644446","0,39035073","2,27788169","14,65200996"
21/11/2010 5.00,"55,62812115","9,87680693","0,39404727","1,85204141",
21/11/2010 6.00,"57,47772555","7,55361603","0,42047297","1,73283274","8,30280876"
21/11/2010 7.00,"51,38750925","11,28499493","0,42218319","2,36541182",
21/11/2010 8.00,"43,3497939","18,01251798","0,50385901","2,16126636","10,25640965"
21/11/2010 9.00,"41,6642184","23,12546792","0,71731031","3,08618312",
21/11/2010 10.00,"46,9936614","16,5666827","0,51101677","3,066315","11,47741032"
21/11/2010 11.00,"54,31245855","18,45054762","0,49874815","2,68219817",
21/11/2010 12.00,"57,30356205","24,65566064","0,64092359","2,76387751","15,87300968"
21/11/2010 13.00,"61,06828665","22,85941312","0,54851113","3,01995608",
21/11/2010 14.00,"60,1050009","28,52008032","0,54961322","3,58509382","18,80340958"
21/11/2010 15.00,"72,4116771","14,35770512","0,46416163","3,13690192",
21/11/2010 16.00,"68,006358","15,20002525","0,43624241","2,49449963","18,31501007"
21/11/2010 17.00,"74,14990065","11,18570859","0,40845949","2,43815072",
21/11/2010 18.00,"67,6836867","15,93786987","0,48523881","2,19079292","15,87300968"
21/11/2010 19.00,"56,15531985","25,8691688","0,47650947","2,39322677",
21/11/2010 20.00,"48,89998365","31,05806912","0,53002957","2,83485089","21,73381996"
21/11/2010 21.00,"45,0508905","38,96210504","0,65370364","2,90152032",
21/11/2010 22.00,"44,6472222","33,3702316","0,54400957","3,66291059","17,58241081"
21/11/2010 23.00,"54,8288643","25,5297888","0,56931453","2,9097987",
22/11/2010 0.00,"59,97538575","14,12604146","0,42448406","2,59014238","10,50061035"
22/11/2010 1.00,"63,5585055","10,99362334","0,37542708","1,77830789",
22/11/2010 2.00,"71,28097095","5,99097858","0,35214688","1,42873957","15,38461018"
22/11/2010 3.00,,"4,26999886","0,33793155","0,97188283",
22/11/2010 4.00,"63,66785145",,"0,37751126","1,06360708","12,69841003"
22/11/2010 5.00,"61,74263655","11,20127992",,"1,31725705",
22/11/2010 6.00,"57,26980665","14,22143306","0,77969839","3,2544","20,75702095"
22/11/2010 7.00,"34,60800315","28,4714008","0,53250752",,
22/11/2010 8.00,"32,32636155","30,07816912","0,49583682","4,55819095","15,38461018"
22/11/2010 9.00,"26,50076205","48,08745008","0,79297123","3,21135242",
22/11/2010 10.00,"40,5868386","37,990006","0,66282792","4,15238456","8,54700947"
22/11/2010 11.00,"50,66791275","24,1546784","0,45110664","2,71332447",
22/11/2010 12.00,"37,60720635","38,3696336","0,59805974","3,04843411","5,12820482"
22/11/2010 13.00,"45,13865055","31,8393888","0,53982139","2,87414573",
22/11/2010 14.00,"51,22954515","30,80109632","0,57422967","2,45327249","9,76801014"
22/11/2010 15.00,"55,4816283","27,42727672","0,51148859","2,66233006",
22/11/2010 16.00,"58,46868195","29,42728608","0,48258494","1,81009728","10,01220989"
22/11/2010 17.00,"44,0842332","43,98357152","0,60376242","3,10560985",
22/11/2010 18.00,"25,57324665","64,33031072","0,81221936","4,18047613","14,16361046"
22/11/2010 19.00,"31,1180499","63,1155024","0,75976058","4,4552075",
22/11/2010 20.00,"15,60560421","79,96838664","0,92049796","5,09452014","16,84980965"
22/11/2010 21.00,"12,3458201","78,24609528","0,91318409","5,04380133",
22/11/2010 22.00,"14,04625037","69,53024328","0,8765728","5,02685811","10,7448101"
22/11/2010 23.00,"33,65686695","54,3230748","0,5992993","4,86035284",
23/11/2010 0.00,"54,86060475","25,40778408","0,46125263","2,88264582","9,52380943"
23/11/2010 1.00,"51,37737465","33,82123416","0,62910699","4,4302076",
23/11/2010 2.00,"68,85892125","12,97352037","0,40220693","5,06709063","9,27960968"
23/11/2010 3.00,"76,40520825","4,83392414","0,39764479","2,103814",
23/11/2010 4.00,"79,9667421","3,21158449","0,303719","1,30070029","5,37240601"
23/11/2010 5.00,"78,09888345","3,79822242","0,33276128","0,92364754",
23/11/2010 6.00,"76,28774265","4,4744146","0,38069637","0,92408891","3,17460299"
23/11/2010 7.00,"61,50367545","16,2370233","0,4331936","0,93424366",
23/11/2010 8.00,"50,08804605","28,22351","0,49440154","1,96826926","2,44200301"
23/11/2010 9.00,"34,52564955","47,32624464","0,658345","2,32909679",
23/11/2010 10.00,"48,2910897","37,15677552","0,70677172","3,6607037","5,86080599"
23/11/2010 11.00,"58,53347955","22,33831664","0,46809351","3,07459338",
23/11/2010 12.00,"66,15673365","16,94307137","0,47641161","2,80140684","6,83760691"
23/11/2010 13.00,"60,6895758","19,73931592","0,48999784","2,41883483",
23/11/2010 14.00,"52,5229236","28,25530656","0,57855531","3,2318826","7,81440783"
23/11/2010 15.00,"46,0175478","31,04248632","0,56962908","3,37261506",
23/11/2010 16.00,"47,3926215","27,40456216","0,51839005","2,61265978","10,7448101"
23/11/2010 17.00,"49,78225245","29,36109264","0,53639979","2,96526385",
23/11/2010 18.00,"36,7445085","42,15097688","0,6167976","3,10936258","8,54700947"
23/11/2010 19.00,"33,55899225","45,77658776","0,70002753","3,69895002",
23/11/2010 20.00,"28,15054725","51,80259992","0,73840846","4,63711117","6,34920597"
23/11/2010 21.00,"37,30209105","48,00374272","0,68005128","4,0434964",
23/11/2010 22.00,"37,0516587","48,925212","0,68868276","3,94404499","4,1514039"
23/11/2010 23.00,"55,13128635","28,57394136","0,49149253","3,41908484",
24/11/2010 0.00,"64,1262027","16,77564326","0,46412202","2,15679665","9,52380943"
24/11/2010 1.00,"59,87008965","18,67442943","0,45592275","1,93228678",
24/11/2010 2.00,"71,33902545","7,90274341","0,38970182","1,80292235","5,37240601"
24/11/2010 3.00,,"4,1785001","0,38313355","1,37642",
24/11/2010 4.00,"74,29030875",,"0,39251297","1,14837809","3,41880298"
24/11/2010 5.00,"73,93659525","20,4012312",,"1,14628104",
24/11/2010 6.00,"71,90875755","13,44270605","0,39278907","1,0193452","3,41880298"
24/11/2010 7.00,"53,7130209","29,06454144","0,45582489","1,35357208",
24/11/2010 8.00,"45,8271849","33,57139312","0,52476027","2,14310885","5,37240601"
24/11/2010 9.00,"37,5282243","46,56568928","0,7116088","3,18839365",
24/11/2010 10.00,"46,94707815","37,80895872","0,70899337","4,22926264","10,98900986"
24/11/2010 11.00,"64,7897796","20,32985624","0,50649424","2,86454322",
24/11/2010 12.00,"56,4266997","26,36625056","0,56726996","3,08817033","13,91940975"
24/11/2010 13.00,"61,56915135","23,47264888","0,52006066","2,48522765",
24/11/2010 14.00,"66,43012845","19,83732504","0,52576334","2,35338071","8,79120922"
24/11/2010 15.00,"61,1506203","21,85484832","0,4853192","2,84528226",
24/11/2010 16.00,"61,52123145","22,00929968","0,46951015","2,52452249","10,50061035"
24/11/2010 17.00,"47,5377378","36,72716824","0,62145877","3,65297654",
24/11/2010 18.00,"39,55875525","44,9485388","0,63598865","4,49941445","16,60560989"
24/11/2010 19.00,"29,67277215","52,90903608","0,83215601","4,2729733",
24/11/2010 20.00,"26,4528222","58,8753556","0,79114218","5,82395627","19,78022003"
24/11/2010 21.00,"19,69770432","62,59117464","0,87791022","5,69580715",
24/11/2010 22.00,"24,6113175","52,8876408","0,74825853","5,12719228","23,19902039"
24/11/2010 23.00,"33,56777025","41,25868472","0,64041332","4,39659677",
25/11/2010 0.00,"33,84858645","38,2625616","0,61099823","4,0557482","13,67521"
25/11/2010 1.00,"47,3385969","24,4032384","0,54223993","3,54408838",
25/11/2010 2.00,"54,7316679","15,43623564","0,46337642","2,81034729","11,96580982"
25/11/2010 3.00,"51,9923334","11,95274563","0,5074973","2,47810763",
25/11/2010 4.00,"55,0185489","8,27977451","0,46296285","2,12401365","13,91940975"
25/11/2010 5.00,"54,6911694","8,41475406","0,43928888","2,14046058",
25/11/2010 6.00,"55,16436345","9,8274888","0,44461759","2,17997611","7,81440783"
25/11/2010 7.00,"36,23620245","29,97822888","0,58455273","2,1096648",
25/11/2010 8.00,"22,28444925","53,77406312","0,76717347","3,15925355","12,45421028"
25/11/2010 9.00,"20,96000865","60,03825312","0,91161134","3,65209378",
25/11/2010 10.00,"25,008921","59,53922112","1,04381903","5,22090374","15,38461018"
25/11/2010 11.00,"37,84888065","41,4280688","0,78178257","4,55305917",
25/11/2010 12.00,"53,5651914","31,03145408","0,55724164","3,82682354","16,60560989"
25/11/2010 13.00,"58,8460362","26,53433448","0,55690728","3,01333337",
25/11/2010 14.00,"59,21596905","28,36044744","0,60877658","3,03425001","16,84980965"
25/11/2010 15.00,"61,57050795","22,39217768","0,48989998","3,11046602",
25/11/2010 16.00,"56,0047971","23,59010304","0,49933764","2,26827815","9,03540897"
25/11/2010 17.00,"48,3153888","29,61158376","0,55454816","3,3036289",
25/11/2010 18.00,"48,6373818","27,6479024","0,52006066","3,84045439","10,7448101"
25/11/2010 19.00,"29,1158679","47,85059152","0,77745693","4,12589374",
25/11/2010 20.00,"33,91270575","43,45209288","0,71111717","4,88093793","9,27960968"
25/11/2010 21.00,"28,79860305","53,74293576","0,77873493","4,39648693",
25/11/2010 22.00,"33,44019","45,74739152","0,68699118","4,56702156","6,10500622"
25/11/2010 23.00,"25,92225195","52,78963168","0,73545868","4,42060407",
26/11/2010 0.00,"33,4719105","38,3417184","0,63551682","3,80270538","7,81440783"
26/11/2010 1.00,"41,59130115","27,76600664","0,63887901","5,1811126",
26/11/2010 2.00,"47,6484603","20,97685792","0,54906334","4,21767291","8,05860806"
26/11/2010 3.00,,"7,52246764","0,44567891","3,14413178",
26/11/2010 4.00,"55,1913558",,"0,4399774","2,00072071","10,50061035"
26/11/2010 5.00,"53,88042135","26,27151096",,"1,8050194",
26/11/2010 6.00,"59,7877161","19,45702824","0,66033016","2,2176702","13,67521"
26/11/2010 7.00,"41,75872155","29,5278764","0,58537872","8,86113219",
26/11/2010 8.00,"25,1243517","41,34501152","0,73598992","4,63545651","9,76801014"
26/11/2010 9.00,"24,39934875","53,006376","0,80447211","3,87196817",
26/11/2010 10.00,"24,0483285","54,84417128","0,92268","5,17101278","10,25640965"
26/11/2010 11.00,"50,7030048","30,19499232","0,55669176","3,98019425",
26/11/2010 12.00,"53,55304185","29,36629328","0,57609833","2,88921259","10,01220989"
26/11/2010 13.00,"49,1409597","33,2203308","0,68223332","3,15373429",
26/11/2010 14.00,"47,33051715","41,43326944","0,80712715","3,66627788","15,14041042"
26/11/2010 15.00,"54,91662435","31,10802968","0,67682656","4,29990549",
26/11/2010 16.00,"45,51059835","36,13534688","0,58826908","3,54933102","16,60560989"
26/11/2010 17.00,"50,91361695","28,63883464","0,56990402","3,37228454",
26/11/2010 18.00,"49,26315345","31,29817808","0,54754884","3,75375209","9,03540897"
26/11/2010 19.00,"50,3270271","30,94579648","0,60146271","3,70353059",
26/11/2010 20.00,"39,16183005","45,47030448","0,708207","3,66037216","5,61660624"
26/11/2010 21.00,"45,62738565","44,3917644","0,67149785","3,9585047",
26/11/2010 22.00,"39,51825675","47,48264624","0,73115284","4,27965092","11,23320961"
26/11/2010 23.00,"48,15540975","35,8744736","0,61473322","3,97958711",
27/11/2010 0.00,"58,5132303","25,2416504","0,52825993","2,80615318","12,69841003"
27/11/2010 1.00,"64,8397344","17,65754179","0,49809925","2,20889451",
27/11/2010 2.00,"70,5431601","9,79828491","0,38411798","1,70203696","7,57020807"
27/11/2010 3.00,"68,57742675","10,22203765","0,41304027","1,39076886",
27/11/2010 4.00,"58,7819169","14,85738529","0,45845896","1,50203069","11,96580982"
27/11/2010 5.00,"57,868566","12,58934986","0,41876275","1,64508089",
27/11/2010 6.00,"66,81895395","9,51989198","0,39534508","1,46626789","10,98900986"
27/11/2010 7.00,"49,7626815","22,62968632","0,46144835","1,78217148",
27/11/2010 8.00,"28,8593508","46,18801192","0,6667994","2,29868747","16,84980965"
