GROTTAGLIE,,,,,
,,,,,,
,SO2,NO2,CO,O3,PM10
25/09/2011 1.00,,"26,878914","0,271454","29,819525",29
25/09/2011 2.00,,,"0,24319","18,192992",29
25/09/2011 3.00,,"21,274708",,"43,79376",29
25/09/2011 4.00,,"7,952063","0,226715",,29
25/09/2011 5.00,,"11,660083","0,207125","49,979577",29
25/09/2011 6.00,,"48,372988","0,306918","17,049256",29
25/09/2011 7.00,,"25,902915","0,262556","37,829232",29
25/09/2011 8.00,,"13,387544","0,215407","49,251722",29
25/09/2011 9.00,,"5,234318","0,186278","83,379149",29
25/09/2011 10.00,"0,097504","5,663913","0,222631","91,406174",29
25/09/2011 11.00,"0,601274","8,253169","0,269976","93,249972",29
25/09/2011 12.00,"0,334041","6,96568","0,279084","100,24773",29
25/09/2011 13.00,,"7,757382","0,272136","104,92116",29
25/09/2011 14.00,,"8,558167","0,262792","116,401969",29
25/09/2011 15.00,"0,08667","7,312211","0,235194","116,288933",29
25/09/2011 16.00,,"7,159063","0,238766","112,373164",29
25/09/2011 17.00,"0,001805","6,327127","0,219923","107,722398",29
25/09/2011 18.00,,"8,690552","0,237392","95,811674",29
25/09/2011 19.00,,"12,347952","0,228245","79,919003",29
25/09/2011 20.00,,"14,181843","0,194484","71,946704",29
25/09/2011 21.00,,"11,412185","0,168573","59,683357",29
25/09/2011 22.00,,"7,868998","0,122209","53,064425",29
25/09/2011 23.00,,"8,682764","0,103798","49,981712",29
26/09/2011 0.00,,"9,792445","0,113415","56,196898",29
26/09/2011 1.00,,"10,995566","0,185492","53,294013","20,200001"
26/09/2011 2.00,,"7,061723","0,169476","66,313644","20,200001"
26/09/2011 3.00,,"5,444573","0,154087","68,275447","20,200001"
26/09/2011 4.00,,"4,551638","0,151143","70,1292","20,200001"
26/09/2011 5.00,,"10,127296","0,237825","78,397174","20,200001"
26/09/2011 6.00,,"5,924787","0,242181","71,8671","20,200001"
26/09/2011 7.00,,"13,320055","0,241475","64,717204","20,200001"
26/09/2011 8.00,,"11,670458","0,249051","67,713212","20,200001"
26/09/2011 9.00,,"7,020191","0,238295","74,978245","20,200001"
26/09/2011 10.00,,"5,61719","0,269936","87,57214","20,200001"
26/09/2011 11.00,,"8,600997","0,271742","100,495812","20,200001"
26/09/2011 12.00,,"8,430977","0,241436","102,240797","20,200001"
26/09/2011 13.00,,"5,756063","0,197585","101,341668","20,200001"
26/09/2011 14.00,,"6,78917","0,186671","91,781933","20,200001"
26/09/2011 15.00,,"8,040317","0,134301","83,236387","20,200001"
26/09/2011 16.00,,"4,381617","0,180743","85,630229","20,200001"
26/09/2011 17.00,,"6,295977","0,192129","81,2695","20,200001"
26/09/2011 18.00,,"46,121167","0,300558","28,920837","20,200001"
26/09/2011 19.00,,"32,845235","0,227892","30,620357","20,200001"
26/09/2011 20.00,,"35,751169","0,272607","18,487789","20,200001"
26/09/2011 21.00,,"32,760876","0,262832","23,92773","20,200001"
26/09/2011 22.00,,"6,465999","0,192913","56,072507","20,200001"
26/09/2011 23.00,,"5,197978","0,219058","78,350972","20,200001"
27/09/2011 0.00,,"2,027276","0,228324","92,035935","20,200001"
27/09/2011 1.00,,"2,005212","0,219294","89,528258","28,6"
27/09/2011 2.00,,,"0,17984","86,599761","28,6"
27/09/2011 3.00,,"3,062978",,"85,197354","28,6"
27/09/2011 4.00,,"3,143447","0,071674",,"28,6"
27/09/2011 5.00,,"3,735277","0,038583","77,539027","28,6"
27/09/2011 6.00,,"3,722297","0,016614","78,399511","28,6"
27/09/2011 7.00,,"4,589276","0,019374","73,536318","28,6"
27/09/2011 8.00,,"5,602913","0,025332","76,030387","28,6"
27/09/2011 9.00,,"4,994213","0,03481","82,478171","28,6"
27/09/2011 10.00,,"4,882594","0,068629","91,522284","28,6"
27/09/2011 11.00,,"8,591914","0,140068","93,33835","28,6"
27/09/2011 12.00,,"9,645785","0,079943","92,810133","28,6"
27/09/2011 13.00,,"13,144845","0,046669","93,429941","28,6"
27/09/2011 14.00,"0,837811","21,795156","0,158816","97,142993","28,6"
27/09/2011 15.00,"2,527878","4,455595","0,132908","107,408845","28,6"
27/09/2011 16.00,"0,133617","4,194721","0,169576","111,371075","28,6"
27/09/2011 17.00,"0,061391","6,303764","0,172542","111,975342","28,6"
27/09/2011 18.00,,"14,228563","0,194497","97,526356","28,6"
27/09/2011 19.00,,"14,569908","0,178594","85,225702","28,6"
27/09/2011 20.00,,"10,533519","0,158382","93,498091","28,6"
27/09/2011 21.00,,"7,052637","0,135794","96,143378","28,6"
27/09/2011 22.00,,"5,47702","0,116492","97,740061","28,6"
27/09/2011 23.00,,"5,116212","0,102568","96,855453","28,6"
28/09/2011 0.00,,"4,186936","0,118431","97,808927","28,6"
28/09/2011 1.00,,"4,597063","0,095882","94,256307","30,5"
28/09/2011 2.00,,"3,604191","0,057712","92,259214","30,5"
28/09/2011 3.00,,"3,461425","0,073771","92,649692","30,5"
28/09/2011 4.00,,"4,140212","0,058756","82,12178","30,5"
28/09/2011 5.00,,"7,188913","0,06942","64,970011","30,5"
28/09/2011 6.00,,"6,035105","0,092284","62,15646","30,5"
28/09/2011 7.00,,"10,774929","0,113722","53,778996","30,5"
28/09/2011 8.00,,"10,528332","0,124601","56,463327","30,5"
28/09/2011 9.00,,"8,447849","0,15312","73,459629","30,5"
28/09/2011 10.00,"1,854379","7,422531","0,196157","88,039253","30,5"
28/09/2011 11.00,"1,733402","7,173338","0,238759","96,788002","30,5"
28/09/2011 12.00,"0,153479","3,971489","0,287294","102,943238","30,5"
28/09/2011 13.00,"0,007223","3,959807","0,313362","105,840639","30,5"
28/09/2011 14.00,"1,105044","3,419893","0,314746","110,607189","30,5"
28/09/2011 15.00,"1,514921","4,719062","0,297618","110,076902","30,5"
28/09/2011 16.00,"0,675304","3,044808","0,318899","107,309538","30,5"
28/09/2011 17.00,"0,671693","3,649616","0,294018","104,050121","30,5"
28/09/2011 18.00,"0,566967","6,241467","0,26981","95,272262","30,5"
28/09/2011 19.00,"0,592246","8,218126","0,250666","93,336935","30,5"
28/09/2011 20.00,"0,393627","6,878722","0,196592","96,802926","30,5"
28/09/2011 21.00,"0,379181","7,736615","0,140186","96,641055","30,5"
28/09/2011 22.00,"0,633775","6,028616","0,100195","99,224576","30,5"
28/09/2011 23.00,"1,170046","4,946191","0,091414","104,784205","30,5"
29/09/2011 0.00,"0,886563","3,449743","0,101737","105,191699","30,5"
29/09/2011 1.00,,"5,230425","0,097505","104,382334","35,099991"
29/09/2011 2.00,"1,408389",,"0,077767","96,311634","35,099991"
29/09/2011 3.00,"0,686138","5,251189",,"85,815662","35,099991"
29/09/2011 4.00,"0,650026","5,239509","0,169539",,"35,099991"
29/09/2011 5.00,"1,478809","8,684061","0,17802","89,867526","35,099991"
29/09/2011 6.00,"2,249811","7,142192","0,198019","95,804985","35,099991"
29/09/2011 7.00,"2,235367","9,291467","0,199755","93,639932","35,099991"
29/09/2011 8.00,"2,641633","12,310316","0,218295","91,806811","35,099991"
29/09/2011 9.00,"4,477955","7,968934","0,196323","102,43034","35,099991"
29/09/2011 10.00,"7,148478","6,072743","0,25131","110,145767","35,099991"
29/09/2011 11.00,"6,361225","4,956573","0,275491","112,538711","35,099991"
29/09/2011 12.00,"5,218263","5,221339","0,295885","117,618418","35,099991"
29/09/2011 13.00,"5,564943","5,827445","0,311348","120,57403","35,099991"
29/09/2011 14.00,"6,379282","4,112957","0,328703","124,51206","35,099991"
29/09/2011 15.00,"5,440355","4,558125","0,347203","123,433464","35,099991"
29/09/2011 16.00,"3,723203","4,830679","0,343575","121,927222","35,099991"
29/09/2011 17.00,"3,811679","5,788511","0,311465","124,974896","35,099991"
29/09/2011 18.00,"2,771638","7,166849","0,251903","121,245748","35,099991"
29/09/2011 19.00,"1,872435","5,888445","0,220228","122,245797","35,099991"
29/09/2011 20.00,"1,096016","5,688574","0,17727","119,503152","35,099991"
29/09/2011 21.00,"0,687944","5,671701","0,16662","118,781282","35,099991"
29/09/2011 22.00,"0,650026","4,453","0,108713","118,512257","35,099991"
29/09/2011 23.00,"0,626552","3,478297","0,104058","117,980753","35,099991"
30/09/2011 0.00,"0,530855","4,956573","0,121849","113,039097","35,099991"
30/09/2011 1.00,"0,456824","5,724914","0,121494","106,364823",22
30/09/2011 2.00,"0,431545","4,189532","0,118969","105,136859",22
30/09/2011 3.00,"0,279872","4,00134","0,102796","99,943318",22
30/09/2011 4.00,"0,261815","3,672979","0,091436","92,222967",22
30/09/2011 5.00,"0,166118","5,540616","0,080904","84,690187",22
30/09/2011 6.00,"0,07403","6,354383","0,096249","78,000372",22
30/09/2011 7.00,"0,480297","9,631508","0,118534","72,307076",22
30/09/2011 8.00,"0,687944","9,869019","0,168513","71,047933",22
30/09/2011 9.00,"0,942537","7,955956","0,177586","78,078218",22
30/09/2011 10.00,"1,876047","5,122701","0,198137","81,820198",22
30/09/2011 11.00,"0,794476","4,042872","0,234901","84,973314",22
30/09/2011 12.00,"0,742113","4,011722","0,246064","93,146608",22
30/09/2011 13.00,"1,023791","5,048722","0,238411","101,436714",22
30/09/2011 14.00,"1,412001","5,40953","0,188236","101,878265",22
30/09/2011 15.00,"0,964205","5,410828","0,212575","100,74734",22
30/09/2011 16.00,"0,752946","4,189532","0,208393","102,237129",22
30/09/2011 17.00,"1,978968","5,271957","0,287837","96,262205",22
30/09/2011 18.00,"1,207965","7,963743","0,241882","87,456851",22
30/09/2011 19.00,"0,725862","6,542573","0,206658","84,79422",22
30/09/2011 20.00,"0,153479","6,033807","0,184449","83,666751",22
30/09/2011 21.00,"0,184174","6,17787","0,128515","85,021434",22
30/09/2011 22.00,"0,220286","3,80666","0,081559","87,191456",22
30/09/2011 23.00,"0,299734","3,310873","0,094434","92,909524",22
01/10/2011 0.00,"0,344875","3,904","0,073133","92,917287",22
01/10/2011 1.00,,"4,316722","0,082363","89,922732","21,4"
01/10/2011 2.00,"0,218481",,"0,064076","84,504054","21,4"
01/10/2011 3.00,"0,473075","2,926702",,"85,558631","21,4"
01/10/2011 4.00,"0,261815","3,134361","0,134387",,"21,4"
01/10/2011 5.00,"0,364737","4,112957","0,127555","79,874277","21,4"
01/10/2011 6.00,"0,426128","4,704785","0,135103","80,957081","21,4"
01/10/2011 7.00,"0,406266","5,417319","0,112857","78,344846","21,4"
01/10/2011 8.00,"0,232926","5,806681","0,123622","78,296551","21,4"
01/10/2011 9.00,"0,666276","6,002659","0,127118","85,252871","21,4"
01/10/2011 10.00,"1,932021","5,891042","0,161718","92,906434","21,4"
01/10/2011 11.00,"3,900155","7,309616","0,184003","97,775906","21,4"
01/10/2011 12.00,"3,282631","6,38683","0,20458","100,355523","21,4"
01/10/2011 13.00,"2,237172","5,260275","0,267265","104,628536","21,4"
01/10/2011 14.00,"2,946784","4,459487","0,298369","105,125566","21,4"
01/10/2011 15.00,"2,497182","5,11102","0,311479","104,693155","21,4"
01/10/2011 16.00,"1,987996","5,837827","0,274098","103,410047","21,4"
01/10/2011 17.00,"1,191715","6,090915","0,225197","105,860464","21,4"
01/10/2011 18.00,"0,664471","14,625712","0,20319","97,355565","21,4"
01/10/2011 19.00,"0,146256","10,39206","0,191352","91,479948","21,4"
01/10/2011 20.00,,"6,155808","0,133195","97,461356","21,4"
01/10/2011 21.00,,"4,456893","0,095815","96,553932","21,4"
01/10/2011 22.00,,"4,03119","0,063797","89,653007","21,4"
01/10/2011 23.00,,"4,467275","0,058991","88,60639","21,4"
02/10/2011 0.00,,"3,502956","0,078059","91,13415","21,4"
02/10/2011 1.00,,"2,965638","0,074205","89,417277","19,1"
02/10/2011 2.00,,"3,147339","0,08064","84,580461","19,1"
02/10/2011 3.00,,"2,574978","0,090373","84,342578","19,1"
02/10/2011 4.00,,"2,774851","0,091564","82,722257","19,1"
02/10/2011 5.00,,"3,54319","0,092161","80,864075","19,1"
02/10/2011 6.00,,"2,715149","0,075873","80,758277","19,1"
02/10/2011 7.00,,"3,042212","0,084455","78,217746","19,1"
02/10/2011 8.00,,"5,901424","0,105587","78,79005","19,1"
02/10/2011 9.00,,"4,276488","0,110751","83,5587","19,1"
02/10/2011 10.00,"0,146256","2,786532","0,121596","89,018237","19,1"
02/10/2011 11.00,"0,787254","3,017553","0,142571","95,214089","19,1"
02/10/2011 12.00,"1,114072","4,048063","0,192266","98,581831","19,1"
02/10/2011 13.00,"0,778226","2,482829","0,16724","97,575686","19,1"
02/10/2011 14.00,"1,681039","1,919552","0,189486","101,573228","19,1"
02/10/2011 15.00,"0,855868","1,779382","0,194252","101,896278","19,1"
02/10/2011 16.00,"0,406266","1,996126","0,17725","102,611253","19,1"
02/10/2011 17.00,"0,301539","2,856616","0,184917","105,399583","19,1"
02/10/2011 18.00,,"5,889744","0,154488","104,172639","19,1"
02/10/2011 19.00,,"5,453659","0,131368","100,561428","19,1"
02/10/2011 20.00,,"4,210298","0,118418","97,578524","19,1"
02/10/2011 21.00,,"4,441318","0,121596","98,568323","19,1"
02/10/2011 22.00,,"3,981872","0,104158","101,804612","19,1"
02/10/2011 23.00,"0,164312","4,921532","0,111507","96,922446","19,1"
03/10/2011 0.00,"0,566967","4,420552","0,11945","97,147544","19,1"
03/10/2011 1.00,,"2,669724","0,126243","99,994086","22,5"
03/10/2011 2.00,"0,292512",,"0,124893","92,207746","22,5"
03/10/2011 3.00,"0,093892","3,756042",,"89,846857","22,5"
03/10/2011 4.00,"0,041529","3,606787","0,145521",,"22,5"
03/10/2011 5.00,,"3,896212","0,120715","85,153283","22,5"
03/10/2011 6.00,"0,018056","4,176552","0,128141","85,296341","22,5"
03/10/2011 7.00,,"4,584083","0,136279","84,516497","22,5"
03/10/2011 8.00,"0,160701","5,926085","0,153777","84,429381","22,5"
03/10/2011 9.00,"0,274456","5,937764","0,160926","88,816625","22,5"
03/10/2011 10.00,"1,375888","4,494531","0,185969","96,163172","22,5"
03/10/2011 11.00,"1,448113","4,613935","0,207932","99,301684","22,5"
03/10/2011 12.00,"0,783642","4,42185","0,266472","102,272236","22,5"
03/10/2011 13.00,"0,789059","3,708022","0,3055","101,646888","22,5"
03/10/2011 14.00,"0,657248","2,695681","0,333782","103,141342","22,5"
03/10/2011 15.00,"0,518215","3,021445","0,329318","104,012579","22,5"
03/10/2011 16.00,,"3,290106","0,331926","103,457246","22,5"
03/10/2011 17.00,,"5,087658","0,343341","101,926605","22,5"
03/10/2011 18.00,,"8,046807","0,329555","97,101677","22,5"
03/10/2011 19.00,,"9,7587","0,266749","94,660857","22,5"
03/10/2011 20.00,,"23,093021","0,22239","75,26036","22,5"
03/10/2011 21.00,,"17,156568","0,185654","65,60685","22,5"
03/10/2011 22.00,,"9,57051","0,194186","72,263507","22,5"
03/10/2011 23.00,,"8,264849","0,185575","80,287198","22,5"
04/10/2011 0.00,,"7,619807","0,171907","81,890099","22,5"
04/10/2011 1.00,,"3,514638","0,216345","85,678829","23,29999"
04/10/2011 2.00,,"5,406935","0,235267","65,403563","23,29999"
04/10/2011 3.00,,"9,124041","0,227051","59,142134","23,29999"
04/10/2011 4.00,,"4,233659","0,248736","94,614807","23,29999"
04/10/2011 5.00,,"17,036061","0,203818","71,107309","23,29999"
04/10/2011 6.00,,"5,69636","0,111273","85,268016","23,29999"
04/10/2011 7.00,,"7,403061","0,109734","75,268138","23,29999"
04/10/2011 8.00,,"9,046169","0,095316","69,532992","23,29999"
04/10/2011 9.00,,"10,179205","0,128102","83,789064","23,29999"
04/10/2011 10.00,"0,368348","4,22717","0,1535","99,15294","23,29999"
04/10/2011 11.00,"0,953371","2,455574","0,244351","101,739673","23,29999"
04/10/2011 12.00,"0,687944","3,517233","0,275913","108,410416","23,29999"
04/10/2011 13.00,"0,73489","6,032509","0,289857","109,794444","23,29999"
04/10/2011 14.00,"0,810727","4,883892","0,255175","113,749673","23,29999"
04/10/2011 15.00,"0,339458","3,401723","0,227288","110,830011","23,29999"
04/10/2011 16.00,"0,287095","3,76902","0,21532","110,453955","23,29999"
04/10/2011 17.00,,"5,348529","0,210618","108,083195","23,29999"
04/10/2011 18.00,,"8,497169","0,185377","105,312978","23,29999"
04/10/2011 19.00,,"9,194125","0,161322","92,304321","23,29999"
04/10/2011 20.00,,"12,73082","0,124822","76,94186","23,29999"
04/10/2011 21.00,,"21,518719","0,167602","58,751153","23,29999"
04/10/2011 22.00,,"37,57338","0,163967","42,564221","23,29999"
04/10/2011 23.00,,"11,501737","0,159425","73,426554","23,29999"
05/10/2011 0.00,,"8,816446","0,152078","72,111232","23,29999"
05/10/2011 1.00,,"9,126635","0,21287","74,709281","22,200001"
05/10/2011 2.00,,,"0,229973","78,211863","22,200001"
05/10/2011 3.00,,"2,131106",,"94,962598","22,200001"
05/10/2011 4.00,,"5,909212","0,216933",,"22,200001"
05/10/2011 5.00,,"14,107864","0,2088","81,94","22,200001"
05/10/2011 6.00,,"26,418181","0,276202","67,49835","22,200001"
05/10/2011 7.00,,"92,992528","0,512166","12,511563","22,200001"
05/10/2011 8.00,"0,348486","106,294408","0,683177","10,495505","22,200001"
05/10/2011 9.00,,"26,605078","0,100964","72,195501","22,200001"
05/10/2011 10.00,"0,066808","6,141531","0,093857","95,579872","22,200001"
05/10/2011 11.00,"0,427933","5,669105","0,127103","101,291478","22,200001"
05/10/2011 12.00,"0,158895","5,897531","0,153639","102,256262","22,200001"
05/10/2011 13.00,,"5,705446","0,166432","106,515302","22,200001"
05/10/2011 14.00,,"4,124637","0,19032","109,647931","22,200001"
05/10/2011 15.00,,"7,771658","0,182541","108,76183","22,200001"
05/10/2011 16.00,,"7,151275","0,138673","102,617752","22,200001"
05/10/2011 17.00,,"6,780084","0,160153","98,834433","22,200001"
05/10/2011 18.00,,"14,799631","0,148308","88,964455","22,200001"
05/10/2011 19.00,,"13,674381","0,112929","79,073222","22,200001"
05/10/2011 20.00,,"6,966976","0,10906","80,109626","22,200001"
05/10/2011 21.00,,"9,994913","0,166905","73,694103","22,200001"
05/10/2011 22.00,,"37,747295","0,218196","40,231331","22,200001"
05/10/2011 23.00,,"44,827184","0,22333","32,826888","22,200001"
06/10/2011 0.00,,"13,87684","0,22562","62,760065","22,200001"
06/10/2011 1.00,,"5,573063","0,199204","75,86191","25,4"
06/10/2011 2.00,,"6,552957","0,160192","75,028961","25,4"
06/10/2011 3.00,,"5,706744","0,111664","57,776538","25,4"
06/10/2011 4.00,,"3,872851","0,075891","77,902115","25,4"
06/10/2011 5.00,,"16,078037","0,066493","61,08283","25,4"
06/10/2011 6.00,,"23,48108","0,084933","56,305562","25,4"
06/10/2011 7.00,,"76,984576","0,254524","8,153547","25,4"
06/10/2011 8.00,,"72,378414","0,183844","4,59011","25,4"
06/10/2011 9.00,,"43,949843","0,149018","50,578376","25,4"
06/10/2011 10.00,"11,472949","60,42891","0,530447","56,004996","25,4"
06/10/2011 11.00,"21,358759","25,081367","0,44137","94,264192","25,4"
06/10/2011 12.00,"4,344339","9,656167","0,242915","111,318784","25,4"
06/10/2011 13.00,"0,411683","6,594488","0,183884","113,497962","25,4"
06/10/2011 14.00,,"3,669084","0,219105","111,744079","25,4"
06/10/2011 15.00,,"5,125297","0,210221","108,952499","25,4"
06/10/2011 16.00,,"6,205126","0,187399","108,693048","25,4"
06/10/2011 17.00,,"8,353106","0,168248","100,869676","25,4"
06/10/2011 18.00,,"19,780843","0,127341","84,514701","25,4"
06/10/2011 19.00,,"23,372078","0,120075","74,679472","25,4"
06/10/2011 20.00,,"23,504445","0,099583","63,901408","25,4"
06/10/2011 21.00,,"38,422192","0,14653","47,174969","25,4"
06/10/2011 22.00,,"17,343465","0,065633","75,031792","25,4"
06/10/2011 23.00,,"21,313657","0,094859","61,124645","25,4"
07/10/2011 0.00,,"28,545394","0,123709","46,763098","25,4"
07/10/2011 1.00,,"17,181224","0,064914","47,796667","15,3"
07/10/2011 2.00,,,"0,064636","35,167659","15,3"
07/10/2011 3.00,,"16,519312",,"18,866585","15,3"
07/10/2011 4.00,,"12,821674","0,250777",,"15,3"
07/10/2011 5.00,,"11,388818","0,218181","43,946081","15,3"
07/10/2011 6.00,,"4,611338","0,228006","64,692965","15,3"
07/10/2011 7.00,,"8,369979","0,291224","73,171814","15,3"
07/10/2011 8.00,,"9,172062","0,337473","70,250371","15,3"
07/10/2011 9.00,,"21,544664","0,33771","68,788939","15,3"
07/10/2011 10.00,,"11,596488","0,292447","92,462966","15,3"
07/10/2011 11.00,,"4,476361","0,282661","99,337293","15,3"
07/10/2011 12.00,,"3,470509","0,3297","100,542455","15,3"
07/10/2011 13.00,,"4,064937","0,334908","105,958142","15,3"
07/10/2011 14.00,,"4,03119","0,373264","107,532756","15,3"
07/10/2011 15.00,,"3,872851","0,370028","106,423019","15,3"
