,Provincia di TARANTO,,,,,,,
22/04/2006 10.00,"52,758311","9,751382","37,832952","1,018751","87,045224","0,346825","1,562355","0,648953"
22/04/2006 11.00,"56,51956","10,461925","40,514361","1,077279","103,738684","0,193219","1,442972","0,64058"
22/04/2006 12.00,"62,091356","10,319815","46,300282","1,127856","101,886309","0,002641","0,665428","0,311019"
22/04/2006 13.00,"82,516104","17,817747","55,234829","1,51788","99,553213","0,385118","3,288732","2,100575"
22/04/2006 14.00,"39,682201","6,213884","30,175527","0,841773","117,187856","0,317337","2,670018","1,761444"
22/04/2006 15.00,"36,413849","3,826792","30,570069","0,831691","114,502585",0,"0,06021","0,055027"
22/04/2006 16.00,"43,915559","5,105773","36,111981","0,997848","117,476196","0,037411","0,562655","0,311019"
22/04/2006 17.00,"62,322195","9,829204","47,284064","1,131299","107,547817","0,047094","0,62079","0,34571"
22/04/2006 18.00,"97,989005","18,39295","69,835896","1,653625","83,110163","0,431332","3,156892","2,046745"
22/04/2006 19.00,"75,33865","10,098196","59,896784","1,439678","84,905727","0,547527","4,642428","3,320129"
22/04/2006 20.00,"54,729718","4,163455","48,379468","1,172777","87,757496","0,232831","1,567546","0,907338"
22/04/2006 21.00,"73,273862","9,619425","58,565169","1,219174","71,780282","0,16549","1,270647","0,574787"
22/04/2006 22.00,"48,527593","3,353096","43,418993","0,915794","85,137286","0,265841","2,43852","1,523395"
22/04/2006 23.00,"32,211635","1,165632","30,715438","0,811361","94,024352","0,00176","0,374757","0,104072"
23/04/2006 0.00,"25,716399","0,439861","25,243599","0,737259","92,346596",0,"0,002077",0
23/04/2006 1.00,"15,065657",0,"16,145528","0,618481","99,730586",0,0,0
23/04/2006 2.00,"14,720661","0,135342","15,390167","0,600693","91,641104",0,0,0
23/04/2006 3.00,"10,943873",0,"11,857353","0,559214","92,962713",0,0,0
23/04/2006 4.00,"7,955643",0,"10,016977","0,546263","92,774486",0,0,0
23/04/2006 5.00,"6,640509",0,"7,922211","0,548723","98,618855",0,0,0
23/04/2006 6.00,"20,43513","1,17409","18,961905","0,688895","84,567212",0,"0,261604","0,000598"
23/04/2006 7.00,"36,688793","2,530894","32,93219","0,956698","71,040932","0,045334","0,529436","0,165079"
23/04/2006 8.00,"29,630664","2,19423","26,435044","0,895875","83,399941","0,273763","1,885208","0,747641"
23/04/2006 9.00,"29,858938","2,644241","25,822438","0,987683","99,956719","0,00044","0,069554","0,001794"
23/04/2006 10.00,"46,143749","7,281393","35,003594","1,148677","113,948797","0,202461","1,922579","1,037726"
23/04/2006 11.00,"50,358924","8,810757","36,877718","1,225977","117,029333","0,441454","3,91056","2,545571"
23/04/2006 12.00,"55,002083","9,888417","39,868029","1,167367","118,757165","0,340224","1,57066","0,884012"
23/04/2006 13.00,"77,971494","14,907898","55,151772","1,626576","111,110528","0,632913","5,537278","3,761536"
23/04/2006 14.00,"25,010852","1,167324","23,255254","0,85956","140,570697","0,154928","2,561017","1,972578"
23/04/2006 15.00,"30,867996","2,27036","27,49152","0,894235","137,247681",0,"0,66439","0,327766"
23/04/2006 16.00,"28,294788","1,468458","26,107978","0,924892","144,554502","0,00044","0,322852","0,156705"
23/04/2006 17.00,"31,602071","1,223152","29,835478","1,015308","144,17805","0,474905","4,296736","2,8536"
23/04/2006 18.00,"44,527727","3,180535","39,678532","1,076132","128,69368","0,00044","0,251222","0,111249"
23/04/2006 19.00,"51,798544","5,621763","43,239896","1,219992","110,203263",0,"0,536702","0,256591"
23/04/2006 20.00,"68,918632","8,154349","56,454839","1,29303","76,068774","0,239874","1,496955","0,886404"
23/04/2006 21.00,"46,885624","2,720372","42,744096","1,117855","84,576671","0,1941","1,766863","0,902553"
23/04/2006 22.00,"23,075755","0,49569","22,45317","0,755128","116,521626","0,156248","0,618713","0,163883"
23/04/2006 23.00,"12,627345",0,"13,349909","0,655122","124,114139",0,0,0
24/04/2006 0.00,"19,784036","0,006767","20,690669","0,664877","99,109044",0,0,0
24/04/2006 1.00,"15,511816",0,"16,617948","0,636843","95,830746",0,"0,001038",0
24/04/2006 2.00,,,,"0,671435","99,440793",0,0,0
24/04/2006 3.00,"48,882956",0,"49,687718",,"77,520374",0,0,0
24/04/2006 4.00,"37,007848","0,262225","37,819969","0,764045",,0,0,0
24/04/2006 5.00,"32,771948","0,211471","33,264458","0,864719","62,053679","0,208184",0,0
24/04/2006 6.00,"53,207078","2,649316","49,254246","0,939139","58,657569","0,538284","0,177516","0,005383"
24/04/2006 7.00,"126,081482","27,389805","84,143635","1,511023","28,463484","0,400522","3,743424","2,171751"
24/04/2006 8.00,"93,625993","14,928198","70,785929","1,475659","53,402239","0,550167","4,716133","2,960064"
24/04/2006 9.00,"91,086494","17,396497","64,457513","1,453506","75,933371","1,230175","10,03437","7,023647"
24/04/2006 10.00,"90,259039","17,154567","64,000658","1,552541","89,183381","0,594181","4,905069","3,527674"
24/04/2006 11.00,"79,271078","16,479553","54,040784","1,340114","97,93503","0,475785","4,352794","3,004325"
24/04/2006 12.00,"82,433087","16,84667","56,641718","1,364975","98,735301","0,473584","4,364214","3,066528"
24/04/2006 13.00,"69,922472","11,947305","51,639716","1,204239","105,798303","0,301492","2,61396","1,556292"
24/04/2006 14.00,"33,314056","1,422781","31,719984","0,855858","147,173305","0,00044","0,366453","0,154911"
24/04/2006 15.00,"35,215425","1,424473","33,069779","0,920595","155,606774",0,0,0
24/04/2006 16.00,"33,700585","0,735922","32,594744","0,964819","162,803885",0,0,0
24/04/2006 17.00,"38,87291","1,529363","36,55325","1,065249","155,4172","0,00044","0,002077","0,052036"
24/04/2006 18.00,"89,929619","13,424217","69,394605","1,639759","95,156372","0,120157","0,500369","0,433035"
24/04/2006 19.00,"137,10575","29,687228","91,650509","2,182927","57,505196","1,156673","4,942441","3,512721"
24/04/2006 20.00,"127,518545","25,735248","88,120314","1,94367","46,218663","1,274629","8,164734","6,212606"
24/04/2006 21.00,"88,897232","12,473441","69,820309","1,348976","51,576873","0,785199","5,973284","4,418863"
24/04/2006 22.00,"57,056507","3,85386","51,182861","0,959241","64,848573","0,116636","1,763748","1,16991"
24/04/2006 23.00,"45,22289","3,556109","39,797933","0,807859","66,741625","0,005722","0,684115","0,299057"
25/04/2006 0.00,"30,551523","1,121647","29,466882","0,692908","62,806572",0,"0,118344","0,001794"
25/04/2006 1.00,"26,582783","0,123499","27,231946","0,684457","55,912766",0,"0,810764","0,159098"
25/04/2006 2.00,"24,217104","0,854346","23,234489","0,69061","56,30275",0,"0,191012",0
25/04/2006 3.00,"26,463456","1,12503","25,503173","0,653114","35,288237",0,"0,452616","0,002392"
25/04/2006 4.00,"14,933366","0,035527","16,262333","0,598305","52,298625","0,00044","0,835678","0,05383"
25/04/2006 5.00,"10,572937","0,108273","12,031273","0,611926","66,45862",0,"0,059172",0
25/04/2006 6.00,"27,065258","1,397406","25,461644","0,788085","52,780697","0,040053","0,991395","0,169864"
25/04/2006 7.00,"47,298061","5,476272","38,930957","1,17577","51,027111","0,286528","2,718809","1,340372"
25/04/2006 8.00,"50,366707","7,452263","38,967305","1,096837","58,857968","0,930444","3,3832","1,610719"
25/04/2006 9.00,"34,782263","3,701601","29,126833","0,928062","85,562474","0,271562","1,448163","0,587946"
25/04/2006 10.00,"38,024689","5,892446","29,01003","1,002645","103,601949","0,038731","0,061249","0,000598"
25/04/2006 11.00,"33,277766","5,051636","25,552502","0,920759","111,75242","0,113995","0,716295","0,321187"
25/04/2006 12.00,"30,377721","4,858773","22,94377","0,932493","111,302802",0,0,0
25/04/2006 13.00,"30,886121","5,005957","23,226707","0,900575","116,675963","0,00044","0,004152","0,000598"
25/04/2006 14.00,"11,706493","0,05752","12,088377","0,743696","122,277936",0,0,0
25/04/2006 15.00,"15,221294","0,757914","14,351867","0,770363","125,296212",0,0,0
25/04/2006 16.00,"14,723256","0,243615","14,525783","0,862177","122,659784",0,0,0
25/04/2006 17.00,"19,078496","0,962619","17,656248","0,868083","121,864855",0,0,0
25/04/2006 18.00,"28,463389","1,767903","25,770547","0,955056","124,521732",0,"0,71422","0,431837"
25/04/2006 19.00,"43,350068","4,909526","35,852409","0,992059","115,091593",0,"0,220079","0,00957"
25/04/2006 20.00,"50,958105","5,68605","42,300245","1,121206","103,979718","0,038731","0,591723","0,257787"
25/04/2006 21.00,"53,505387","7,359215","42,339175","0,954974","94,274846","0,039172","0,506597","0,267955"
25/04/2006 22.00,"36,502048","3,214369","31,60578","0,739922","101,940433","0,116636","1,127387","0,644168"
25/04/2006 23.00,"24,754052","1,043825","23,169595","0,657381","98,927583","0,00044","0,440159","0,165677"
26/04/2006 0.00,"16,819167","1,234994","15,076082","0,588623","101,033245",0,0,0
26/04/2006 1.00,"8,292856","0,221623","8,70353","0,486143","91,616721",0,0,0
26/04/2006 2.00,,,,"0,470226","88,716214",0,0,0
26/04/2006 3.00,"11,916603",0,"13,126677",,"89,200977",0,0,0
26/04/2006 4.00,"11,34334",0,"13,342117","0,482712",,0,0,0
26/04/2006 5.00,"13,364027","0,186095","14,035187","0,461646","83,295679",0,0,0
26/04/2006 6.00,"47,679372","7,667117","36,405301","0,739684","41,62685",0,"0,012457","0,003589"
26/04/2006 7.00,"68,215666","12,940368","48,408016","0,906981","30,237377","0,274204","2,896326","1,619093"
26/04/2006 8.00,"138,335279","48,269675","64,369259","1,667077","17,06456","0,00308","0,924956","0,273338"
26/04/2006 9.00,"112,325773","30,098326","66,222618","2,107412","31,67681","1,706841","13,123785","10,983152"
26/04/2006 10.00,"95,719307","23,997804","58,964911","1,393548","45,024318","0,679127","7,022813","6,711432"
26/04/2006 11.00,"39,837837","7,496248","28,363679","0,883211","87,213138","0,42473","3,615737","2,737565"
26/04/2006 12.00,"31,931509","5,389991","23,683561","0,850096","99,446219","0,00044","0,438082","0,168069"
26/04/2006 13.00,"62,122486","14,632148","39,714876","1,031492","80,127061","0,002641","0,210737","0,113044"
26/04/2006 14.00,"47,513352","9,441787","33,158018","0,843211","81,48252","0,210384","1,628795","0,995261"
26/04/2006 15.00,"27,983514","2,471681","24,355857","0,732718","97,416409","0,576136","4,399509","2,600598"
26/04/2006 16.00,"19,721783","1,580116","17,311018","0,688044","103,922838","0,00132","0,012457","0,003589"
26/04/2006 17.00,"39,866403","6,144521","30,466247","0,943048","79,810198","0,076583","0,979976","0,552657"
26/04/2006 18.00,"51,533983","8,465635","38,580545","1,144937","60,550602","0,388198","2,798744","1,709408"
26/04/2006 19.00,"35,975483","4,256501","29,469464","0,960672","65,74634","0,036971","1,108701","0,575385"
26/04/2006 20.00,"32,984658","3,17715","28,132671","0,93018","70,82699","0,040932","1,237427","0,585553"
26/04/2006 21.00,"34,185642","2,431079","30,616798","0,83903","59,242521","0,076143","0,912498","0,414493"
26/04/2006 22.00,"34,950842","3,56795","29,534376","0,748701","52,549138","0,00132","0,347767","0,096297"
26/04/2006 23.00,"15,247234","0,617498","14,450502","0,590666","60,417917",0,0,0
27/04/2006 0.00,"11,226611","0,067671","11,992333","0,573697","67,211509",0,0,0
27/04/2006 1.00,"6,739081","0,087972","8,327148","0,539353","68,128233",0,0,0
27/04/2006 2.00,"3,618559",0,"5,321275","0,508041","64,473476",0,0,0
27/04/2006 3.00,"3,120522",0,"5,235616","0,484926","60,778094",0,0,0
27/04/2006 4.00,"2,565416",0,"4,552935","0,495991","62,752405",0,0,0
27/04/2006 5.00,"4,414901",0,"6,315447","0,506156","63,551325",0,0,0
27/04/2006 6.00,"28,294788","4,046722","22,201378","0,758783","49,266764",0,"0,001038",0
27/04/2006 7.00,"65,73324","12,561417","46,505345","1,1492","28,555572","0,16241","1,91635","1,095146"
27/04/2006 8.00,"114,227125","37,824663","56,27052","1,851178","31,144643","0,478867","4,065238","2,489946"
27/04/2006 9.00,"74,482647","19,350497","44,844066","1,622568","45,714906","1,412391","10,507745","7,886127"
27/04/2006 10.00,"49,552212","10,456843","33,542195","1,177315","49,625606","0,236352","2,379348","1,621485"
27/04/2006 11.00,"28,644971","4,129619","22,328584","0,893703","75,548791","0,149205","1,578965","0,953393"
27/04/2006 12.00,"38,533089","7,875205","26,476572","0,895179","76,900209","0,077024","0,776506","0,36485"
27/04/2006 13.00,"52,070909","11,387321","34,635","0,99436","68,732181","0,038292","0,892774","0,434231"
27/04/2006 14.00,"29,547665","5,065169","21,796456","0,666159","79,569156","0,00176","0,460921","0,2536"
27/04/2006 15.00,"14,227811","1,756062","11,566632","0,63083","96,023021",0,0,0
27/04/2006 16.00,"27,096385","5,779098","18,248078","0,781899","90,136673",0,0,0
27/04/2006 17.00,"43,715814","10,746145","27,257892","0,976164","80,189344","0,00176","0,377872","0,19977"
27/04/2006 18.00,"52,579349","14,559398","30,276749","1,287726","77,86433","0,156688","1,356809","0,823004"
27/04/2006 19.00,"39,332037","8,411499","26,453207","1,008541","83,849513","0,238993","1,511488","0,857097"
27/04/2006 20.00,"58,021435","14,192281","36,285896","1,283547","69,699019","0,155807","1,424287","0,759604"
27/04/2006 21.00,"48,128117","11,326424","30,782912","1,088132","70,247419","0,42473","2,7458","1,50605"
27/04/2006 22.00,"13,032","1,720533","10,790502","0,664273","100,320972","0,039612","0,540855","0,258983"
27/04/2006 23.00,"10,632598","1,889711","7,810595","0,590911","101,010224",0,0,0
28/04/2006 0.00,"4,152912","0,373882","4,132425","0,543533","106,687972",0,0,0
28/04/2006 1.00,"0,993483",0,"2,206383","0,523287","108,276414",0,0,0
28/04/2006 2.00,,,,"0,509271","99,516622",0,0,0
28/04/2006 3.00,"9,19555","0,125191","10,972211",,"91,612657",0,0,0
28/04/2006 4.00,"9,952982",0,"12,197399","0,565369",,0,0,0
28/04/2006 5.00,"11,491194",0,"13,124075","0,5834","80,349146",0,0,0
28/04/2006 6.00,"21,514206","1,157174","20,078063","0,628642","69,189873",0,0,0
28/04/2006 7.00,"50,877707","10,106656","35,405936","0,876166","53,966906",0,"0,012457","0,003589"
28/04/2006 8.00,"103,327367","32,871144","52,963545","1,918877","43,621455","0,101231","1,851987","0,956384"
28/04/2006 9.00,"89,659854","26,562521","48,966108","1,844538","56,331178","1,598128","11,470072","8,391533"
28/04/2006 10.00,"31,882218","6,09377","22,55441","0,80986","96,371025","0,073943","0,633247","0,41868"
28/04/2006 11.00,"45,959564","11,50067","28,345514","0,93608","93,05616","0,155367","1,350581","0,905544"
28/04/2006 12.00,"38,481216","8,611127","25,29551","0,770271","97,520671","0,00132","0,286518","0,1585"
28/04/2006 13.00,"59,51815","16,997233","33,479903","1,189012","85,707352",0,"0,256413","0,101082"
28/04/2006 14.00,"39,42284","9,480699","24,903551","0,901492","92,651268","0,247796","1,90597","1,149574"
28/04/2006 15.00,"29,303828","4,354625","22,642667","0,710194","88,670172","0,22755","1,266494","0,838555"
28/04/2006 16.00,"23,291066","4,176989","16,90867","0,720767","94,468498",0,0,0
28/04/2006 17.00,"28,183242","6,137755","18,785395","0,885427","90,64177",0,"0,003114",0
28/04/2006 18.00,"44,815653","12,471746","25,710836","1,06902","83,594948","0,037411","0,361262","0,062802"
28/04/2006 19.00,"51,570291","14,18551","29,84066","1,02886","83,451409","0,040932","0,970633","0,534115"
28/04/2006 20.00,"42,877976","10,485605","26,819221","0,98083","76,227198","0,075263","0,965442","0,636991"
28/04/2006 21.00,"55,520884","13,974031","34,118452","1,012467","60,055007","0,120157","1,241579","0,751828"
28/04/2006 22.00,"16,295189","1,053976","14,689316","0,569795","85,578738",0,"0,098621","0,001196"
28/04/2006 23.00,"8,775331","0,502457","8,275233","0,509061","97,072453",0,0,0
29/04/2006 0.00,"6,938814",0,"7,888467","0,530289","90,997895",0,0,0
29/04/2006 1.00,"5,291657",0,"7,029275","0,484555","89,546295",0,0,0
29/04/2006 2.00,"6,199539","0,013534","7,901445","0,468736","79,611135",0,0,0
29/04/2006 3.00,"4,298174",0,"6,224596","0,4789","77,176433",0,0,0
29/04/2006 4.00,"7,242306",0,"9,339487","0,520617","59,353564",0,0,0
29/04/2006 5.00,"11,146201","0,32482","11,488759","0,573072","40,913242",0,"0,068515",0
29/04/2006 6.00,"35,863937","6,954881","25,469427","0,774452","42,683064","0,00044","0,257451",0
29/04/2006 7.00,"54,978754","13,601839","34,147","1,174915","43,269394","0,363991","3,711242","2,233954"
29/04/2006 8.00,"56,976087","15,42388","33,355316","1,024024","69,91567","1,933951","15,829096","11,821709"
29/04/2006 9.00,"50,815452","13,491879","30,149563","1,228108","71,260307","0,279485","2,301489","1,522199"
29/04/2006 10.00,"44,206071","12,22813","25,474627","0,957718","80,156848","0,148325","1,42221","0,906142"
29/04/2006 11.00,"23,464848","5,599771","14,889183","0,81281","91,8036","0,037411","0,399672","0,159098"
29/04/2006 12.00,"22,178263","5,269874","14,107864","0,733143","93,804962",0,"0,185822","0,055027"
29/04/2006 13.00,"40,242514","12,530953","21,043682","0,8701","88,735164",0,0,0
29/04/2006 14.00,"18,144675","3,811565","12,309014","0,622168","95,524689",0,0,0
29/04/2006 15.00,"10,86346","1,47861","8,66719","0,640364","105,956727",0,0,0
29/04/2006 16.00,"9,820691","0,79175","8,695745","0,650609","105,902602",0,0,0
29/04/2006 17.00,"12,705163","2,143477","9,425148","0,659133","96,670278",0,0,0
29/04/2006 18.00,"14,085143","2,764357","9,853446","0,581187","93,071061",0,0,0
29/04/2006 19.00,"19,433855","5,163293","11,525101","0,672574","87,58822",0,"0,001038","0,000598"
29/04/2006 20.00,"31,664326","8,790456","18,198754","0,715603","84,888131",0,"0,001038",0
29/04/2006 21.00,"44,283888","11,368713","26,871132","0,819285","73,226479",0,0,0
29/04/2006 22.00,"33,908095","8,276156","21,23318","0,73511","65,621774","0,000881","0,256413","0,157902"
29/04/2006 23.00,"19,794419","2,904776","15,351229","0,618316","71,252187",0,"0,188936","0,048447"
30/04/2006 0.00,"15,729709","2,18408","12,389484","0,578811","81,571896",0,0,0
30/04/2006 1.00,"10,790829","1,130105","9,225275","0,534797","93,60185",0,0,0
30/04/2006 2.00,,,,"0,525372","90,215219",0,0,0
30/04/2006 3.00,"16,948865","0,32482","16,994336",,"85,200923",0,0,0
30/04/2006 4.00,"17,037059",0,"17,996294","0,537808",,0,0,0
30/04/2006 5.00,"15,59223",0,"16,830806","0,530513","59,903326",0,0,0
30/04/2006 6.00,"21,90848","0,431402","21,482371","0,748635","53,238389",0,"0,441197","0,049045"
30/04/2006 7.00,"36,92745","5,048251","29,20729","0,778965","41,035095","0,082305","0,478569","0,169864"
30/04/2006 8.00,"29,1041","4,06364","22,889258","0,741587","61,440276","0,076143","1,349543","0,535311"
