TARANTO -  V. Machiavelli,,,,,,
,SO2,NO2,CO,PM10,BENZENE,PM2.5
05/04/2011 12.00,"1,477364","31,403299",,47,"1,187398","24,4"
05/04/2011 13.00,"1,457497","44,077027",,47,"1,284979","24,4"
05/04/2011 14.00,"2,781345","41,612365",,47,"1,568722","24,4"
05/04/2011 15.00,"4,276769","22,139085",,47,"1,501092","24,4"
05/04/2011 16.00,"3,772877","10,725616",,47,"0,831957","24,4"
05/04/2011 17.00,"2,53572","21,525199",,47,"0,645744","24,4"
05/04/2011 18.00,"2,136579","53,22312",,47,"1,218264","24,4"
05/04/2011 19.00,"2,37498","53,776012",,47,"2,399103","24,4"
05/04/2011 20.00,"2,745224","58,628763",,47,"3,185244","24,4"
05/04/2011 21.00,"2,32441","57,033678",,47,"3,030151","24,4"
05/04/2011 22.00,"1,845802","53,654025",,47,"3,336268","24,4"
05/04/2011 23.00,"1,966809","56,80785",,47,"3,603231","24,4"
06/04/2011 0.00,"2,049887","49,115359",,47,"4,973638","24,4"
06/04/2011 1.00,,"58,392553",,"51,599991","3,763917","17,79999"
06/04/2011 2.00,"2,067948",,,"51,599991","2,652336","17,79999"
06/04/2011 3.00,,,,"51,599991","1,96281","17,79999"
06/04/2011 4.00,"5,92571","70,989708",,"51,599991","2,335032","17,79999"
06/04/2011 5.00,"6,588538","51,829214",,"51,599991","2,682846","17,79999"
06/04/2011 6.00,"9,080912","68,111023",,"51,599991","2,464699","17,79999"
06/04/2011 7.00,"12,46187","63,151846",,"51,599991","3,597129","17,79999"
06/04/2011 8.00,"11,838774","49,55145",,"51,599991","2,246553","17,79999"
06/04/2011 9.00,"10,110371","19,797726",,"51,599991","1,392273","17,79999"
06/04/2011 10.00,"7,054504","16,206529",,"51,599991","0,824024","17,79999"
06/04/2011 11.00,"6,203844","18,791885",,"51,599991","0,758275","17,79999"
06/04/2011 12.00,"5,531988","16,551761",,"51,599991","0,796718","17,79999"
06/04/2011 13.00,"5,136459","13,105907",,"51,599991","0,726901","17,79999"
06/04/2011 14.00,"4,49711","12,260992",,"51,599991","0,555587","17,79999"
06/04/2011 15.00,"4,511558","11,349891",,"51,599991","0,534281","17,79999"
06/04/2011 16.00,"6,315821","14,957975",,"51,599991","0,52106","17,79999"
06/04/2011 17.00,"13,88866","42,035473",,"51,599991","0,540332","17,79999"
06/04/2011 18.00,"15,22335","61,142738",,"51,599991","1,602283","17,79999"
06/04/2011 19.00,"20,793256","57,43602",,"51,599991","2,514532","17,79999"
06/04/2011 20.00,"21,86787","68,249888",,"51,599991","3,978504","17,79999"
06/04/2011 21.00,"21,891341","78,631574",,"51,599991","4,618705","17,79999"
06/04/2011 22.00,"36,000345","84,705615",,"51,599991","2,750476","17,79999"
06/04/2011 23.00,"20,935931","34,801132",,"51,599991","3,852904","17,79999"
07/04/2011 0.00,"7,97018","15,434292",,"51,599991","0,920843","17,79999"
07/04/2011 1.00,"5,089501","26,184552",,"39,700001","0,836533","14,1"
07/04/2011 2.00,"3,736756","10,617886",,"39,700001","0,962997","14,1"
07/04/2011 3.00,"3,205771","10,630865",,"39,700001","0,510534","14,1"
07/04/2011 4.00,"2,52669","10,954033",,"39,700001","0,544349","14,1"
07/04/2011 5.00,"2,882485","16,911273",,"39,700001","0,537586","14,1"
07/04/2011 6.00,"2,68743","36,117182",,"39,700001","0,578571","14,1"
07/04/2011 7.00,"2,846363","40,350829",,"39,700001","0,722629","14,1"
07/04/2011 8.00,"2,524883","38,690848",,"39,700001","0,916775","14,1"
07/04/2011 9.00,"3,391797","35,595434",,"39,700001","0,893689","14,1"
07/04/2011 10.00,"11,398088","36,326124",,"39,700001","0,914334","14,1"
07/04/2011 11.00,"16,913828","32,573997",,"39,700001","1,184805","14,1"
07/04/2011 12.00,"8,226641","13,796372",,"39,700001","0,928114","14,1"
07/04/2011 13.00,"6,088256","13,303179",,"39,700001","0,804701","14,1"
07/04/2011 14.00,"6,142439","14,3947",,"39,700001","0,626167","14,1"
07/04/2011 15.00,"9,846685","26,133941",,"39,700001","0,679","14,1"
07/04/2011 16.00,"16,834349","39,19183",,"39,700001","0,791277","14,1"
07/04/2011 17.00,"13,832674","32,837452",,"39,700001","1,673982","14,1"
07/04/2011 18.00,"13,922973","38,46502",,"39,700001","1,803141","14,1"
07/04/2011 19.00,"7,473511","27,331886",,"39,700001","1,380577","14,1"
07/04/2011 20.00,"5,019064","21,987235",,"39,700001","0,9811","14,1"
07/04/2011 21.00,"4,470019","26,597277",,"39,700001","0,772615","14,1"
07/04/2011 22.00,"4,403195","26,342904",,"39,700001","1,043035","14,1"
07/04/2011 23.00,"4,105194","35,307296",,"39,700001","1,622166","14,1"
08/04/2011 0.00,"3,503772","23,395423",,"39,700001","1,061036","14,1"
08/04/2011 1.00,,"35,745987",,"31,700001","0,889061",14
08/04/2011 2.00,"2,938473",,,"31,700001","0,930504",14
08/04/2011 3.00,"2,833721","30,950346",,"31,700001","1,665998",14
08/04/2011 4.00,"2,728969","22,181915",,"31,700001","3,408475",14
08/04/2011 5.00,"2,877066","55,624189",,"31,700001","3,282876",14
08/04/2011 6.00,"2,703684","54,552149",,"31,700001","1,727883",14
08/04/2011 7.00,"3,189516","56,705312",,"31,700001","2,837938",14
08/04/2011 8.00,"2,821079","61,188163",,"31,700001","3,151683",14
08/04/2011 9.00,"2,564617","53,861688",,"31,700001","2,70166",14
08/04/2011 10.00,"2,452804","47,891469",,"31,700001","1,432953",14
08/04/2011 11.00,"2,302737","38,239197",,"31,700001","6,023691",14
08/04/2011 12.00,"3,198547","39,247642",,"31,700001","5,86453",14
08/04/2011 13.00,"3,447784","28,275419",,"31,700001","0,91769",14
08/04/2011 14.00,"3,382767","25,266965",,"31,700001","0,718612",14
08/04/2011 15.00,"3,447784","21,910659",,"31,700001","0,637456",14
08/04/2011 16.00,"3,433336","20,886649",,"31,700001","0,892214",14
08/04/2011 17.00,"3,194935","38,707733",,"31,700001","0,770988",14
08/04/2011 18.00,"2,692848","54,445727",,"31,700001","0,887231",14
08/04/2011 19.00,"2,340664","46,689642",,"31,700001","0,819346",14
08/04/2011 20.00,"2,486956","54,164092",,"31,700001","1,194009",14
08/04/2011 21.00,"2,644084","78,758754",,"31,700001","1,78636",14
08/04/2011 22.00,"2,709103","65,250514",,"31,700001","2,326387",14
08/04/2011 23.00,"2,246749","53,27763",,"31,700001","2,377746",14
09/04/2011 0.00,"2,373173","55,055732",,"31,700001","1,621606",14
09/04/2011 1.00,"2,226882","33,564259",,"41,900002","1,386679","20,1"
09/04/2011 2.00,"2,06253","27,20468",,"41,900002","1,032763","20,1"
09/04/2011 3.00,"1,836771","26,492155",,"41,900002","1,182262","20,1"
09/04/2011 4.00,"1,708541","26,294875",,"41,900002","1,245825","20,1"
09/04/2011 5.00,"1,928881","30,797196",,"41,900002","0,95481","20,1"
09/04/2011 6.00,"2,028215","49,84997",,"41,900002","1,782801","20,1"
09/04/2011 7.00,"2,107681","59,533368",,"41,900002","2,428596","20,1"
09/04/2011 8.00,"2,158252","54,963573",,"41,900002","1,98976","20,1"
09/04/2011 9.00,"2,071561","63,31408",,"41,900002","2,101122","20,1"
09/04/2011 10.00,"1,392478","56,469102",,"41,900002","1,488888","20,1"
09/04/2011 11.00,"1,652553","60,955858",,"41,900002","1,201077","20,1"
09/04/2011 12.00,"2,268422","76,975473",,"41,900002","1,098106","20,1"
09/04/2011 13.00,"2,387622","40,558491",,"41,900002","1,008305","20,1"
09/04/2011 14.00,"3,249116","24,06514",,"41,900002","0,956895","20,1"
09/04/2011 15.00,"4,903475","30,82834",,"41,900002","0,933097","20,1"
09/04/2011 16.00,"4,997391","44,814202",,"41,900002","0,663592","20,1"
09/04/2011 17.00,"4,659657","36,416982",,"41,900002","0,506822","20,1"
09/04/2011 18.00,"3,218413","36,389736",,"41,900002","0,528281","20,1"
09/04/2011 19.00,"2,719939","39,038681",,"41,900002","0,486075","20,1"
09/04/2011 20.00,"2,40207","46,100402",,"41,900002","0,970981","20,1"
09/04/2011 21.00,"2,427356","51,938237",,"41,900002","1,53211","20,1"
09/04/2011 22.00,"2,483344","69,080538",,"41,900002","1,467531","20,1"
09/04/2011 23.00,"2,216046","55,824069",,"41,900002","1,899247","20,1"
10/04/2011 0.00,"2,369561","63,160927",,"41,900002","2,127055","20,1"
10/04/2011 1.00,,"47,912234",,"39,5","2,012134","15,7"
10/04/2011 2.00,"2,098652",,,"39,5","1,388205","15,7"
10/04/2011 3.00,"1,806069","17,469353",,"39,5","0,78431","15,7"
10/04/2011 4.00,"2,071561","10,006593",,"39,5","0,573893","15,7"
10/04/2011 5.00,"1,932493","8,780104",,"39,5","0,526501","15,7"
10/04/2011 6.00,"1,68145","11,388818",,"39,5","0,528942","15,7"
10/04/2011 7.00,"1,647134","27,335768",,"39,5","0,584775","15,7"
10/04/2011 8.00,"1,652553","17,961251",,"39,5","0,718816","15,7"
10/04/2011 9.00,"1,881923","16,49855",,"39,5","0,873349","15,7"
10/04/2011 10.00,"2,439998","16,424572",,"39,5","0,974184","15,7"
10/04/2011 11.00,"2,983625","14,686712",,"39,5","0,977286","15,7"
10/04/2011 12.00,"11,278895","23,120286",,"39,5","1,015932","15,7"
10/04/2011 13.00,"5,001004","12,937187",,"39,5","1,002864","15,7"
10/04/2011 14.00,"5,013646","10,408924",,"39,5","0,734681","15,7"
10/04/2011 15.00,"13,964518","29,122933",,"39,5","0,571147","15,7"
10/04/2011 16.00,"22,402465","29,30205",,"39,5","0,56891","15,7"
10/04/2011 17.00,"37,335045","36,509123",,"39,5","0,633642","15,7"
10/04/2011 18.00,"17,164854","28,888025",,"39,5","1,545331","15,7"
10/04/2011 19.00,"16,17153","37,207386",,"39,5","1,025034","15,7"
10/04/2011 20.00,"53,501164","75,685393",,"39,5","1,051375","15,7"
10/04/2011 21.00,"51,06657","75,180523",,"39,5","3,233551","15,7"
10/04/2011 22.00,"53,855153","74,148712",,"39,5","3,54577","15,7"
10/04/2011 23.00,"32,71511","38,783008",,"39,5","3,807139","15,7"
11/04/2011 0.00,"9,371689","19,048866",,"39,5","1,468345","15,7"
11/04/2011 1.00,"6,14605","13,573141",,"74,599991","0,899079","18,79999"
11/04/2011 2.00,"16,912018","64,014924",,"74,599991","0,923029","18,79999"
11/04/2011 3.00,"21,163505","66,562643",,"74,599991","3,763408","18,79999"
11/04/2011 4.00,"14,574972","49,689016",,"74,599991","2,824717","18,79999"
11/04/2011 5.00,"9,54146","36,109381",,"74,599991","1,869297","18,79999"
11/04/2011 6.00,"7,435584","63,622983",,"74,599991","2,351812","18,79999"
11/04/2011 7.00,"10,337927","69,664581",,"74,599991","4,523108","18,79999"
11/04/2011 8.00,"24,779245","52,339277",,"74,599991","4,181904","18,79999"
11/04/2011 9.00,"22,633649","27,535648",,"74,599991","2,835396","18,79999"
11/04/2011 10.00,"10,579942","16,397312",,"74,599991","0,899333","18,79999"
11/04/2011 11.00,"8,051452","15,035841",,"74,599991","0,682712","18,79999"
11/04/2011 12.00,"9,797921","24,799728",,"74,599991","0,676813","18,79999"
11/04/2011 13.00,"20,916069","41,810944",,"74,599991","1,177737","18,79999"
11/04/2011 14.00,"22,465683","31,337105",,"74,599991","1,327693","18,79999"
11/04/2011 15.00,"34,333351","49,330804",,"74,599991","2,943706","18,79999"
11/04/2011 16.00,"28,391384","42,701268",,"74,599991","2,941164","18,79999"
11/04/2011 17.00,"26,616028","43,991352",,"74,599991","2,073154","18,79999"
11/04/2011 18.00,"17,842145","40,254789",,"74,599991","1,920503","18,79999"
11/04/2011 19.00,"28,183692","51,992746",,"74,599991","1,263114","18,79999"
11/04/2011 20.00,"16,357549","36,731067",,"74,599991","1,356932","18,79999"
11/04/2011 21.00,"10,220535","38,770025",,"74,599991","0,992744","18,79999"
11/04/2011 22.00,"12,776123","33,521412",,"74,599991","1,593639","18,79999"
11/04/2011 23.00,"18,936622","48,742863",,"74,599991","1,275318","18,79999"
12/04/2011 0.00,"28,167441","52,140699",,"74,599991","3,927654","18,79999"
12/04/2011 1.00,,"18,33114",,"37,799992","2,315709","14,4"
12/04/2011 2.00,"7,301934",,,"37,799992","1,316506","14,4"
12/04/2011 3.00,"4,973912","21,932724",,"37,799992","0,879807","14,4"
12/04/2011 4.00,"4,621729","24,07552",,"37,799992","0,577809","14,4"
12/04/2011 5.00,"4,394165","42,846638",,"37,799992","0,682916","14,4"
12/04/2011 6.00,"4,013084","54,418463",,"37,799992","0,967065","14,4"
12/04/2011 7.00,"4,439316","71,089632",,"37,799992","2,69627","14,4"
12/04/2011 8.00,"4,583802","71,257066",,"37,799992","1,619572","14,4"
12/04/2011 9.00,"12,859202","72,615941",,"37,799992","3,119647","14,4"
12/04/2011 10.00,"19,76634","44,120509",,"37,799992","2,775393","14,4"
12/04/2011 11.00,"16,832549","33,06848",,"37,799992","2,110275","14,4"
12/04/2011 12.00,"9,866551","27,111241",,"37,799992","1,37295","14,4"
12/04/2011 13.00,"6,978649","37,758979",,"37,799992","0,767988","14,4"
12/04/2011 14.00,"6,733023","44,266507",,"37,799992","0,569469","14,4"
12/04/2011 15.00,"5,457939","36,315742",,"37,799992","0,598199","14,4"
12/04/2011 16.00,"5,255735","19,627712",,"37,799992","0,627184","14,4"
12/04/2011 17.00,"4,668687","29,520093",,"37,799992","0,694357","14,4"
12/04/2011 18.00,"4,244261","24,85814",,"37,799992","0,626218","14,4"
12/04/2011 19.00,"3,689798","29,592769",,"37,799992","0,696238","14,4"
12/04/2011 20.00,"3,388184","39,559127",,"37,799992","0,800328","14,4"
12/04/2011 21.00,"3,082959","41,345011",,"37,799992","1,029001","14,4"
12/04/2011 22.00,"2,864424","24,776365",,"37,799992","0,912351","14,4"
12/04/2011 23.00,"2,561005","16,815232",,"37,799992","0,726189","14,4"
13/04/2011 0.00,"2,414714","15,260375",,"37,799992","0,595453","14,4"
13/04/2011 1.00,"2,423744","14,210397",,"40,900002","0,60303","13,8"
13/04/2011 2.00,"2,407489","11,249953",,"40,900002","0,593369","13,8"
13/04/2011 3.00,"2,497792","10,982587",,"40,900002","0,547502","13,8"
13/04/2011 4.00,"2,192566","9,976743",,"40,900002","0,545519","13,8"
13/04/2011 5.00,"2,378592","20,398649",,"40,900002","0,512568","13,8"
13/04/2011 6.00,"2,080591","34,502612",,"40,900002","0,671779","13,8"
13/04/2011 7.00,"2,320798","55,452874",,"40,900002","1,036018","13,8"
13/04/2011 8.00,"2,403877","41,346309",,"40,900002","1,139548","13,8"
13/04/2011 9.00,"2,584484","37,622689",,"40,900002","0,98171","13,8"
13/04/2011 10.00,"2,309961","35,32676",,"40,900002","0,544502","13,8"
13/04/2011 11.00,"2,812049","30,493492",,"40,900002","1,424207","13,8"
13/04/2011 12.00,"3,101019","26,498637",,"40,900002","1,509228","13,8"
13/04/2011 13.00,"3,565179","35,1308",,"40,900002","1,420495","13,8"
13/04/2011 14.00,"3,290657","37,948477",,"40,900002","1,955182","13,8"
13/04/2011 15.00,"2,920413","55,332171",,"40,900002","2,520634","13,8"
13/04/2011 16.00,"2,976401","57,692992",,"40,900002","2,737764","13,8"
13/04/2011 17.00,"4,932373","48,850605",,"40,900002","2,901501","13,8"
13/04/2011 18.00,"11,826134","53,914899",,"40,900002","2,903535","13,8"
13/04/2011 19.00,"25,174776","57,219274",,"40,900002","3,125241","13,8"
13/04/2011 20.00,"21,486789","43,709713",,"40,900002","6,138104","13,8"
13/04/2011 21.00,"10,522146","25,660225",,"40,900002","3,76951","13,8"
13/04/2011 22.00,"10,280141","38,688248",,"40,900002","2,279605","13,8"
13/04/2011 23.00,"14,724868","39,404675",,"40,900002","4,715829","13,8"
14/04/2011 0.00,"7,377199","14,221066",,"40,900002",,"13,8"
14/04/2011 1.00,,"12,686695",,"22,4","0,698832","8,5"
14/04/2011 2.00,"5,387502",,,"22,4","0,571808","8,5"
14/04/2011 3.00,"4,251485","17,856116",,"22,4","0,490753","8,5"
14/04/2011 4.00,"3,807192","22,506381",,"22,4","0,603793","8,5"
14/04/2011 5.00,"3,687992","35,978295",,"22,4","0,992744","8,5"
14/04/2011 6.00,"5,643963","72,034501",,"22,4","1,356678","8,5"
14/04/2011 7.00,"6,718574","69,978662",,"22,4","10,214747","8,5"
14/04/2011 8.00,"5,757745","45,268472",,"22,4","2,721492","8,5"
14/04/2011 9.00,"7,054504","38,16002",,"22,4","1,730425","8,5"
14/04/2011 10.00,"8,903917","21,952187",,"22,4","1,998405","8,5"
14/04/2011 11.00,"15,875339","31,978258",,"22,4","0,862721","8,5"
14/04/2011 12.00,"15,664027","34,67913",,"22,4","1,760935","8,5"
14/04/2011 13.00,"25,557656","36,919248",,"22,4","1,215823","8,5"
14/04/2011 14.00,"16,980655","19,748397",,"22,4","0,99127","8,5"
14/04/2011 15.00,"13,373936","21,764008",,"22,4","0,669288","8,5"
14/04/2011 16.00,"21,521102","25,58493",,"22,4","0,956234","8,5"
14/04/2011 17.00,"6,218294","12,784039",,"22,4","0,827482","8,5"
14/04/2011 18.00,"5,997954","20,318174",,"22,4","0,750902","8,5"
14/04/2011 19.00,"4,726481","33,883544",,"22,4","0,89435","8,5"
14/04/2011 20.00,"3,890271","23,58232",,"22,4","1,061748","8,5"
14/04/2011 21.00,"3,597688","28,380562",,"22,4","0,902181","8,5"
14/04/2011 22.00,"3,538088","33,307287",,"22,4","0,93564","8,5"
14/04/2011 23.00,"3,561566","21,497934",,"22,4","0,964065","8,5"
15/04/2011 0.00,"2,712715","19,286363",,"22,4","1,022899","8,5"
15/04/2011 1.00,"2,860813","15,099434",,"11,65","0,884739","11,55"
15/04/2011 2.00,"2,672981","10,793095",,"11,65","0,829516","11,55"
15/04/2011 3.00,"2,691042","10,603615",,"11,65","0,682763","11,55"
15/04/2011 4.00,"2,739806","11,88201",,"11,65","0,569978","11,55"
15/04/2011 5.00,"3,045031","15,100736",,"11,65","0,620167","11,55"
15/04/2011 6.00,"3,514608","59,654093",,"11,65","0,689221","11,55"
15/04/2011 7.00,"2,756061","59,388019",,"11,65","1,808226","11,55"
15/04/2011 8.00,"3,220219","42,724633",,"11,65","1,070799","11,55"
15/04/2011 9.00,"3,395409","18,642632",,"11,65","0,956895","11,55"
15/04/2011 10.00,"3,346645","21,494053",,"11,65","0,709663","11,55"
15/04/2011 11.00,"3,64907","10,590197",,"11,65","0,68556","11,55"
15/04/2011 12.00,"3,767459","18,363588",,"11,65","0,533315","11,55"
15/04/2011 13.00,"3,738562","18,924271",,"11,65","0,602725","11,55"
15/04/2011 14.00,"3,164232","21,339602",,"11,65","0,612895","11,55"
15/04/2011 15.00,"3,314135","29,055459",,"11,65","0,494567","11,55"
15/04/2011 16.00,"3,547118","22,588158",,"11,65","0,508907","11,55"
15/04/2011 17.00,"3,473069","20,786709",,"11,65","0,446463","11,55"
15/04/2011 18.00,"3,147977","20,0586",,"11,65","0,457091","11,55"
15/04/2011 19.00,"3,080012","17,367584",,"11,65","0,475549","11,55"
15/04/2011 20.00,"2,853588","19,51999",,"11,65","0,64488","11,55"
15/04/2011 21.00,"2,864424","37,927712",,"11,65","0,847619","11,55"
15/04/2011 22.00,"2,938473","25,035937",,"11,65","1,145142","11,55"
15/04/2011 23.00,"2,777733","22,484316",,"11,65","0,961065","11,55"
16/04/2011 0.00,"2,34247","14,237658",,"11,65","0,802108","11,55"
16/04/2011 1.00,,"10,074083",,"33,200001","0,744037","26,1"
16/04/2011 2.00,"2,875261",,,"33,200001","0,615895","26,1"
16/04/2011 3.00,"2,546557","12,114336",,"33,200001","0,565045","26,1"
16/04/2011 4.00,"2,770509","12,057233",,"33,200001","0,477176","26,1"
16/04/2011 5.00,"2,795794","7,704169",,"33,200001","0,624591","26,1"
16/04/2011 6.00,"2,582677","26,737446",,"33,200001","0,516585","26,1"
16/04/2011 7.00,"2,748836","37,130809",,"33,200001","0,653117","26,1"
16/04/2011 8.00,"2,757866","51,380163",,"33,200001","0,97754","26,1"
16/04/2011 9.00,"2,781345","36,802443",,"33,200001","1,689237","26,1"
16/04/2011 10.00,"3,117274","21,592673",,"33,200001","1,336846","26,1"
16/04/2011 11.00,"3,099213","25,954826",,"33,200001","2,696219","26,1"
16/04/2011 12.00,"2,929443","26,402598",,"33,200001","3,18982","26,1"
16/04/2011 13.00,"2,860813","30,440281",,"33,200001","3,069306","26,1"
16/04/2011 14.00,"2,936667","22,105339",,"33,200001","2,189601","26,1"
16/04/2011 15.00,"2,584484","23,369457",,"33,200001","1,915519","26,1"
16/04/2011 16.00,"2,725357","14,652973",,"33,200001","1,810768","26,1"
16/04/2011 17.00,"2,454447","12,641268",,"33,200001","1,337355","26,1"
16/04/2011 18.00,"2,936667","23,545974",,"33,200001","1,073952","26,1"
16/04/2011 19.00,"2,533914","22,616704",,"33,200001","1,422274","26,1"
16/04/2011 20.00,"2,512241","19,191624",,"33,200001","1,285488","26,1"
16/04/2011 21.00,"2,468895","19,680923",,"33,200001","0,97571","26,1"
16/04/2011 22.00,"2,430968","16,669867",,"33,200001","0,968082","26,1"
16/04/2011 23.00,"2,033633","14,588076",,"33,200001","0,97932","26,1"
17/04/2011 0.00,"1,887341","9,766488",,"33,200001","0,738545","26,1"
17/04/2011 1.00,"2,118519","9,060446",,"26,79999","0,726646","15,4"
17/04/2011 2.00,"2,237718","5,759957",,"26,79999","0,67","15,4"
17/04/2011 3.00,"2,172701","5,505573",,"26,79999","0,537129","15,4"
17/04/2011 4.00,"1,990287","4,379021",,"26,79999","0,575012","15,4"
17/04/2011 5.00,"2,035439","5,826149",,"26,79999","0,567028","15,4"
17/04/2011 6.00,"2,129355","12,127315",,"26,79999","0,587165","15,4"
17/04/2011 7.00,"2,111294","13,846996",,"26,79999","0,586809","15,4"
17/04/2011 8.00,"2,127549","15,994973",,"26,79999","1,363797","15,4"
17/04/2011 9.00,"2,490568","15,831441",,"26,79999","1,357186","15,4"
17/04/2011 10.00,"2,367756","17,159161",,"26,79999","1,872805","15,4"
17/04/2011 11.00,"2,443611","19,85742",,"26,79999","1,720255","15,4"
17/04/2011 12.00,"2,698266","21,582311",,"26,79999","1,818904","15,4"
17/04/2011 13.00,"3,38096","13,03323",,"26,79999","1,504143","15,4"
17/04/2011 14.00,"3,155202","7,251212",,"26,79999","1,028136","15,4"
17/04/2011 15.00,"3,151589","5,251189",,"26,79999","0,831601","15,4"
17/04/2011 16.00,"3,16965","5,370595",,"26,79999","0,916419","15,4"
17/04/2011 17.00,"3,231057","7,181128",,"26,79999","0,869687","15,4"
17/04/2011 18.00,"3,352063","8,314169",,"26,79999","0,971743","15,4"
