Stat,Maglie,,,,,,,  ,
,,,,,,,
Parm,SO2,NO2,NOX,CO,O3,PM2.5,,,
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3 293K,ug/m3,,,
Field,Aver,Aver,Aver,Aver,Aver,Aver,,,
,,,,
,,,,
,,,,
14/10/2014 22.00,,"4,2","8,7","0,2","55,9",,,,
14/10/2014 23.00,,"3,7","8,4","0,2","60,2",,,,
15/10/2014 0.00,,"3,5","8,1","0,1","63,0",,,,
15/10/2014 1.00,,"3,3","7,9","0,1",,"6,2",,,
15/10/2014 2.00,,,,"0,1","65,5","6,2",,,
15/10/2014 3.00,,"3,3","7,7","0,1","65,0","6,2",,,
15/10/2014 4.00,,"3,5","8,6","0,1","62,8","6,2",,,
15/10/2014 5.00,,"3,8","8,3","0,1","56,6","6,2",,,
15/10/2014 6.00,,"5,1","10,9","0,2","52,4","6,2",,,
15/10/2014 7.00,,"9,4","16,4","0,2","41,8","6,2",,,
15/10/2014 8.00,,"5,7","11,2","0,2","52,2","6,2",,,
15/10/2014 9.00,,"5,1","10,6","0,2","58,1","6,2",,,
15/10/2014 10.00,,"4,5","10,4","0,2","60,5","6,2",,,
15/10/2014 11.00,,"4,4","9,2","0,3","58,8","6,2",,,
15/10/2014 12.00,,"4,5","9,1","0,3","58,3","6,2",,,
15/10/2014 13.00,,"4,5","10,0","0,3","57,1","6,2",,,
15/10/2014 14.00,,"3,8","9,4","0,3","58,8","6,2",,,
15/10/2014 15.00,,"3,9","9,3","0,3","59,3","6,2",,,
15/10/2014 16.00,,"4,2","9,1","0,3","56,2","6,2",,,
15/10/2014 17.00,,"4,5","9,4","0,3","55,5","6,2",,,
15/10/2014 18.00,,"4,6","10,2","0,3","56,5","6,2",,,
15/10/2014 19.00,,"4,6","9,8","0,3","56,8","6,2",,,
15/10/2014 20.00,,"4,9","9,6","0,3","54,1","6,2",,,
15/10/2014 21.00,,"3,9","8,4","0,3","55,3","6,2",,,
15/10/2014 22.00,,"3,4","8,1","0,3","57,6","6,2",,,
15/10/2014 23.00,,"3,4","7,8","0,2","59,4","6,2",,,
16/10/2014 0.00,,"3,5","8,2","0,2","58,4","6,2",,,
16/10/2014 1.00,,"3,5","8,1","0,2","54,4","13,0",,,
16/10/2014 2.00,,"3,5","7,5","0,2","47,5","13,0",,,
16/10/2014 3.00,,"3,5","8,5","0,2","44,6","13,0",,,
16/10/2014 4.00,,"3,4","7,5","0,2","43,7","13,0",,,
16/10/2014 5.00,,"3,9","8,4","0,2","42,8","13,0",,,
16/10/2014 6.00,,"6,2","11,7","0,3","36,2","13,0",,,
16/10/2014 7.00,,"9,8","18,5","0,3","27,8","13,0",,,
16/10/2014 8.00,,"7,3","14,1","0,3","39,3","13,0",,,
16/10/2014 9.00,,"5,4","11,1","0,3","46,6","13,0",,,
16/10/2014 10.00,,"5,1","10,6","0,3","51,0","13,0",,,
16/10/2014 11.00,,"5,0","10,1","0,2","58,3","13,0",,,
16/10/2014 12.00,,"5,0","11,0","0,2","62,6","13,0",,,
16/10/2014 13.00,,"4,9","10,5","0,2","65,0","13,0",,,
16/10/2014 14.00,,"3,9","9,0","0,2","69,7","13,0",,,
16/10/2014 15.00,,"4,1","9,1","0,2","68,9","13,0",,,
16/10/2014 16.00,,"4,4","9,7","0,2","67,6","13,0",,,
16/10/2014 17.00,,"5,6","11,2","0,3","59,6","13,0",,,
16/10/2014 18.00,,"7,2","12,9","0,3","48,1","13,0",,,
16/10/2014 19.00,,"9,2","16,6","0,4","37,9","13,0",,,
16/10/2014 20.00,,"7,3","13,3","0,3","44,3","13,0",,,
16/10/2014 21.00,,"7,8","13,6","0,3","40,8","13,0",,,
16/10/2014 22.00,,"5,2","10,1","0,2","50,7","13,0",,,
16/10/2014 23.00,,"4,0","8,6","0,2","56,4","13,0",,,
17/10/2014 0.00,,"3,9","9,2","0,2","58,2","13,0",,,
17/10/2014 1.00,,"3,6","7,9","0,2",,"11,4",,,
17/10/2014 2.00,,,,"0,2","58,8","11,4",,,
17/10/2014 3.00,,"3,6","7,9","0,2","57,7","11,4",,,
17/10/2014 4.00,,"3,5","8,0","0,2","55,5","11,4",,,
17/10/2014 5.00,,"3,8","8,1","0,2","56,9","11,4",,,
17/10/2014 6.00,,"5,5","10,8","0,2","49,9","11,4",,,
17/10/2014 7.00,,"11,1","22,3","0,3","31,4","11,4",,,
17/10/2014 8.00,,"10,2","20,1","0,3","36,2","11,4",,,
17/10/2014 9.00,,"4,9","9,6","0,3","65,0","11,4",,,
17/10/2014 10.00,,"4,6","9,9","0,2","70,0","11,4",,,
17/10/2014 11.00,,"4,3","9,1","0,2","72,5","11,4",,,
17/10/2014 12.00,,"4,6","9,9","0,2","71,4","11,4",,,
17/10/2014 13.00,,"4,8","10,9","0,1","73,3","11,4",,,
17/10/2014 14.00,,"3,8","8,2","0,1","77,3","11,4",,,
17/10/2014 15.00,,"3,9","9,2","0,2","76,1","11,4",,,
17/10/2014 16.00,,"4,9","10,7","0,2","72,7","11,4",,,
17/10/2014 17.00,,"6,5","12,0","0,2","62,7","11,4",,,
17/10/2014 18.00,,"9,2","15,9","0,2","48,4","11,4",,,
17/10/2014 19.00,,"11,1","18,4","0,3","37,5","11,4",,,
17/10/2014 20.00,,"8,3","14,7","0,2","42,8","11,4",,,
17/10/2014 21.00,,"5,6","10,7","0,2","46,8","11,4",,,
17/10/2014 22.00,,"5,2","10,7","0,2","45,1","11,4",,,
17/10/2014 23.00,,"5,3","10,5","0,2","44,5","11,4",,,
18/10/2014 0.00,,"4,4","9,1","0,2","45,7","11,4",,,
18/10/2014 1.00,,"4,2","9,3","0,2","47,7","10,4",,,
18/10/2014 2.00,,"4,0","9,0","0,1","43,8","10,4",,,
18/10/2014 3.00,,"4,0","9,4","0,1","40,6","10,4",,,
18/10/2014 4.00,,"4,3","9,7","0,1","39,6","10,4",,,
18/10/2014 5.00,,"5,1","10,5","0,1","31,5","10,4",,,
18/10/2014 6.00,,"5,1","10,4","0,1","30,2","10,4",,,
18/10/2014 7.00,,"7,5","16,1","0,1","25,8","10,4",,,
18/10/2014 8.00,,"7,0","14,5","0,2","31,6","10,4",,,
18/10/2014 9.00,,"6,2","12,8","0,2","47,4","10,4",,,
18/10/2014 10.00,,"6,5","13,2","0,2","53,0","10,4",,,
18/10/2014 11.00,,"6,0","12,1","0,2","65,7","10,4",,,
18/10/2014 12.00,,"5,9","12,3","0,2","78,9","10,4",,,
18/10/2014 13.00,,"5,9","12,9","0,2","79,5","10,4",,,
18/10/2014 14.00,,"3,7","8,4","0,1","82,2","10,4",,,
18/10/2014 15.00,,"3,8","8,8","0,1","86,3","10,4",,,
18/10/2014 16.00,,"4,0","9,1","0,2","80,7","10,4",,,
18/10/2014 17.00,,"5,4","11,0","0,2","74,9","10,4",,,
18/10/2014 18.00,,"6,0","11,8","0,2","67,4","10,4",,,
18/10/2014 19.00,,"7,0","13,0","0,2","59,8","10,4",,,
18/10/2014 20.00,,"8,5","15,2","0,2","50,0","10,4",,,
18/10/2014 21.00,,"5,6","10,8","0,2","53,7","10,4",,,
18/10/2014 22.00,,"5,7","10,7","0,2","44,2","10,4",,,
18/10/2014 23.00,,"5,9","11,7","0,2","40,7","10,4",,,
19/10/2014 0.00,,"5,7","11,2","0,2","49,2","10,4",,,
19/10/2014 1.00,,"4,9","9,6","0,1",,"10,4",,,
19/10/2014 2.00,,,,"0,1","46,4","10,4",,,
19/10/2014 3.00,,"4,8","9,2","0,1","47,3","10,4",,,
19/10/2014 4.00,,"4,7","10,5","0,1","47,8","10,4",,,
19/10/2014 5.00,,"4,3","8,8","0,2","57,7","10,4",,,
19/10/2014 6.00,,"4,2","8,6","0,1","57,0","10,4",,,
19/10/2014 7.00,,"4,3","9,5","0,1","58,0","10,4",,,
19/10/2014 8.00,,"4,3","8,8","0,2","60,9","10,4",,,
19/10/2014 9.00,,"4,0","8,5","0,2","65,7","10,4",,,
19/10/2014 10.00,,"4,0","9,5","0,1","70,1","10,4",,,
19/10/2014 11.00,,"3,9","8,2","0,1","71,8","10,4",,,
19/10/2014 12.00,,"4,0","8,9","0,1","74,8","10,4",,,
19/10/2014 13.00,,"3,7","8,4","0,1","76,6","10,4",,,
19/10/2014 14.00,,"3,6","8,4","0,1","77,9","10,4",,,
19/10/2014 15.00,,"3,7","8,2","0,1","78,6","10,4",,,
19/10/2014 16.00,,"4,6","10,2","0,1","78,8","10,4",,,
19/10/2014 17.00,,"6,2","12,6","0,1","74,0","10,4",,,
19/10/2014 18.00,,"9,4","16,2","0,2","60,6","10,4",,,
19/10/2014 19.00,,"10,9","17,6","0,2","51,5","10,4",,,
19/10/2014 20.00,,"15,3","24,6","0,3","35,9","10,4",,,
19/10/2014 21.00,,"17,1","30,0","0,3","17,6","10,4",,,
19/10/2014 22.00,,"13,7","22,2","0,3","23,7","10,4",,,
19/10/2014 23.00,,"8,4","14,3","0,2","35,8","10,4",,,
20/10/2014 0.00,,"8,5","14,6","0,2","28,6","10,4",,,
20/10/2014 1.00,,"7,4","12,7","0,2","27,5","17,2",,,
20/10/2014 2.00,,"5,7","11,4","0,2","38,1","17,2",,,
20/10/2014 3.00,,"5,7","10,5","0,2","42,4","17,2",,,
20/10/2014 4.00,,"5,4","10,6","0,2","35,9","17,2",,,
20/10/2014 5.00,,"7,3","13,1","0,2","24,5","17,2",,,
20/10/2014 6.00,,"10,6","22,7","0,3","14,1","17,2",,,
20/10/2014 7.00,,"11,8","28,0","0,3","17,5","17,2",,,
20/10/2014 8.00,,"10,9","24,7","0,3","22,4","17,2",,,
20/10/2014 9.00,,"10,0","18,9","0,3","51,9","17,2",,,
20/10/2014 10.00,,"6,4","12,3","0,2","72,0","17,2",,,
20/10/2014 11.00,"4,4","5,0","11,1","0,1","77,9","17,2",,,
20/10/2014 12.00,"4,7","4,7","10,2","0,1","80,5","17,2",,,
20/10/2014 13.00,"5,1","5,8","12,2","0,1","82,1","17,2",,,
20/10/2014 14.00,"4,6","5,0","10,6","0,1","81,7","17,2",,,
20/10/2014 15.00,"4,1","4,5","10,2","0,1","88,0","17,2",,,
20/10/2014 16.00,"1,8","6,3","12,2","0,1","84,4","17,2",,,
20/10/2014 17.00,,"9,1","16,1","0,2","65,9","17,2",,,
20/10/2014 18.00,"0,1","14,2","23,9","0,2","44,9","17,2",,,
20/10/2014 19.00,"0,2","12,8","21,2","0,3","42,6","17,2",,,
20/10/2014 20.00,"0,1","17,0","27,9","0,3","25,5","17,2",,,
20/10/2014 21.00,"0,2","13,0","20,3","0,2","30,9","17,2",,,
20/10/2014 22.00,"0,2","7,4","13,3","0,2","40,1","17,2",,,
20/10/2014 23.00,"0,3","8,0","14,4","0,2","30,8","17,2",,,
21/10/2014 0.00,"0,3","6,7","12,5","0,2","35,6","17,2",,,
21/10/2014 1.00,"0,3","6,2","11,3","0,2",,"25,8",,,
21/10/2014 2.00,"0,4",,,"0,2","28,2","25,8",,,
21/10/2014 3.00,"0,3","5,1","10,1","0,2","32,4","25,8",,,
21/10/2014 4.00,"0,8","4,3","9,0","0,1","32,1","25,8",,,
21/10/2014 5.00,,,,,,"25,8",,,
21/10/2014 6.00,"1,1","9,9","23,4","0,2","13,0","25,8",,,
21/10/2014 7.00,"1,0","16,6","96,0","0,6","7,3","25,8",,,
21/10/2014 8.00,"1,8","18,9","70,0","0,8","12,0","25,8",,,
21/10/2014 9.00,"3,5","12,0","23,6","0,3","49,9","25,8",,,
21/10/2014 10.00,"4,8","8,5","16,5","0,2","66,2","25,8",,,
21/10/2014 11.00,"4,9","6,8","12,8","0,2","77,3","25,8",,,
21/10/2014 12.00,"4,6","5,7","12,5","0,2","87,3","25,8",,,
21/10/2014 13.00,"4,5","5,4","11,6","0,1","82,3","25,8",,,
21/10/2014 14.00,"4,2","3,9","9,8","0,1","85,3","25,8",,,
21/10/2014 15.00,"3,5","5,0","9,7","0,2","86,9","25,8",,,
21/10/2014 16.00,"1,9","6,0","11,8","0,2","86,2","25,8",,,
21/10/2014 17.00,"0,4","6,6","11,8","0,2","78,5","25,8",,,
21/10/2014 18.00,"0,3","8,2","13,8","0,3","66,6","25,8",,,
21/10/2014 19.00,"0,5","9,4","15,2","0,3","58,2","25,8",,,
21/10/2014 20.00,"0,8","11,5","18,2","0,4","41,8","25,8",,,
21/10/2014 21.00,"1,0","6,2","12,0","0,3","51,2","25,8",,,
21/10/2014 22.00,"0,9","5,1","10,2","0,2","60,9","25,8",,,
21/10/2014 23.00,"0,9","4,1","8,1","0,2","62,2","25,8",,,
22/10/2014 0.00,"0,9","3,9","9,3","0,2","64,3","25,8",,,
22/10/2014 1.00,"0,9","3,7","8,1","0,2","71,0","7,9",,,
22/10/2014 2.00,"1,1","3,8","7,7","0,1","64,8","7,9",,,
22/10/2014 3.00,"0,9","3,6","7,8","0,1","56,2","7,9",,,
22/10/2014 4.00,"1,4","3,8","8,3","0,1","51,4","7,9",,,
22/10/2014 5.00,"1,1","4,9","10,4","0,1","42,6","7,9",,,
22/10/2014 6.00,"1,4","5,9","10,8","0,2","41,1","7,9",,,
22/10/2014 7.00,"1,3","10,2","18,2","0,2","34,9","7,9",,,
22/10/2014 8.00,"1,5","7,6","14,7","0,2","42,3","7,9",,,
22/10/2014 9.00,"2,4","5,3","11,6","0,2","56,0","7,9",,,
22/10/2014 10.00,"3,3","4,2","9,8","0,1","63,8","7,9",,,
22/10/2014 11.00,"4,1","3,9","9,2","0,2","67,6","7,9",,,
22/10/2014 12.00,"4,5","4,3","9,9","0,2","65,8","7,9",,,
22/10/2014 13.00,"3,1","4,7","10,9","0,2","65,6","7,9",,,
22/10/2014 14.00,"2,4","4,1","9,4","0,2","70,5","7,9",,,
22/10/2014 15.00,"3,2","4,1","8,6","0,2","72,9","7,9",,,
22/10/2014 16.00,"1,7","5,4","10,4","0,2","68,2","7,9",,,
22/10/2014 17.00,"0,6","5,7","12,0","0,1","71,1","7,9",,,
22/10/2014 18.00,"0,6","6,6","12,3","0,1","68,1","7,9",,,
22/10/2014 19.00,"0,6","5,9","11,9","0,1","68,0","7,9",,,
22/10/2014 20.00,"0,6","4,8","10,8","0,1","70,2","7,9",,,
22/10/2014 21.00,"0,5","4,6","9,6","0,1","67,9","7,9",,,
22/10/2014 22.00,"0,6","3,9","9,3","0,1","69,2","7,9",,,
22/10/2014 23.00,"0,4","4,1","10,0","0,1","60,5","7,9",,,
23/10/2014 0.00,"0,7","3,9","8,3","0,1","54,0","7,9",,,
23/10/2014 1.00,"0,7","4,1","8,4","0,1",,"5,8",,,
23/10/2014 2.00,"0,7",,,"0,1","51,9","5,8",,,
23/10/2014 3.00,"0,8","3,9","9,1","0,1","54,2","5,8",,,
23/10/2014 4.00,"1,3","3,8","8,0","0,1","54,5","5,8",,,
23/10/2014 5.00,,"4,1","9,6","0,1","51,8","5,8",,,
23/10/2014 6.00,"1,6","4,4","10,2","0,1","48,8","5,8",,,
23/10/2014 7.00,"1,5","6,5","14,0","0,2","45,8","5,8",,,
23/10/2014 8.00,"2,1","5,7","11,6","0,2","48,1","5,8",,,
23/10/2014 9.00,"3,4","5,0","10,6","0,1","55,7","5,8",,,
23/10/2014 10.00,"4,2","5,1","11,0","0,1","57,2","5,8",,,
23/10/2014 11.00,"4,4","4,9","10,8","0,1","60,3","5,8",,,
23/10/2014 12.00,"4,1","5,5","11,9","0,1","60,8","5,8",,,
23/10/2014 13.00,"3,8","7,2","15,7","0,1","52,7","5,8",,,
23/10/2014 14.00,"3,7","4,7","10,5","0,1","67,2","5,8",,,
23/10/2014 15.00,"3,8","4,9","10,8","0,1","65,0","5,8",,,
23/10/2014 16.00,"1,9","7,6","14,6","0,1","55,9","5,8",,,
23/10/2014 17.00,"0,4","11,2","20,1","0,1","44,3","5,8",,,
23/10/2014 18.00,"0,2","12,5","21,2","0,1","39,6","5,8",,,
23/10/2014 19.00,"0,3","10,8","18,0","0,1","43,6","5,8",,,
23/10/2014 20.00,"0,4","11,0","17,6","0,1","39,4","5,8",,,
23/10/2014 21.00,"0,4","10,8","18,2","0,2","34,7","5,8",,,
23/10/2014 22.00,"0,5","7,9","13,7","0,1","40,2","5,8",,,
23/10/2014 23.00,"0,5","6,0","11,6","0,1","44,7","5,8",,,
24/10/2014 0.00,"0,5","6,8","12,5","0,1","41,9","5,8",,,
24/10/2014 1.00,"0,6","5,7","11,5","0,1","43,6","6,1",,,
24/10/2014 2.00,"0,5","5,1","10,5","0,1","40,8","6,1",,,
24/10/2014 3.00,"0,6","4,0","9,3","0,1","56,6","6,1",,,
24/10/2014 4.00,"0,5","3,9","9,1","0,1","64,1","6,1",,,
24/10/2014 5.00,"0,4","4,5","9,7","0,1","56,1","6,1",,,
24/10/2014 6.00,"0,5","5,2","10,6","0,1","53,1","6,1",,,
24/10/2014 7.00,"0,5","9,5","19,2","0,1","45,4","6,1",,,
24/10/2014 8.00,"0,3","9,0","17,5","0,2","46,0","6,1",,,
24/10/2014 9.00,"0,5","7,6","14,7","0,1","46,7","6,1",,,
24/10/2014 10.00,"0,7","6,8","13,8","0,1","48,5","6,1",,,
24/10/2014 11.00,"0,8","6,7","14,2","0,2","49,1","6,1",,,
24/10/2014 12.00,"0,8","7,8","15,4","0,2","46,2","6,1",,,
24/10/2014 13.00,"1,2","8,0","16,6","0,2","40,4","6,1",,,
24/10/2014 14.00,"0,9","6,9","13,6","0,2","46,5","6,1",,,
24/10/2014 15.00,"0,9","5,8","11,2","0,1","59,6","6,1",,,
24/10/2014 16.00,"1,2","7,3","13,3","0,2","48,1","6,1",,,
24/10/2014 17.00,"0,8","7,9","15,2","0,2","39,6","6,1",,,
24/10/2014 18.00,"1,1","7,8","15,0","0,2","43,7","6,1",,,
24/10/2014 19.00,"1,0","6,9","13,5","0,2","44,1","6,1",,,
24/10/2014 20.00,"1,2","7,0","12,7","0,2","44,8","6,1",,,
24/10/2014 21.00,"1,2","5,3","10,9","0,2","48,8","6,1",,,
24/10/2014 22.00,"1,2","4,6","9,7","0,1","50,6","6,1",,,
24/10/2014 23.00,"1,2","4,4","9,8","0,1","55,0","6,1",,,
25/10/2014 0.00,"1,1","4,2","9,7","0,1","55,8","6,1",,,
25/10/2014 1.00,"1,1","4,0","8,7","0,1",,"5,5",,,
25/10/2014 2.00,"1,3",,,"0,1","46,7","5,5",,,
25/10/2014 3.00,"1,5","3,6","8,2","0,1","52,0","5,5",,,
25/10/2014 4.00,"1,4","3,9","8,8","0,1","55,8","5,5",,,
25/10/2014 5.00,,"4,3","9,0","0,2","42,1","5,5",,,
25/10/2014 6.00,"1,0","4,7","10,2","0,2","40,6","5,5",,,
25/10/2014 7.00,"0,8","8,4","18,3","0,3","29,1","5,5",,,
25/10/2014 8.00,"1,3","7,8","17,4","0,3","30,4","5,5",,,
25/10/2014 9.00,"2,4","6,9","13,9","0,2","48,7","5,5",,,
25/10/2014 10.00,"3,0","7,6","14,1","0,2","48,0","5,5",,,
25/10/2014 11.00,"2,8","7,0","13,4","0,1","54,6","5,5",,,
25/10/2014 12.00,"3,2","5,2","10,5","0,1","62,2","5,5",,,
25/10/2014 13.00,"2,2","4,6","10,5","0,1","59,8","5,5",,,
25/10/2014 14.00,"1,3","3,9","8,8","0,1","60,0","5,5",,,
25/10/2014 15.00,"2,4","4,1","9,3","0,1","63,3","5,5",,,
25/10/2014 16.00,"2,0","5,0","10,2","0,1","57,5","5,5",,,
25/10/2014 17.00,"0,9","6,6","12,9","0,1","49,9","5,5",,,
25/10/2014 18.00,"1,0","6,1","12,4","0,1","55,6","5,5",,,
25/10/2014 19.00,"1,1","6,6","11,8","0,1","52,8","5,5",,,
25/10/2014 20.00,"1,1","6,1","11,5","0,1","54,7","5,5",,,
25/10/2014 21.00,"1,1","5,7","11,3","0,1","53,1","5,5",,,
25/10/2014 22.00,"1,2","5,1","10,0","0,1","52,0","5,5",,,
25/10/2014 23.00,"1,0","5,3","10,9","0,2","43,0","5,5",,,
26/10/2014 0.00,"1,1","5,6","10,8","0,1","40,2","5,5",,,
26/10/2014 1.00,"1,0","5,1","10,5","0,1","36,1","7,8",,,
26/10/2014 2.00,"1,0","5,0","9,7","0,1","35,0","7,8",,,
26/10/2014 3.00,"1,1","4,7","9,7","0,1","33,1","7,8",,,
26/10/2014 4.00,"1,1","4,4","9,2","0,1","35,4","7,8",,,
26/10/2014 5.00,"0,9","4,0","9,1","0,1","34,2","7,8",,,
26/10/2014 6.00,"1,0","4,2","9,0","0,1","40,2","7,8",,,
26/10/2014 7.00,"1,0","4,1","9,2","0,1","35,6","7,8",,,
26/10/2014 8.00,"1,5","4,1","9,0","0,1","44,9","7,8",,,
26/10/2014 9.00,"2,8","4,0","8,9","0,1","55,3","7,8",,,
26/10/2014 10.00,"3,2","3,9","8,8","0,1","61,7","7,8",,,
26/10/2014 11.00,"3,5","4,1","8,8","0,1","62,1","7,8",,,
26/10/2014 12.00,"3,4","3,9","8,8","0,2","64,3","7,8",,,
26/10/2014 13.00,"3,8","3,7","8,7","0,1","67,1","7,8",,,
26/10/2014 14.00,"3,4","3,7","8,6","0,1","70,4","7,8",,,
26/10/2014 15.00,"4,1","4,1","9,5","0,1","70,9","7,8",,,
26/10/2014 16.00,"2,0","4,0","8,9","0,1","71,2","7,8",,,
26/10/2014 17.00,"0,5","6,7","12,9","0,2","59,9","7,8",,,
26/10/2014 18.00,"0,4","11,0","17,9","0,2","43,7","7,8",,,
26/10/2014 19.00,"0,3","8,1","14,4","0,2","46,1","7,8",,,
26/10/2014 20.00,"0,5","6,9","12,5","0,2","42,1","7,8",,,
26/10/2014 21.00,"0,5","7,3","13,1","0,2","38,6","7,8",,,
26/10/2014 22.00,"0,5","7,2","13,0","0,2","36,4","7,8",,,
26/10/2014 23.00,"0,6","7,2","13,4","0,2","31,1","7,8",,,
27/10/2014 0.00,"0,4","6,2","11,5","0,2","31,0","7,8",,,
27/10/2014 1.00,"0,3","5,8","10,8","0,2",,"12,8",,,
27/10/2014 2.00,"0,3",,,"0,2","30,1","12,8",,,
27/10/2014 3.00,"0,4","4,5","9,7","0,2","32,2","12,8",,,
27/10/2014 4.00,"0,9","4,1","9,0","0,2","32,6","12,8",,,
27/10/2014 5.00,,"4,1","8,5","0,2","32,4","12,8",,,
27/10/2014 6.00,"1,0","4,6","9,0","0,2","30,5","12,8",,,
27/10/2014 7.00,"1,2","5,7","12,0","0,2","26,8","12,8",,,
27/10/2014 8.00,"1,8","9,3","26,8","0,3","18,1","12,8",,,
27/10/2014 9.00,"3,1","7,3","16,6","0,2","41,3","12,8",,,
27/10/2014 10.00,"4,1","5,3","11,9","0,2","55,7","12,8",,,
27/10/2014 11.00,"4,2","5,4","11,7","0,1","58,8","12,8",,,
27/10/2014 12.00,"5,6","4,5","10,2","0,1","61,6","12,8",,,
27/10/2014 13.00,"6,4","5,1","10,3","0,2","62,2","12,8",,,
27/10/2014 14.00,"6,3","7,2","16,2","0,2","59,8","12,8",,,
27/10/2014 15.00,"5,4","5,1","10,7","0,1","65,3","12,8",,,
27/10/2014 16.00,"2,7","5,4","10,6","0,1","65,2","12,8",,,
27/10/2014 17.00,"1,1","11,4","19,9","0,2","46,9","12,8",,,
27/10/2014 18.00,"1,0","16,4","27,3","0,3","31,2","12,8",,,
27/10/2014 19.00,"0,9","18,6","31,8","0,3","23,4","12,8",,,
27/10/2014 20.00,"0,9","14,9","23,9","0,4","27,8","12,8",,,
27/10/2014 21.00,"0,8","13,2","22,0","0,3","26,1","12,8",,,
27/10/2014 22.00,"0,9","13,3","20,8","0,3","19,3","12,8",,,
27/10/2014 23.00,"1,1","12,8","20,3","0,4","15,2","12,8",,,
28/10/2014 0.00,"0,9","10,2","17,3","0,4","20,6","12,8",,,
28/10/2014 1.00,"1,2","9,0","15,6","0,4","18,0","20,8",,,
28/10/2014 2.00,"1,1","7,5","13,2","0,3","20,1","20,8",,,
28/10/2014 3.00,"0,9","7,0","12,1","0,3","18,4","20,8",,,
28/10/2014 4.00,"1,2","6,1","11,5","0,3","14,7","20,8",,,
28/10/2014 5.00,"1,0","7,0","13,0","0,2","15,1","20,8",,,
28/10/2014 6.00,"1,3","7,4","15,2","0,3","10,7","20,8",,,
28/10/2014 7.00,"1,6","9,7","33,7","0,3","7,1","20,8",,,
28/10/2014 8.00,"3,4","16,2","110,1","0,8","7,4","20,8",,,
28/10/2014 9.00,"3,5","13,2","52,5","0,5","16,3","20,8",,,
28/10/2014 10.00,"3,8","6,1","13,2","0,2","51,4","20,8",,,
28/10/2014 11.00,"5,2","4,6","10,1","0,2","66,4","20,8",,,
28/10/2014 12.00,"5,8","4,7","10,3","0,2","68,2","20,8",,,
28/10/2014 13.00,"4,6","6,0","13,4","0,3","65,4","20,8",,,
28/10/2014 14.00,"1,7","9,2","18,2","0,2","55,4","20,8",,,
28/10/2014 15.00,"0,7","6,6","13,0","0,2","57,2","20,8",,,
28/10/2014 16.00,"0,6","8,7","15,4","0,2","46,8","20,8",,,
28/10/2014 17.00,"0,8","16,0","28,3","0,4","22,6","20,8",,,
28/10/2014 18.00,"1,3","21,9","48,1","0,7","7,9","20,8",,,
28/10/2014 19.00,"2,1","20,9","48,9","0,7","8,7","20,8",,,
28/10/2014 20.00,"1,9","21,5","48,0","0,6","7,2","20,8",,,
28/10/2014 21.00,"1,7","18,2","32,1","0,4","11,3","20,8",,,
28/10/2014 22.00,"1,7","14,8","23,9","0,3","16,1","20,8",,,
28/10/2014 23.00,"1,6","12,5","21,2","0,3","21,8","20,8",,,
29/10/2014 0.00,"1,5","9,5","16,5","0,3","27,4","20,8",,,
29/10/2014 1.00,"1,4","7,4","13,4","0,3",,"15,9",,,
29/10/2014 2.00,"1,9",,,"0,3","26,6","15,9",,,
29/10/2014 3.00,"1,5","5,6","10,3","0,3","26,8","15,9",,,
29/10/2014 4.00,"2,0","5,2","9,8","0,3","26,8","15,9",,,
29/10/2014 5.00,,"4,8","9,7","0,2","30,1","15,9",,,
29/10/2014 6.00,"1,4","5,3","10,1","0,2","26,0","15,9",,,
29/10/2014 7.00,"1,5","6,6","13,1","0,2","24,9","15,9",,,
29/10/2014 8.00,"2,2","11,0","27,0","0,3","20,3","15,9",,,
29/10/2014 9.00,"3,7","10,4","22,2","0,3","39,9","15,9",,,
29/10/2014 10.00,"5,1","6,6","14,0","0,2","60,2","15,9",,,
29/10/2014 11.00,"6,0","5,9","11,4","0,2","66,2","15,9",,,
29/10/2014 12.00,"6,4","5,9","12,4","0,2","70,2","15,9",,,
29/10/2014 13.00,"5,8","6,4","13,2","0,2","72,5","15,9",,,
29/10/2014 14.00,"5,6","7,8","15,1","0,2","70,4","15,9",,,
29/10/2014 15.00,"4,9","5,9","11,6","0,2","72,1","15,9",,,
29/10/2014 16.00,"3,2","6,7","12,7","0,2","67,7","15,9",,,
29/10/2014 17.00,"1,5","10,9","18,8","0,3","54,0","15,9",,,
29/10/2014 18.00,"1,8","19,4","34,0","0,4","26,0","15,9",,,
29/10/2014 19.00,"1,7","16,3","26,4","0,3","32,2","15,9",,,
29/10/2014 20.00,"1,6","12,3","20,5","0,3","32,9","15,9",,,
29/10/2014 21.00,"1,6","14,8","24,7","0,4","23,7","15,9",,,
29/10/2014 22.00,"1,5","10,4","17,2","0,3","34,6","15,9",,,
29/10/2014 23.00,"1,1","8,2","13,9","0,3","35,5","15,9",,,
30/10/2014 0.00,"1,8","9,1","15,1","0,3","23,5","15,9",,,
30/10/2014 1.00,"1,3","8,0","14,1","0,4","25,5","14,7",,,
30/10/2014 2.00,"2,5","6,5","11,6","0,3","30,3","14,7",,,
30/10/2014 3.00,"2,8","5,4","10,8","0,3","30,7","14,7",,,
30/10/2014 4.00,"2,8","4,9","9,8","0,3","31,8","14,7",,,
