,TA - v.Alto Adige,,,,,,,
Parm,SO2,NOX,NO2,PM10,PM2.5,BENZENE,CO,IPA TOT
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3,ug/m3,ug/m3 293K,mg/m3 293K,ng/m3 293K
08/12/2014 0.00,"4,0","41,0","31,9","17,6","9,4","1,5","0,4","14,19738007"
08/12/2014 1.00,,"48,2","35,1","40,2","26,5","1,6","0,4","14,67671967"
08/12/2014 2.00,"3,9",,,"40,2","26,5","1,3","0,3","9,02015018"
08/12/2014 3.00,"4,0","29,6","24,7","40,2","26,5","0,9",,"4,75409508"
08/12/2014 4.00,"3,9","14,2","11,1","40,2","26,5","0,8","0,2","2,08960509"
08/12/2014 5.00,"3,9","14,5","11,0","40,2","26,5","0,9","0,3","2,36148405"
08/12/2014 6.00,"3,9","17,6","14,2","40,2","26,5","0,8","0,3","1,99603999"
08/12/2014 7.00,"4,0","13,2","9,9","40,2","26,5","0,7","0,2","1,90925598"
08/12/2014 8.00,"4,2","34,6","27,5","40,2","26,5","0,6","0,6","9,0486269"
08/12/2014 9.00,"4,0","48,9","36,1","40,2","26,5","1,3","0,6","6,44373894"
08/12/2014 10.00,"4,3","33,1","23,6","40,2","26,5","1,0","0,5","5,54131699"
08/12/2014 11.00,"4,3","22,9","15,2","40,2","26,5","0,7","0,3","6,95834398"
08/12/2014 12.00,"4,4","21,5","14,5","40,2","26,5","0,8","0,3","7,65804195"
08/12/2014 13.00,"4,4","28,4","18,4","40,2","26,5","0,7","0,4","9,54289055"
08/12/2014 14.00,"4,5","20,7","14,5","40,2","26,5","0,7","0,3","5,96371412"
08/12/2014 15.00,"4,5","14,3","10,2","40,2","26,5","0,6","0,3","2,54861307"
08/12/2014 16.00,"4,8","21,5","16,4","40,2","26,5","0,6","0,5","2,97778893"
08/12/2014 17.00,"4,5","37,9","30,7","40,2","26,5","0,9","0,9","3,82190204"
08/12/2014 18.00,"4,6","40,8","32,4","40,2","26,5","1,3","0,7","6,58408594"
08/12/2014 19.00,"4,3","50,3","39,2","40,2","26,5","1,7","0,8","9,82087231"
08/12/2014 20.00,"4,4","37,5","27,5","40,2","26,5","1,8","0,5","9,65408325"
08/12/2014 21.00,"4,3","36,9","27,4","40,2","26,5","1,8","0,4","8,39706612"
08/12/2014 22.00,"4,3","31,7","24,2","40,2","26,5","1,7","0,4","7,32310915"
08/12/2014 23.00,"4,4","34,7","26,7","40,2","26,5","1,7","0,4","7,86754608"
09/12/2014 0.00,"4,6","30,2","22,6","40,2","26,5","1,7","0,3","6,20914984"
09/12/2014 1.00,"4,2","24,8","17,7","12,5","6,4","1,5","0,3","3,42866111"
09/12/2014 2.00,"4,5","23,2","18,8","12,5","6,4","1,4","0,3","4,04089689"
09/12/2014 3.00,"4,8","16,7","13,1","12,5","6,4","1,5","0,3","2,06587505"
09/12/2014 4.00,"4,6","27,3","22,6","12,5","6,4","1,2","0,6","2,00621104"
09/12/2014 5.00,"4,7","34,0","25,8","12,5","6,4","1,3","0,6","2,3438561"
09/12/2014 6.00,"4,8","28,5","22,8","12,5","6,4","1,4","0,4","2,86252809"
09/12/2014 7.00,"4,8","34,1","26,0","12,5","6,4","1,2","0,4","7,36785698"
09/12/2014 8.00,"5,1","71,8","39,8","12,5","6,4","1,7","0,5","27,55673981"
09/12/2014 9.00,"5,1","93,2","41,4","12,5","6,4","2,6","0,7","25,67255974"
09/12/2014 10.00,"4,8","91,7","40,4","12,5","6,4","2,2","1,0","19,33325005"
09/12/2014 11.00,"4,9","56,9","28,8","12,5","6,4","1,8","0,8","9,81883812"
09/12/2014 12.00,"5,0","46,0","25,3","12,5","6,4","1,6","0,6","12,48812962"
09/12/2014 13.00,"5,1","40,5","23,3","12,5","6,4","1,6","0,4","13,10579014"
09/12/2014 14.00,"5,4","37,1","22,5","12,5","6,4","1,6","0,4","9,27101135"
09/12/2014 15.00,"5,2","28,6","19,3","12,5","6,4","1,4","0,3","10,99991035"
09/12/2014 16.00,"5,0","30,3","21,9","12,5","6,4","1,1","0,3","11,09416008"
09/12/2014 17.00,"5,1","39,5","27,5","12,5","6,4","1,4","0,4","14,13432026"
09/12/2014 18.00,"5,0","44,2","31,2","12,5","6,4","1,5","0,4","13,40478992"
09/12/2014 19.00,"4,7","59,2","39,1","12,5","6,4","1,6","0,5","20,05125046"
09/12/2014 20.00,"4,6","40,1","28,4","12,5","6,4","1,5","0,4","11,5023098"
09/12/2014 21.00,"5,1","66,3","44,3","12,5","6,4","1,4","0,5","16,75616074"
09/12/2014 22.00,"5,1","54,1","40,5","12,5","6,4","2,1","0,4","11,80403042"
09/12/2014 23.00,"5,1","43,4","34,0","12,5","6,4","1,6","0,4","8,73945713"
10/12/2014 0.00,"5,1","18,5","13,7","12,5","6,4","1,4","0,3","3,72698212"
10/12/2014 1.00,,"16,9","10,9",,,"1,3","0,3","2,72624993"
10/12/2014 2.00,"5,3",,,,,"1,2","0,3","2,04417896"
10/12/2014 3.00,"4,9","19,3","16,0",,,"1,2",,"1,28902102"
10/12/2014 4.00,"5,1","13,4","10,3",,,"1,2","0,3","1,21226895"
10/12/2014 5.00,"5,1","11,9","9,1",,,"1,4","0,3","1,22650695"
10/12/2014 6.00,"5,1","19,0","14,7",,,"1,3","0,3","2,6787889"
10/12/2014 7.00,"5,3","49,6","35,4",,,"1,6","0,5","7,75160694"
10/12/2014 8.00,"5,4","44,1","26,4",,,"2,0","0,6","15,92086029"
10/12/2014 9.00,"5,8","106,5","39,6",,,"3,2","1,0","28,43745995"
10/12/2014 10.00,"5,4","97,4","39,7",,,"2,7","0,8","21,16724968"
10/12/2014 11.00,"5,4","51,9","26,5",,,"2,1","0,5","13,97091961"
10/12/2014 12.00,"5,5","53,6","27,3",,,"1,7","0,4","17,45788956"
10/12/2014 13.00,"5,5","46,3","25,3",,,"1,7","0,4","12,95730972"
10/12/2014 14.00,"5,5","45,2","25,5",,,"1,7","0,4","12,63525963"
10/12/2014 15.00,"5,0","33,5","20,8",,,"1,5","0,3","8,39503193"
10/12/2014 16.00,"5,0","36,3","23,4",,,"1,3","0,3","12,51931953"
10/12/2014 17.00,"5,3","49,8","32,6",,,"1,5","0,4","17,51823044"
10/12/2014 18.00,"5,3","64,1","40,0",,,"1,7","0,5","26,09428978"
10/12/2014 19.00,"5,4","89,3","43,6",,,"2,3","0,6","30,11417007"
10/12/2014 20.00,"5,1","56,4","38,1",,,"1,8","0,5","15,30659008"
10/12/2014 21.00,"5,4","51,3","34,7",,,"1,5","0,4","14,04279041"
10/12/2014 22.00,"5,2","47,7","34,2",,,"1,3","0,4","11,78775024"
10/12/2014 23.00,"5,2","45,6","30,0",,,"1,2","0,4","9,1347332"
11/12/2014 0.00,"5,3","32,6","22,7",,,"1,3","0,3","5,42944717"
11/12/2014 1.00,"5,3","29,2","21,9","16,3","9,4","1,1","0,3","5,75556707"
11/12/2014 2.00,"5,2","21,8","16,6","16,3","9,4","1,0","0,3","4,10666418"
11/12/2014 3.00,"5,2","20,2","16,8","16,3","9,4","0,9","0,3","1,77297795"
11/12/2014 4.00,"5,1","10,8","7,6","16,3","9,4","0,8","0,3","1,65093696"
11/12/2014 5.00,"5,3","12,4","9,2","16,3","9,4","0,7","0,2","1,77162194"
11/12/2014 6.00,"5,4","26,2","17,8","16,3","9,4","0,8","0,3","3,76698399"
11/12/2014 7.00,"5,3","45,4","30,8","16,3","9,4","1,0","0,4","12,76136971"
11/12/2014 8.00,"5,8","121,6","52,9","16,3","9,4","1,6","0,6","42,27619171"
11/12/2014 9.00,"5,7","146,4","61,5","16,3","9,4","2,8","0,9","47,94633102"
11/12/2014 10.00,"6,0","112,3","53,5","16,3","9,4","3,4","0,8","36,20059967"
11/12/2014 11.00,"5,6","71,7","40,0","16,3","9,4","1,8","0,5","20,67773056"
11/12/2014 12.00,"5,5","52,5","30,0","16,3","9,4","1,5","0,5","18,6152401"
11/12/2014 13.00,"6,0","84,9","44,1","16,3","9,4","1,8","0,5","27,89505959"
11/12/2014 14.00,"5,8","82,1","48,4","16,3","9,4","1,9","0,5","29,13784981"
11/12/2014 15.00,"5,4","46,3","31,2","16,3","9,4","1,7","0,4","12,3640604"
11/12/2014 16.00,"5,5","63,8","41,4","16,3","9,4","1,4","0,4","22,37339973"
11/12/2014 17.00,"5,4","75,5","49,1","16,3","9,4","1,6","0,5","23,67111015"
11/12/2014 18.00,"5,3","77,0","47,8","16,3","9,4","1,7","0,5","34,04727173"
11/12/2014 19.00,"5,2","68,0","43,0","16,3","9,4","1,5","0,5","26,23056984"
11/12/2014 20.00,"5,1","55,9","38,3","16,3","9,4","1,4","0,4","17,46533966"
11/12/2014 21.00,"4,9","57,2","38,0","16,3","9,4","1,4","0,4","13,1396904"
11/12/2014 22.00,"4,9","37,6","28,5","16,3","9,4","1,3","0,3","7,19225502"
11/12/2014 23.00,"5,0","34,0","27,9","16,3","9,4","1,0","0,4","7,9102602"
12/12/2014 0.00,"5,0","52,7","43,4","16,3","9,4","1,1","0,6","8,34214783"
12/12/2014 1.00,,"41,9","34,3","18,4","8,7","1,2","0,5","5,04773092"
12/12/2014 2.00,"5,2",,,"18,4","8,7","1,0","0,4","2,78388"
12/12/2014 3.00,"5,2","21,3","17,8","18,4","8,7","0,7",,"1,41929901"
12/12/2014 4.00,"5,3","26,7","23,2","18,4","8,7","0,5","0,5","1,70043099"
12/12/2014 5.00,"5,3","42,3","37,3","18,4","8,7","1,3","0,5","3,18525791"
12/12/2014 6.00,"5,4","26,3","22,1","18,4","8,7","1,0","0,4","2,25707102"
12/12/2014 7.00,"5,3","18,1","13,8","18,4","8,7","0,7","0,3","4,02191305"
12/12/2014 8.00,"5,5","38,6","26,9","18,4","8,7","0,8","0,4","13,84006977"
12/12/2014 9.00,"5,3","94,0","51,5","18,4","8,7","1,9","0,7","27,88083076"
12/12/2014 10.00,"5,2","71,7","40,3","18,4","8,7","1,6","0,5","15,4611702"
12/12/2014 11.00,"5,5","67,0","38,6","18,4","8,7","1,4","0,5","13,83261013"
12/12/2014 12.00,"5,4","44,9","26,8","18,4","8,7","1,2","0,4","10,96127033"
12/12/2014 13.00,"5,6","48,2","28,5","18,4","8,7","0,9","0,3","15,52616024"
12/12/2014 14.00,"5,5","56,9","33,4","18,4","8,7","1,4","0,4","16,51749992"
12/12/2014 15.00,"5,6","36,2","24,3","18,4","8,7","0,8","0,3","8,3407917"
12/12/2014 16.00,"5,4","34,8","24,3","18,4","8,7","1,3","0,3","10,07240963"
12/12/2014 17.00,"5,7","40,7","30,4","18,4","8,7","0,9","0,5","18,12437057"
12/12/2014 18.00,"4,9","48,6","34,5","18,4","8,7","1,0","0,4","13,94312954"
12/12/2014 19.00,"5,2","80,1","54,6","18,4","8,7","1,1","0,7","23,66230011"
12/12/2014 20.00,"5,3","109,9","71,3","18,4","8,7","1,9","0,7","30,61861038"
12/12/2014 21.00,"5,2","103,7","66,3","18,4","8,7","2,3","0,7","28,55476952"
12/12/2014 22.00,"5,2","83,5","64,5","18,4","8,7","1,7","0,5","23,16871071"
12/12/2014 23.00,"5,1","110,6","67,7","18,4","8,7","1,6","0,6","46,05469131"
13/12/2014 0.00,"5,4","98,8","60,5","18,4","8,7","1,9","0,5","19,07628059"
13/12/2014 1.00,"5,1","59,2","44,0","31,6","21,4","2,0","0,5","13,4881897"
13/12/2014 2.00,"5,3","55,3","40,3","31,6","21,4","1,6","0,5","15,40151024"
13/12/2014 3.00,"5,2","46,8","32,0","31,6","21,4","1,3","0,4","9,6649313"
13/12/2014 4.00,"4,9","38,6","28,6","31,6","21,4","1,2","0,4","9,96393013"
13/12/2014 5.00,"4,7","40,3","32,6","31,6","21,4","1,1","0,3","7,61668396"
13/12/2014 6.00,"5,3","110,5","47,7","31,6","21,4","1,0","0,4","10,89754009"
13/12/2014 7.00,"5,7","157,7","55,9","31,6","21,4","1,3","0,5","29,38599968"
13/12/2014 8.00,"5,9","223,7","61,3","31,6","21,4","2,0","0,8","67,35414886"
13/12/2014 9.00,"6,9","329,3","78,8","31,6","21,4","4,2","1,2","98,14295197"
13/12/2014 10.00,"5,9","141,3","53,7","31,6","21,4","3,1","0,7","48,68941116"
13/12/2014 11.00,"5,5","78,7","44,1","31,6","21,4","1,9","0,5","21,62557983"
13/12/2014 12.00,"5,8","60,0","36,7","31,6","21,4","1,5","0,5","16,88227081"
13/12/2014 13.00,"5,8","58,4","36,1","31,6","21,4","1,3","0,5","15,08623981"
13/12/2014 14.00,"5,7","49,9","32,8","31,6","21,4","1,4","0,5","14,15804958"
13/12/2014 15.00,"5,5","30,3","21,4","31,6","21,4","1,1","0,3","9,78154755"
13/12/2014 16.00,"5,3","29,4","22,4","31,6","21,4","0,8","0,4","7,23293495"
13/12/2014 17.00,"5,5","119,0","64,4","31,6","21,4","1,1","0,7","62,7349205"
13/12/2014 18.00,"7,5","416,1","106,7","31,6","21,4","4,1","2,2","176,8862"
13/12/2014 19.00,"7,1","337,8","100,7","31,6","21,4","7,6","1,5","120,6621018"
13/12/2014 20.00,"6,0","179,0","76,8","31,6","21,4","3,5","0,8","57,59498978"
13/12/2014 21.00,"5,4","124,7","65,4","31,6","21,4","1,8","0,6","46,21673965"
13/12/2014 22.00,"5,7","219,1","69,6","31,6","21,4","2,7","0,9","84,16320038"
13/12/2014 23.00,"5,7","225,9","72,2","31,6","21,4","2,7","0,9","77,70928955"
14/12/2014 0.00,"5,4","130,1","56,9","31,6","21,4","2,5","0,7","57,57329178"
14/12/2014 1.00,,"80,6","53,4","30,3","24,6","1,7","0,6","29,02935982"
14/12/2014 2.00,"4,8",,,"30,3","24,6","1,6","0,6","24,09416962"
14/12/2014 3.00,"4,8","47,6","39,1","30,3","24,6","1,1",,"11,81952"
14/12/2014 4.00,"4,8","44,5","34,0","30,3","24,6","1,1","0,4","11,20874023"
14/12/2014 5.00,"4,6","31,8","26,4","30,3","24,6","1,2","0,3","8,16044235"
14/12/2014 6.00,"4,7","52,8","34,3","30,3","24,6","0,8","0,4","12,99053001"
14/12/2014 7.00,"5,0","88,1","44,9","30,3","24,6","1,1","0,5","23,56941032"
14/12/2014 8.00,"5,5","100,5","52,2","30,3","24,6","1,7","0,6","32,00918961"
14/12/2014 9.00,"4,9","92,4","52,3","30,3","24,6","1,2","0,6","32,19157028"
14/12/2014 10.00,"5,9","152,2","61,7","30,3","24,6","2,0","1,0","51,87263107"
14/12/2014 11.00,"5,5","119,2","59,1","30,3","24,6","2,9","0,8","27,68013954"
14/12/2014 12.00,"5,6","82,7","50,7","30,3","24,6","2,1","0,6","16,65920067"
14/12/2014 13.00,"5,7","65,4","43,0","30,3","24,6","1,3","0,5","14,79333973"
14/12/2014 14.00,"5,5","49,5","35,3","30,3","24,6","1,2","0,4","13,60276985"
14/12/2014 15.00,"5,3","37,0","28,3","30,3","24,6","1,0","0,3","4,58330011"
14/12/2014 16.00,"5,2","36,1","28,1","30,3","24,6","0,7","0,3","10,67039967"
14/12/2014 17.00,"5,2","88,8","52,4","30,3","24,6","0,8","0,7","66,33647156"
14/12/2014 18.00,"6,5","308,4","100,2","30,3","24,6","3,3","1,5","135,8094025"
14/12/2014 19.00,"6,6","304,4","104,1","30,3","24,6","5,6","1,4","127,3863983"
14/12/2014 20.00,"6,1","279,5","99,4","30,3","24,6","3,4","1,1","116,0562973"
14/12/2014 21.00,"5,8","222,3","81,7","30,3","24,6","3,6","1,1","84,69068146"
14/12/2014 22.00,"5,3","141,6","72,1","30,3","24,6","3,6","0,8","53,08354187"
14/12/2014 23.00,"5,1","193,5","78,4","30,3","24,6","3,0","1,0","85,76058197"
15/12/2014 0.00,"5,4","189,4","71,9","30,3","24,6","3,8","0,9","73,01548004"
15/12/2014 1.00,"5,1","66,7","41,7","33,9","25,6","2,2","0,4","21,93338966"
15/12/2014 2.00,"4,8","53,5","39,3","33,9","25,6","1,5","0,4","13,98176956"
15/12/2014 3.00,"4,4","29,3","24,4","33,9","25,6","1,2","0,4","7,41802979"
15/12/2014 4.00,"4,5","25,3","20,9","33,9","25,6","1,2","0,4","5,28232002"
15/12/2014 5.00,"4,7","91,4","48,8","33,9","25,6","1,1","0,4","9,44254589"
15/12/2014 6.00,"4,7","89,5","54,6","33,9","25,6","1,0","0,3","9,63306522"
15/12/2014 7.00,"5,0","105,3","57,1","33,9","25,6","1,2","0,7","51,09700012"
15/12/2014 8.00,"5,8","251,2","77,6","33,9","25,6","2,3","1,3","86,54842377"
15/12/2014 9.00,"5,9","274,4","80,4","33,9","25,6","4,0","1,3","103,0169983"
15/12/2014 10.00,,"227,4","88,8","33,9","25,6","3,2","1,0","71,16316986"
15/12/2014 11.00,"5,4","179,3","82,2","33,9","25,6","2,8","0,9","40,90866089"
15/12/2014 12.00,"5,1","78,7","52,0","33,9","25,6","1,8","0,6","18,77729034"
15/12/2014 13.00,"4,8","70,9","47,2","33,9","25,6","1,9","0,6","21,55167007"
15/12/2014 14.00,"4,7","73,7","47,5","33,9","25,6","1,6","0,6","20,12920952"
15/12/2014 15.00,"4,7","59,1","40,6","33,9","25,6","1,5","0,5","17,37450027"
15/12/2014 16.00,"4,6","66,0","45,7","33,9","25,6","1,3","0,5","20,93400955"
15/12/2014 17.00,"5,0","146,0","77,5","33,9","25,6","1,5","0,8","59,55170059"
15/12/2014 18.00,"5,7","293,3","100,2","33,9","25,6","3,3","1,4","118,8889999"
15/12/2014 19.00,"6,0","331,3","102,1","33,9","25,6","4,6","1,5","130,3813019"
15/12/2014 20.00,"4,9","164,6","72,7","33,9","25,6","3,0","0,8","59,77408981"
15/12/2014 21.00,"5,1","173,1","68,8","33,9","25,6","3,2","1,0","56,83494186"
15/12/2014 22.00,"4,9","133,7","62,4","33,9","25,6","2,8","0,8","43,24843979"
15/12/2014 23.00,"4,7","75,0","48,7","33,9","25,6","2,2","0,6","21,03775024"
16/12/2014 0.00,"4,3","49,8","38,4","33,9","25,6","1,4","0,5","15,42998981"
16/12/2014 1.00,,"63,2","42,3","23,7","7,6","1,7","0,5","20,67773056"
16/12/2014 2.00,"4,2",,,"23,7","7,6","1,7","0,6","24,69556999"
16/12/2014 3.00,"4,5","56,1","41,9","23,7","7,6","1,8",,"11,65215015"
16/12/2014 4.00,"4,2","25,4","20,1","23,7","7,6","1,2","0,3","6,73460197"
16/12/2014 5.00,"4,5","35,2","29,3","23,7","7,6","1,4","0,4","12,56678009"
16/12/2014 6.00,"4,3","52,9","40,2","23,7","7,6","1,3","0,4","17,0375309"
16/12/2014 7.00,"4,8","138,6","55,3","23,7","7,6","1,6","0,7","71,75508118"
16/12/2014 8.00,"4,9","162,9","68,7","23,7","7,6","2,0","1,0","80,13179016"
16/12/2014 9.00,"4,9","178,8","79,3","23,7","7,6","3,4","1,0","77,19400024"
16/12/2014 10.00,"4,1","55,8","36,0","23,7","7,6","1,5","0,4","18,71898079"
16/12/2014 11.00,"4,1","42,9","29,0","23,7","7,6","0,8","0,3","15,93441963"
16/12/2014 12.00,"3,8","37,2","24,5","23,7","7,6","1,0","0,3","15,06997013"
16/12/2014 13.00,"4,1","34,3","21,2","23,7","7,6","0,6","0,3","13,50446033"
16/12/2014 14.00,"3,8","34,5","22,1","23,7","7,6","0,7","0,3","14,32958984"
16/12/2014 15.00,"4,0","22,8","16,3","23,7","7,6","0,8","0,3","11,00465965"
16/12/2014 16.00,"3,7","51,0","37,5","23,7","7,6","0,6","0,3","20,62145042"
16/12/2014 17.00,"3,8","114,7","68,6","23,7","7,6","1,5","0,6","48,40533066"
16/12/2014 18.00,"3,6","85,0","54,2","23,7","7,6","1,6","0,6","47,56121063"
16/12/2014 19.00,"4,3","214,7","87,9","23,7","7,6","1,9","1,1","127,6082001"
16/12/2014 20.00,"4,5","253,3","92,2","23,7","7,6","3,7","1,1","119,596199"
16/12/2014 21.00,"5,3","356,7","100,0","23,7","7,6","3,8","1,4","154,0075073"
16/12/2014 22.00,"5,6","361,0","99,2","23,7","7,6","5,4","1,7","184,9557037"
16/12/2014 23.00,"3,6","48,3","31,8","23,7","7,6","2,3","0,3","10,94161034"
17/12/2014 0.00,"3,5","37,6","26,4","23,7","7,6","0,7","0,3","7,30751514"
17/12/2014 1.00,"3,7","30,1","21,9","30,2","14,4","0,5","0,3","8,6404686"
17/12/2014 2.00,"3,5","45,1","36,1","30,2","14,4","0,8","0,3","14,71401024"
17/12/2014 3.00,"3,4","27,3","23,0","30,2","14,4","0,7","0,3","4,12835979"
17/12/2014 4.00,"3,5","21,8","16,7","30,2","14,4","0,7","0,3","4,08903599"
17/12/2014 5.00,"3,4","16,3","12,4","30,2","14,4","0,7","0,3","3,21848011"
17/12/2014 6.00,"3,7","53,6","36,1","30,2","14,4","0,7","0,5","11,16195965"
17/12/2014 7.00,"3,9","81,0","50,7","30,2","14,4","0,8","0,5","25,04000092"
17/12/2014 8.00,"4,5","233,0","77,4","30,2","14,4","1,6","1,4","113,2990036"
17/12/2014 9.00,"5,1","287,8","87,5","30,2","14,4","5,0","1,5","107,1556015"
17/12/2014 10.00,"4,9","244,0","83,5","30,2","14,4","3,9","1,0","93,66744995"
17/12/2014 11.00,"4,7","98,2","48,8","30,2","14,4","1,6","0,4","23,4738102"
17/12/2014 12.00,"4,6","52,6","33,8","30,2","14,4","1,2","0,4","16,97990036"
17/12/2014 13.00,"4,6","61,0","40,0","30,2","14,4","1,1","0,4","22,25000954"
17/12/2014 14.00,"4,8","75,3","45,0","30,2","14,4","1,3","0,5","20,99773979"
17/12/2014 15.00,"4,6","49,4","36,1","30,2","14,4","1,4","0,3","14,55265045"
17/12/2014 16.00,"5,3","173,9","78,5","30,2","14,4","1,0","0,6","63,86787033"
17/12/2014 17.00,"5,8","271,0","101,3","30,2","14,4","3,7","1,2","118,1587982"
17/12/2014 18.00,"7,5","600,2","134,2","30,2","14,4","4,7","2,3","269,6470032"
17/12/2014 19.00,"6,3","442,6","119,3","30,2","14,4","7,7","1,7","185,363205"
17/12/2014 20.00,"5,5","243,7","89,2","30,2","14,4","3,8","1,0","87,26776886"
17/12/2014 21.00,"6,4","396,6","99,5","30,2","14,4","4,3","1,6","142,1277008"
17/12/2014 22.00,"5,2","225,4","76,2","30,2","14,4","4,6","0,9","81,88986206"
17/12/2014 23.00,"4,7","103,5","57,0","30,2","14,4","2,0","0,6","34,59440994"
18/12/2014 0.00,"5,1","129,3","60,1","30,2","14,4","2,2","0,7","41,4815712"
18/12/2014 1.00,,"93,8","50,8","22,0","11,9","2,0","0,5","31,97257996"
18/12/2014 2.00,"4,6",,,"22,0","11,9","1,4","0,4","16,59818077"
18/12/2014 3.00,"4,1","57,6","46,5","22,0","11,9","1,3",,"12,72229004"
18/12/2014 4.00,"4,7","42,9","31,2","22,0","11,9","1,3","0,4","8,86759853"
18/12/2014 5.00,"4,5","38,3","31,9","22,0","11,9","1,2","0,4","5,18536615"
18/12/2014 6.00,"4,6","74,5","45,6","22,0","11,9","1,1","0,4","18,32167053"
18/12/2014 7.00,"4,8","81,5","42,1","22,0","11,9","1,2","0,6","31,54544067"
18/12/2014 8.00,"6,6","400,6","74,4","22,0","11,9","2,5","1,4","161,8535004"
18/12/2014 9.00,"8,5","649,8","118,0","22,0","11,9","6,9","2,8","211,3374023"
18/12/2014 10.00,"5,5","154,6","71,6","22,0","11,9","8,1","1,0","38,09154129"
18/12/2014 11.00,"5,2","110,0","57,3","22,0","11,9","2,7","0,5","29,90196037"
18/12/2014 12.00,"5,4","120,5","59,9","22,0","11,9","2,4","0,7","32,33124161"
18/12/2014 13.00,"5,5","97,6","56,1","22,0","11,9","2,3","0,5","24,39385986"
18/12/2014 14.00,"5,3","90,4","53,7","22,0","11,9","2,0","0,5","23,14973068"
18/12/2014 15.00,"5,0","46,2","32,5","22,0","11,9","1,2","0,3","11,38570023"
18/12/2014 16.00,"5,2","68,6","45,6","22,0","11,9","0,9","0,3","18,68507957"
18/12/2014 17.00,"5,2","77,8","58,0","22,0","11,9","1,3","0,5","30,50267029"
18/12/2014 18.00,"5,1","104,5","65,0","22,0","11,9","1,4","0,6","37,51253128"
18/12/2014 19.00,"4,7","88,8","61,1","22,0","11,9","1,8","0,8","25,84275055"
18/12/2014 20.00,"4,7","60,2","44,8","22,0","11,9","1,3","0,7","15,91069031"
18/12/2014 21.00,"4,5","68,1","51,9","22,0","11,9","1,3","0,6","17,7277298"
18/12/2014 22.00,"4,6","61,3","50,5","22,0","11,9","1,2","0,6","13,64006042"
18/12/2014 23.00,"4,4","53,3","45,6","22,0","11,9","1,1","0,7","6,54272795"
19/12/2014 0.00,"4,2","54,0","43,6","22,0","11,9","0,9","0,5","8,17603683"
19/12/2014 1.00,"4,5","55,6","45,7","20,3","13,2","1,0","0,4","6,0389719"
19/12/2014 2.00,"4,5","44,2","37,6","20,3","13,2","0,9","0,3","6,22474384"
19/12/2014 3.00,"4,2","26,3","22,3","20,3","13,2","0,7","0,2","2,15672708"
19/12/2014 4.00,"4,5","29,6","25,8","20,3","13,2","0,6","0,2","3,93512893"
19/12/2014 5.00,"4,3","40,3","35,7","20,3","13,2","0,7","0,2","4,75822401"
19/12/2014 6.00,"4,5","44,5","37,8","20,3","13,2","0,8","0,3","5,81251907"
19/12/2014 7.00,"4,5","90,2","53,1","20,3","13,2","1,1","0,5","36,08330154"
19/12/2014 8.00,"5,3","180,0","69,2","20,3","13,2","3,3","0,8","77,93235016"
19/12/2014 9.00,"5,2","148,3","63,9","20,3","13,2","3,1","0,7","48,50500107"
19/12/2014 10.00,"5,0","103,3","51,4","20,3","13,2","1,8","0,5","28,0909996"
19/12/2014 11.00,"4,9","60,2","33,4","20,3","13,2","1,4","0,4","17,9948597"
19/12/2014 12.00,"4,9","57,8","32,9","20,3","13,2","1,2","0,4","16,33374977"
19/12/2014 13.00,"5,0","56,6","32,8","20,3","13,2","1,4","0,4","16,24629974"
19/12/2014 14.00,"5,3","74,0","41,7","20,3","13,2","1,4","0,5","24,00671959"
19/12/2014 15.00,"5,1","44,3","30,4","20,3","13,2","1,2","0,3","14,68078995"
19/12/2014 16.00,"5,3","48,1","33,3","20,3","13,2","1,0","0,4","20,75094986"
19/12/2014 17.00,"5,4","149,0","80,3","20,3","13,2","1,6","0,8","57,16716003"
19/12/2014 18.00,"5,4","150,7","82,1","20,3","13,2","2,6","0,7","55,00839996"
19/12/2014 19.00,"5,0","118,4","71,3","20,3","13,2","2,0","0,7","37,29082108"
19/12/2014 20.00,"5,2","139,3","72,5","20,3","13,2","2,5","0,7","46,47777176"
19/12/2014 21.00,"5,1","131,2","69,6","20,3","13,2","2,6","0,7","48,05208969"
19/12/2014 22.00,"5,1","141,8","67,9","20,3","13,2","2,6","0,7","48,8284111"
19/12/2014 23.00,"4,8","87,3","54,3","20,3","13,2","2,2","0,5","25,88750076"
20/12/2014 0.00,"4,6","89,4","52,2","20,3","13,2","1,6","0,5","28,99072075"
20/12/2014 1.00,,"90,7","52,9","39,1","18,9","1,7","0,5","29,20700073"
20/12/2014 2.00,"4,8",,,"39,1","18,9","1,7","0,5","22,7456398"
20/12/2014 3.00,"5,3","58,9","44,3","39,1","18,9","1,7",,"16,56945992"
20/12/2014 4.00,"4,9","34,9","28,1","39,1","18,9","1,5","0,5","17,50061035"
20/12/2014 5.00,"4,8","64,2","39,0","39,1","18,9","1,5","0,4","17,73246956"
20/12/2014 6.00,"5,0","87,2","39,0","39,1","18,9","1,2","0,4","19,53528976"
20/12/2014 7.00,"4,8","73,7","45,1","39,1","18,9","1,1","0,4","19,96108055"
20/12/2014 8.00,"5,3","114,3","45,0","39,1","18,9","1,7","0,8","46,60591125"
20/12/2014 9.00,"6,2","284,6","68,2","39,1","18,9","3,0","1,2","100,0764999"
20/12/2014 10.00,"6,3","237,0","68,3","39,1","18,9","4,3","1,2","74,28469086"
