,ARPA Puglia,,,,,
,S.Maria Cerrate,,,,,
Parm,SO2,NO2,CO,O3,,BENZENE
06/09/2008 13.00,"2,34260051","4,2570202","0,68331738","84,2081121",,
06/09/2008 14.00,"2,36714072","3,99095775","0,6643257","90,19644375",,
06/09/2008 15.00,"2,47957414","4,29206334","0,62868301","92,76556485",,
06/09/2008 16.00,"2,37585336","4,7800631","0,59617173","92,94667095",,
06/09/2008 17.00,"2,45009436","4,24144696","0,58348491","92,3398518",,
06/09/2008 18.00,"3,3223956","4,53217038","0,56715043","84,6811266",,
06/09/2008 19.00,"2,81678287","13,4277848","0,66511877","63,1104684",,
06/09/2008 20.00,"1,98531926","17,3434652","0,49590594","53,12994225",,
06/09/2008 21.00,"2,12302716","28,18846304","0,52357819","28,87529085",,
06/09/2008 22.00,"2,02986793","14,50371118","0,45042986","36,0123435",,
06/09/2008 23.00,"2,14528828","10,25189162","0,41795829","32,60127255",,
07/09/2008 0.00,"2,07056522","9,04616912","0,38017466","32,39989725",,
07/09/2008 1.00,"1,44035371","10,1805071","0,46585213","29,3861505",,
07/09/2008 2.00,"1,73602815","8,62436089","0,52690933","27,74276925",,
07/09/2008 3.00,"1,12202559","11,33820398","0,61159517","20,81517165",,
07/09/2008 4.00,"1,57232471","13,60169267","0,61084181","22,9207545",,
07/09/2008 5.00,"1,45692979","23,028128","0,73152774","12,45100248",,
07/09/2008 6.00,"1,32450215","22,95545288","0,67637829","16,2175166",,
07/09/2008 7.00,"1,06429559","17,36681837","0,5118433","31,6565802",,
07/09/2008 8.00,"1,46944093","13,11369865","0,42224134","43,1061645",,
07/09/2008 9.00,"1,38224436","6,35048812","0,57293904","68,7338946",,
07/09/2008 10.00,"1,28571683","5,26676461","0,68553658","68,21900505",,
07/09/2008 11.00,"1,36150265","4,34787079","0,76732928","73,8951192",,
07/09/2008 12.00,"1,84842293","4,65027462","0,81799712","87,44083005",,
07/09/2008 13.00,"2,1629912","12,95535446","0,81894904","86,4893946",,
07/09/2008 14.00,"2,96069752","6,64899912","0,76142037","87,45974265",,
07/09/2008 15.00,"4,95014987","6,29727525","0,74421456","86,3947917",,
07/09/2008 16.00,"5,60258791","6,33491488","0,6982631","85,8366306",,
07/09/2008 17.00,"6,5380418","5,5535952","0,66269984","80,76188925",,
07/09/2008 18.00,"3,9653247","3,96759502","0,68692416","75,0276408",,
07/09/2008 19.00,"2,82966114","18,46612086","0,77672467","52,51097355",,
07/09/2008 20.00,"2,21059086","23,20982536","0,80895797","37,1692041",,
07/09/2008 21.00,"2,48030842","13,05399071","0,76427496","35,9420796",,
07/09/2008 22.00,"2,07023673","16,35967428","0,75087566","30,95384145",,
07/09/2008 23.00,"1,97669714","23,18647984","0,80281195","22,1463753",,
08/09/2008 0.00,"1,56712174","16,37524943","0,84039819","27,3089565",,
08/09/2008 1.00,,"20,60889352","0,87933114","20,63813535",,
08/09/2008 2.00,"2,27210513",,"0,91342856","24,022194",,
08/09/2008 3.00,"1,97162332","11,62633282",,"26,476443",,
08/09/2008 4.00,"2,06692029","8,65940402",,,,
08/09/2008 5.00,"2,06540801","8,8294248",,"25,0830951",,
08/09/2008 6.00,"2,80664744","13,52511898",,"19,04071491",,
08/09/2008 7.00,"3,03674776","21,0813296",,"12,19827588",,
08/09/2008 8.00,"2,79984168","24,12613224",,"22,44369015",,
08/09/2008 9.00,"2,87026791","21,22928016",,"86,0974569",,
08/09/2008 10.00,"4,39119345","18,59461108",,"65,0106261",,
08/09/2008 11.00,"7,85850138","9,0967855",,"87,59488395",,
08/09/2008 12.00,"7,70234205","6,65808494",,"96,69966495",,
08/09/2008 13.00,"8,16908403","5,86508486",,"104,54484285",,
08/09/2008 14.00,"7,42299147","3,86636227",,"102,5203368",,
08/09/2008 15.00,"5,52630376","4,2284683",,"106,44496065",,
08/09/2008 16.00,"4,73736703","5,30310599",,"107,9857191",,
08/09/2008 17.00,"5,17754903","6,18436018",,"118,1540745",,
08/09/2008 18.00,"3,32481911","7,72363681",,"120,0528756",,
08/09/2008 19.00,"2,44490258","9,68082884",,"101,01353325",,
08/09/2008 20.00,"2,00499109","20,9463424",,"69,09880005",,
08/09/2008 21.00,"2,54531607","10,53482173",,"65,4025638",,
08/09/2008 22.00,"2,15300832","7,83265905",,"66,00259995",,
08/09/2008 23.00,"1,9120078","8,35570194",,"56,7572712",,
09/09/2008 0.00,"1,75206726","9,52767955",,"53,30969175",,
09/09/2008 1.00,"1,59858162","7,9364883",,"56,964033",,
09/09/2008 2.00,"0,86117018","9,13442513",,"57,79652655",,
09/09/2008 3.00,"1,45581313","6,50882849",,"64,55383095",,
09/09/2008 4.00,"1,06964602","6,70350833",,"64,40516355",,
09/09/2008 5.00,"0,73482115","6,78916975",,"58,54660665",,
09/09/2008 6.00,"0,44519684","7,45757245",,"54,3192216",,
09/09/2008 7.00,"1,01912858","8,32708504",,"64,8924024",,"0,39851145"
09/09/2008 8.00,"0,56002325","10,88005436","0,34329506","59,1926076",,"0,28440405"
09/09/2008 9.00,"0,84982452","11,79116634","0,26851269","66,1012527",,"0,3370338"
09/09/2008 10.00,"1,30254716","7,37580768","0,45028736","92,38715325",,"0,32813505"
09/09/2008 11.00,"1,59777819","4,52048806","0,41026701","96,74698635",,"0,37471365"
09/09/2008 12.00,"2,03528752","4,62301906","0,37181178","99,79315185",,"0,37105245"
09/09/2008 13.00,"2,55799501","3,21742565","0,46604718","102,8730927",,"0,3526956"
09/09/2008 14.00,"1,83953435","2,87738218","0,40914456","104,59216425",,"0,3877821"
09/09/2008 15.00,"1,5483947","2,81897823","0,44976643","96,8185869",,"0,4003929"
09/09/2008 16.00,"1,23002997","2,98380793","0,43007746","90,03022035",,"0,4126986"
09/09/2008 17.00,"1,26877971","2,7553832","0,46833296","80,567277",,"0,52095825"
09/09/2008 18.00,"1,51195763","3,58472276","0,69141278","81,01190265",,"0,65255805"
09/09/2008 19.00,"1,0139012","5,87027594","0,95314757","83,7905187",,"0,99538875"
09/09/2008 20.00,"0,48332315","7,85731811","0,89756946","74,593848",,"1,0846305"
09/09/2008 21.00,"0,88496899","4,1999145","0,47450934","77,2886541",,"1,0700874"
09/09/2008 22.00,"1,07609584","3,91438215","0,26454266","76,69129125",,"0,7946838"
09/09/2008 23.00,"0,83808021","2,59704283","0,21734494","76,8778038",,"1,19807685"
10/09/2008 0.00,"0,98458313","3,82353156","0,23779546","72,6436956",,"1,370916"
10/09/2008 1.00,,"7,21876556","0,45433798","68,96230215",,"2,011626"
10/09/2008 2.00,"1,6762794",,"0,25086888","75,2628114",,"0,5777577"
10/09/2008 3.00,"1,604826","4,19601975",,"78,09006555",,"0,29243835"
10/09/2008 4.00,"1,54299037","5,8352328","0,34009123",,,"0,28379385"
10/09/2008 5.00,"1,33964528","7,27587126","0,33596469","64,10244225",,"0,3464919"
10/09/2008 6.00,"1,52467623","5,85859553","0,32129928","65,0538777",,"0,39973185"
10/09/2008 7.00,"0,84633316","7,63667905","0,45264088","63,41185305",,"0,3333726"
10/09/2008 8.00,"1,28356282","4,98512701","0,4496765","74,47221285",,"0,5587398"
10/09/2008 9.00,"1,0717268","5,05002029","0,57460578","79,89562035",,"1,284471"
10/09/2008 10.00,"1,18975372","4,32840281","0,55545291","84,76086675",,"1,292607"
10/09/2008 11.00,"1,00177958","3,38484993","0,63041982","96,5158656",,"1,09373265"
10/09/2008 12.00,"1,03805597","4,47765926","0,75699248","100,57295745",,"1,1637531"
10/09/2008 13.00,"1,26094779","3,63404089","0,76444549","99,62154195",,"1,337355"
10/09/2008 14.00,"0,94659716","2,81897823","0,67140845","102,05951175",,"0,9563868"
10/09/2008 15.00,"0,95382599","2,69438275","0,6462871","97,9754475",,
10/09/2008 16.00,"0,85846902","4,38680676","0,65173582","110,7291633",,
10/09/2008 17.00,"0,90759928","4,88519059","0,70706866","113,4928368",,
10/09/2008 18.00,"0,98635271","7,13829522","0,86096784","111,288681",,"1,258029"
10/09/2008 19.00,"1,01698576","10,97221085","1,03405843","91,6600755",,"1,086156"
10/09/2008 20.00,"0,69641821","8,06368027","0,48461488","84,41489385",,"0,6598296"
10/09/2008 21.00,"0,94152335","7,64187204","0,47355626","74,71276995",,"0,5905719"
10/09/2008 22.00,"1,1165165","8,84240346","0,43845669","62,9983095",,"0,64594755"
10/09/2008 23.00,"0,97394022","9,06174427","0,31629206","50,8892181",,"0,7272567"
11/09/2008 0.00,"1,09487169","11,17338002","0,30587467","38,18819025",,"0,42566535"
11/09/2008 1.00,"0,64810054","9,27848859","0,33680565","46,40371995",,"0,4237839"
11/09/2008 2.00,"1,00841652","7,74051021","0,37210611","51,10545615",,"0,5138901"
11/09/2008 3.00,"0,98710325","6,7593177","0,29673858","51,88390515",,"0,585792"
11/09/2008 4.00,"0,91929376","6,45691386","0,27962971","52,42854015",,"0,50753385"
11/09/2008 5.00,"0,66367081","7,02797664","0,24525197","53,8083819",,"0,5496885"
11/09/2008 6.00,"0,67413371","8,30248907","0,25599056","53,80297545",,"0,47234565"
11/09/2008 7.00,"0,89643465","13,31227323","0,31216435","48,56334735",,"0,5371794"
11/09/2008 8.00,"0,61625217","11,4666942","0,20478427","55,8963888",,"0,52838235"
11/09/2008 9.00,"0,66232939","10,36479904","0,50344654","77,24270925",,"0,5046354"
11/09/2008 10.00,"0,72944223","6,31155215","0,65085398","96,74698635",,"0,978354"
11/09/2008 11.00,"0,83631164","3,55616895","0,60818344","94,8197964",,"0,58492755"
11/09/2008 12.00,"0,42082952","3,66778578","0,65417928","97,41323655",,"0,3806631"
11/09/2008 13.00,"0,4300232","3,67168052","0,67569618","102,578511",,"0,41081715"
11/09/2008 14.00,"0,47139577","3,59510492","0,64764899","105,0597723",,"0,50122845"
11/09/2008 15.00,"0,33017719","3,40301966","0,55369157","102,0432525",,"0,50061825"
11/09/2008 16.00,"0,74920966","3,72878622","0,53842581","104,03264655",,"0,58309695"
11/09/2008 17.00,"0,6044631","8,89431808","0,54094986","96,43883865",,"0,48109185"
11/09/2008 18.00,"0,56507876","3,48868109","0,58750867","99,44582235",,"0,4174785"
11/09/2008 19.00,"0,54073483","7,44589204","0,5219173","76,76698155",,"0,399681"
11/09/2008 20.00,"0,42468903","18,9424383","0,53642152","37,95980265",,"0,55472265"
11/09/2008 21.00,"0,61459547","18,99824958","0,41485725","29,30369715",,"1,4100705"
11/09/2008 22.00,"0,30996838","22,69197928","0,48581675","21,1706208",,"0,8518392"
11/09/2008 23.00,"0,52148099","38,56496352","0,61042717","9,3683225",,"2,5552125"
12/09/2008 0.00,"0,43879075","29,37862568","0,56174493","8,24931303",,"2,5531785"
12/09/2008 1.00,,"15,56407387","0,54836198","21,19358325",,"2,7820035"
12/09/2008 2.00,"2,51957784",,"0,5486423","17,9081993",,"3,1074435"
12/09/2008 3.00,"2,47371012","8,95661486",,"16,45537646",,"2,8826865"
12/09/2008 4.00,"2,27221903","10,42061223","0,71023744",,,"2,540466"
12/09/2008 5.00,"1,72082807","12,88916675","0,66965528","13,23348936",,"2,3955435"
12/09/2008 6.00,"2,44562465","16,0962045","0,56358336","17,41626222",,"2,008575"
12/09/2008 7.00,"2,32653395","23,49018192","0,51956494","14,49440118",,"1,978065"
12/09/2008 8.00,"1,99443565","21,31233744","0,38054725","46,06720335",,"1,417698"
12/09/2008 9.00,"2,17147908","9,93131805","0,66681704","84,1067661",,"0,96691275"
12/09/2008 10.00,"2,65032132","6,73595688","0,82674427","98,7795522",,"1,13980275"
12/09/2008 11.00,"2,7067872","6,32453081","0,83642115","103,9623627",,"0,75913965"
12/09/2008 12.00,"3,36753515","4,94489279","0,7612148","111,59545215",,"0,6762033"
12/09/2008 13.00,"4,34208557","4,47116994","0,65930096","114,59968275",,"0,72740925"
12/09/2008 14.00,"5,34599678","3,98706301","0,58105664","115,19167905",,"0,6774237"
12/09/2008 15.00,"4,24386574","4,1830411","0,57437918","113,5726368",,"0,62682795"
12/09/2008 16.00,"4,13918085","3,94033946","0,66061963","106,5031548",,"0,60425055"
12/09/2008 17.00,"4,64308197","4,00653099","0,69032654","107,67487815",,"0,7809543"
12/09/2008 18.00,"4,2659082","5,05910611","0,71679459","104,93945385",,"0,53895915"
12/09/2008 19.00,"3,44032692","6,77489285","0,79535894","91,354641",,"0,748512"
12/09/2008 20.00,"2,29894376","6,41927614","0,78124483","91,78709715",,"0,82941435"
12/09/2008 21.00,"1,87428015","8,45044537","0,82730491","88,8206718",,"0,6495579"
12/09/2008 22.00,"1,96419821","7,22914772","0,78748195","72,9666861",,"0,6110136"
12/09/2008 23.00,"2,0408617","6,42187073","0,76089477","58,0249341",,"0,69679755"
13/09/2008 0.00,"2,0469576","8,35699828","0,78704278","51,7487439",,"0,85382235"
13/09/2008 1.00,"1,85968417","8,56465869","0,7844837","47,6281512",,"1,02854295"
13/09/2008 2.00,"1,23131444","13,67567369","0,85781074","58,747962",,"1,145142"
13/09/2008 3.00,"1,7151644","7,0747021","0,7958787","68,89742475",,"0,9622854"
13/09/2008 4.00,"1,52802725","8,22591347","0,85669062","54,1543548",,"0,93314835"
13/09/2008 5.00,"1,66294857","6,79565908","0,88499827","47,85248895",,"0,87650145"
13/09/2008 6.00,"1,48448236","8,88782875","0,87964066","31,46603775",,"0,89318025"
13/09/2008 7.00,"1,2778605","15,47943537","0,74735414","18,95388254",,"0,95501385"
13/09/2008 8.00,"0,9509906","15,35900996","0,82914451","44,96712045",,"1,04512005"
13/09/2008 9.00,"1,15176165","7,8313608","0,99582746","85,8987948",,"0,9868968"
13/09/2008 10.00,"0,76587829","5,092851","1,16439088","84,39326805",,"0,6625755"
13/09/2008 11.00,"1,17724361","5,9260853","1,15943389","95,04413415",,"0,77998815"
13/09/2008 12.00,"0,79746631","5,00848974","1,07739123","101,67435705",,"0,71947665"
13/09/2008 13.00,"1,47129899","5,10453141","1,07127325","112,884681",,"0,73900305"
13/09/2008 14.00,"1,99554316","5,20706241","1,05452062","110,6088249",,"0,66760965"
13/09/2008 15.00,"2,46485002","6,43744588","1,10002123","92,9304516",,"0,66079575"
13/09/2008 16.00,"1,63559228","5,7781271","1,0674352","82,15930695",,"0,76310595"
13/09/2008 17.00,"0,83564449","6,17787085","1,13720451","90,54106005",,"0,69639075"
13/09/2008 18.00,"1,035605","5,88974392","1,17842557","88,00573425",,"0,70971345"
13/09/2008 19.00,"0,82579383","8,49457242","1,07603168","73,91676495",,"0,7475967"
13/09/2008 20.00,"0,65754644","10,05072245","1,09022522","56,4410238",,"0,77368275"
13/09/2008 21.00,"0,83373558","9,46538086","1,14512005","63,17129595",,"0,98857485"
13/09/2008 22.00,"0,39963422","7,20967974","1,1196121","64,30246095",,"0,76534335"
13/09/2008 23.00,"0,46244821","4,95787145","1,11625293","67,12702185",,"0,5985045"
14/09/2008 0.00,"0,44852751","4,77876485","1,10206056","61,746846",,"0,5155173"
14/09/2008 1.00,,"5,06948827","1,02613472","48,3525357",,"0,47204055"
14/09/2008 2.00,"1,31104623",,"1,04488579","31,88363115",,"0,5062626"
14/09/2008 3.00,"1,54600679","7,66004178",,"33,905424",,"0,482058"
14/09/2008 4.00,"1,08532104","6,0714451",,,,"0,52960275"
14/09/2008 5.00,"1,27205241","4,65157287",,,,"0,24962265"
14/09/2008 6.00,"1,01284556","4,35046729",,"45,77800815",,"0,27830205"
14/09/2008 7.00,"1,27727064","6,22848914",,"36,20424255",,"0,25196175"
14/09/2008 8.00,"1,26314248","6,22719089",,"46,2118209",,"0,26935245"
14/09/2008 9.00,"2,08563512","6,99293542",,"43,12102725",,"0,27158985"
14/09/2008 10.00,"2,42961503","6,43355305",,"42,68180805",,"0,2365542"
14/09/2008 11.00,"1,49502356","5,69636042",,"42,0033684",,"0,21728205"
14/09/2008 12.00,"2,17377038","9,95727536","0,18993432","35,15822415",,"0,28552275"
14/09/2008 13.00,"0,97383954","6,96438161","0,25808478","38,03413635",,"0,3957147"
14/09/2008 14.00,"0,94465571","5,9403603","0,22956106","31,0092426",,"0,32020245"
14/09/2008 15.00,"1,01192924","6,52180714","0,47254126","32,4377424",,"0,27321705"
14/09/2008 16.00,"3,07890445","7,13570063","0,50483062","32,205285",,"0,320355"
14/09/2008 17.00,"1,85743863","6,41148857","0,39120758","30,41866275",,"0,2362491"
14/09/2008 18.00,"1,34454417","8,08704109","0,46838202","35,55826155",,"0,235944"
14/09/2008 19.00,"1,18483754","6,21680873","0,46073045","41,1114039",,"0,2875059"
14/09/2008 20.00,"2,08962176","5,50427516","0,35189387","42,81559275",,"0,2493684"
14/09/2008 21.00,"1,45509919","10,19608034","0,24643165","39,6207399",,"0,2697084"
14/09/2008 22.00,"1,05245872","7,26159436","0,27840798","45,8009706",,"0,39230775"
14/09/2008 23.00,"1,19679238","3,09023367","0,32992262","55,0665885",,"0,2417409"
15/09/2008 0.00,"1,05830037","2,96044711","0,34087029","59,610201",,0
15/09/2008 1.00,"0,68760387","2,91112707","0,34149634","63,5524008",,0
15/09/2008 2.00,"1,27235955","3,6028925","0,2573396","51,0770673",,0
15/09/2008 3.00,"0,83563432","3,8702551","0,26808987","44,65494285",,0
15/09/2008 4.00,"0,73613206","3,4549362","0,35342395","49,224231",,0
15/09/2008 5.00,"0,7481052","2,64506462","0,48344688","57,7938333",,0
15/09/2008 6.00,"0,7774426","2,65285029","0,40209101",,,0
15/09/2008 7.00,"0,44928619","4,38810501","0,4052925","52,77451305",,"0,09615735"
15/09/2008 8.00,"0,40475176","8,21553131","0,47344296","44,7089874",,"0,10673415"
15/09/2008 9.00,"0,67931227","6,60097733","0,42855789","55,347684",,"0,28623465"
15/09/2008 10.00,"1,26099457","7,07729668","0,65105722","58,6209204",,"0,4746339"
15/09/2008 11.00,"1,05706777","4,10127633","0,77919733","68,27845605",,"0,34949205"
15/09/2008 12.00,"0,71309192","3,43157347","0,79944227","74,72222625",,"0,24677505"
15/09/2008 13.00,"0,88968584","3,80017074","0,69707992","77,63460705",,"0,2319777"
15/09/2008 14.00,"0,65289671","3,93514838","0,78669939",,,"0,27158985"
15/09/2008 15.00,"0,82979979","2,62429648","0,79971675","73,1667048",,"0,29386215"
15/09/2008 16.00,"0,43762019","2,62948947","0,84107096","74,53166385",,"0,2582163"
15/09/2008 17.00,"0,39032765","2,66582894","0,59911042","72,91938465",,"0,27240345"
15/09/2008 18.00,"0,45327283","3,57304235","0,38697008","72,29363295",,"0,26091135"
15/09/2008 19.00,"0,49719706","6,99163717","0,08601035","63,09021915",,"0,22735035"
15/09/2008 20.00,"0,39523468","8,9462327","0,0012556","37,1773038",,"0,28959075"
15/09/2008 21.00,"0,36575286","8,18438292","0,00018805","27,3251559",,"0,3177108"
15/09/2008 22.00,"0,62125988","7,10844698","0,00018805","21,76255725",,"0,36047565"
15/09/2008 23.00,"0,49412572","7,66782935",0,"10,80761924",,"0,3067272"
16/09/2008 0.00,"0,73704736","11,40569375","0,01432902","9,55482507",,"0,38315475"
16/09/2008 1.00,,"7,47184935","0,00527235","11,94284805",,"0,6892209"
16/09/2008 2.00,"1,37379004",,"0,03765632","14,25385007",,"0,94697955"
16/09/2008 3.00,"1,76626153","6,14153138",,"28,8996099",,"0,75781755"
16/09/2008 4.00,"0,89234631","3,93904313","0,40487435",,,"0,51861915"
16/09/2008 5.00,"1,62644945","3,73267906","0,38858659","35,42850675",,"0,4246992"
16/09/2008 6.00,"2,05620721","6,4465317","0,41865909","37,0083672",,"0,38905335"
16/09/2008 7.00,"2,05934873","9,56791377","0,33944766","40,4194581",,"0,34989885"
16/09/2008 8.00,"1,55064126","6,49974266","0,46652723","41,7222729",,"0,3180159"
16/09/2008 9.00,"2,04394728","8,60748749","0,55340424","43,94947095",,"0,3351015"
16/09/2008 10.00,"2,89561766","6,16359586","0,54271938","54,01919355",,"0,3959181"
16/09/2008 11.00,"2,64342301","5,49519125","0,64222947","58,5898383",,"0,293913"
16/09/2008 12.00,"2,7107535","4,54774362","0,68501331","65,1484806",,"0,4531752"
16/09/2008 13.00,"1,8865767","3,07985151","0,68354397","66,19451895",,"0,32203305"
16/09/2008 14.00,"0,98422209","2,83195689","0,63746286","66,4904772",,"0,2921841"
16/09/2008 15.00,"1,40444954","2,31021224","0,60782837","69,7529007",,"0,30189645"
16/09/2008 16.00,"1,42080595","2,51527615","0,45314078","68,2095288",,"0,3191346"
16/09/2008 17.00,"0,97950118","3,58731926","0,37583554","62,13473385",,"0,34816995"
16/09/2008 18.00,"1,29743775","3,60938374","0,28228458","60,46567695",,"0,38925675"
16/09/2008 19.00,"1,26012707","4,90855332","0,25590646","57,3343449",,"0,37023885"
16/09/2008 20.00,"1,21497837","3,52242406","0,23290621","63,680799",,"0,49431285"
16/09/2008 21.00,"0,93530032","3,4095109","0,26468515","63,3321129",,"0,34949205"
16/09/2008 22.00,"1,06677707","4,43223397","0,30838354","61,4211423",,"0,4244958"
16/09/2008 23.00,"1,27823781","5,1811051","0,28987074","58,5074049",,"0,4827699"
17/09/2008 0.00,"0,63408831","6,51012674","0,3423081","46,955118",,"0,45637875"
17/09/2008 1.00,"0,37758464","5,43808363","0,34524795","45,6239343",,"0,44824275"
17/09/2008 2.00,"0,57193436","4,83327597","0,31025","47,2092012",,"0,45495495"
17/09/2008 3.00,"0,38470059","4,52697739","0,28430989","50,56082115",,"0,4661928"
17/09/2008 4.00,"0,37481128","4,9137444","0,33464134","47,7605793",,"0,4639554"
17/09/2008 5.00,"0,30760284","4,38031934","0,39617392","47,22542055",,"0,4580568"
17/09/2008 6.00,"0,46807222","5,46923394","0,34465227","42,758835",,"0,43288605"
17/09/2008 7.00,"0,54619612","5,92738355","0,28597779","39,316662",,"0,45342945"
17/09/2008 8.00,"0,43629809","6,46859427","0,32721286","36,5718612",,"0,4435137"
17/09/2008 9.00,"0,83924874","5,40174416","0,35164275","38,84366745",,"0,41539365"
17/09/2008 10.00,"0,80998457","5,16423361","0,51765293","42,04662",,"0,40735935"
17/09/2008 11.00,"1,50197577","4,23755222","0,52849781","45,2022711",,"0,4532769"
17/09/2008 12.00,"1,2785185","4,2596167","0,41373246","49,8094044",,"0,504432"
17/09/2008 13.00,"0,91746926","4,15059446","0,6515653","56,1761277",,"0,52370415"
17/09/2008 14.00,"1,11554832","4,09608334","0,72656491","61,57792935",,"0,2816073"
17/09/2008 15.00,"0,57618135","4,31802065","0,74038936","59,98994925",,"0,50458455"
17/09/2008 16.00,"0,60454243","3,7534472","0,72171888","65,18496915",,"0,47814255"
17/09/2008 17.00,"0,91331888","5,96372302","0,7674017","61,71171405",,"0,4889736"
17/09/2008 18.00,"1,23722423","7,90274341","0,69097128","57,3505443",,"0,5096187"
