NetC,ARPA Puglia,
Stat,Suolo Giuffreda,
Parm,SO2,NO2
PtId,1,4
Unit,ug/m3,ug/m3
Field,Aver,Aver
06/11/2008 5.00,"2,11507106",
06/11/2008 6.00,"2,12927794",
06/11/2008 7.00,"1,95701802",
06/11/2008 8.00,"2,46847105",
06/11/2008 9.00,"2,19676208","2,20380782"
06/11/2008 10.00,"2,03338099","3,55980002"
06/11/2008 11.00,"2,33705592","3,91603509"
06/11/2008 12.00,"2,3974359","8,00827286"
06/11/2008 13.00,"2,28410292","6,16753566"
06/11/2008 14.00,"2,46760511","10,07162452"
06/11/2008 15.00,"2,4933331","2,92393926"
06/11/2008 16.00,"2,30153799","5,98577463"
06/11/2008 17.00,"1,97122502","8,67222447"
06/11/2008 18.00,"2,56969595","6,79017676"
06/11/2008 19.00,"2,51109195","5,58357357"
06/11/2008 20.00,"2,41341901","3,55213871"
06/11/2008 21.00,"2,26779699","0,56180391"
06/11/2008 22.00,"2,49866104",
06/11/2008 23.00,"2,07955408",
07/11/2008 0.00,"1,81850004",
07/11/2008 1.00,,"1,32790324"
07/11/2008 2.00,"2,502213",
07/11/2008 3.00,"1,65156698","1,22958713"
07/11/2008 4.00,"2,13460588","2,83839138"
07/11/2008 5.00,"2,75261211","2,67751133"
07/11/2008 6.00,"2,4009881","1,31002621"
07/11/2008 7.00,"2,43295407","1,3036421"
07/11/2008 8.00,"2,43650508","2,82817755"
07/11/2008 9.00,"2,45426393","6,91913812"
07/11/2008 10.00,"2,60166192","11,82982155"
07/11/2008 11.00,"2,24115896","7,84611561"
07/11/2008 12.00,,
07/11/2008 13.00,"1,86467195","10,18143166"
07/11/2008 14.00,"2,64250708","9,21487604"
07/11/2008 15.00,"2,44893599","11,12501273"
07/11/2008 16.00,"2,36724591","4,14458788"
07/11/2008 17.00,"2,17367506","3,36316781"
07/11/2008 18.00,"2,53417802","9,7562523"
07/11/2008 19.00,"2,71886992","7,02766994"
07/11/2008 20.00,"2,271348","1,60624985"
07/11/2008 21.00,"2,48978209","2,04420308"
07/11/2008 22.00,"2,61586905","1,09041194"
07/11/2008 23.00,"2,47024703","1,12233251"
08/11/2008 0.00,"2,52707505","1,31258061"
08/11/2008 1.00,"2,48090196","1,16446879"
08/11/2008 2.00,"2,70111108","0,61543122"
08/11/2008 3.00,"2,67269707","0,82100007"
08/11/2008 4.00,"2,45603991","0,72779276"
08/11/2008 5.00,"2,61942101","0,84398401"
08/11/2008 6.00,"2,55371308","0,92697749"
08/11/2008 7.00,"2,55726504","0,86569075"
08/11/2008 8.00,"2,67980099","0,80695652"
08/11/2008 9.00,"2,653162","3,81388927"
08/11/2008 10.00,"2,85206103","14,24558233"
08/11/2008 11.00,"2,43650508","11,78641184"
08/11/2008 12.00,"2,74905992","2,31489215"
08/11/2008 13.00,"2,653162","1,68796802"
08/11/2008 14.00,"2,97814798","1,79011572"
08/11/2008 15.00,"2,49510908","2,36851758"
08/11/2008 16.00,"2,87869906","3,2699605"
08/11/2008 17.00,"2,859164","4,60424597"
08/11/2008 18.00,"2,22695208","5,16860428"
08/11/2008 19.00,"2,72242188","3,70152773"
08/11/2008 20.00,"3,09890795","2,29573793"
08/11/2008 21.00,"2,26779699","1,71733607"
08/11/2008 22.00,"2,27845192","1,54240871"
08/11/2008 23.00,"3,15040898","2,93032337"
09/11/2008 0.00,"2,271348","2,474495"
09/11/2008 1.00,,"3,32486312"
09/11/2008 2.00,"2,82187104",
09/11/2008 3.00,"2,86093998","1,51942666"
09/11/2008 4.00,"2,59278202","0,96145246"
09/11/2008 5.00,"2,27312398","1,13382354"
09/11/2008 6.00,"2,061795","1,03295491"
09/11/2008 7.00,"3,01366591","1,92928903"
09/11/2008 8.00,"2,82187104","2,09144628"
09/11/2008 9.00,"2,57147193","3,51127963"
09/11/2008 10.00,"3,0740459","7,28431169"
09/11/2008 11.00,"3,04918289","5,56953002"
09/11/2008 12.00,"3,652982","3,35167678"
09/11/2008 13.00,"3,27116799","2,74645939"
09/11/2008 14.00,"3,10068393","2,82562315"
09/11/2008 15.00,"2,23405504","3,37338164"
09/11/2008 16.00,"2,24648595","3,08737371"
09/11/2008 17.00,"2,52885103","3,23676273"
09/11/2008 18.00,"2,14881301","5,6512463"
09/11/2008 19.00,"2,46314406","3,25080627"
09/11/2008 20.00,"2,70999098","1,06487548"
09/11/2008 21.00,"2,825423","0,62820133"
09/11/2008 22.00,"2,43828106","2,65069768"
09/11/2008 23.00,"2,89823389",
10/11/2008 0.00,"2,93552709",
10/11/2008 1.00,"3,065166","0,50562409"
10/11/2008 2.00,"3,12021899","0,53116054"
10/11/2008 3.00,"2,70111108","0,67161293"
10/11/2008 4.00,"2,67092109",
10/11/2008 5.00,"2,61942101","2,19997622"
10/11/2008 6.00,"2,80056","0,62947665"
10/11/2008 7.00,"2,38322902","3,08226491"
10/11/2008 8.00,"2,83074999","2,02760514"
10/11/2008 9.00,"3,16816711","5,23755421"
10/11/2008 10.00,"2,88225102","6,83614463"
10/11/2008 11.00,"3,27827191","15,21597142"
10/11/2008 12.00,"3,62456799","3,17930382"
10/11/2008 13.00,"3,33332396","2,30467644"
10/11/2008 14.00,"3,20546103","3,40530409"
10/11/2008 15.00,"2,85206103","4,80215538"
10/11/2008 16.00,"2,85738802","3,08737371"
10/11/2008 17.00,"2,02272606","1,32790324"
10/11/2008 18.00,"2,68867993","1,08402782"
10/11/2008 19.00,"2,21096897","0,69076527"
10/11/2008 20.00,"2,74018002","0,57840374"
10/11/2008 21.00,"2,76859498","1,90758229"
10/11/2008 22.00,"2,69223189","1,18362113"
10/11/2008 23.00,"2,5519371",
11/11/2008 0.00,"2,37435007",
11/11/2008 1.00,,"0,52988522"
11/11/2008 2.00,"2,27667594",
11/11/2008 3.00,"2,43828106","0,61415402"
11/11/2008 4.00,"2,4347291","0,43923043"
11/11/2008 5.00,"2,68512797","0,43795323"
11/11/2008 6.00,"2,58035111","0,35368067"
11/11/2008 7.00,"2,62297201","0,61032431"
11/11/2008 8.00,"2,73130107","0,91037955"
11/11/2008 9.00,"3,30668592","3,80622795"
11/11/2008 10.00,"3,48249793","10,2044156"
11/11/2008 11.00,"3,4008069","20,63481453"
11/11/2008 12.00,"3,28537512","12,8653271"
11/11/2008 13.00,"3,51091194","13,42202222"
11/11/2008 14.00,"4,95292521","13,021104"
11/11/2008 15.00,"3,58549905","1,90502978"
11/11/2008 16.00,"3,60148191","3,88411452"
11/11/2008 17.00,"3,15040898","3,09503502"
11/11/2008 18.00,"2,48090196","4,39739992"
11/11/2008 19.00,"3,34397888","2,69921807"
11/11/2008 20.00,"3,31378889","3,83687132"
11/11/2008 21.00,"2,90356112","2,17571696"
11/11/2008 22.00,"3,15395999","1,7262727"
11/11/2008 23.00,"2,53062701","13,76293842"
12/11/2008 0.00,"3,090029","24,95944044"
12/11/2008 1.00,"3,36173797","9,95288451"
12/11/2008 2.00,"3,182374","13,24454799"
12/11/2008 3.00,"2,88225102","1,492613"
12/11/2008 4.00,"2,85206103","1,34322398"
12/11/2008 5.00,"2,78812909","1,75819327"
12/11/2008 6.00,"2,63540411","1,91396641"
12/11/2008 7.00,"2,83607793","2,10038479"
12/11/2008 8.00,"2,88580298","2,18465547"
12/11/2008 9.00,"2,67269707","4,47784088"
12/11/2008 10.00,"3,564188","9,68347453"
12/11/2008 11.00,"3,96376109","15,60923397"
12/11/2008 12.00,"3,79505205","11,3050376"
12/11/2008 13.00,"3,64943004","13,26242125"
12/11/2008 14.00,"3,55886102","12,76573756"
12/11/2008 15.00,"3,4558599","10,6500245"
12/11/2008 16.00,"3,4008069","6,81060818"
12/11/2008 17.00,"3,37949705","6,42628226"
12/11/2008 18.00,"3,30490994","9,24551942"
12/11/2008 19.00,"3,27294397","5,40481838"
12/11/2008 20.00,"3,02076888","3,85474835"
12/11/2008 21.00,"3,22321892","4,16501742"
12/11/2008 22.00,"3,26584101","3,68620511"
12/11/2008 23.00,"3,21078801","3,08737371"
13/11/2008 0.00,"3,58905101","3,79984384"
13/11/2008 1.00,,"4,12671085"
13/11/2008 2.00,"3,17704701",
13/11/2008 3.00,"3,07582211","21,5950086"
13/11/2008 4.00,"2,93907905","9,99629611"
13/11/2008 5.00,"2,98347592","3,97732371"
13/11/2008 6.00,"3,31201291","6,24752519"
13/11/2008 7.00,"3,33509994","3,27506741"
13/11/2008 8.00,"3,0740459","5,84915572"
13/11/2008 9.00,"3,08825302","2,74645939"
13/11/2008 10.00,"3,240978","4,392293"
13/11/2008 11.00,"2,71354198","6,08919953"
13/11/2008 12.00,"3,00301099","5,66784613"
13/11/2008 13.00,"3,18947792","6,7225059"
13/11/2008 14.00,"3,05451107","14,35283507"
13/11/2008 15.00,"2,90888906","10,20186496"
13/11/2008 16.00,"2,85561299","4,8493967"
13/11/2008 17.00,"3,31556511","3,17164439"
13/11/2008 18.00,"3,354635","2,25488073"
13/11/2008 19.00,"3,06694198","2,35574935"
13/11/2008 20.00,"3,12199402","3,07077388"
13/11/2008 21.00,"3,15751195","2,33659701"
13/11/2008 22.00,"2,63895512","7,94443172"
13/11/2008 23.00,"2,41519499","5,98322211"
14/11/2008 0.00,"2,68512797","4,29780661"
14/11/2008 1.00,"2,443609","2,61877711"
14/11/2008 2.00,"3,1326499","3,83559601"
14/11/2008 3.00,"3,07226992","3,53170917"
14/11/2008 4.00,"3,10068393","4,07563982"
14/11/2008 5.00,"2,63007593","4,98984908"
14/11/2008 6.00,"2,43117809","5,26436599"
14/11/2008 7.00,"2,82009506","6,37010055"
14/11/2008 8.00,"2,47379899","8,99398457"
14/11/2008 9.00,"2,67269707","5,82234206"
14/11/2008 10.00,"2,62474799","5,23755421"
14/11/2008 11.00,"2,57857609","2,25998764"
14/11/2008 12.00,"2,65848994","6,62418979"
14/11/2008 13.00,"2,51819611","6,34073438"
14/11/2008 14.00,"2,50753999","5,19797233"
14/11/2008 15.00,"2,77747393","2,29701513"
14/11/2008 16.00,"2,69400811","2,16039434"
14/11/2008 17.00,"2,93907905","2,13996668"
14/11/2008 18.00,"2,90711308","5,55675991"
14/11/2008 19.00,"2,87337089","3,57512077"
14/11/2008 20.00,"2,79345703","2,95841235"
14/11/2008 21.00,"3,090029","2,25871044"
14/11/2008 22.00,"2,99768305","0,76226773"
14/11/2008 23.00,"2,90356112","0,69204247"
15/11/2008 0.00,"3,05273509","0,91293395"
15/11/2008 1.00,,"1,80767674"
15/11/2008 2.00,"3,27294397",
15/11/2008 3.00,"2,38678098","0,72779276"
15/11/2008 4.00,"2,89290595",
15/11/2008 5.00,"2,83962989","0,65246059"
15/11/2008 6.00,"3,10423589","0,57457402"
15/11/2008 7.00,"2,85561299","1,9599324"
15/11/2008 8.00,"2,9603889","2,35064244"
15/11/2008 9.00,"2,66737008","1,42366495"
15/11/2008 10.00,,"2,04859334"
15/11/2008 11.00,,"2,85838077"
15/11/2008 12.00,"2,80826306","2,46683369"
15/11/2008 13.00,"3,31911707","1,82586601"
15/11/2008 14.00,"3,40613508","1,72372019"
15/11/2008 15.00,"2,82897401","2,8000867"
15/11/2008 16.00,"2,72774911","5,84660132"
15/11/2008 17.00,"2,23938298","6,59099202"
15/11/2008 18.00,"2,95150995","3,68109819"
15/11/2008 19.00,"3,04740691","2,03143486"
15/11/2008 20.00,"2,9302001","1,61774276"
15/11/2008 21.00,"3,00301099","3,79984384"
15/11/2008 22.00,"3,14508104","2,53195203"
15/11/2008 23.00,"2,63007593","2,40809946"
16/11/2008 0.00,"2,6655941","0,99847994"
16/11/2008 1.00,"2,46136808",
16/11/2008 2.00,"3,07582211",
16/11/2008 3.00,"2,78102589",
16/11/2008 4.00,"2,7828021",
16/11/2008 5.00,"3,12554598",
16/11/2008 6.00,"2,9266479",
16/11/2008 7.00,"2,68157601",
16/11/2008 8.00,"2,99945903",
16/11/2008 9.00,"3,21256399",
16/11/2008 10.00,"2,8680439",
16/11/2008 11.00,"3,12732196",
16/11/2008 12.00,"2,96926904",
16/11/2008 13.00,"3,05628705",
16/11/2008 14.00,"3,08292508",
16/11/2008 15.00,"2,91066504",
16/11/2008 16.00,"2,80056",
16/11/2008 17.00,"2,61586905",
16/11/2008 18.00,"2,63718009",
16/11/2008 19.00,"3,23032308",
16/11/2008 20.00,"2,58212709",
16/11/2008 21.00,"2,83962989",
16/11/2008 22.00,"3,2249949",
16/11/2008 23.00,"3,04030395",
17/11/2008 0.00,"2,49688506",
17/11/2008 1.00,,
17/11/2008 2.00,"3,32089305",
17/11/2008 3.00,"3,1912539",
17/11/2008 4.00,"3,00656199",
17/11/2008 5.00,"3,25518489",
17/11/2008 6.00,"3,01366591",
17/11/2008 7.00,"2,9266479",
17/11/2008 8.00,"3,090029",
17/11/2008 9.00,"2,51286793",
17/11/2008 10.00,"3,15751195","6,99319497"
17/11/2008 11.00,"3,28004789","4,48550032"
17/11/2008 12.00,"3,50735998","15,39089313"
17/11/2008 13.00,"3,01011395","12,15796765"
17/11/2008 14.00,"3,48072195","7,03277497"
17/11/2008 15.00,"3,56951594","0,88484309"
17/11/2008 16.00,"3,81103492","10,28358124"
17/11/2008 17.00,"3,21611595","1,3061965"
17/11/2008 18.00,"3,564188","1,34322398"
17/11/2008 19.00,"3,59260201","2,37107198"
17/11/2008 20.00,"3,64765501","2,23700558"
17/11/2008 21.00,"3,58727503","1,50921095"
17/11/2008 22.00,"3,887398","1,44281729"
17/11/2008 23.00,"3,57129192","1,24107816"
18/11/2008 0.00,"3,23387504",
18/11/2008 1.00,"3,21256399",
18/11/2008 2.00,"3,4629631",
18/11/2008 3.00,"3,07937288",
18/11/2008 4.00,"3,21256399",
18/11/2008 5.00,"3,10245991",
18/11/2008 6.00,"3,07937288",
18/11/2008 7.00,"3,04030395",
18/11/2008 8.00,"2,9266479",
18/11/2008 9.00,"2,8094399",
18/11/2008 10.00,"3,53044701",
18/11/2008 11.00,"4,358006",
18/11/2008 12.00,"3,64765501",
18/11/2008 13.00,"3,86786294",
18/11/2008 14.00,"3,67429304",
18/11/2008 15.00,"3,78794909",
18/11/2008 16.00,"3,56773996",
18/11/2008 17.00,"3,81991506",
18/11/2008 18.00,"3,43810105",
18/11/2008 19.00,"4,11115885",
18/11/2008 20.00,"3,46473908",
18/11/2008 21.00,"3,56241202",
18/11/2008 22.00,"3,55708504",
18/11/2008 23.00,"3,49670506",
19/11/2008 0.00,"3,38482499",
19/11/2008 1.00,,
19/11/2008 2.00,"3,71336198",
19/11/2008 3.00,"2,87337089",
19/11/2008 4.00,"2,78457689",
19/11/2008 5.00,"3,14508104",
19/11/2008 6.00,"3,0775969",
19/11/2008 7.00,"3,45408392",
19/11/2008 8.00,"3,59792995",
19/11/2008 9.00,"3,10423589",
19/11/2008 10.00,"3,74355197",
19/11/2008 11.00,"4,10050297","10,65640861"
19/11/2008 12.00,"4,29762602","5,33203872"
19/11/2008 13.00,"3,95310497","2,88946429"
19/11/2008 14.00,"4,06143379","2,97373497"
19/11/2008 15.00,"3,96731305","3,55341591"
19/11/2008 16.00,"4,24790096","3,18185822"
19/11/2008 17.00,"4,18396902","4,5710482"
19/11/2008 18.00,"3,69205093",
19/11/2008 19.00,"4,03479624","1,97263668"
19/11/2008 20.00,"4,08274508","2,17826948"
19/11/2008 21.00,"3,99395108","1,81565218"
19/11/2008 22.00,"3,96376109","2,97501217"
19/11/2008 23.00,"3,9886229","2,566427"
20/11/2008 0.00,"3,85365605","2,22040576"
20/11/2008 1.00,"3,55708504",
20/11/2008 2.00,"3,28892708",
20/11/2008 3.00,"3,45053196",
20/11/2008 4.00,"3,62634397",
20/11/2008 5.00,"3,4558599",
20/11/2008 6.00,"3,388376",
20/11/2008 7.00,"3,96020889",
20/11/2008 8.00,"3,55708504",
20/11/2008 9.00,"3,2498579",
20/11/2008 10.00,"3,26406503",
20/11/2008 11.00,"4,17331505","23,22551583"
20/11/2008 12.00,"4,21771097","14,89037784"
20/11/2008 13.00,"4,35267782","5,43546363"
20/11/2008 14.00,"4,25500488","7,7005563"
20/11/2008 15.00,"4,61906004","8,2610849"
20/11/2008 16.00,"3,9886229","7,3251689"
20/11/2008 17.00,"4,39707518","6,79400835"
20/11/2008 18.00,"3,74710393","7,15152062"
20/11/2008 19.00,"4,1555562","4,04754897"
20/11/2008 20.00,"4,06853819","6,87317212"
20/11/2008 21.00,"4,00638199","5,10859473"
20/11/2008 22.00,"3,49848104","5,3192705"
20/11/2008 23.00,"3,80925894","7,30474124"
21/11/2008 0.00,"4,38464403","7,03022245"
21/11/2008 1.00,,"4,92983766"
21/11/2008 2.00,"3,88207006",
21/11/2008 3.00,"4,15733099","3,53937048"
21/11/2008 4.00,"3,56596398","2,63026814"
21/11/2008 5.00,"3,70448303","1,7722387"
21/11/2008 6.00,"3,84300089","1,93439595"
21/11/2008 7.00,"3,95665693","1,38536026"
21/11/2008 8.00,"4,00815821","1,2576761"
21/11/2008 9.00,"3,66363692","2,9865032"
21/11/2008 10.00,"3,70448303","6,61653036"
21/11/2008 11.00,"3,86963892","2,86775755"
21/11/2008 12.00,"3,99395108","1,71095196"
21/11/2008 13.00,"3,64055109","1,59092911"
21/11/2008 14.00,"4,08629704","1,80926618"
21/11/2008 15.00,"4,21771097","1,39301969"
21/11/2008 16.00,"3,90160489","1,7288271"
21/11/2008 17.00,"4,20527983","1,6815839"
21/11/2008 18.00,"4,14089298","1,89861933"
21/11/2008 19.00,,
21/11/2008 20.00,"1,57875597","1,8182047"
21/11/2008 21.00,"1,31414998","1,51048814"
21/11/2008 22.00,"1,55211794","0,93336161"
21/11/2008 23.00,"1,34966803","0,59117197"
22/11/2008 0.00,"1,54146302","0,67544265"
22/11/2008 1.00,"1,47042704",
22/11/2008 2.00,"1,37275398",
22/11/2008 3.00,"1,49173796",
22/11/2008 4.00,"1,18628705",
22/11/2008 5.00,"1,38340902",
22/11/2008 6.00,"1,51660001",
22/11/2008 7.00,"1,16852796",
22/11/2008 8.00,"0,99271601",
22/11/2008 9.00,,
22/11/2008 10.00,"0,61090201",
22/11/2008 11.00,"0,83643901",
22/11/2008 12.00,,
22/11/2008 13.00,"0,74231702",
22/11/2008 14.00,"0,90925002",
22/11/2008 15.00,"0,92345703",
22/11/2008 16.00,"0,85774899",
22/11/2008 17.00,"1,08861399",
22/11/2008 18.00,"1,234236",
22/11/2008 19.00,"1,16852796",
22/11/2008 20.00,"1,01225102",
22/11/2008 21.00,"0,98738801",
22/11/2008 22.00,"0,88793898",
22/11/2008 23.00,"0,98383701",
23/11/2008 0.00,"1,26620102",
23/11/2008 1.00,,
23/11/2008 2.00,"1,14011395",
23/11/2008 3.00,"1,36920202",
23/11/2008 4.00,"1,131235",
23/11/2008 5.00,"1,19694197",
23/11/2008 6.00,"1,058424",
23/11/2008 7.00,"1,028234",
23/11/2008 8.00,"0,97673303",
23/11/2008 9.00,"1,12235498",
23/11/2008 10.00,"1,16320002",
23/11/2008 11.00,"1,21825302",
23/11/2008 12.00,"1,37630606",
23/11/2008 13.00,"1,36920202",
23/11/2008 14.00,"1,45799601",
23/11/2008 15.00,"0,017759",
23/11/2008 16.00,"0,033742",
23/11/2008 17.00,"0,063932",
23/11/2008 18.00,"0,014207",
23/11/2008 19.00,"0,040845",
23/11/2008 20.00,"0,008879",
23/11/2008 21.00,"0,001776",
23/11/2008 22.00,"0,015983",
23/11/2008 23.00,"0,003552",
24/11/2008 0.00,"0,003552",
24/11/2008 1.00,"0,010655",
24/11/2008 2.00,"0,012431",
24/11/2008 3.00,"0,007104",
24/11/2008 4.00,"0,001776",
24/11/2008 5.00,"0,015983",
24/11/2008 6.00,"0,008879",
24/11/2008 7.00,"0,010655",
24/11/2008 8.00,"0,014207",
24/11/2008 9.00,"0,019535",
24/11/2008 10.00,0,"5,42907763"
24/11/2008 11.00,"0,031966","7,5179714"
24/11/2008 12.00,"0,040845","3,25719227"
24/11/2008 13.00,"0,024862","3,20356496"
24/11/2008 14.00,"0,010655","3,7385571"
24/11/2008 15.00,"0,039069","7,66735853"
24/11/2008 16.00,"0,065708","18,44889691"
24/11/2008 17.00,"0,06038","14,27111879"
24/11/2008 18.00,"0,010655","9,84307738"
24/11/2008 19.00,"0,019535","17,45041884"
24/11/2008 20.00,"0,005328","5,38311164"
24/11/2008 21.00,"0,0515","4,70383927"
24/11/2008 22.00,"0,015983","12,18222502"
24/11/2008 23.00,"0,03019","20,40243579"
25/11/2008 0.00,"0,053276","12,76317563"
25/11/2008 1.00,,"4,12671085"
25/11/2008 2.00,"0,017759",
25/11/2008 3.00,"0,03019","1,15808468"
25/11/2008 4.00,"0,019535","0,79801801"
25/11/2008 5.00,"0,026638","0,92825469"
25/11/2008 6.00,"0,014207","6,67015579"
25/11/2008 7.00,"0,026638","0,73800659"
25/11/2008 8.00,"0,019535","1,85395686"
25/11/2008 9.00,"0,033742","1,1721301"
25/11/2008 10.00,"0,033742","2,03654177"
25/11/2008 11.00,"0,015983","3,04523743"
25/11/2008 12.00,"0,024862","3,19973336"
25/11/2008 13.00,"0,010655","2,08747173"
25/11/2008 14.00,"0,015983",
25/11/2008 15.00,"0,031966","1,69562933"
25/11/2008 16.00,"0,005328","4,85322829"
25/11/2008 17.00,0,"5,76871475"
25/11/2008 18.00,"0,044397","4,14586508"
25/11/2008 19.00,"0,056828","1,47090626"
25/11/2008 20.00,"0,007104","5,15583605"
25/11/2008 21.00,"0,003552","3,08354211"
25/11/2008 22.00,"0,003552","2,40299255"
25/11/2008 23.00,"0,003552","3,54064768"
26/11/2008 0.00,"0,001776","0,75077482"
26/11/2008 1.00,"0,001776",
26/11/2008 2.00,"0,001776",
26/11/2008 3.00,"0,037293","2,7056003"
26/11/2008 4.00,"0,005328","2,07995337"
26/11/2008 5.00,"0,005328","4,14714227"
26/11/2008 6.00,"0,031966","1,07764371"
26/11/2008 7.00,"0,012431","2,07229394"
26/11/2008 8.00,"0,005328","5,93342452"
26/11/2008 9.00,"0,003552","2,48598603"
26/11/2008 10.00,"0,007104","2,70049339"
26/11/2008 11.00,"0,012431","1,11084148"
26/11/2008 12.00,"0,021311","0,99209583"
26/11/2008 13.00,"0,044397","0,85802944"
26/11/2008 14.00,"0,040845","1,56666985"
26/11/2008 15.00,"0,014207","0,66267442"
26/11/2008 16.00,"0,03019","0,60521739"
26/11/2008 17.00,"0,019535","0,57074243"
26/11/2008 18.00,"0,019535","0,74056099"
26/11/2008 19.00,"0,005328","0,63969048"
26/11/2008 20.00,"0,03019",
26/11/2008 21.00,"0,010655","0,77631127"
26/11/2008 22.00,"0,003552","0,7941883"
26/11/2008 23.00,"0,012431","0,54648317"
27/11/2008 0.00,"0,001776","0,7929111"
27/11/2008 1.00,,"1,03423211"
27/11/2008 2.00,"0,010655",
27/11/2008 3.00,"0,010655","0,94485263"
27/11/2008 4.00,"0,012431","0,7929111"
27/11/2008 5.00,"0,021311","0,53754466"
27/11/2008 6.00,"0,012431","0,59627888"
27/11/2008 7.00,"0,019535","0,88356589"
27/11/2008 8.00,"0,019535","3,61087294"
27/11/2008 9.00,"0,001776","1,86544789"
27/11/2008 10.00,"0,008879","5,6512463"
27/11/2008 11.00,"0,044397","3,05417594"
27/11/2008 12.00,"0,039069","2,70432499"
27/11/2008 13.00,"0,097673","2,1948693"
27/11/2008 14.00,"0,09057","5,96917669"
27/11/2008 15.00,"0,012431","4,95792663"
27/11/2008 16.00,"0,053276","2,07101674"
27/11/2008 17.00,"0,069259","2,78604127"
27/11/2008 18.00,"0,014207","8,54326311"
27/11/2008 19.00,"0,031966","1,6828611"
27/11/2008 20.00,"0,015983","1,1734073"
27/11/2008 21.00,"0,003552","1,06615268"
27/11/2008 22.00,"0,005328","0,83377018"
27/11/2008 23.00,"0,033742","1,27555124"
28/11/2008 0.00,"0,005328","1,57305397"
28/11/2008 1.00,"0,012431","1,25001479"
28/11/2008 2.00,"0,021311","1,37386735"
28/11/2008 3.00,"0,008879","2,76305921"
28/11/2008 4.00,"0,015983","4,52380688"
28/11/2008 5.00,"0,007104","2,44257443"
28/11/2008 6.00,"0,008879","1,84629555"
28/11/2008 7.00,"0,007104","2,1987009"
28/11/2008 8.00,"0,12076","4,43315209"
28/11/2008 9.00,"0,028414","6,22582033"
28/11/2008 10.00,"0,019535","6,73399693"
28/11/2008 11.00,"0,023086","7,10683182"
28/11/2008 12.00,"0,026638","7,2804801"
28/11/2008 13.00,"0,03019","6,39180729"
28/11/2008 14.00,"0,019535","7,35964386"
28/11/2008 15.00,"0,003552","8,23427312"
28/11/2008 16.00,"0,033742","6,912754"
28/11/2008 17.00,"0,007104","7,05958862"
28/11/2008 18.00,"0,017759","3,077158"
28/11/2008 19.00,"0,021311","1,72372019"
28/11/2008 20.00,"0,033742","3,46020672"
28/11/2008 21.00,"0,035518","2,61494551"
28/11/2008 22.00,"0,008879","2,29063289"
28/11/2008 23.00,"0,039069","1,46324683"
29/11/2008 0.00,"0,035518","3,72706419"
29/11/2008 1.00,,"2,76433641"
29/11/2008 2.00,"0,003552",
29/11/2008 3.00,"0,055052","0,99975714"
29/11/2008 4.00,"0,003552","0,63075385"
29/11/2008 5.00,"0,007104","0,65246059"
29/11/2008 6.00,"0,008879","0,53626746"
29/11/2008 7.00,"0,010655","0,59500168"
29/11/2008 8.00,"0,028414",
29/11/2008 9.00,"0,019535","0,98698892"
29/11/2008 10.00,"0,019535","1,73521121"
29/11/2008 11.00,"0,012431","2,15273302"
29/11/2008 12.00,"0,031966","2,01228251"
29/11/2008 13.00,"0,015983","1,99185297"
29/11/2008 14.00,"0,015983","2,40299255"
29/11/2008 15.00,"0,014207","2,01738943"
29/11/2008 16.00,"0,035518","1,45558552"
29/11/2008 17.00,"0,010655","1,42366495"
29/11/2008 18.00,"0,0515","1,44536981"
29/11/2008 19.00,"0,028414","1,55773134"
29/11/2008 20.00,"0,010655","2,1935921"
29/11/2008 21.00,"0,035518","2,48981763"
29/11/2008 22.00,"0,024862","1,91524361"
29/11/2008 23.00,"0,003552","6,92807663"
30/11/2008 0.00,"0,007104","1,38152867"
30/11/2008 1.00,"0,014207","4,06159439"
30/11/2008 2.00,"0,026638","18,81534204"
30/11/2008 3.00,"0,021311","11,40080307"
30/11/2008 4.00,"0,031966","12,27799049"
30/11/2008 5.00,"0,019535","14,04129068"
30/11/2008 6.00,"0,021311","9,00675468"
30/11/2008 7.00,"0,024862","15,3244976"
30/11/2008 8.00,"0,037293","26,22351006"
30/11/2008 9.00,"0,014207","17,10056413"
30/11/2008 10.00,"0,055052","15,92333087"
30/11/2008 11.00,"0,15095","17,50915871"
30/11/2008 12.00,"0,047949","15,24661291"
30/11/2008 13.00,"0,046173","5,0421992"
30/11/2008 14.00,"0,021311","6,533535"
30/11/2008 15.00,"0,007104","3,7806915"
30/11/2008 16.00,"0,06038","6,83486744"
30/11/2008 17.00,"0,063932","2,39022432"
30/11/2008 18.00,"0,039069","1,97014811"
30/11/2008 19.00,"0,046173","1,67009288"
30/11/2008 20.00,"0,024862","2,02632794"
30/11/2008 21.00,"0,028414","5,91554938"
