Stat,LECCE Piazza_libertini,,,,,,  ,
,,,,,,
Parm,NO2,NOX,CO,PM10,BENZENE,,,
Unit,ug/m3 293K,ug/m3 293K,mg/m3 293K,ug/m3,ug/m3 293K,,,
Field,Aver,Aver,Aver,Aver,Aver,,,
,,,,,
,,,,,
,,,,,
30/10/2014 19.00,"52,9","58,0","0,9",,"1,1",,,
30/10/2014 20.00,"47,8","52,2","0,9","14,7","1,1",,,
30/10/2014 21.00,"55,9","61,2","0,9",,"1,1",,,
30/10/2014 22.00,"32,5","34,8","0,8","28,8","1,0",,,
30/10/2014 23.00,"17,5","19,4","0,8",,"0,9",,,
31/10/2014 0.00,"14,6","17,3","0,7","22,0","0,9",,,
31/10/2014 1.00,"16,6","21,9","0,7",,"0,8",,,
31/10/2014 2.00,"8,0","9,0","0,7","17,6","0,7",,,
31/10/2014 3.00,"5,8","7,1",,,"0,5",,,
31/10/2014 4.00,,,"0,7","13,7","0,4",,,
31/10/2014 5.00,"13,0","17,0","0,7",,,,,
31/10/2014 6.00,"20,9","28,3","0,7","15,6","0,6",,,
31/10/2014 7.00,"32,5","46,4","0,8",,"0,6",,,
31/10/2014 8.00,"52,7","98,9","1,0","20,5","0,7",,,
31/10/2014 9.00,"40,0","67,1","0,9",,"1,1",,,
31/10/2014 10.00,"29,1","46,1","0,8","20,0","1,2",,,
31/10/2014 11.00,"27,0","40,5","0,9",,"1,1",,,
31/10/2014 12.00,"26,5","41,5","0,9","15,6","1,2",,,
31/10/2014 13.00,"27,8","41,6","0,9",,"1,2",,,
31/10/2014 14.00,"25,6","35,3","0,8","16,6","1,2",,,
31/10/2014 15.00,"20,2","26,4","0,8",,"1,0",,,
31/10/2014 16.00,"27,3","35,6","0,8","23,9","0,9",,,
31/10/2014 17.00,"35,8","46,5","0,9",,"0,9",,,
31/10/2014 18.00,"31,2","40,1","0,9","19,5","1,0",,,
31/10/2014 19.00,"37,6","49,3","1,0",,"1,0",,,
31/10/2014 20.00,"36,2","45,7","0,9","11,7","1,1",,,
31/10/2014 21.00,"34,4","43,5","0,9",,"1,1",,,
31/10/2014 22.00,"29,1","36,4","0,8","20,5","1,0",,,
31/10/2014 23.00,"34,9","46,7","0,9",,"1,0",,,
01/11/2014 0.00,"29,6","38,2","0,8","18,6","1,0",,,
01/11/2014 1.00,"27,3","34,4","0,8",,"0,9",,,
01/11/2014 2.00,"21,7","26,6","0,8","22,0","0,8",,,
01/11/2014 3.00,"16,8","20,2","0,8",,"0,8",,,
01/11/2014 4.00,"13,0","15,5","0,7","29,8","0,8",,,
01/11/2014 5.00,"10,5","12,8","0,7",,"0,7",,,
01/11/2014 6.00,"19,5","25,5","0,7","28,3","0,7",,,
01/11/2014 7.00,"34,5","50,8","0,8",,"0,7",,,
01/11/2014 8.00,"28,6","40,9","0,8","23,9","0,7",,,
01/11/2014 9.00,"18,6","29,0","0,8",,"0,7",,,
01/11/2014 10.00,"16,9","23,8","0,8","27,4","0,8",,,
01/11/2014 11.00,"17,1","24,5","0,7",,"0,8",,,
01/11/2014 12.00,"18,4","26,5","0,8","20,5","0,9",,,
01/11/2014 13.00,"22,3","32,0","0,8",,"0,8",,,
01/11/2014 14.00,"12,4","16,7","0,7","26,4","0,8",,,
01/11/2014 15.00,"11,5","15,2","0,7",,"0,7",,,
01/11/2014 16.00,"18,8","23,2","0,7","17,6","0,6",,,
01/11/2014 17.00,"43,4","57,0","1,0",,"0,7",,,
01/11/2014 18.00,"51,1","72,6","1,2","17,6","0,9",,,
01/11/2014 19.00,"62,5","91,5","1,4",,"1,2",,,
01/11/2014 20.00,"65,2","94,0","1,4","24,4","1,5",,,
01/11/2014 21.00,"71,2","88,6","1,4",,"1,7",,,
01/11/2014 22.00,"86,7","143,7","1,6","31,3","2,0",,,
01/11/2014 23.00,"75,1","117,2","1,2",,"2,4",,,
02/11/2014 0.00,"58,6","76,3","1,1","39,6","2,2",,,
02/11/2014 1.00,"43,9","59,6","1,1",,"2,0",,,
02/11/2014 2.00,"36,2","41,6","0,9","34,2","1,9",,,
02/11/2014 3.00,"16,7","19,0",,,"1,6",,,
02/11/2014 4.00,,,"0,8","33,2","1,2",,,
02/11/2014 5.00,"9,2","10,5","0,7",,"0,9",,,
02/11/2014 6.00,"9,0","9,9","0,7","32,2","0,8",,,
02/11/2014 7.00,"15,9","20,0","0,8",,"0,7",,,
02/11/2014 8.00,"12,0","15,1","0,8","23,4","0,6",,,
02/11/2014 9.00,"11,6","15,1","0,8",,"0,7",,,
02/11/2014 10.00,"13,6","17,3","0,8","20,0","0,7",,,
02/11/2014 11.00,"17,4","22,2","0,8",,"0,7",,,
02/11/2014 12.00,"26,5","37,4","0,8","23,9","0,7",,,
02/11/2014 13.00,"24,5","32,7","0,8",,"0,8",,,
02/11/2014 14.00,"14,9","20,4","0,7","13,7","0,7",,,
02/11/2014 15.00,"14,9","19,7","0,8",,"0,7",,,
02/11/2014 16.00,"20,4","24,9","0,8","14,7","0,7",,,
02/11/2014 17.00,"57,8","86,3","1,2",,"0,7",,,
02/11/2014 18.00,"71,2","82,1","1,3","24,4","1,1",,,
02/11/2014 19.00,"72,8","82,4","1,2",,"1,2",,,
02/11/2014 20.00,"66,4","73,2","1,3","40,0","1,4",,,
02/11/2014 21.00,"71,1","81,5","1,5",,"1,7",,,
02/11/2014 22.00,"78,0","123,6","1,7","43,0","1,9",,,
02/11/2014 23.00,"59,6","87,1","1,3",,"2,2",,,
03/11/2014 0.00,"36,1","49,4","1,1","54,7","2,1",,,
03/11/2014 1.00,"39,3","55,0","1,2",,"2,0",,,
03/11/2014 2.00,"44,3","62,2","1,2","47,4","1,9",,,
03/11/2014 3.00,"50,4","79,9","1,2",,"2,0",,,
03/11/2014 4.00,"37,9","50,3","1,1","45,9","2,0",,,
03/11/2014 5.00,"32,2","43,6","1,1",,"1,8",,,
03/11/2014 6.00,"50,1","81,4","1,1","47,4","1,7",,,
03/11/2014 7.00,"82,2","231,0","1,3",,"1,7",,,
03/11/2014 8.00,"116,2","375,2","2,0","55,2","2,0",,,
03/11/2014 9.00,"76,5","153,6","1,4",,"2,7",,,
03/11/2014 10.00,"32,2","47,9","0,9","30,8","2,7",,,
03/11/2014 11.00,"21,8","29,8","0,8",,"2,2",,,
03/11/2014 12.00,"26,4","35,8","0,8","34,7","1,7",,,
03/11/2014 13.00,"37,3","55,8","0,9",,"1,4",,,
03/11/2014 14.00,"36,9","49,4","0,8","43,5","1,3",,,
03/11/2014 15.00,"46,3","66,1","0,9",,"1,2",,,
03/11/2014 16.00,"59,9","93,5","1,0","31,3","1,2",,,
03/11/2014 17.00,"102,1","176,1","1,4",,"1,3",,,
03/11/2014 18.00,"107,6","174,8","1,6","42,5","1,8",,,
03/11/2014 19.00,"96,2","154,2","1,3",,"2,1",,,
03/11/2014 20.00,"81,0","107,9","1,3","43,5","2,1",,,
03/11/2014 21.00,"78,2","101,3","1,2",,"2,2",,,
03/11/2014 22.00,"47,3","51,6","1,1","59,1","2,1",,,
03/11/2014 23.00,"30,5","33,2","1,0",,"2,0",,,
04/11/2014 0.00,"24,6","26,3","0,9","53,2","1,8",,,
04/11/2014 1.00,"16,5","17,5","0,9",,"1,6",,,
04/11/2014 2.00,"14,2","14,7","0,8","44,9","1,4",,,
04/11/2014 3.00,"8,2","9,0",,,"1,2",,,
04/11/2014 4.00,,,"0,7","23,9","0,9",,,
04/11/2014 5.00,"6,5","7,4","0,7",,,,,
04/11/2014 6.00,"18,1","22,0","0,7","26,4","0,6",,,
04/11/2014 7.00,"34,5","44,7","0,8",,"0,6",,,
04/11/2014 8.00,"52,5","77,2","1,0","16,1","0,6",,,
04/11/2014 9.00,"44,8","64,9","0,9",,"0,9",,,
04/11/2014 10.00,"27,5","38,3","0,8","32,2","1,0",,,
04/11/2014 11.00,"29,3","40,2","0,8",,"0,9",,,
04/11/2014 12.00,"26,7","34,6","0,8","27,4","0,9",,,
04/11/2014 13.00,"41,9","61,3","0,9",,"0,8",,,
04/11/2014 14.00,"34,8","51,1","0,8","23,4","0,9",,,
04/11/2014 15.00,"27,1","38,6","0,7",,"0,9",,,
04/11/2014 16.00,"33,2","43,0","0,8","25,4","0,7",,,
04/11/2014 17.00,"50,1","62,1","0,9",,"0,7",,,
04/11/2014 18.00,"57,5","72,8","1,0","33,2","0,8",,,
04/11/2014 19.00,"56,7","73,5","1,0",,"1,1",,,
04/11/2014 20.00,"50,4","62,0","1,0","27,8","1,3",,,
04/11/2014 21.00,"45,9","55,0","1,0",,"1,3",,,
04/11/2014 22.00,"25,3","27,7","0,8","26,9","1,3",,,
04/11/2014 23.00,"18,3","20,1","0,8",,"1,1",,,
05/11/2014 0.00,"13,6","15,9","0,7","27,8","0,9",,,
05/11/2014 1.00,"6,6","7,5","0,7",,"0,8",,,
05/11/2014 2.00,"5,1","6,3","0,7","22,5","0,6",,,
05/11/2014 3.00,"3,2","4,3","0,7",,"0,4",,,
05/11/2014 4.00,"2,7","3,2","0,6","12,7","0,3",,,
05/11/2014 5.00,"3,0","4,0","0,6",,"0,3",,,
05/11/2014 6.00,"7,4","9,0","0,6","20,5","0,2",,,
05/11/2014 7.00,"18,0","23,6","0,7",,"0,2",,,
05/11/2014 8.00,"23,1","30,1","0,7","20,5","0,2",,,
05/11/2014 9.00,"21,7","29,4","0,8",,"0,3",,,
05/11/2014 10.00,"15,8","22,3","0,7","18,6","0,4",,,
05/11/2014 11.00,"15,8","21,6","0,7",,"0,4",,,
05/11/2014 12.00,"16,9","23,9","0,7","23,9","0,4",,,
05/11/2014 13.00,"20,5","28,8","0,8",,"0,4",,,
05/11/2014 14.00,"91,6","254,4","0,8","30,3","0,5",,,
05/11/2014 15.00,"177,5","473,2","0,8",,"0,5",,,
05/11/2014 16.00,"242,9","574,7","0,9","29,3","0,5",,,
05/11/2014 17.00,"100,1","259,5","0,8",,"0,7",,,
05/11/2014 18.00,"17,3","21,9","0,7","30,3","0,5",,,
05/11/2014 19.00,"16,2","19,3","0,7",,"0,4",,,
05/11/2014 20.00,"13,4","15,7","0,7","25,9","0,4",,,
05/11/2014 21.00,"10,4","13,0","0,7",,"0,3",,,
05/11/2014 22.00,"5,3","7,2","0,7","28,3","0,3",,,
05/11/2014 23.00,"3,9","5,7","0,7",,"0,2",,,
06/11/2014 0.00,"3,0","4,4","0,7","23,4","0,2",,,
06/11/2014 1.00,"2,5","4,5","0,7",,"0,2",,,
06/11/2014 2.00,"1,9","3,7","0,7","30,3","0,1",,,
06/11/2014 3.00,,,,,"0,2",,,
06/11/2014 4.00,,,"0,7","32,7","0,1",,,
06/11/2014 5.00,"1,6","3,0","0,6",,"0,1",,,
06/11/2014 6.00,"3,9","5,8","0,7","30,8","0,1",,,
06/11/2014 7.00,"7,2","10,1","0,7",,"0,2",,,
06/11/2014 8.00,"14,2","18,4","0,7","44,0","0,2",,,
06/11/2014 9.00,"13,6","18,4","0,7",,"0,2",,,
06/11/2014 10.00,"11,8","15,8","0,7","39,6","0,3",,,
06/11/2014 11.00,"13,0","17,7","0,7",,"0,3",,,
06/11/2014 12.00,"13,1","18,0","0,7","42,5","0,4",,,
06/11/2014 13.00,"13,1","17,4","0,7",,"0,3",,,
06/11/2014 14.00,"12,1","15,7","0,7","42,5","0,3",,,
06/11/2014 15.00,"36,9","64,7","0,7",,"0,3",,,
06/11/2014 16.00,"46,4","82,4","0,8","47,4","0,3",,,
06/11/2014 17.00,"12,8","16,4",,,"0,2",,,
06/11/2014 18.00,"10,9","13,8","0,7","46,4","0,2",,,
06/11/2014 19.00,"10,4","14,0","0,7",,"0,2",,,
06/11/2014 20.00,"8,6","11,8","0,7","39,6","0,2",,,
06/11/2014 21.00,"7,8","10,5","0,7",,"0,2",,,
06/11/2014 22.00,"3,9","5,7","0,7","38,6","0,1",,,
06/11/2014 23.00,"4,3","6,2","0,7",,"0,1",,,
07/11/2014 0.00,"3,9","5,4","0,7","29,8","0,1",,,
07/11/2014 1.00,"3,9","5,8","0,7",,"0,1",,,
07/11/2014 2.00,"3,8","5,6","0,7","31,3","0,1",,,
07/11/2014 3.00,"2,3","4,0","0,7",,"0,1",,,
07/11/2014 4.00,"1,7","3,2","0,7","28,3",,,,
07/11/2014 5.00,"1,1","2,5","0,7",,,,,
07/11/2014 6.00,"2,8","4,3","0,7","33,7",,,,
07/11/2014 7.00,"7,1","10,5","0,7",,"0,1",,,
07/11/2014 8.00,"17,8","25,8","0,7","39,1","0,1",,,
07/11/2014 9.00,"17,4","24,5","0,7",,"0,3",,,
07/11/2014 10.00,"11,7","15,8","0,7","42,5","0,2",,,
07/11/2014 11.00,"9,8","14,3","0,7",,"0,1",,,
07/11/2014 12.00,"9,5","13,4","0,7","33,7","0,1",,,
07/11/2014 13.00,"15,4","23,4","0,7",,"0,3",,,
07/11/2014 14.00,"33,9","53,8","0,8","27,4","0,4",,,
07/11/2014 15.00,"85,1","129,7","0,9",,"0,5",,,
07/11/2014 16.00,"168,3","286,3","1,1","43,0","0,6",,,
07/11/2014 17.00,"40,9","53,8","0,8",,"0,8",,,
07/11/2014 18.00,"26,3","32,0","0,7","31,3","0,4",,,
07/11/2014 19.00,"22,5","27,0","0,7",,"0,4",,,
07/11/2014 20.00,"27,1","33,3","0,7","22,5","0,3",,,
07/11/2014 21.00,"15,6","19,2","0,7",,"0,4",,,
07/11/2014 22.00,"7,3","9,9","0,6","27,4","0,1",,,
07/11/2014 23.00,"5,9","8,5","0,6",,"0,1",,,
08/11/2014 0.00,"4,7","7,0","0,7","23,0","0,1",,,
08/11/2014 1.00,"4,3","6,4","0,6",,,,,
08/11/2014 2.00,"4,4","6,1","0,6","25,9",,,,
08/11/2014 3.00,"4,2","5,9",,,"0,1",,,
08/11/2014 4.00,,,"0,6","17,6",,,,
08/11/2014 5.00,"5,4","6,5","0,6",,,,,
08/11/2014 6.00,"9,6","11,8","0,6","24,4",,,,
08/11/2014 7.00,"17,2","21,8","0,7",,"0,1",,,
08/11/2014 8.00,"27,0","36,8","0,7","34,2","0,1",,,
08/11/2014 9.00,"19,9","27,0","0,7",,"0,5",,,
08/11/2014 10.00,"14,6","20,5","0,7","44,9","0,4",,,
08/11/2014 11.00,"36,7","69,7","0,7",,"0,3",,,
08/11/2014 12.00,"105,6","221,3","0,8","66,4","0,4",,,
08/11/2014 13.00,"145,3","291,6","0,9",,"0,6",,,
08/11/2014 14.00,"94,5","223,7","0,8","73,7","0,7",,,
08/11/2014 15.00,"13,9","18,1","0,7",,"0,2",,,
08/11/2014 16.00,"18,8","22,6","0,7","70,8","0,2",,,
08/11/2014 17.00,"50,2","61,4","1,4",,"0,7",,,
08/11/2014 18.00,"74,4","102,2","1,4","67,9","1,9",,,
08/11/2014 19.00,"92,9","161,3","1,9",,"2,1",,,
08/11/2014 20.00,"89,0","141,6","1,6","63,0","2,4",,,
08/11/2014 21.00,"89,1","133,6","1,9",,"2,8",,,
08/11/2014 22.00,"101,2","183,4","1,9","71,3","2,9",,,
08/11/2014 23.00,"95,9","206,3","1,8",,"2,7",,,
09/11/2014 0.00,"114,5","294,2","1,8","83,5","2,9",,,
09/11/2014 1.00,"130,8","458,0","2,7",,"4,2",,,
09/11/2014 2.00,"97,3","356,7","2,5","78,6","4,2",,,
09/11/2014 3.00,"61,5","153,8","1,7",,"3,1",,,
09/11/2014 4.00,"57,0","196,8","2,0","71,3","3,1",,,
09/11/2014 5.00,"48,9","138,0","1,7",,"3,3",,,
09/11/2014 6.00,"45,2","83,9","1,3","62,5","2,5",,,
09/11/2014 7.00,"51,6","87,6","1,0",,"1,6",,,
09/11/2014 8.00,"58,4","104,3","1,2","61,5","1,4",,,
09/11/2014 9.00,"54,2","91,1","1,2",,"1,9",,,
09/11/2014 10.00,"18,7","28,8","0,8","54,7","1,2",,,
09/11/2014 11.00,"24,9","39,2","0,9",,"1,2",,,
09/11/2014 12.00,"28,3","43,6","0,9","47,4","1,0",,,
09/11/2014 13.00,"18,0","26,1","0,8",,"0,8",,,
09/11/2014 14.00,"15,7","21,5","0,8","47,9","0,9",,,
09/11/2014 15.00,"17,1","22,5","0,8",,"0,8",,,
09/11/2014 16.00,"29,0","43,5","0,9","61,5","0,6",,,
09/11/2014 17.00,"89,5","164,5","2,1",,"1,6",,,
09/11/2014 18.00,"121,9","280,8","3,3","59,1","4,3",,,
09/11/2014 19.00,"111,0","254,5","4,0",,"5,9",,,
09/11/2014 20.00,"103,9","233,2","3,1","73,7","5,6",,,
09/11/2014 21.00,"72,3","118,1","2,3",,"3,4",,,
09/11/2014 22.00,"65,0","104,6","1,5","66,4","3,0",,,
09/11/2014 23.00,"61,1","102,4","1,4",,"2,4",,,
10/11/2014 0.00,"48,8","81,1","1,2","59,6","1,5",,,
10/11/2014 1.00,"31,1","47,3","1,0",,"1,7",,,
10/11/2014 2.00,"17,8","22,4","0,8","57,6","1,2",,,
10/11/2014 3.00,"16,8","21,9",,,"0,8",,,
10/11/2014 4.00,,,"0,8","51,3","0,7",,,
10/11/2014 5.00,"7,8","10,1","0,7",,"0,5",,,
10/11/2014 6.00,"14,0","16,9","0,7","42,5","0,6",,,
10/11/2014 7.00,"41,1","59,5","0,8",,"0,6",,,
10/11/2014 8.00,"50,8","73,7","1,0","53,2","0,7",,,
10/11/2014 9.00,"49,9","73,9","1,0",,"1,4",,,
10/11/2014 10.00,"52,4","81,4","1,0","91,3","1,1",,,
10/11/2014 11.00,"31,3","46,4","0,9",,"1,0",,,
10/11/2014 12.00,"28,6","41,0","0,9","66,4","0,9",,,
10/11/2014 13.00,"29,8","39,5","0,8",,"0,7",,,
10/11/2014 14.00,"32,1","42,8","0,9","67,4","0,8",,,
10/11/2014 15.00,"40,0","57,7","0,8",,"0,9",,,
10/11/2014 16.00,"30,2","36,6","0,8","71,3","0,6",,,
10/11/2014 17.00,"51,0","66,6","0,9",,"1,1",,,
10/11/2014 18.00,"65,8","93,9","1,1","63,5","1,3",,,
10/11/2014 19.00,"64,2","90,8","1,1",,"1,6",,,
10/11/2014 20.00,"58,9","85,5","1,2","60,6","1,9",,,
10/11/2014 21.00,"47,1","61,5","1,1",,"2,0",,,
10/11/2014 22.00,"39,8","48,2","1,0","62,0","1,7",,,
10/11/2014 23.00,"24,8","28,9","0,9",,"1,5",,,
11/11/2014 0.00,"17,9","20,6","0,9","54,7","1,2",,,
11/11/2014 1.00,"12,3","14,4","0,8",,"0,9",,,
11/11/2014 2.00,"9,5","12,2","0,8","54,2","0,8",,,
11/11/2014 3.00,"9,9","11,9","0,7",,"0,8",,,
11/11/2014 4.00,"4,8","6,1","0,7","51,3","0,5",,,
11/11/2014 5.00,"6,8","8,6","0,7",,"0,4",,,
11/11/2014 6.00,"12,5","16,1","0,7","44,4","0,3",,,
11/11/2014 7.00,"28,4","37,5","0,8",,"0,5",,,
11/11/2014 8.00,"36,9","52,1","0,9","56,7","0,9",,,
11/11/2014 9.00,"31,4","45,6","0,9",,"1,1",,,
11/11/2014 10.00,"20,6","28,8","0,8","51,3","0,9",,,
11/11/2014 11.00,"15,6","21,3","0,7",,"0,7",,,
11/11/2014 12.00,"17,2","23,0","0,8","46,4","0,7",,,
11/11/2014 13.00,"19,1","26,2","0,8",,"0,5",,,
11/11/2014 14.00,"55,1","105,9","0,8","51,3","0,7",,,
11/11/2014 15.00,"89,9","174,2","0,9",,"0,7",,,
11/11/2014 16.00,"33,1","46,2","0,8","53,7","0,7",,,
11/11/2014 17.00,"29,2","35,0","0,8",,"0,7",,,
11/11/2014 18.00,"29,6","35,3","0,9","56,2","0,8",,,
11/11/2014 19.00,"23,8","28,3","0,8",,"0,9",,,
11/11/2014 20.00,"21,0","25,8","0,8","47,9","0,9",,,
11/11/2014 21.00,"20,1","23,8","0,8",,"0,9",,,
11/11/2014 22.00,"10,4","12,2","0,8","45,4","0,7",,,
11/11/2014 23.00,"7,0","8,7","0,7",,"0,4",,,
12/11/2014 0.00,"7,7","9,4","0,7","47,4","0,4",,,
12/11/2014 1.00,"5,4","7,1","0,7",,"0,3",,,
12/11/2014 2.00,"3,9","5,6","0,7","39,1","0,3",,,
12/11/2014 3.00,"4,6","6,1",,,"0,3",,,
12/11/2014 4.00,,,"0,7","37,1","0,2",,,
12/11/2014 5.00,"1,8","3,2","0,7",,"0,2",,,
12/11/2014 6.00,"3,2","4,4","0,7","41,5","0,1",,,
12/11/2014 7.00,"9,5","13,9","0,7",,"0,1",,,
12/11/2014 8.00,"14,4","19,3","0,7","52,3","0,2",,,
12/11/2014 9.00,"19,6","27,2","0,8",,"0,4",,,
12/11/2014 10.00,"15,8","21,0","0,7","42,0","0,5",,,
12/11/2014 11.00,"25,7","34,1","0,8",,"0,3",,,
12/11/2014 12.00,"27,9","37,7","0,8","51,8","0,5",,,
12/11/2014 13.00,"37,3","57,4","0,9",,"0,7",,,
12/11/2014 14.00,"28,8","44,5","0,8","51,3","0,7",,,
12/11/2014 15.00,"25,7","39,4","0,8",,"1,3",,,
12/11/2014 16.00,"16,4","22,0","0,7","55,2","0,6",,,
12/11/2014 17.00,"28,1","36,7","0,8",,"0,4",,,
12/11/2014 18.00,"31,5","39,0","0,8","49,3","0,7",,,
12/11/2014 19.00,"45,2","60,3","0,9",,"1,0",,,
12/11/2014 20.00,"31,4","39,7","0,9","37,1","0,8",,,
12/11/2014 21.00,"31,1","38,3","0,8",,"0,8",,,
12/11/2014 22.00,"20,3","24,4","0,8","38,1","0,6",,,
12/11/2014 23.00,"21,4","27,5","0,8",,"0,5",,,
13/11/2014 0.00,"18,1","22,1","0,8","42,0","0,6",,,
13/11/2014 1.00,"18,4","25,0","0,9",,"0,5",,,
13/11/2014 2.00,"25,0","36,4","0,8","46,9","1,0",,,
13/11/2014 3.00,"16,7","21,2","0,8",,"0,8",,,
13/11/2014 4.00,"10,9","13,5","0,7","17,6","0,6",,,
13/11/2014 5.00,"11,1","15,9","0,7",,"0,4",,,
13/11/2014 6.00,"7,1","8,8","0,7","20,5","0,2",,,
13/11/2014 7.00,"28,7","36,7","0,7",,"0,2",,,
13/11/2014 8.00,"39,7","52,0","0,8","22,5","0,4",,,
13/11/2014 9.00,"55,3","77,6","0,9",,"0,5",,,
13/11/2014 10.00,"49,6","73,5","0,9","21,5","1,2",,,
13/11/2014 11.00,"23,6","35,9","0,8",,"0,7",,,
13/11/2014 12.00,"38,0","69,8","0,9","15,6","1,0",,,
13/11/2014 13.00,"38,4","65,6","0,9",,"0,7",,,
13/11/2014 14.00,"24,1","41,8","0,7","12,2","0,5",,,
13/11/2014 15.00,"79,9","169,7","0,9",,"0,5",,,
13/11/2014 16.00,"30,2","38,0","0,8","16,1","0,6",,,
13/11/2014 17.00,"73,6","133,3","1,2",,"0,6",,,
13/11/2014 18.00,"102,9","229,8","1,5","12,2","2,4",,,
13/11/2014 19.00,"102,2","255,5","1,7",,"2,2",,,
13/11/2014 20.00,"80,7","171,7","1,4","12,7","2,6",,,
13/11/2014 21.00,"51,1","67,2","1,1",,"1,6",,,
13/11/2014 22.00,"37,0","43,4","1,0","17,6","1,6",,,
13/11/2014 23.00,"24,0","25,8","0,9",,"1,2",,,
14/11/2014 0.00,"21,8","24,3","0,8","28,8","0,9",,,
14/11/2014 1.00,"21,9","24,7","0,8",,"1,1",,,
14/11/2014 2.00,"17,6","20,2","0,8","16,1","0,7",,,
14/11/2014 3.00,"12,3","15,2",,,"0,7",,,
14/11/2014 4.00,,,"0,7","16,6","0,4",,,
14/11/2014 5.00,"10,5","13,2","0,7",,"0,5",,,
14/11/2014 6.00,"26,3","35,0","0,8","9,8","0,4",,,
14/11/2014 7.00,"40,5","50,0","0,8",,"0,7",,,
14/11/2014 8.00,"34,4","46,2","0,9","20,5","0,6",,,
14/11/2014 9.00,"52,6","99,6","1,2",,"1,1",,,
14/11/2014 10.00,"31,1","46,3","0,9","14,7","1,2",,,
14/11/2014 11.00,"26,5","39,1","0,8",,"1,0",,,
14/11/2014 12.00,"26,5","38,7","0,8","10,3","0,8",,,
14/11/2014 13.00,"26,9","36,8","0,9",,"0,8",,,
14/11/2014 14.00,"28,1","39,0","0,8","21,0","0,8",,,
14/11/2014 15.00,"26,6","35,6","0,8",,"0,9",,,
14/11/2014 16.00,"37,2","47,5","0,8","12,7","1,1",,,
14/11/2014 17.00,"41,8","51,3","0,9",,"0,8",,,
14/11/2014 18.00,"42,0","50,3","1,0","15,6","1,0",,,
14/11/2014 19.00,"50,8","60,3","1,0",,"1,4",,,
14/11/2014 20.00,"51,8","71,2","1,1","14,7","1,2",,,
14/11/2014 21.00,"51,2","64,4","1,1",,"1,5",,,
14/11/2014 22.00,"41,9","57,4","1,0","20,0","1,7",,,
14/11/2014 23.00,"56,2","97,7","1,2",,"1,5",,,
15/11/2014 0.00,"45,5","76,9","1,1","23,4","1,5",,,
15/11/2014 1.00,"27,6","40,7","1,0",,"1,6",,,
15/11/2014 2.00,"28,7","53,4","1,1","24,4","1,5",,,
15/11/2014 3.00,"23,9","42,7","1,0",,"1,6",,,
15/11/2014 4.00,"14,9","25,2","0,9","21,5","1,1",,,
15/11/2014 5.00,"24,7","41,3","0,9",,"1,2",,,
15/11/2014 6.00,"17,6","26,3","0,9","24,4","1,2",,,
15/11/2014 7.00,"44,6","145,4","1,2",,"1,3",,,
15/11/2014 8.00,"69,8","269,1","1,8","24,9","2,5",,,
15/11/2014 9.00,"72,5","232,2","1,9",,"3,0",,,
15/11/2014 10.00,"39,4","68,2","1,1","43,5","2,4",,,
15/11/2014 11.00,"24,2","39,1","0,9",,"1,4",,,
15/11/2014 12.00,"27,0","39,4","0,9","22,5","1,2",,,
15/11/2014 13.00,"33,3","50,5","1,0",,"1,4",,,
15/11/2014 14.00,"40,3","55,4","1,0","23,4","1,2",,,
15/11/2014 15.00,"46,1","62,4","1,0",,"1,4",,,
15/11/2014 16.00,"44,5","61,5","0,9","21,5","1,3",,,
15/11/2014 17.00,"54,7","71,7","1,2",,"1,3",,,
15/11/2014 18.00,"58,5","78,5","1,4","23,0","1,9",,,
15/11/2014 19.00,"54,5","73,2","1,4",,"2,0",,,
15/11/2014 20.00,"59,2","83,2","1,4","23,9","1,7",,,
15/11/2014 21.00,"52,6","70,5","1,2",,"1,9",,,
15/11/2014 22.00,"39,5","48,9","1,0","30,3","1,3",,,
15/11/2014 23.00,"37,3","47,4","1,0",,"1,0",,,
16/11/2014 0.00,"37,3","48,3","0,9","17,6","0,8",,,
16/11/2014 1.00,"31,8","41,6","0,9",,"0,8",,,
16/11/2014 2.00,"21,0","26,3","0,8","14,2","0,7",,,
16/11/2014 3.00,"20,1","27,4",,,"0,3",,,
16/11/2014 4.00,,,"0,8","17,6","0,3",,,
16/11/2014 5.00,"15,4","18,8","0,7",,"0,5",,,
16/11/2014 6.00,"14,3","16,8","0,8","17,1","0,3",,,
16/11/2014 7.00,"20,2","26,2","0,8",,"0,4",,,
16/11/2014 8.00,"16,2","21,4","0,8","15,6","0,4",,,
16/11/2014 9.00,"21,5","30,5","0,8",,"0,5",,,
16/11/2014 10.00,"35,8","61,0","1,0","16,1","0,8",,,
16/11/2014 11.00,"44,3","83,8","1,2",,"1,6",,,
16/11/2014 12.00,"50,2","93,3","1,3","23,0","1,5",,,
16/11/2014 13.00,"21,2","35,0","0,8",,"0,9",,,
16/11/2014 14.00,"12,8","17,1","0,7","13,7","0,7",,,
16/11/2014 15.00,"27,4","44,2","0,8",,"0,7",,,
16/11/2014 16.00,"49,6","83,2","1,1","22,5","1,4",,,
16/11/2014 17.00,"46,6","72,5","2,1",,"1,4",,,
16/11/2014 18.00,"75,7","131,8","2,3","17,6","2,1",,,
16/11/2014 19.00,"72,1","129,9","2,5",,"2,6",,,
16/11/2014 20.00,"60,1","105,8","3,0","20,5","3,1",,,
