Stat,MOLFETTA VERDI,,,
19/08/2014 19.00,"1,7","9,6","15,7","23,1"
19/08/2014 20.00,"1,8","14,9","22,1","23,1"
19/08/2014 21.00,"1,9","20,2","29,2","23,1"
19/08/2014 22.00,"1,5","16,5","24,2","23,1"
19/08/2014 23.00,"0,7","15,3","23,0","23,1"
20/08/2014 0.00,"0,4","15,6","24,6","23,1"
20/08/2014 1.00,"0,6","14,6","25,0","32,3"
20/08/2014 2.00,"0,4",,,"32,3"
20/08/2014 3.00,"0,5","7,2","13,2","32,3"
20/08/2014 4.00,"0,5","7,6","13,9","32,3"
20/08/2014 5.00,"0,5","7,8","13,2","32,3"
20/08/2014 6.00,"0,5","4,2","9,0","32,3"
20/08/2014 7.00,"0,4","7,6","12,8","32,3"
20/08/2014 8.00,"0,5","12,7","18,1","32,3"
20/08/2014 9.00,"0,4","27,4","39,4","32,3"
20/08/2014 10.00,"1,5","34,5","48,3","32,3"
20/08/2014 11.00,"1,1","16,8","24,4","32,3"
20/08/2014 12.00,"0,7","17,1","24,9","32,3"
20/08/2014 13.00,"0,5","17,9","23,7","32,3"
20/08/2014 14.00,"1,6","13,9","20,5","32,3"
20/08/2014 15.00,"2,0","6,7","12,4","32,3"
20/08/2014 16.00,"0,2","3,1","7,6","32,3"
20/08/2014 17.00,"0,2","4,5","10,0","32,3"
20/08/2014 18.00,"0,7","6,3","11,6","32,3"
20/08/2014 19.00,"1,1","8,9","15,1","32,3"
20/08/2014 20.00,"0,4","21,2","28,9","32,3"
20/08/2014 21.00,"0,4","21,1","28,3","32,3"
20/08/2014 22.00,"0,8","33,1","43,8","32,3"
20/08/2014 23.00,"1,3","45,8","60,0","32,3"
21/08/2014 0.00,"0,8","47,5","62,5","32,3"
21/08/2014 1.00,"0,5","20,0","27,5","36,3"
21/08/2014 2.00,"0,5","15,8","23,5","36,3"
21/08/2014 3.00,"0,4","9,6","14,4","36,3"
21/08/2014 4.00,"0,4","9,4","14,3","36,3"
21/08/2014 5.00,"0,4","4,5","9,2","36,3"
21/08/2014 6.00,"0,5","4,4","9,0","36,3"
21/08/2014 7.00,"0,5","9,0","15,0","36,3"
21/08/2014 8.00,"0,8","11,8","17,3","36,3"
21/08/2014 9.00,"0,7","26,6","36,8","36,3"
21/08/2014 10.00,"0,4","21,6","32,6","36,3"
21/08/2014 11.00,"0,2","20,0","30,1","36,3"
21/08/2014 12.00,"0,1","16,3","25,3","36,3"
21/08/2014 13.00,"0,1","11,3","18,7","36,3"
21/08/2014 14.00,,"7,0","12,6","36,3"
21/08/2014 15.00,,"6,9","12,7","36,3"
21/08/2014 16.00,"0,2","5,9","11,1","36,3"
21/08/2014 17.00,"0,2","5,6","11,0","36,3"
21/08/2014 18.00,"0,1","6,6","11,8","36,3"
21/08/2014 19.00,"0,1","8,6","14,5","36,3"
21/08/2014 20.00,"0,3","10,3","17,1","36,3"
21/08/2014 21.00,"0,2","13,9","20,8","36,3"
21/08/2014 22.00,"0,2","16,3","23,1","36,3"
21/08/2014 23.00,"0,3","25,1","33,3","36,3"
22/08/2014 0.00,"0,2","31,0","43,3","36,3"
22/08/2014 1.00,"0,1","31,3","43,7","35,7"
22/08/2014 2.00,"0,1",,,"35,7"
22/08/2014 3.00,,"17,1","22,9","35,7"
22/08/2014 4.00,"0,1","11,9","17,5","35,7"
22/08/2014 5.00,"0,1","8,8","13,7","35,7"
22/08/2014 6.00,"0,1","8,0","13,3","35,7"
22/08/2014 7.00,"0,4","10,8","16,6","35,7"
22/08/2014 8.00,"0,2","15,7","22,5","35,7"
22/08/2014 9.00,"0,4","23,4","33,0","35,7"
22/08/2014 10.00,"0,1","18,1","27,0","35,7"
22/08/2014 11.00,"0,1","18,5","27,1","35,7"
22/08/2014 12.00,,"17,0","25,4","35,7"
22/08/2014 13.00,"0,2","9,8","17,6","35,7"
22/08/2014 14.00,,"9,2","16,0","35,7"
22/08/2014 15.00,"0,1","6,8","13,0","35,7"
22/08/2014 16.00,"0,1","3,2","8,6","35,7"
22/08/2014 17.00,"0,2","2,8","8,1","35,7"
22/08/2014 18.00,"0,1","2,8","7,7","35,7"
22/08/2014 19.00,"0,1","3,5","8,5","35,7"
22/08/2014 20.00,"0,3","6,3","12,4","35,7"
22/08/2014 21.00,"0,3","7,8","14,0","35,7"
22/08/2014 22.00,"0,3","10,4","16,9","35,7"
22/08/2014 23.00,"0,3","9,9","16,5","35,7"
23/08/2014 0.00,"0,4","7,3","13,1","35,7"
23/08/2014 1.00,"0,4","13,2","18,6","34,9"
23/08/2014 2.00,"0,1","17,9","24,1","34,9"
23/08/2014 3.00,"0,1","18,3","26,3","34,9"
23/08/2014 4.00,"0,1","16,6","24,7","34,9"
23/08/2014 5.00,,"11,5","17,6","34,9"
23/08/2014 6.00,"0,3","9,4","14,7","34,9"
23/08/2014 7.00,"0,1","14,5","20,2","34,9"
23/08/2014 8.00,,"21,2","28,1","34,9"
23/08/2014 9.00,"0,1","23,3","32,7","34,9"
23/08/2014 10.00,"0,1","16,0","24,7","34,9"
23/08/2014 11.00,"0,2","12,4","19,3","34,9"
23/08/2014 12.00,"0,1","8,0","14,4","34,9"
23/08/2014 13.00,"1,0","6,5","12,5","34,9"
23/08/2014 14.00,"1,0","6,3","12,1","34,9"
23/08/2014 15.00,,"5,8","11,0","34,9"
23/08/2014 16.00,"0,1","4,3","9,0","34,9"
23/08/2014 17.00,"0,7","5,7","10,8","34,9"
23/08/2014 18.00,"0,2","5,0","9,7","34,9"
23/08/2014 19.00,"0,3","6,9","13,6","34,9"
23/08/2014 20.00,"0,1","11,3","18,6","34,9"
23/08/2014 21.00,"0,7","35,0","50,9","34,9"
23/08/2014 22.00,"2,6","55,3","88,5","34,9"
23/08/2014 23.00,"1,7","47,6","68,0","34,9"
24/08/2014 0.00,"2,2","37,6","53,5","34,9"
24/08/2014 1.00,"2,5","30,0","42,5","17,1"
24/08/2014 2.00,"1,6",,,"17,1"
24/08/2014 3.00,"0,7","27,8","35,4","17,1"
24/08/2014 4.00,"1,7","19,9","26,5","17,1"
24/08/2014 5.00,"1,3","12,9","18,8","17,1"
24/08/2014 6.00,"2,1","9,6","14,7","17,1"
24/08/2014 7.00,"2,1","8,4","13,6","17,1"
24/08/2014 8.00,"0,3","10,3","16,1","17,1"
24/08/2014 9.00,"0,1","11,4","18,2","17,1"
24/08/2014 10.00,"0,8","12,4","19,5","17,1"
24/08/2014 11.00,,"10,8","18,0","17,1"
24/08/2014 12.00,"0,5","9,5","15,9","17,1"
24/08/2014 13.00,"0,3","5,9","11,2","17,1"
24/08/2014 14.00,"0,8","6,2","12,8","17,1"
24/08/2014 15.00,"1,0","3,9","8,4","17,1"
24/08/2014 16.00,"2,5","1,4","5,8","17,1"
24/08/2014 17.00,"2,6","1,0","5,4","17,1"
24/08/2014 18.00,"2,8","1,4","5,8","17,1"
24/08/2014 19.00,"2,5","2,0","6,7","17,1"
24/08/2014 20.00,"2,4","3,7","8,8","17,1"
24/08/2014 21.00,"2,3","6,1","11,7","17,1"
24/08/2014 22.00,"3,5","13,6","22,2","17,1"
24/08/2014 23.00,"2,1","14,4","22,2","17,1"
25/08/2014 0.00,"2,3","22,3","29,7","17,1"
25/08/2014 1.00,"2,3","26,5","35,4","14,3"
25/08/2014 2.00,"2,7","18,7","25,0","14,3"
25/08/2014 3.00,"2,2","15,5","21,5","14,3"
25/08/2014 4.00,"2,6","11,3","17,0","14,3"
25/08/2014 5.00,"2,5","7,0","12,3","14,3"
25/08/2014 6.00,"2,3","5,2","10,7","14,3"
25/08/2014 7.00,"1,6","5,3","10,7","14,3"
25/08/2014 8.00,"1,9","7,6","12,6","14,3"
25/08/2014 9.00,"1,4","14,1","20,1","14,3"
25/08/2014 10.00,"1,0","23,7","30,3","14,3"
25/08/2014 11.00,"0,3","26,7","35,6","14,3"
25/08/2014 12.00,"0,5","24,0","33,0","14,3"
25/08/2014 13.00,"1,3","20,4","29,5","14,3"
25/08/2014 14.00,"0,9","11,9","18,8","14,3"
25/08/2014 15.00,"1,1","8,4","14,3","14,3"
25/08/2014 16.00,"1,1","5,6","10,9","14,3"
25/08/2014 17.00,"0,8","2,5","7,6","14,3"
25/08/2014 18.00,"0,6","4,2","9,8","14,3"
25/08/2014 19.00,"0,1","6,5","12,7","14,3"
25/08/2014 20.00,"0,6","7,6","13,7","14,3"
25/08/2014 21.00,"0,4","9,7","15,6","14,3"
25/08/2014 22.00,"1,0","11,3","16,9","14,3"
25/08/2014 23.00,"1,1","22,6","34,3","14,3"
26/08/2014 0.00,"1,8","18,6","24,4","14,3"
26/08/2014 1.00,"1,3","22,7","29,4","21,4"
26/08/2014 2.00,"1,3",,,"21,4"
26/08/2014 3.00,"1,7","20,2","25,9","21,4"
26/08/2014 4.00,"0,9","17,1","23,0","21,4"
26/08/2014 5.00,"0,2","13,4","18,7","21,4"
26/08/2014 6.00,"0,3","10,9","16,0","21,4"
26/08/2014 7.00,"1,1","10,4","16,0","21,4"
26/08/2014 8.00,"3,4","14,3","20,1","21,4"
26/08/2014 9.00,"3,6","23,0","32,8","21,4"
26/08/2014 10.00,"3,4","24,0","34,4","21,4"
26/08/2014 11.00,"2,8","15,3","23,6","21,4"
26/08/2014 12.00,"0,2","8,3","14,2","21,4"
26/08/2014 13.00,"1,4","7,5","13,7","21,4"
26/08/2014 14.00,"1,2","10,9","17,8","21,4"
26/08/2014 15.00,"0,1","6,3","11,6","21,4"
26/08/2014 16.00,"1,2","5,9","11,0","21,4"
26/08/2014 17.00,"1,1","6,3","12,1","21,4"
26/08/2014 18.00,"0,2","7,3","12,8","21,4"
26/08/2014 19.00,"0,8","11,6","17,9","21,4"
26/08/2014 20.00,"0,6","21,4","29,0","21,4"
26/08/2014 21.00,"1,0","35,7","43,8","21,4"
26/08/2014 22.00,"1,0","39,5","50,2","21,4"
26/08/2014 23.00,"1,6","32,7","41,2","21,4"
27/08/2014 0.00,"2,0","17,7","24,9","21,4"
27/08/2014 1.00,"1,9","17,6","25,7","25,2"
27/08/2014 2.00,"1,8","16,0","22,2","25,2"
27/08/2014 3.00,"1,7","8,4","14,3","25,2"
27/08/2014 4.00,"0,5","5,8","10,8","25,2"
27/08/2014 5.00,"1,3","4,9","9,7","25,2"
27/08/2014 6.00,"1,6","4,7","9,7","25,2"
27/08/2014 7.00,"0,6","6,6","11,6","25,2"
27/08/2014 8.00,"2,3","16,4","22,5","25,2"
27/08/2014 9.00,"1,7","35,7","50,5","25,2"
27/08/2014 10.00,"2,5","52,8","81,0","25,2"
27/08/2014 11.00,"1,5","34,1","46,8","25,2"
27/08/2014 12.00,"0,7","26,5","36,4","25,2"
27/08/2014 13.00,"1,0","15,1","23,0","25,2"
27/08/2014 14.00,"0,6","9,4","15,6","25,2"
27/08/2014 15.00,"2,7","5,6","11,2","25,2"
27/08/2014 16.00,"2,1","4,6","9,7","25,2"
27/08/2014 17.00,"1,6","6,0","11,0","25,2"
27/08/2014 18.00,"1,3","7,0","12,0","25,2"
27/08/2014 19.00,"1,8","10,1","15,6","25,2"
27/08/2014 20.00,"1,8","10,0","17,1","25,2"
27/08/2014 21.00,"1,2","9,8","16,1","25,2"
27/08/2014 22.00,"0,6","17,6","25,9","25,2"
27/08/2014 23.00,"3,6","24,0","29,6","25,2"
28/08/2014 0.00,"2,3","22,5","29,7","25,2"
28/08/2014 1.00,"1,8","30,7","39,4","20,3"
28/08/2014 2.00,"1,7",,,"20,3"
28/08/2014 3.00,"2,1","20,5","26,8","20,3"
28/08/2014 4.00,"1,8","16,4","22,0","20,3"
28/08/2014 5.00,"0,8","12,9","18,7","20,3"
28/08/2014 6.00,"0,3","11,1","16,4","20,3"
28/08/2014 7.00,"0,2","13,4","19,1","20,3"
28/08/2014 8.00,"1,7","18,8","25,1","20,3"
28/08/2014 9.00,"2,5","32,5","44,6","20,3"
28/08/2014 10.00,"3,1","31,9","43,6","20,3"
28/08/2014 11.00,"1,6","17,0","26,3","20,3"
28/08/2014 12.00,"2,4","12,5","20,3","20,3"
28/08/2014 13.00,"0,3","8,4","14,6","20,3"
28/08/2014 14.00,"1,3","8,3","16,3","20,3"
28/08/2014 15.00,"0,9","6,8","13,7","20,3"
28/08/2014 16.00,"1,4","3,2","9,3","20,3"
28/08/2014 17.00,"1,5","5,2","11,6","20,3"
28/08/2014 18.00,"1,5","3,7","9,2","20,3"
28/08/2014 19.00,"1,4","4,5","10,5","20,3"
28/08/2014 20.00,"2,1","12,6","21,1","20,3"
28/08/2014 21.00,"1,2","13,8","20,7","20,3"
28/08/2014 22.00,"1,4","22,7","33,0","20,3"
28/08/2014 23.00,"1,9","23,7","35,0","20,3"
29/08/2014 0.00,"2,2","18,3","27,0","20,3"
29/08/2014 1.00,"3,2","13,3","19,3","18,2"
29/08/2014 2.00,"1,5","9,4","14,9","18,2"
29/08/2014 3.00,"1,7","8,5","14,0","18,2"
29/08/2014 4.00,"3,2","8,3","13,6","18,2"
29/08/2014 5.00,"3,9","8,2","13,4","18,2"
29/08/2014 6.00,"4,6","8,8","14,2","18,2"
29/08/2014 7.00,"3,4","7,5","13,1","18,2"
29/08/2014 8.00,,"8,9","14,2","18,2"
29/08/2014 9.00,,"15,0","21,6","18,2"
29/08/2014 10.00,,"20,5","28,4","18,2"
29/08/2014 11.00,,"21,3","31,4","18,2"
29/08/2014 12.00,,"15,3","24,4","18,2"
29/08/2014 13.00,,"11,1","19,2","18,2"
29/08/2014 14.00,,"10,5","17,1","18,2"
29/08/2014 15.00,,"10,6","17,1","18,2"
29/08/2014 16.00,,"6,3","11,2","18,2"
29/08/2014 17.00,,"4,6","9,5","18,2"
29/08/2014 18.00,,"4,4","8,8","18,2"
29/08/2014 19.00,,"6,2","11,8","18,2"
29/08/2014 20.00,,"9,2","14,8","18,2"
29/08/2014 21.00,,"9,5","15,2","18,2"
29/08/2014 22.00,,"13,0","18,8","18,2"
29/08/2014 23.00,,"24,0","33,3","18,2"
30/08/2014 0.00,,"19,0","27,1","18,2"
30/08/2014 1.00,,"17,8","23,7","17,7"
30/08/2014 2.00,,,,"17,7"
30/08/2014 3.00,,"19,7","28,2","17,7"
30/08/2014 4.00,,"15,1","20,3","17,7"
30/08/2014 5.00,,"12,0","17,5","17,7"
30/08/2014 6.00,,"10,8","16,4","17,7"
30/08/2014 7.00,,"10,3","16,0","17,7"
30/08/2014 8.00,,"17,0","23,7","17,7"
30/08/2014 9.00,,"25,7","32,9","17,7"
30/08/2014 10.00,,"22,1","29,8","17,7"
30/08/2014 11.00,,"15,0","21,7","17,7"
30/08/2014 12.00,,"12,4","19,7","17,7"
30/08/2014 13.00,,"6,1","11,9","17,7"
30/08/2014 14.00,,"5,3","11,6","17,7"
30/08/2014 15.00,,"4,2","9,7","17,7"
30/08/2014 16.00,,"1,8","6,3","17,7"
30/08/2014 17.00,,"1,9","6,2","17,7"
30/08/2014 18.00,,"1,5","6,1","17,7"
30/08/2014 19.00,,"3,9","9,4","17,7"
30/08/2014 20.00,,"7,2","13,0","17,7"
30/08/2014 21.00,,"8,6","14,3","17,7"
30/08/2014 22.00,,"24,7","33,2","17,7"
30/08/2014 23.00,,"31,5","39,9","17,7"
31/08/2014 0.00,,"27,4","34,6","17,7"
31/08/2014 1.00,,"43,8","55,8","21,6"
31/08/2014 2.00,,"43,1","54,9","21,6"
31/08/2014 3.00,,"31,6","40,8","21,6"
31/08/2014 4.00,"0,9","24,9","31,6","21,6"
31/08/2014 5.00,"5,5","18,4","25,1","21,6"
31/08/2014 6.00,"4,9","13,7","20,0","21,6"
31/08/2014 7.00,"3,6","12,7","18,8","21,6"
31/08/2014 8.00,"2,9","13,6","19,7","21,6"
31/08/2014 9.00,"3,8","12,6","18,5","21,6"
31/08/2014 10.00,"3,7","9,1","15,2","21,6"
31/08/2014 11.00,"2,2","7,8","13,8","21,6"
31/08/2014 12.00,"1,6","5,1","10,7","21,6"
31/08/2014 13.00,"1,8","4,8","10,2","21,6"
31/08/2014 14.00,"2,2","5,5","11,1","21,6"
31/08/2014 15.00,"3,1","3,8","9,3","21,6"
31/08/2014 16.00,"4,4","3,2","7,8","21,6"
31/08/2014 17.00,"3,6","3,9","8,6","21,6"
31/08/2014 18.00,"3,1","9,5","15,4","21,6"
31/08/2014 19.00,"4,5","11,3","17,2","21,6"
31/08/2014 20.00,"2,1","13,8","19,4","21,6"
31/08/2014 21.00,"3,7","27,0","36,1","21,6"
31/08/2014 22.00,"2,4","26,5","33,9","21,6"
31/08/2014 23.00,"4,6","32,1","42,3","21,6"
01/09/2014 0.00,"4,4","23,4","32,3","21,6"
01/09/2014 1.00,"4,7","15,9","23,8","15,5"
01/09/2014 2.00,"4,9",,,"15,5"
01/09/2014 3.00,"4,3","6,2","11,2","15,5"
01/09/2014 4.00,"4,7","5,7","10,5","15,5"
01/09/2014 5.00,"4,4","14,3","24,6","15,5"
01/09/2014 6.00,"3,2","6,1","10,8","15,5"
01/09/2014 7.00,"2,8","10,4","15,6","15,5"
01/09/2014 8.00,"3,2","11,5","17,0","15,5"
01/09/2014 9.00,"3,6","21,4","29,9","15,5"
01/09/2014 10.00,"4,1","18,8","29,0","15,5"
01/09/2014 11.00,"4,3","16,7","26,4","15,5"
01/09/2014 12.00,"3,1","15,1","24,7","15,5"
01/09/2014 13.00,"3,7","23,3","34,0","15,5"
01/09/2014 14.00,"6,0","28,9","43,5","15,5"
01/09/2014 15.00,"5,4","29,2","39,5","15,5"
01/09/2014 16.00,"5,7","13,4","20,1","15,5"
01/09/2014 17.00,"5,5","10,4","17,2","15,5"
01/09/2014 18.00,"5,9","20,2","30,9","15,5"
01/09/2014 19.00,"4,7","24,8","32,7","15,5"
01/09/2014 20.00,"6,0","28,1","35,1","15,5"
01/09/2014 21.00,"5,0","31,3","38,6","15,5"
01/09/2014 22.00,"5,0","31,1","39,0","15,5"
01/09/2014 23.00,"4,4","26,5","33,4","15,5"
02/09/2014 0.00,"4,5","21,8","28,3","15,5"
02/09/2014 1.00,"3,8","17,9","24,5","10,4"
02/09/2014 2.00,"4,0","14,3","21,2","10,4"
02/09/2014 3.00,,"11,0","17,6","10,4"
02/09/2014 4.00,"0,5","8,3","14,9","10,4"
02/09/2014 5.00,"0,3","7,0","13,4","10,4"
02/09/2014 6.00,"3,8","7,5","13,6","10,4"
02/09/2014 7.00,"5,2","7,4","13,9","10,4"
02/09/2014 8.00,"5,3","10,0","15,9","10,4"
02/09/2014 9.00,"5,2","19,0","26,3","10,4"
02/09/2014 10.00,"5,3","27,8","35,8","10,4"
02/09/2014 11.00,"5,5","34,3","42,8","10,4"
02/09/2014 12.00,"5,2","31,8","39,9","10,4"
02/09/2014 13.00,"5,1","26,2","34,1","10,4"
02/09/2014 14.00,"5,2","20,8","28,6","10,4"
02/09/2014 15.00,"5,1","17,3","25,0","10,4"
02/09/2014 16.00,"5,1","9,3","15,6","10,4"
02/09/2014 17.00,"5,9","8,8","15,2","10,4"
02/09/2014 18.00,"5,2","8,6","14,7","10,4"
02/09/2014 19.00,"5,9","10,2","16,9","10,4"
02/09/2014 20.00,"5,7","13,9","21,0","10,4"
02/09/2014 21.00,"5,0","16,1","23,2","10,4"
02/09/2014 22.00,"5,3","18,2","25,0","10,4"
02/09/2014 23.00,"4,6","19,1","25,5","10,4"
03/09/2014 0.00,"5,2","18,2","24,1","10,4"
03/09/2014 1.00,"5,2","14,6","20,3","11,4"
03/09/2014 2.00,"5,2",,,"11,4"
03/09/2014 3.00,"5,4","11,1","16,5","11,4"
03/09/2014 4.00,"5,3","7,8","13,0","11,4"
03/09/2014 5.00,"5,3","7,4","13,0","11,4"
03/09/2014 6.00,"4,8","6,1","11,5","11,4"
03/09/2014 7.00,"5,2","5,9","11,3","11,4"
03/09/2014 8.00,"4,6","7,2","12,8","11,4"
03/09/2014 9.00,"4,1","13,2","19,8","11,4"
03/09/2014 10.00,"2,1","19,5","27,2","11,4"
03/09/2014 11.00,"2,7","23,8","31,8","11,4"
03/09/2014 12.00,"3,9","25,0","33,2","11,4"
03/09/2014 13.00,"5,1","27,3","36,1","11,4"
03/09/2014 14.00,"5,9","29,7","38,6","11,4"
03/09/2014 15.00,"5,0","23,7","30,3","11,4"
03/09/2014 16.00,"5,8","14,2","20,1","11,4"
03/09/2014 17.00,"5,6","11,7","17,5","11,4"
03/09/2014 18.00,"5,2","13,9","20,3","11,4"
03/09/2014 19.00,"5,1","22,7","31,6","11,4"
03/09/2014 20.00,"5,2","29,2","36,2","11,4"
03/09/2014 21.00,"5,2","33,6","41,4","11,4"
03/09/2014 22.00,"5,2","35,0","42,8","11,4"
03/09/2014 23.00,"5,2","31,3","38,6","11,4"
04/09/2014 0.00,"5,1","23,7","30,2","11,4"
04/09/2014 1.00,"5,2","20,0","26,6","13,1"
04/09/2014 2.00,"5,4","15,9","22,1","13,1"
04/09/2014 3.00,"5,4","10,9","17,1","13,1"
04/09/2014 4.00,"5,3","8,5","14,4","13,1"
04/09/2014 5.00,"5,3","7,2","12,7","13,1"
04/09/2014 6.00,"5,3","5,6","11,0","13,1"
04/09/2014 7.00,"5,2","5,3","10,8","13,1"
04/09/2014 8.00,"5,3","7,7","13,2","13,1"
04/09/2014 9.00,"5,3","14,9","20,8","13,1"
04/09/2014 10.00,"5,3","23,3","30,3","13,1"
04/09/2014 11.00,"5,2","29,9","38,2","13,1"
04/09/2014 12.00,"5,2","31,1","39,2","13,1"
04/09/2014 13.00,"5,1","30,6","38,2","13,1"
04/09/2014 14.00,"4,3","25,6","33,2","13,1"
04/09/2014 15.00,"5,0","22,0","29,3","13,1"
04/09/2014 16.00,"5,0","15,9","21,7","13,1"
04/09/2014 17.00,"4,6","13,0","19,2","13,1"
04/09/2014 18.00,"5,0","14,3","20,9","13,1"
04/09/2014 19.00,"5,4","16,6","24,6","13,1"
04/09/2014 20.00,"5,2","24,9","34,3","13,1"
04/09/2014 21.00,"5,2","27,7","36,1","13,1"
04/09/2014 22.00,"5,2","33,7","47,1","13,1"
04/09/2014 23.00,"5,2","37,0","45,5","13,1"
05/09/2014 0.00,"5,2","27,9","34,6","13,1"
05/09/2014 1.00,"5,2","23,9","30,3","17,2"
05/09/2014 2.00,"2,9",,,"17,2"
05/09/2014 3.00,"4,5","17,4","23,5","17,2"
05/09/2014 4.00,"5,2","12,1","18,1","17,2"
05/09/2014 5.00,"5,3","9,1","15,1","17,2"
05/09/2014 6.00,"5,2","7,9","13,6","17,2"
05/09/2014 7.00,"5,3","8,0","13,5","17,2"
05/09/2014 8.00,"5,2","10,1","16,0","17,2"
05/09/2014 9.00,"5,3","16,4","23,2","17,2"
05/09/2014 10.00,"5,3","25,4","33,3","17,2"
05/09/2014 11.00,"5,4","31,4","41,0","17,2"
05/09/2014 12.00,"5,3","29,4","39,4","17,2"
05/09/2014 13.00,"5,1","22,2","28,3","17,2"
05/09/2014 14.00,"5,0","15,6","21,3","17,2"
05/09/2014 15.00,"4,7","12,2","18,5","17,2"
05/09/2014 16.00,"5,2","12,9","19,3","17,2"
05/09/2014 17.00,"5,6","14,3","20,4","17,2"
05/09/2014 18.00,"5,2","21,0","27,8","17,2"
05/09/2014 19.00,"5,2","22,0","29,3","17,2"
05/09/2014 20.00,"5,2","28,3","36,6","17,2"
05/09/2014 21.00,"5,3","40,4","51,4","17,2"
05/09/2014 22.00,"5,7","49,4","62,6","17,2"
05/09/2014 23.00,"6,2","48,9","60,9","17,2"
06/09/2014 0.00,"5,6","43,7","54,4","17,2"
06/09/2014 1.00,"5,4","36,4","44,8","19,5"
06/09/2014 2.00,"5,5","28,2","35,5","19,5"
06/09/2014 3.00,"5,3","21,3","28,2","19,5"
06/09/2014 4.00,"5,5","15,3","21,9","19,5"
06/09/2014 5.00,"5,4","11,1","17,2","19,5"
06/09/2014 6.00,"5,4","8,6","14,5","19,5"
06/09/2014 7.00,"5,4","8,6","14,6","19,5"
06/09/2014 8.00,"5,4","10,6","16,5","19,5"
06/09/2014 9.00,"5,3","15,4","21,6","19,5"
06/09/2014 10.00,"5,4","18,3","24,6","19,5"
06/09/2014 11.00,"5,2","24,7","31,3","19,5"
06/09/2014 12.00,"5,3","26,1","34,7","19,5"
06/09/2014 13.00,"5,3","27,8","36,0","19,5"
06/09/2014 14.00,"5,0","27,2","35,4","19,5"
06/09/2014 15.00,"4,8","24,1","31,0","19,5"
06/09/2014 16.00,"5,8","16,0","22,2","19,5"
06/09/2014 17.00,"5,1","15,5","21,5","19,5"
06/09/2014 18.00,"6,2","16,0","22,2","19,5"
06/09/2014 19.00,"5,4","17,3","24,5","19,5"
06/09/2014 20.00,"5,2","20,9","28,2","19,5"
06/09/2014 21.00,"5,2","33,3","42,8","19,5"
06/09/2014 22.00,"5,5","43,9","56,4","19,5"
06/09/2014 23.00,"5,5","47,7","62,1","19,5"
07/09/2014 0.00,"5,6","43,7","54,5","19,5"
07/09/2014 1.00,"5,4","38,5","46,7","18,4"
07/09/2014 2.00,"5,4",,,"18,4"
07/09/2014 3.00,"5,3","27,4","34,1","18,4"
07/09/2014 4.00,"5,4","18,5","25,0","18,4"
07/09/2014 5.00,"5,3","13,0","19,1","18,4"
07/09/2014 6.00,"5,3","9,8","15,8","18,4"
07/09/2014 7.00,"5,6","8,5","14,4","18,4"
07/09/2014 8.00,"5,5","8,4","14,0","18,4"
07/09/2014 9.00,"5,4","9,4","15,0","18,4"
07/09/2014 10.00,"5,2","12,2","17,9","18,4"
07/09/2014 11.00,"5,0","14,8","20,7","18,4"
07/09/2014 12.00,"3,3","18,2","26,5","18,4"
07/09/2014 13.00,"4,3","21,1","29,3","18,4"
07/09/2014 14.00,"5,7","23,0","32,7","18,4"
07/09/2014 15.00,"5,4","16,4","24,0","18,4"
07/09/2014 16.00,"5,6","10,9","16,4","18,4"
07/09/2014 17.00,"6,3","10,7","16,8","18,4"
07/09/2014 18.00,"6,4","9,9","16,5","18,4"
07/09/2014 19.00,"5,7","10,1","16,3","18,4"
07/09/2014 20.00,"6,2","23,1","35,5","18,4"
07/09/2014 21.00,"6,5","46,9","70,8","18,4"
07/09/2014 22.00,"5,7","52,0","72,2","18,4"
07/09/2014 23.00,"1,4","61,9","90,0","18,4"
08/09/2014 0.00,,"45,6","61,4","18,4"
08/09/2014 1.00,,"38,7","48,4","17,3"
08/09/2014 2.00,,"29,8","37,5","17,3"
08/09/2014 3.00,,"23,1","30,1","17,3"
08/09/2014 4.00,"5,3","16,4","23,2","17,3"
08/09/2014 5.00,,"12,9","18,9","17,3"
08/09/2014 6.00,,"10,6","16,7","17,3"
08/09/2014 7.00,"2,1","11,5","17,6","17,3"
08/09/2014 8.00,"5,2","15,3","21,5","17,3"
08/09/2014 9.00,"5,2","22,3","29,3","17,3"
08/09/2014 10.00,"5,4","30,7","38,6","17,3"
08/09/2014 11.00,"5,3","24,4","32,2","17,3"
08/09/2014 12.00,"5,0","15,3","22,6","17,3"
08/09/2014 13.00,"4,5","10,0","17,0","17,3"
08/09/2014 14.00,"5,1","7,7","14,6","17,3"
08/09/2014 15.00,"5,6","6,8","12,8","17,3"
08/09/2014 16.00,"6,2","6,2","11,5","17,3"
08/09/2014 17.00,"4,8","5,0","9,7","17,3"
08/09/2014 18.00,"5,0","3,9","8,9","17,3"
08/09/2014 19.00,"5,7","6,0","11,6","17,3"
08/09/2014 20.00,"5,3","9,1","15,5","17,3"
08/09/2014 21.00,"5,3","15,3","22,8","17,3"
08/09/2014 22.00,"5,2","18,0","24,8","17,3"
08/09/2014 23.00,"0,2","16,6","23,2","17,3"
09/09/2014 0.00,"3,3","15,3","21,3","17,3"
09/09/2014 1.00,"5,2","15,6","21,4","25,4"
09/09/2014 2.00,"5,2",,,"25,4"
09/09/2014 3.00,"1,0","22,5","29,3","25,4"
09/09/2014 4.00,,"21,1","27,0","25,4"
