Stat,Mesagne(RRQA),,,
,,,,,,,,,
Parm,SO2,NO2,NOX,PM10
Unit,ug/m3 293K,ug/m3 293K,ug/m3 293K,ug/m3
Field,Aver,Aver,Aver,Aver
,,,,,,,,,,
,,,,,,,,,,
,,,,,,,,,
28/07/2014 13.00,,,,
28/07/2014 14.00,,,,
28/07/2014 15.00,,,,
28/07/2014 16.00,,,,
28/07/2014 17.00,,,,
28/07/2014 18.00,,,,
28/07/2014 19.00,,,,
28/07/2014 20.00,,,,
28/07/2014 21.00,,,,
28/07/2014 22.00,,,,
28/07/2014 23.00,,,,
29/07/2014 0.00,,,,
29/07/2014 1.00,,,,"11,8"
29/07/2014 2.00,,,,"11,8"
29/07/2014 3.00,,,,"11,8"
29/07/2014 4.00,,,,"11,8"
29/07/2014 5.00,,,,"11,8"
29/07/2014 6.00,,,,"11,8"
29/07/2014 7.00,,,,"11,8"
29/07/2014 8.00,,,,"11,8"
29/07/2014 9.00,,,,"11,8"
29/07/2014 10.00,,,,"11,8"
29/07/2014 11.00,,,,"11,8"
29/07/2014 12.00,,,,"11,8"
29/07/2014 13.00,,,,"11,8"
29/07/2014 14.00,,,,"11,8"
29/07/2014 15.00,,,,"11,8"
29/07/2014 16.00,,,,"11,8"
29/07/2014 17.00,,,,"11,8"
29/07/2014 18.00,,,,"11,8"
29/07/2014 19.00,"4,5","10,7","48,1","11,8"
29/07/2014 20.00,"6,6","11,0","49,1","11,8"
29/07/2014 21.00,"6,2","11,6","54,0","11,8"
29/07/2014 22.00,"6,1","11,3","51,1","11,8"
29/07/2014 23.00,"5,6","8,0","34,4","11,8"
30/07/2014 0.00,"5,9","8,3","26,5","11,8"
30/07/2014 1.00,"5,4","5,4","19,4","15,9"
30/07/2014 2.00,"5,6","4,9","15,9","15,9"
30/07/2014 3.00,"5,5","4,0","13,8","15,9"
30/07/2014 4.00,"4,9","3,6","12,9","15,9"
30/07/2014 5.00,"5,5","4,9","13,5","15,9"
30/07/2014 6.00,"4,6","7,0","15,2","15,9"
30/07/2014 7.00,"5,4","6,7","14,5","15,9"
30/07/2014 8.00,"4,7","4,7","12,2","15,9"
30/07/2014 9.00,"4,5","6,1","13,8","15,9"
30/07/2014 10.00,"3,9","5,8","13,6","15,9"
30/07/2014 11.00,"3,5","6,6","15,1","15,9"
30/07/2014 12.00,"3,7","7,0","15,9","15,9"
30/07/2014 13.00,"4,2","5,7","14,0","15,9"
30/07/2014 14.00,"4,0","4,9","12,5","15,9"
30/07/2014 15.00,"4,0","4,2","11,9","15,9"
30/07/2014 16.00,"4,0","4,1","11,9","15,9"
30/07/2014 17.00,"3,8","7,5","15,8","15,9"
30/07/2014 18.00,"3,8","9,2","17,4","15,9"
30/07/2014 19.00,"4,4","6,9","14,9","15,9"
30/07/2014 20.00,"4,2","8,1","16,0","15,9"
30/07/2014 21.00,"3,3","11,5","19,6","15,9"
30/07/2014 22.00,"3,1","10,6","18,2","15,9"
30/07/2014 23.00,"3,4","5,7","12,1","15,9"
31/07/2014 0.00,"4,0","7,0","12,9","15,9"
31/07/2014 1.00,,"8,8","15,0","11,8"
31/07/2014 2.00,"3,6",,,"11,8"
31/07/2014 3.00,"3,7","9,4","15,1","11,8"
31/07/2014 4.00,"3,3","7,9","13,5","11,8"
31/07/2014 5.00,"3,2","11,6","17,5","11,8"
31/07/2014 6.00,"3,5","28,8","36,8","11,8"
31/07/2014 7.00,"3,3","19,9","27,0","11,8"
31/07/2014 8.00,"2,6","11,4","17,8","11,8"
31/07/2014 9.00,"2,8","7,8","13,6","11,8"
31/07/2014 10.00,"2,7","5,7","11,9","11,8"
31/07/2014 11.00,"2,7","5,5","11,9","11,8"
31/07/2014 12.00,"3,5","7,1","14,8","11,8"
31/07/2014 13.00,"4,0","7,5","15,7","11,8"
31/07/2014 14.00,"4,4","7,2","16,0","11,8"
31/07/2014 15.00,"4,5","10,0","18,4","11,8"
31/07/2014 16.00,"3,9","7,3","15,1","11,8"
31/07/2014 17.00,"4,1","6,4","13,3","11,8"
31/07/2014 18.00,"4,1","6,2","12,6","11,8"
31/07/2014 19.00,"4,1","11,6","17,8","11,8"
31/07/2014 20.00,"4,5","18,5","25,0","11,8"
31/07/2014 21.00,"4,2","16,5","22,7","11,8"
31/07/2014 22.00,"4,5","18,9","25,7","11,8"
31/07/2014 23.00,"4,2","7,8","13,5","11,8"
01/08/2014 0.00,"4,4","5,0","10,5","11,8"
01/08/2014 1.00,"5,1","5,7","11,1","16,9"
01/08/2014 2.00,"4,4","6,1","11,6","16,9"
01/08/2014 3.00,"3,9","7,7","13,4","16,9"
01/08/2014 4.00,"4,4","8,4","14,2","16,9"
01/08/2014 5.00,"4,4","8,3","14,0","16,9"
01/08/2014 6.00,"3,8","7,0","11,9","16,9"
01/08/2014 7.00,"4,0","13,3","18,4","16,9"
01/08/2014 8.00,"3,6","10,1","15,3","16,9"
01/08/2014 9.00,"4,0","9,5","14,6","16,9"
01/08/2014 10.00,"4,8","10,6","15,6","16,9"
01/08/2014 11.00,"4,4","9,4","14,6","16,9"
01/08/2014 12.00,"4,7","11,1","16,5","16,9"
01/08/2014 13.00,"3,8","10,0","15,2","16,9"
01/08/2014 14.00,"2,9","6,6","12,0","16,9"
01/08/2014 15.00,"2,9","5,1","11,2","16,9"
01/08/2014 16.00,"3,4","5,4","12,7","16,9"
01/08/2014 17.00,"3,4","5,8","13,4","16,9"
01/08/2014 18.00,"4,2","5,7","12,9","16,9"
01/08/2014 19.00,"4,0","7,0","13,4","16,9"
01/08/2014 20.00,"4,1","8,2","14,2","16,9"
01/08/2014 21.00,"4,4","16,3","22,5","16,9"
01/08/2014 22.00,"4,0","22,5","27,8","16,9"
01/08/2014 23.00,"3,9","22,4","27,6","16,9"
02/08/2014 0.00,"4,2","32,2","37,9","16,9"
02/08/2014 1.00,,"18,6","23,8","14,5"
02/08/2014 2.00,"3,7",,,"14,5"
02/08/2014 3.00,"3,9","7,6","12,7","14,5"
02/08/2014 4.00,"3,9","6,5","11,1","14,5"
02/08/2014 5.00,"3,5","9,2","14,2","14,5"
02/08/2014 6.00,"3,5","11,2","16,0","14,5"
02/08/2014 7.00,"3,2","14,6","20,5","14,5"
02/08/2014 8.00,"3,4","15,7","22,2","14,5"
02/08/2014 9.00,"3,2","7,0","12,3","14,5"
02/08/2014 10.00,"3,2","5,4","11,1","14,5"
02/08/2014 11.00,"3,0","5,5","11,8","14,5"
02/08/2014 12.00,"2,8","5,0","12,2","14,5"
02/08/2014 13.00,"2,7","5,4","12,6","14,5"
02/08/2014 14.00,"3,0","3,7","10,7","14,5"
02/08/2014 15.00,"3,5","3,8","10,3","14,5"
02/08/2014 16.00,"3,9","3,7","10,6","14,5"
02/08/2014 17.00,"3,6","3,9","11,4","14,5"
02/08/2014 18.00,"3,4","4,6","12,4","14,5"
02/08/2014 19.00,"3,5","6,3","14,4","14,5"
02/08/2014 20.00,"3,4","12,1","20,4","14,5"
02/08/2014 21.00,"3,5","27,1","35,4","14,5"
02/08/2014 22.00,"4,0","13,8","21,1","14,5"
02/08/2014 23.00,"4,3","9,9","16,3","14,5"
03/08/2014 0.00,"3,8","12,8","19,0","14,5"
03/08/2014 1.00,"3,8","26,9","33,7","16,5"
03/08/2014 2.00,"3,6","12,7","18,9","16,5"
03/08/2014 3.00,"3,8","11,8","17,5","16,5"
03/08/2014 4.00,"3,7","11,2","16,8","16,5"
03/08/2014 5.00,"3,8","11,2","16,8","16,5"
03/08/2014 6.00,"4,1","18,6","24,7","16,5"
03/08/2014 7.00,"2,8","15,5","21,8","16,5"
03/08/2014 8.00,"3,3","13,3","19,9","16,5"
03/08/2014 9.00,"3,5","8,1","13,8","16,5"
03/08/2014 10.00,"3,0","6,6","12,2","16,5"
03/08/2014 11.00,"3,5","7,1","14,1","16,5"
03/08/2014 12.00,"3,4","6,0","13,8","16,5"
03/08/2014 13.00,"3,9","5,9","13,2","16,5"
03/08/2014 14.00,"4,0","7,0","15,1","16,5"
03/08/2014 15.00,"4,0","3,8","8,8","16,5"
03/08/2014 16.00,"4,0","4,0","10,2","16,5"
03/08/2014 17.00,"4,0","3,5","8,7","16,5"
03/08/2014 18.00,"4,3","4,1","9,5","16,5"
03/08/2014 19.00,"4,5","5,4","11,4","16,5"
03/08/2014 20.00,"4,2","6,8","13,1","16,5"
03/08/2014 21.00,"4,4","13,4","19,7","16,5"
03/08/2014 22.00,"5,3","20,8","27,7","16,5"
03/08/2014 23.00,"4,8","17,7","24,9","16,5"
04/08/2014 0.00,"5,1","19,4","26,0","16,5"
04/08/2014 1.00,,"13,9","19,9","11,9"
04/08/2014 2.00,"5,1",,,"11,9"
04/08/2014 3.00,"5,0","4,7","10,2","11,9"
04/08/2014 4.00,"5,0","3,9","9,0","11,9"
04/08/2014 5.00,"4,3","6,7","12,0","11,9"
04/08/2014 6.00,"5,0","9,4","14,6","11,9"
04/08/2014 7.00,"4,4","11,6","17,6","11,9"
04/08/2014 8.00,"4,6","8,4","14,2","11,9"
04/08/2014 9.00,"4,3","7,3","12,9","11,9"
04/08/2014 10.00,"4,1","5,9","11,6","11,9"
04/08/2014 11.00,,,,"11,9"
04/08/2014 12.00,"1,8","5,5","11,7","11,9"
04/08/2014 13.00,"2,1","5,6","11,2","11,9"
04/08/2014 14.00,"2,4","4,4","9,4","11,9"
04/08/2014 15.00,"2,9","4,6","9,1","11,9"
04/08/2014 16.00,"3,0","4,7","9,5","11,9"
04/08/2014 17.00,"2,6","5,2","10,7","11,9"
04/08/2014 18.00,"3,2","5,5","11,7","11,9"
04/08/2014 19.00,"3,8","6,2","12,2","11,9"
04/08/2014 20.00,"3,0","7,8","14,2","11,9"
04/08/2014 21.00,"2,8","12,8","18,9","11,9"
04/08/2014 22.00,"3,1","14,6","19,3","11,9"
04/08/2014 23.00,"2,7","13,1","17,4","11,9"
05/08/2014 0.00,"2,1","11,9","15,9","11,9"
05/08/2014 1.00,"2,3","7,2","11,0","17,1"
05/08/2014 2.00,"2,4","6,3","9,7","17,1"
05/08/2014 3.00,"2,3","4,1","7,8","17,1"
05/08/2014 4.00,"2,5","3,4","7,0","17,1"
05/08/2014 5.00,"2,5","7,4","11,3","17,1"
05/08/2014 6.00,"2,9","10,7","14,9","17,1"
05/08/2014 7.00,"2,5","19,6","26,1","17,1"
05/08/2014 8.00,"1,7","8,6","13,1","17,1"
05/08/2014 9.00,"2,2","6,4","11,1","17,1"
05/08/2014 10.00,"2,5","6,1","10,6","17,1"
05/08/2014 11.00,"2,4","12,3","19,2","17,1"
05/08/2014 12.00,"1,9","7,3","14,2","17,1"
05/08/2014 13.00,"2,0","4,9","11,1","17,1"
05/08/2014 14.00,"2,9","4,5","9,5","17,1"
05/08/2014 15.00,"2,8","3,8","8,3","17,1"
05/08/2014 16.00,"3,4","4,2","9,0","17,1"
05/08/2014 17.00,"3,1","4,4","10,2","17,1"
05/08/2014 18.00,"3,5","7,7","13,8","17,1"
05/08/2014 19.00,"3,3","7,2","13,3","17,1"
05/08/2014 20.00,"3,0","8,3","14,7","17,1"
05/08/2014 21.00,"3,4","10,5","16,3","17,1"
05/08/2014 22.00,"3,0","9,7","14,6","17,1"
05/08/2014 23.00,"2,7","8,0","12,2","17,1"
06/08/2014 0.00,"2,6","7,9","11,9","17,1"
06/08/2014 1.00,,"7,9","11,7","16,6"
06/08/2014 2.00,"2,5",,,"16,6"
06/08/2014 3.00,"2,0","7,3","11,5","16,6"
06/08/2014 4.00,"2,3","6,5","10,6","16,6"
06/08/2014 5.00,"2,0","7,9","12,1","16,6"
06/08/2014 6.00,"2,4","11,7","16,3","16,6"
06/08/2014 7.00,"2,6","26,8","33,2","16,6"
06/08/2014 8.00,"2,6","13,1","18,8","16,6"
06/08/2014 9.00,"2,5","12,0","17,7","16,6"
06/08/2014 10.00,"2,3","9,0","14,4","16,6"
06/08/2014 11.00,"2,5","8,2","13,8","16,6"
06/08/2014 12.00,"3,1","5,7","12,0","16,6"
06/08/2014 13.00,"3,1","6,6","12,6","16,6"
06/08/2014 14.00,"3,7","4,9","10,2","16,6"
06/08/2014 15.00,"3,0","4,5","10,0","16,6"
06/08/2014 16.00,"3,4","4,4","10,1","16,6"
06/08/2014 17.00,"3,1","4,5","11,2","16,6"
06/08/2014 18.00,"3,5","4,8","11,9","16,6"
06/08/2014 19.00,"3,3","9,3","16,2","16,6"
06/08/2014 20.00,"2,8","5,9","11,1","16,6"
06/08/2014 21.00,"3,1","4,8","9,2","16,6"
06/08/2014 22.00,"3,1","4,5","8,4","16,6"
06/08/2014 23.00,"2,7","3,5","6,9","16,6"
07/08/2014 0.00,"2,5","3,9","7,3","16,6"
07/08/2014 1.00,"2,7","3,8","7,3","17,7"
07/08/2014 2.00,"2,7","3,7","7,7","17,7"
07/08/2014 3.00,"2,6","4,2","8,1","17,7"
07/08/2014 4.00,"2,9","4,0","7,3","17,7"
07/08/2014 5.00,"2,7","12,3","15,8","17,7"
07/08/2014 6.00,"2,4","17,7","21,7","17,7"
07/08/2014 7.00,"2,4","18,5","23,3","17,7"
07/08/2014 8.00,"2,8","10,5","15,2","17,7"
07/08/2014 9.00,"2,1","10,0","15,6","17,7"
07/08/2014 10.00,"2,9","7,9","13,1","17,7"
07/08/2014 11.00,"2,3","7,6","12,8","17,7"
07/08/2014 12.00,"2,7","6,5","12,4","17,7"
07/08/2014 13.00,"3,2","6,4","12,9","17,7"
07/08/2014 14.00,"2,8","5,6","11,5","17,7"
07/08/2014 15.00,"3,9","4,5","10,3","17,7"
07/08/2014 16.00,"3,6","4,1","10,9","17,7"
07/08/2014 17.00,"3,4","5,7","13,0","17,7"
07/08/2014 18.00,"2,1","6,5","14,5","17,7"
07/08/2014 19.00,"2,6","8,5","16,6","17,7"
07/08/2014 20.00,"3,0","8,8","15,8","17,7"
07/08/2014 21.00,"3,4","7,9","13,7","17,7"
07/08/2014 22.00,"3,2","7,5","12,2","17,7"
07/08/2014 23.00,"3,3","11,9","16,3","17,7"
08/08/2014 0.00,"3,3","10,7","14,9","17,7"
08/08/2014 1.00,,"10,0","14,0","15,4"
08/08/2014 2.00,,,,"15,4"
08/08/2014 3.00,,"6,5","10,5","15,4"
08/08/2014 4.00,,"5,0","8,8","15,4"
08/08/2014 5.00,,"7,7","11,6","15,4"
08/08/2014 6.00,,"19,0","23,3","15,4"
08/08/2014 7.00,,"25,7","32,1","15,4"
08/08/2014 8.00,,"10,0","14,7","15,4"
08/08/2014 9.00,,"6,8","11,6","15,4"
08/08/2014 10.00,,,,"15,4"
08/08/2014 11.00,,,,"15,4"
08/08/2014 12.00,,"6,6","9,1","15,4"
08/08/2014 13.00,"5,0","6,2","7,4","15,4"
08/08/2014 14.00,"6,4","5,1","5,3","15,4"
08/08/2014 15.00,"7,1","4,5","4,4","15,4"
08/08/2014 16.00,"6,5","4,3","4,0","15,4"
08/08/2014 17.00,"6,7","4,9","4,5","15,4"
08/08/2014 18.00,"6,7","6,1","5,8","15,4"
08/08/2014 19.00,"6,9","6,4","6,0","15,4"
08/08/2014 20.00,"6,5","8,4","8,0","15,4"
08/08/2014 21.00,"7,1","8,2","7,8","15,4"
08/08/2014 22.00,"6,6","6,1","5,7","15,4"
08/08/2014 23.00,"6,7","11,8","11,3","15,4"
09/08/2014 0.00,"6,3","11,0","10,5","15,4"
09/08/2014 1.00,"5,5","9,3","8,9","14,8"
09/08/2014 2.00,"6,4","4,2","3,8","14,8"
09/08/2014 3.00,"6,0","2,9","2,4","14,8"
09/08/2014 4.00,"5,5","3,8","3,3","14,8"
09/08/2014 5.00,"5,5","14,2","13,7","14,8"
09/08/2014 6.00,"5,6","5,9","5,4","14,8"
09/08/2014 7.00,"4,9","13,3","12,8","14,8"
09/08/2014 8.00,"5,1","8,5","8,0","14,8"
09/08/2014 9.00,"5,5","2,4","2,0","14,8"
09/08/2014 10.00,"5,6","2,7","2,2","14,8"
09/08/2014 11.00,"5,5","3,1","2,7","14,8"
09/08/2014 12.00,"4,7","5,6","5,3","14,8"
09/08/2014 13.00,"5,8","4,3","3,9","14,8"
09/08/2014 14.00,"6,1","3,6","3,3","14,8"
09/08/2014 15.00,"6,5","3,5","3,0","14,8"
09/08/2014 16.00,"6,7","3,2","2,8","14,8"
09/08/2014 17.00,"6,9","2,9","2,4","14,8"
09/08/2014 18.00,"7,2","5,3","4,9","14,8"
09/08/2014 19.00,"7,5","10,6","10,1","14,8"
09/08/2014 20.00,"6,0","19,5","19,0","14,8"
09/08/2014 21.00,,"22,5","27,3","14,8"
09/08/2014 22.00,"6,4","18,0","25,1","14,8"
09/08/2014 23.00,"6,6","17,2","26,5","14,8"
10/08/2014 0.00,"7,2","47,8","62,2","14,8"
10/08/2014 1.00,,"48,2","72,5","17,1"
10/08/2014 2.00,"6,2",,,"17,1"
10/08/2014 3.00,"4,8",,,"17,1"
10/08/2014 4.00,"3,6",,,"17,1"
10/08/2014 5.00,"2,6",,,"17,1"
10/08/2014 6.00,"3,0",,,"17,1"
10/08/2014 7.00,"2,6",,,"17,1"
10/08/2014 8.00,"1,8",,,"17,1"
10/08/2014 9.00,"4,2",,,"17,1"
10/08/2014 10.00,"1,8",,,"17,1"
10/08/2014 11.00,"0,4",,,"17,1"
10/08/2014 12.00,,,,"17,1"
10/08/2014 13.00,,,,"17,1"
10/08/2014 14.00,,,,"17,1"
10/08/2014 15.00,,,,"17,1"
10/08/2014 16.00,,,,"17,1"
10/08/2014 17.00,,,,"17,1"
10/08/2014 18.00,,,,"17,1"
10/08/2014 19.00,,,,"17,1"
10/08/2014 20.00,,,,"17,1"
10/08/2014 21.00,,,,"17,1"
10/08/2014 22.00,,,,"17,1"
10/08/2014 23.00,,,,"17,1"
11/08/2014 0.00,,,,"17,1"
11/08/2014 1.00,,,,"15,9"
11/08/2014 2.00,,,,"15,9"
11/08/2014 3.00,,,,"15,9"
11/08/2014 4.00,,,,"15,9"
11/08/2014 5.00,,,,"15,9"
11/08/2014 6.00,,,,"15,9"
11/08/2014 7.00,,,,"15,9"
11/08/2014 8.00,,,,"15,9"
11/08/2014 9.00,,,,"15,9"
11/08/2014 10.00,,,,"15,9"
11/08/2014 11.00,,,,"15,9"
11/08/2014 12.00,,,,"15,9"
11/08/2014 13.00,,,,"15,9"
11/08/2014 14.00,,,,"15,9"
11/08/2014 15.00,,,,"15,9"
11/08/2014 16.00,,,,"15,9"
11/08/2014 17.00,,,,"15,9"
11/08/2014 18.00,,,,"15,9"
11/08/2014 19.00,,,,"15,9"
11/08/2014 20.00,,,,"15,9"
11/08/2014 21.00,,,,"15,9"
11/08/2014 22.00,,,,"15,9"
11/08/2014 23.00,,,,"15,9"
12/08/2014 0.00,,,,"15,9"
12/08/2014 1.00,,,,
12/08/2014 2.00,,,,
12/08/2014 3.00,,,,
12/08/2014 4.00,,,,
12/08/2014 5.00,,,,
12/08/2014 6.00,,,,
12/08/2014 7.00,,,,
12/08/2014 8.00,,,,
12/08/2014 9.00,,,,
12/08/2014 10.00,,,,
12/08/2014 11.00,,,,
12/08/2014 12.00,,,,
12/08/2014 13.00,,,,
12/08/2014 14.00,,,,
12/08/2014 15.00,,,,
12/08/2014 16.00,,,,
12/08/2014 17.00,,,,
12/08/2014 18.00,,,,
12/08/2014 19.00,,,,
12/08/2014 20.00,,,,
12/08/2014 21.00,,,,
12/08/2014 22.00,,,,
12/08/2014 23.00,,,,
13/08/2014 0.00,,,,
13/08/2014 1.00,,,,
13/08/2014 2.00,,,,
13/08/2014 3.00,,,,
13/08/2014 4.00,,,,
13/08/2014 5.00,,,,
13/08/2014 6.00,,,,
13/08/2014 7.00,,,,
13/08/2014 8.00,,,,
13/08/2014 9.00,,,,
13/08/2014 10.00,,,,
13/08/2014 11.00,,,,
13/08/2014 12.00,,,,
13/08/2014 13.00,,,,
13/08/2014 14.00,,,,
13/08/2014 15.00,,,,
13/08/2014 16.00,,,,
13/08/2014 17.00,,,,
13/08/2014 18.00,,,,
13/08/2014 19.00,,,,
13/08/2014 20.00,,,,
13/08/2014 21.00,,,,
13/08/2014 22.00,,,,
13/08/2014 23.00,,,,
14/08/2014 0.00,,,,
14/08/2014 1.00,,,,
14/08/2014 2.00,,,,
14/08/2014 3.00,,,,
14/08/2014 4.00,,,,
14/08/2014 5.00,,,,
14/08/2014 6.00,,,,
14/08/2014 7.00,,,,
14/08/2014 8.00,,,,
14/08/2014 9.00,,,,
14/08/2014 10.00,,,,
14/08/2014 11.00,,,,
14/08/2014 12.00,,,,
14/08/2014 13.00,,,,
14/08/2014 14.00,,,,
14/08/2014 15.00,,,,
14/08/2014 16.00,,,,
14/08/2014 17.00,,,,
14/08/2014 18.00,,,,
14/08/2014 19.00,,,,
14/08/2014 20.00,,,,
14/08/2014 21.00,,,,
14/08/2014 22.00,,,,
14/08/2014 23.00,,,,
15/08/2014 0.00,,,,
15/08/2014 1.00,,,,
15/08/2014 2.00,,,,
15/08/2014 3.00,,,,
15/08/2014 4.00,,,,
15/08/2014 5.00,,,,
15/08/2014 6.00,,,,
15/08/2014 7.00,,,,
15/08/2014 8.00,,,,
15/08/2014 9.00,,,,
15/08/2014 10.00,,,,
15/08/2014 11.00,,,,
15/08/2014 12.00,,,,
15/08/2014 13.00,,,,
15/08/2014 14.00,,,,
15/08/2014 15.00,,,,
15/08/2014 16.00,,,,
15/08/2014 17.00,,,,
15/08/2014 18.00,,,,
15/08/2014 19.00,,,,
15/08/2014 20.00,,,,
15/08/2014 21.00,,,,
15/08/2014 22.00,,,,
15/08/2014 23.00,,,,
16/08/2014 0.00,,,,
16/08/2014 1.00,,,,
16/08/2014 2.00,,,,
16/08/2014 3.00,,,,
16/08/2014 4.00,,,,
16/08/2014 5.00,,,,
16/08/2014 6.00,,,,
16/08/2014 7.00,,,,
16/08/2014 8.00,,,,
16/08/2014 9.00,,,,
16/08/2014 10.00,,,,
16/08/2014 11.00,,,,
16/08/2014 12.00,,,,
16/08/2014 13.00,,,,
16/08/2014 14.00,,,,
16/08/2014 15.00,,,,
16/08/2014 16.00,,,,
16/08/2014 17.00,,,,
16/08/2014 18.00,,,,
16/08/2014 19.00,,,,
16/08/2014 20.00,,,,
16/08/2014 21.00,,,,
16/08/2014 22.00,,,,
16/08/2014 23.00,,,,
17/08/2014 0.00,,,,
17/08/2014 1.00,,,,
17/08/2014 2.00,,,,
17/08/2014 3.00,,,,
17/08/2014 4.00,,,,
17/08/2014 5.00,,,,
17/08/2014 6.00,,,,
17/08/2014 7.00,,,,
17/08/2014 8.00,,,,
17/08/2014 9.00,,,,
17/08/2014 10.00,,,,
17/08/2014 11.00,,,,
17/08/2014 12.00,,,,
17/08/2014 13.00,,,,
17/08/2014 14.00,,,,
17/08/2014 15.00,,,,
17/08/2014 16.00,,,,
17/08/2014 17.00,,,,
17/08/2014 18.00,,,,
17/08/2014 19.00,,,,
17/08/2014 20.00,,,,
17/08/2014 21.00,,,,
17/08/2014 22.00,,,,
17/08/2014 23.00,,,,
18/08/2014 0.00,,,,
18/08/2014 1.00,,,,
18/08/2014 2.00,,,,
18/08/2014 3.00,,,,
18/08/2014 4.00,,,,
18/08/2014 5.00,,,,
18/08/2014 6.00,,,,
18/08/2014 7.00,,,,
18/08/2014 8.00,,,,
18/08/2014 9.00,,,,
18/08/2014 10.00,,,,
18/08/2014 11.00,,,,
18/08/2014 12.00,"0,1",,,
18/08/2014 13.00,"0,6",,,
18/08/2014 14.00,"0,9",,,
18/08/2014 15.00,"1,8",,,
18/08/2014 16.00,"2,2","6,1","17,3",
18/08/2014 17.00,"2,2","6,3","16,2",
18/08/2014 18.00,"2,0","7,5","16,2",
18/08/2014 19.00,"1,6","11,3","19,5",
18/08/2014 20.00,"1,0","19,0","25,9",
18/08/2014 21.00,"1,6","23,0","29,1",
18/08/2014 22.00,,,,
18/08/2014 23.00,,,,
19/08/2014 0.00,,,,
19/08/2014 1.00,,,,
19/08/2014 2.00,,,,
19/08/2014 3.00,,,,
19/08/2014 4.00,,,,
19/08/2014 5.00,,,,
19/08/2014 6.00,,,,
19/08/2014 7.00,,,,
19/08/2014 8.00,,,,
19/08/2014 9.00,,,,
19/08/2014 10.00,,,,
19/08/2014 11.00,,,,
19/08/2014 12.00,,,,
19/08/2014 13.00,,,,
19/08/2014 14.00,,,,
19/08/2014 15.00,,,,
19/08/2014 16.00,,,,
19/08/2014 17.00,,,,
19/08/2014 18.00,,,,
19/08/2014 19.00,,,,
19/08/2014 20.00,,,,
19/08/2014 21.00,,,,
19/08/2014 22.00,,,,
19/08/2014 23.00,,,,
20/08/2014 0.00,,,,
20/08/2014 1.00,,,,"23,7"
20/08/2014 2.00,,,,"23,7"
20/08/2014 3.00,,,,"23,7"
20/08/2014 4.00,,,,"23,7"
20/08/2014 5.00,,,,"23,7"
20/08/2014 6.00,,,,"23,7"
20/08/2014 7.00,,,,"23,7"
20/08/2014 8.00,,,,"23,7"
20/08/2014 9.00,,,,"23,7"
20/08/2014 10.00,,,,"23,7"
20/08/2014 11.00,,,,"23,7"
20/08/2014 12.00,,,,"23,7"
20/08/2014 13.00,,,,"23,7"
20/08/2014 14.00,,,,"23,7"
20/08/2014 15.00,,,,"23,7"
20/08/2014 16.00,,,,"23,7"
20/08/2014 17.00,"1,7","4,9","5,5","23,7"
20/08/2014 18.00,"1,6","6,7","6,7","23,7"
20/08/2014 19.00,"2,2","7,5","7,3","23,7"
20/08/2014 20.00,"1,9","7,5","7,6","23,7"
20/08/2014 21.00,"2,1","8,2","8,5","23,7"
20/08/2014 22.00,"1,9","6,8","6,7","23,7"
20/08/2014 23.00,"2,5","4,6","4,2","23,7"
21/08/2014 0.00,"1,9","3,6","3,1","23,7"
21/08/2014 1.00,"2,0","3,7","3,2","24,1"
21/08/2014 2.00,"1,5","3,2","2,7","24,1"
21/08/2014 3.00,"1,5","2,5","2,1","24,1"
21/08/2014 4.00,"1,3","3,0","2,5","24,1"
21/08/2014 5.00,"1,5","4,1","3,7","24,1"
21/08/2014 6.00,"1,6","5,6","5,1","24,1"
21/08/2014 7.00,"1,1","7,5","8,6","24,1"
21/08/2014 8.00,"1,8","9,3","12,4","24,1"
21/08/2014 9.00,"1,5","6,5","8,5","24,1"
21/08/2014 10.00,"1,1","6,4","10,6","24,1"
21/08/2014 11.00,"1,7","5,7","10,7","24,1"
21/08/2014 12.00,"1,0","5,5","9,1","24,1"
21/08/2014 13.00,"1,0","6,0","7,8","24,1"
21/08/2014 14.00,"1,2","5,6","7,0","24,1"
21/08/2014 15.00,"1,4",,,"24,1"
21/08/2014 16.00,"1,6",,,"24,1"
21/08/2014 17.00,"1,7",,,"24,1"
21/08/2014 18.00,"1,5",,,"24,1"
21/08/2014 19.00,"1,8",,,"24,1"
21/08/2014 20.00,"1,4",,,"24,1"
21/08/2014 21.00,"1,5",,,"24,1"
21/08/2014 22.00,"2,0",,,"24,1"
21/08/2014 23.00,"1,3",,,"24,1"
22/08/2014 0.00,"1,8",,,"24,1"
22/08/2014 1.00,"1,4",,,"31,3"
22/08/2014 2.00,"1,4",,,"31,3"
22/08/2014 3.00,"1,7",,,"31,3"
22/08/2014 4.00,"1,9",,,"31,3"
22/08/2014 5.00,"1,3",,,"31,3"
22/08/2014 6.00,"1,6",,,"31,3"
22/08/2014 7.00,"1,4",,,"31,3"
22/08/2014 8.00,"1,4",,,"31,3"
22/08/2014 9.00,"1,0",,,"31,3"
22/08/2014 10.00,"1,2",,,"31,3"
22/08/2014 11.00,"1,6",,,"31,3"
22/08/2014 12.00,"1,0",,,"31,3"
22/08/2014 13.00,"1,9",,,"31,3"
22/08/2014 14.00,"1,9",,,"31,3"
22/08/2014 15.00,"1,6",,,"31,3"
22/08/2014 16.00,"1,5",,,"31,3"
22/08/2014 17.00,"2,0",,,"31,3"
22/08/2014 18.00,"1,6",,,"31,3"
