Stat,Italgreen,,,,
,,,,,,,,,
Parm,NO2,NOX,PM10,BENZENE,PM2.5
Unit,ug/m3 293K,ug/m3 293K,ug/m3,ug/m3,ug/m3 293K
Field,Aver,Aver,Aver,,Aver
,,,,,,,
,,,,,,
,,,,,,,
05/11/2014 14.00,"10,9","17,5","17,6",,
05/11/2014 15.00,"10,0","15,9","17,6",,
05/11/2014 16.00,"11,7","17,9","17,6",,
05/11/2014 17.00,"11,6","17,7","17,6",,
05/11/2014 18.00,"11,7","17,0","17,6",,
05/11/2014 19.00,"12,8","20,7","17,6",,
05/11/2014 20.00,"10,4","17,4","17,6",,
05/11/2014 21.00,"10,2","17,7","17,6",,
05/11/2014 22.00,"7,4","12,5","17,6",,
05/11/2014 23.00,"8,5","14,5","17,6",,
06/11/2014 0.00,"6,9","13,2","17,6",,
06/11/2014 1.00,"7,0","13,2","51,4",,
06/11/2014 2.00,,,"51,4",,
06/11/2014 3.00,"6,1","12,1","51,4",,
06/11/2014 4.00,"7,0","13,7","51,4",,
06/11/2014 5.00,"6,0","12,1","51,4",,
06/11/2014 6.00,"6,1","12,0","51,4",,
06/11/2014 7.00,"8,9","15,1","51,4",,
06/11/2014 8.00,"9,4","15,8","51,4",,
06/11/2014 9.00,"11,4","18,3","51,4",,
06/11/2014 10.00,"9,6","17,4","51,4",,
06/11/2014 11.00,"7,6","12,9","51,4",,
06/11/2014 12.00,"8,3","13,4","51,4",,
06/11/2014 13.00,"11,8","18,7","51,4",,
06/11/2014 14.00,"12,4","19,9","51,4",,
06/11/2014 15.00,"11,2","18,3","51,4",,
06/11/2014 16.00,"13,4","21,9","51,4",,
06/11/2014 17.00,"12,0","22,0","51,4",,
06/11/2014 18.00,"12,7","24,9","51,4",,
06/11/2014 19.00,"14,0","26,2","51,4",,
06/11/2014 20.00,"12,1","20,0","51,4",,
06/11/2014 21.00,"10,1","17,7","51,4",,
06/11/2014 22.00,"6,8","13,2","51,4",,
06/11/2014 23.00,"5,4","10,8","51,4",,
07/11/2014 0.00,"5,1","10,8","51,4",,
07/11/2014 1.00,"4,7","10,2","25,8",,
07/11/2014 2.00,"3,5","8,2","25,8",,
07/11/2014 3.00,"3,4","7,9","25,8",,
07/11/2014 4.00,"3,7","8,2","25,8",,
07/11/2014 5.00,"3,7","8,4","25,8",,
07/11/2014 6.00,"5,0","9,9","25,8",,
07/11/2014 7.00,"4,3","8,6","25,8",,
07/11/2014 8.00,"7,4","12,1","25,8",,
07/11/2014 9.00,"10,7","17,5","25,8",,
07/11/2014 10.00,"8,1","14,5","25,8",,
07/11/2014 11.00,"7,3","11,1","25,8",,
07/11/2014 12.00,"8,3","12,3","25,8",,
07/11/2014 13.00,"11,2","16,3","25,8",,
07/11/2014 14.00,"9,8","15,7","25,8",,
07/11/2014 15.00,"10,2","15,8","25,8",,
07/11/2014 16.00,"13,1","20,4","25,8",,
07/11/2014 17.00,"20,6","29,0","25,8",,
07/11/2014 18.00,"10,0","15,3","25,8",,
07/11/2014 19.00,"14,3","21,6","25,8",,
07/11/2014 20.00,"13,4","19,0","25,8",,
07/11/2014 21.00,"13,3","20,3","25,8",,
07/11/2014 22.00,"10,4","16,1","25,8",,
07/11/2014 23.00,"10,2","16,3","25,8",,
08/11/2014 0.00,"10,9","18,1","25,8",,
08/11/2014 1.00,"6,5","10,9","26,4",,"10,9"
08/11/2014 2.00,,,"26,4",,"10,9"
08/11/2014 3.00,"5,4","9,1","26,4",,"10,9"
08/11/2014 4.00,"4,7","8,3","26,4",,"10,9"
08/11/2014 5.00,"6,6","10,8","26,4",,"10,9"
08/11/2014 6.00,"14,8","20,5","26,4",,"10,9"
08/11/2014 7.00,"38,7","50,7","26,4",,"10,9"
08/11/2014 8.00,"28,0","38,8","26,4",,"10,9"
08/11/2014 9.00,"23,9","35,5","26,4",,"10,9"
08/11/2014 10.00,"11,9","19,6","26,4",,"10,9"
08/11/2014 11.00,"10,4","16,3","26,4",,"10,9"
08/11/2014 12.00,"6,3","11,1","26,4",,"10,9"
08/11/2014 13.00,"7,1","12,3","26,4",,"10,9"
08/11/2014 14.00,"8,4","12,8","26,4",,"10,9"
08/11/2014 15.00,"7,6","11,8","26,4",,"10,9"
08/11/2014 16.00,"10,1","14,9","26,4",,"10,9"
08/11/2014 17.00,"18,7","24,6","26,4",,"10,9"
08/11/2014 18.00,"31,2","38,9","26,4",,"10,9"
08/11/2014 19.00,"25,6","33,1","26,4",,"10,9"
08/11/2014 20.00,"38,0","48,0","26,4",,"10,9"
08/11/2014 21.00,"34,2","48,0","26,4",,"10,9"
08/11/2014 22.00,"36,6","54,4","26,4",,"10,9"
08/11/2014 23.00,"27,1","40,3","26,4",,"10,9"
09/11/2014 0.00,"25,2","37,8","26,4",,"10,9"
09/11/2014 1.00,"27,1","40,0","39,4",,"12,0"
09/11/2014 2.00,"25,7","40,1","39,4",,"12,0"
09/11/2014 3.00,"31,0","51,8","39,4",,"12,0"
09/11/2014 4.00,"25,0","39,1","39,4",,"12,0"
09/11/2014 5.00,"19,8","30,5","39,4",,"12,0"
09/11/2014 6.00,"21,0","32,1","39,4",,"12,0"
09/11/2014 7.00,"25,7","36,4","39,4",,"12,0"
09/11/2014 8.00,"23,5","36,6","39,4",,"12,0"
09/11/2014 9.00,"18,4","29,5","39,4",,"12,0"
09/11/2014 10.00,"18,1","29,7","39,4",,"12,0"
09/11/2014 11.00,"18,1","30,2","39,4",,"12,0"
09/11/2014 12.00,"15,2","24,3","39,4",,"12,0"
09/11/2014 13.00,"6,0","11,0","39,4",,"12,0"
09/11/2014 14.00,"6,4","11,1","39,4",,"12,0"
09/11/2014 15.00,"5,4","9,5","39,4",,"12,0"
09/11/2014 16.00,"7,2","11,6","39,4",,"12,0"
09/11/2014 17.00,"14,5","19,2","39,4",,"12,0"
09/11/2014 18.00,"36,0","43,1","39,4",,"12,0"
09/11/2014 19.00,"40,8","51,3","39,4",,"12,0"
09/11/2014 20.00,"38,1","46,9","39,4",,"12,0"
09/11/2014 21.00,"49,9","66,5","39,4",,"12,0"
09/11/2014 22.00,"35,5","47,5","39,4",,"12,0"
09/11/2014 23.00,"33,2","46,3","39,4",,"12,0"
10/11/2014 0.00,"24,8","33,1","39,4",,"12,0"
10/11/2014 1.00,"23,8","31,8","34,2",,"8,0"
10/11/2014 2.00,,,"34,2",,"8,0"
10/11/2014 3.00,"17,7","24,6","34,2",,"8,0"
10/11/2014 4.00,"14,5","21,5","34,2",,"8,0"
10/11/2014 5.00,"11,8","18,1","34,2",,"8,0"
10/11/2014 6.00,"38,3","62,7","34,2",,"8,0"
10/11/2014 7.00,"44,8","86,7","34,2",,"8,0"
10/11/2014 8.00,"47,5","86,4","34,2",,"8,0"
10/11/2014 9.00,"31,8","56,5","34,2",,"8,0"
10/11/2014 10.00,"16,2","25,9","34,2",,"8,0"
10/11/2014 11.00,"9,3","15,2","34,2",,"8,0"
10/11/2014 12.00,"8,9","14,7","34,2",,"8,0"
10/11/2014 13.00,"8,8","14,1","34,2",,"8,0"
10/11/2014 14.00,"10,0","16,2","34,2",,"8,0"
10/11/2014 15.00,"8,7","13,3","34,2",,"8,0"
10/11/2014 16.00,"12,5","17,4","34,2",,"8,0"
10/11/2014 17.00,"18,6","24,0","34,2",,"8,0"
10/11/2014 18.00,"25,2","32,9","34,2",,"8,0"
10/11/2014 19.00,"21,3","27,5","34,2",,"8,0"
10/11/2014 20.00,"20,4","27,9","34,2",,"8,0"
10/11/2014 21.00,"27,1","37,3","34,2",,"8,0"
10/11/2014 22.00,"16,9","24,8","34,2",,"8,0"
10/11/2014 23.00,"9,1","14,1","34,2",,"8,0"
11/11/2014 0.00,"8,1","11,9","34,2",,"8,0"
11/11/2014 1.00,"6,1","9,9","41,6",,"10,9"
11/11/2014 2.00,"6,8","10,4","41,6",,"10,9"
11/11/2014 3.00,"3,9","7,6","41,6",,"10,9"
11/11/2014 4.00,"4,4","8,2","41,6",,"10,9"
11/11/2014 5.00,"5,4","9,2","41,6",,"10,9"
11/11/2014 6.00,"8,3","12,7","41,6",,"10,9"
11/11/2014 7.00,"6,7","10,2","41,6",,"10,9"
11/11/2014 8.00,"11,5","16,7","41,6",,"10,9"
11/11/2014 9.00,"14,3","20,7","41,6",,"10,9"
11/11/2014 10.00,"11,0","16,0","41,6",,"10,9"
11/11/2014 11.00,"11,5","16,6","41,6",,"10,9"
11/11/2014 12.00,"12,6","18,7","41,6",,"10,9"
11/11/2014 13.00,"12,7","18,1","41,6",,"10,9"
11/11/2014 14.00,"15,0","20,7","41,6",,"10,9"
11/11/2014 15.00,"14,7","19,5","41,6",,"10,9"
11/11/2014 16.00,"14,3","19,0","41,6",,"10,9"
11/11/2014 17.00,"15,6","19,9","41,6",,"10,9"
11/11/2014 18.00,"17,4","23,4","41,6",,"10,9"
11/11/2014 19.00,"17,9","25,3","41,6",,"10,9"
11/11/2014 20.00,"16,3","23,2","41,6",,"10,9"
11/11/2014 21.00,"10,5","15,0","41,6",,"10,9"
11/11/2014 22.00,"11,4","15,6","41,6",,"10,9"
11/11/2014 23.00,"7,5","11,1","41,6",,"10,9"
12/11/2014 0.00,"6,9","11,0","41,6",,"10,9"
12/11/2014 1.00,"4,7","8,2","38,8",,"11,6"
12/11/2014 2.00,,,"38,8",,"11,6"
12/11/2014 3.00,"3,3","6,5","38,8",,"11,6"
12/11/2014 4.00,"2,5","5,5","38,8",,"11,6"
12/11/2014 5.00,"3,9","7,0","38,8",,"11,6"
12/11/2014 6.00,"5,5","8,9","38,8",,"11,6"
12/11/2014 7.00,"5,8","9,7","38,8",,"11,6"
12/11/2014 8.00,"9,6","14,0","38,8",,"11,6"
12/11/2014 9.00,"20,6","28,3","38,8",,"11,6"
12/11/2014 10.00,"14,9","21,5","38,8",,"11,6"
12/11/2014 11.00,"11,7","17,8","38,8",,"11,6"
12/11/2014 12.00,"9,0","151,7","38,8",,"11,6"
12/11/2014 13.00,"8,8","13,8","38,8",,"11,6"
12/11/2014 14.00,"10,4","16,3","38,8",,"11,6"
12/11/2014 15.00,"8,4","12,7","38,8",,"11,6"
12/11/2014 16.00,"9,7","14,1","38,8",,"11,6"
12/11/2014 17.00,"21,0","26,8","38,8",,"11,6"
12/11/2014 18.00,"31,0","39,5","38,8",,"11,6"
12/11/2014 19.00,"33,1","47,4","38,8",,"11,6"
12/11/2014 20.00,"20,4","30,3","38,8",,"11,6"
12/11/2014 21.00,"25,9","36,4","38,8",,"11,6"
12/11/2014 22.00,"19,1","28,3","38,8",,"11,6"
12/11/2014 23.00,"11,9","21,7","38,8",,"11,6"
13/11/2014 0.00,"7,4","13,6","38,8",,"11,6"
13/11/2014 1.00,"7,3","12,6","14,7",,"7,1"
13/11/2014 2.00,"5,0","9,6","14,7",,"7,1"
13/11/2014 3.00,"4,2","8,2","14,7",,"7,1"
13/11/2014 4.00,"5,1","9,0","14,7",,"7,1"
13/11/2014 5.00,"4,1","7,6","14,7",,"7,1"
13/11/2014 6.00,"5,7","9,4","14,7",,"7,1"
13/11/2014 7.00,"14,1","19,2","14,7",,"7,1"
13/11/2014 8.00,"21,6","27,7","14,7",,"7,1"
13/11/2014 9.00,"40,3","55,0","14,7",,"7,1"
13/11/2014 10.00,"29,0","43,4","14,7",,"7,1"
13/11/2014 11.00,"11,2","17,8","14,7",,"7,1"
13/11/2014 12.00,"8,5","13,5","14,7",,"7,1"
13/11/2014 13.00,"10,7","16,0","14,7",,"7,1"
13/11/2014 14.00,"12,2","18,3","14,7",,"7,1"
13/11/2014 15.00,"4,8","8,5","14,7",,"7,1"
13/11/2014 16.00,"7,9","13,4","14,7",,"7,1"
13/11/2014 17.00,"10,3","13,6","14,7",,"7,1"
13/11/2014 18.00,"49,6","64,4","14,7","0,7","7,1"
13/11/2014 19.00,"35,5","43,0","14,7","0,8","7,1"
13/11/2014 20.00,"23,2","29,4","14,7","0,5","7,1"
13/11/2014 21.00,"26,4","32,9","14,7","0,6","7,1"
13/11/2014 22.00,"23,5","29,7","14,7","0,6","7,1"
13/11/2014 23.00,"20,4","26,1","14,7","0,5","7,1"
14/11/2014 0.00,"11,2","15,8","14,7","0,3","7,1"
14/11/2014 1.00,"8,2","12,4","18,2","0,3","8,7"
14/11/2014 2.00,,,"18,2","0,2","8,7"
14/11/2014 3.00,"6,2","10,9","18,2","0,2","8,7"
14/11/2014 4.00,"5,2","9,3","18,2","0,2","8,7"
14/11/2014 5.00,"6,4","10,6","18,2","0,2","8,7"
14/11/2014 6.00,"7,7","11,8","18,2","0,2","8,7"
14/11/2014 7.00,"11,3","16,4","18,2","0,2","8,7"
14/11/2014 8.00,"14,2","19,8","18,2","0,2","8,7"
14/11/2014 9.00,"15,3","23,9","18,2","0,2","8,7"
14/11/2014 10.00,"14,8","23,4","18,2","0,2","8,7"
14/11/2014 11.00,"10,6","17,0","18,2","0,2","8,7"
14/11/2014 12.00,"5,3","9,7","18,2","0,3","8,7"
14/11/2014 13.00,"3,0","6,5","18,2","0,3","8,7"
14/11/2014 14.00,"3,4","6,7","18,2","0,2","8,7"
14/11/2014 15.00,"5,1","8,6","18,2","0,2","8,7"
14/11/2014 16.00,"4,2","7,6","18,2","0,4","8,7"
14/11/2014 17.00,"12,7","16,7","18,2","0,3","8,7"
14/11/2014 18.00,"51,4","72,9","18,2","0,4","8,7"
14/11/2014 19.00,"45,0","62,3","18,2","0,9","8,7"
14/11/2014 20.00,"39,9","65,3","18,2","0,7","8,7"
14/11/2014 21.00,"41,5","58,7","18,2","0,9","8,7"
14/11/2014 22.00,"33,2","46,9","18,2","1,2","8,7"
14/11/2014 23.00,"26,4","38,4","18,2","1,7","8,7"
15/11/2014 0.00,"18,4","27,9","18,2","1,1","8,7"
15/11/2014 1.00,"10,9","19,5","16,0","0,9","8,7"
15/11/2014 2.00,"14,8","23,6","16,0","0,6","8,7"
15/11/2014 3.00,"11,2","19,4","16,0","0,6","8,7"
15/11/2014 4.00,"9,0","16,5","16,0","0,5","8,7"
15/11/2014 5.00,"13,3","21,8","16,0","0,4","8,7"
15/11/2014 6.00,"17,5","26,3","16,0","0,5","8,7"
15/11/2014 7.00,"21,6","32,0","16,0","0,4","8,7"
15/11/2014 8.00,"29,3","51,9","16,0","0,9","8,7"
15/11/2014 9.00,"31,3","55,5","16,0","0,9","8,7"
15/11/2014 10.00,"21,3","35,0","16,0","0,7","8,7"
15/11/2014 11.00,"11,6","18,3","16,0","0,6","8,7"
15/11/2014 12.00,"12,4","19,6","16,0","0,6","8,7"
15/11/2014 13.00,"18,7","29,0","16,0","0,6","8,7"
15/11/2014 14.00,"22,5","30,9","16,0","0,5","8,7"
15/11/2014 15.00,"13,4","18,9","16,0","0,5","8,7"
15/11/2014 16.00,"14,7","19,6","16,0","0,4","8,7"
15/11/2014 17.00,"21,5","27,1","16,0","0,5","8,7"
15/11/2014 18.00,"26,5","32,6","16,0","0,9","8,7"
15/11/2014 19.00,"18,6","23,7","16,0","0,8","8,7"
15/11/2014 20.00,"20,9","28,8","16,0","0,6","8,7"
15/11/2014 21.00,"13,4","18,4","16,0","0,6","8,7"
15/11/2014 22.00,"12,4","16,6","16,0","0,5","8,7"
15/11/2014 23.00,"9,1","12,8","16,0","0,5","8,7"
16/11/2014 0.00,"5,6","9,4","16,0","0,3","8,7"
16/11/2014 1.00,"6,5","10,7","14,4","0,2","8,6"
16/11/2014 2.00,,,"14,4","0,2","8,6"
16/11/2014 3.00,"10,3","14,5","14,4","0,3","8,6"
16/11/2014 4.00,"6,6","10,4","14,4","0,3","8,6"
16/11/2014 5.00,"8,9","12,9","14,4","0,3","8,6"
16/11/2014 6.00,"12,0","16,5","14,4","0,3","8,6"
16/11/2014 7.00,"9,2","14,4","14,4","0,3","8,6"
16/11/2014 8.00,"13,8","20,8","14,4","0,4","8,6"
16/11/2014 9.00,"13,0","20,8","14,4","0,4","8,6"
16/11/2014 10.00,"9,9","16,8","14,4","0,3","8,6"
16/11/2014 11.00,"9,4","15,8","14,4","0,4","8,6"
16/11/2014 12.00,"11,4","18,2","14,4","0,3","8,6"
16/11/2014 13.00,"8,0","12,9","14,4","0,2","8,6"
16/11/2014 14.00,"8,3","12,9","14,4","0,3","8,6"
16/11/2014 15.00,"8,4","12,4","14,4","0,3","8,6"
16/11/2014 16.00,"11,3","15,1","14,4","0,4","8,6"
16/11/2014 17.00,"22,0","26,7","14,4","0,5","8,6"
16/11/2014 18.00,"41,1","53,7","14,4","0,9","8,6"
16/11/2014 19.00,"42,1","56,9","14,4","1,1","8,6"
16/11/2014 20.00,"37,7","51,0","14,4","1,2","8,6"
16/11/2014 21.00,"21,8","30,2","14,4","1,0","8,6"
16/11/2014 22.00,"9,9","15,7","14,4","0,4","8,6"
16/11/2014 23.00,"7,2","11,8","14,4","0,3","8,6"
17/11/2014 0.00,"9,4","14,0","14,4","0,3","8,6"
17/11/2014 1.00,"10,1","14,6","14,8","0,2","6,8"
17/11/2014 2.00,"5,4","9,4","14,8","0,2","6,8"
17/11/2014 3.00,"5,3","9,2","14,8","0,2","6,8"
17/11/2014 4.00,"15,7","21,2","14,8","0,3","6,8"
17/11/2014 5.00,"13,6","18,8","14,8","0,2","6,8"
17/11/2014 6.00,"15,2","19,9","14,8","0,2","6,8"
17/11/2014 7.00,"22,8","28,6","14,8","0,2","6,8"
17/11/2014 8.00,"23,8","30,5","14,8","0,2","6,8"
17/11/2014 9.00,"34,9","47,6","14,8","0,4","6,8"
17/11/2014 10.00,"26,8","37,9","14,8","0,8","6,8"
17/11/2014 11.00,"19,1","27,1","14,8","0,4","6,8"
17/11/2014 12.00,"18,3","25,9","14,8","0,3","6,8"
17/11/2014 13.00,"17,4","25,1","14,8","0,4","6,8"
17/11/2014 14.00,"15,2","22,4","14,8","0,3","6,8"
17/11/2014 15.00,"20,9","28,4","14,8","0,4","6,8"
17/11/2014 16.00,"36,5","48,4","14,8","0,6","6,8"
17/11/2014 17.00,"38,6","48,3","14,8","0,8","6,8"
17/11/2014 18.00,"31,1","41,1","14,8","1,0","6,8"
17/11/2014 19.00,"16,6","23,1","14,8","0,6","6,8"
17/11/2014 20.00,"16,2","22,7","14,8","0,5","6,8"
17/11/2014 21.00,"13,4","19,7","14,8","0,6","6,8"
17/11/2014 22.00,"8,2","12,8","14,8","0,3","6,8"
17/11/2014 23.00,"6,8","10,9","14,8","0,3","6,8"
18/11/2014 0.00,"7,3","11,7","14,8","0,4","6,8"
18/11/2014 1.00,"8,6","12,9","18,7","0,4","9,5"
18/11/2014 2.00,,,"18,7","0,3","9,5"
18/11/2014 3.00,"5,0","8,8","18,7","0,3","9,5"
18/11/2014 4.00,"4,7","8,5","18,7","0,2","9,5"
18/11/2014 5.00,"5,4","9,2","18,7","0,2","9,5"
18/11/2014 6.00,"6,7","10,8","18,7","0,2","9,5"
18/11/2014 7.00,"10,2","14,7","18,7","0,2","9,5"
18/11/2014 8.00,"19,5","26,1","18,7","0,3","9,5"
18/11/2014 9.00,"21,8","32,1","18,7","0,7","9,5"
18/11/2014 10.00,"12,3","18,6","18,7","0,3","9,5"
18/11/2014 11.00,"13,6","19,5","18,7","0,3","9,5"
18/11/2014 12.00,"23,3","30,6","18,7","0,3","9,5"
18/11/2014 13.00,"26,6","38,1","18,7","0,4","9,5"
18/11/2014 14.00,"33,0","53,4","18,7","0,5","9,5"
18/11/2014 15.00,"45,7","79,1","18,7","0,9","9,5"
18/11/2014 16.00,"33,2","49,7","18,7","0,8","9,5"
18/11/2014 17.00,"44,4","73,8","18,7","0,6","9,5"
18/11/2014 18.00,"33,3","47,2","18,7","0,6","9,5"
18/11/2014 19.00,"36,8","55,6","18,7","0,8","9,5"
18/11/2014 20.00,"38,3","54,2","18,7","0,8","9,5"
18/11/2014 21.00,"31,8","46,3","18,7","1,0","9,5"
18/11/2014 22.00,"22,6","32,7","18,7","1,4","9,5"
18/11/2014 23.00,"18,4","25,4","18,7","0,6","9,5"
19/11/2014 0.00,"18,9","26,5","18,7","0,6","9,5"
19/11/2014 1.00,"10,5","16,7","11,7","0,4","6,0"
19/11/2014 2.00,"9,6","14,7","11,7","0,3","6,0"
19/11/2014 3.00,"10,6","15,6","11,7","0,2","6,0"
19/11/2014 4.00,"9,8","14,9","11,7","0,2","6,0"
19/11/2014 5.00,"11,5","16,4","11,7","0,2","6,0"
19/11/2014 6.00,"20,1","26,9","11,7","0,2","6,0"
19/11/2014 7.00,"21,3","28,1","11,7","0,2","6,0"
19/11/2014 8.00,"14,4","19,9","11,7","0,2","6,0"
19/11/2014 9.00,"21,7","30,2","11,7","0,2","6,0"
19/11/2014 10.00,"26,4","37,1","11,7","0,3","6,0"
19/11/2014 11.00,"10,9","16,4","11,7","0,2","6,0"
19/11/2014 12.00,"13,6","19,6","11,7","0,2","6,0"
19/11/2014 13.00,"9,9","14,9","11,7","0,2","6,0"
19/11/2014 14.00,"17,9","23,6","11,7","0,3","6,0"
19/11/2014 15.00,"13,2","18,5","11,7","0,6","6,0"
19/11/2014 16.00,"12,7","17,2","11,7","0,3","6,0"
19/11/2014 17.00,"10,1","26,3","11,7","0,2","6,0"
19/11/2014 18.00,"27,7","32,3","11,7","0,3","6,0"
19/11/2014 19.00,"28,4","34,0","11,7","0,4","6,0"
19/11/2014 20.00,"22,6","28,7","11,7","0,5","6,0"
19/11/2014 21.00,"23,0","28,0","11,7","0,5","6,0"
19/11/2014 22.00,"19,0","24,1","11,7","0,6","6,0"
19/11/2014 23.00,"14,0","18,5","11,7","0,5","6,0"
20/11/2014 0.00,"9,2","13,3","11,7","0,4","6,0"
20/11/2014 1.00,"7,9","11,7","10,6","0,3","4,6"
20/11/2014 2.00,,,"10,6","0,3","4,6"
20/11/2014 3.00,"5,5","8,9","10,6","0,3","4,6"
20/11/2014 4.00,"6,7","10,5","10,6","0,3","4,6"
20/11/2014 5.00,"7,8","11,5","10,6","0,3","4,6"
20/11/2014 6.00,"9,0","12,7","10,6","0,3","4,6"
20/11/2014 7.00,"13,5","18,5","10,6","0,3","4,6"
20/11/2014 8.00,"15,9","22,3","10,6","0,4","4,6"
20/11/2014 9.00,"15,4","23,4","10,6","0,4","4,6"
20/11/2014 10.00,"12,3","19,4","10,6","0,5","4,6"
20/11/2014 11.00,"13,8","21,7","10,6","0,5","4,6"
20/11/2014 12.00,"9,5","15,2","10,6","0,3","4,6"
20/11/2014 13.00,"4,9","9,0","10,6","0,3","4,6"
20/11/2014 14.00,"2,4","5,5","10,6","0,2","4,6"
20/11/2014 15.00,"2,8","6,2","10,6","0,3","4,6"
20/11/2014 16.00,"3,2","6,1","10,6","0,4","4,6"
20/11/2014 17.00,"3,1","6,2","10,6","0,4","4,6"
20/11/2014 18.00,"3,4","6,6","10,6","0,6","4,6"
20/11/2014 19.00,"3,4","6,1","10,6","0,5","4,6"
20/11/2014 20.00,"3,1","6,0","10,6","0,5","4,6"
20/11/2014 21.00,"3,2","6,2","10,6","0,5","4,6"
20/11/2014 22.00,"3,0","5,8","10,6","0,6","4,6"
20/11/2014 23.00,"3,2","5,8","10,6","0,6","4,6"
21/11/2014 0.00,"14,4","18,5","10,6","0,7","4,6"
21/11/2014 1.00,"12,5","16,5","12,9","0,6","7,6"
21/11/2014 2.00,"10,4","14,5","12,9","0,6","7,6"
21/11/2014 3.00,"7,1","10,5","12,9","0,5","7,6"
21/11/2014 4.00,"7,4","11,0","12,9","0,5","7,6"
21/11/2014 5.00,"8,5","12,1","12,9","0,5","7,6"
21/11/2014 6.00,"7,4","11,0","12,9","0,4","7,6"
21/11/2014 7.00,"11,5","16,2","12,9","0,4","7,6"
21/11/2014 8.00,"14,6","20,1","12,9","0,5","7,6"
21/11/2014 9.00,"16,9","24,8","12,9","0,5","7,6"
21/11/2014 10.00,"16,6","24,9","12,9","0,6","7,6"
21/11/2014 11.00,"13,1","20,0","12,9","0,5","7,6"
21/11/2014 12.00,"6,4","10,8","12,9","0,5","7,6"
21/11/2014 13.00,"4,7","8,2","12,9","0,4","7,6"
21/11/2014 14.00,"5,0","8,5","12,9","0,4","7,6"
21/11/2014 15.00,"5,1","8,8","12,9","0,4","7,6"
21/11/2014 16.00,"4,1","7,5","12,9","0,4","7,6"
21/11/2014 17.00,"4,0","7,0","12,9","0,4","7,6"
21/11/2014 18.00,"5,3","8,9","12,9","0,4","7,6"
21/11/2014 19.00,"19,2","23,8","12,9","0,4","7,6"
21/11/2014 20.00,"29,3","35,9","12,9","0,7","7,6"
21/11/2014 21.00,"33,6","42,2","12,9","0,9","7,6"
21/11/2014 22.00,"25,4","32,7","12,9","1,1","7,6"
21/11/2014 23.00,"31,2","38,4","12,9","1,0","7,6"
22/11/2014 0.00,"31,0","38,0","12,9","1,0","7,6"
22/11/2014 1.00,"28,0","34,8","21,2","0,8","15,8"
22/11/2014 2.00,,,"21,2","0,6","15,8"
22/11/2014 3.00,"19,2","24,7","21,2","0,6","15,8"
22/11/2014 4.00,"13,5","18,7","21,2","0,6","15,8"
22/11/2014 5.00,"13,3","18,0","21,2","0,5","15,8"
22/11/2014 6.00,"12,3","17,0","21,2","0,5","15,8"
22/11/2014 7.00,"17,8","23,5","21,2","0,5","15,8"
22/11/2014 8.00,"24,8","32,7","21,2","0,5","15,8"
22/11/2014 9.00,"17,4","25,4","21,2","0,9","15,8"
22/11/2014 10.00,"12,5","19,1","21,2","0,6","15,8"
22/11/2014 11.00,"8,3","13,1","21,2","0,6","15,8"
22/11/2014 12.00,"5,5","9,1","21,2","0,5","15,8"
22/11/2014 13.00,"7,3","11,1","21,2","0,5","15,8"
22/11/2014 14.00,"5,2","8,6","21,2","0,5","15,8"
22/11/2014 15.00,"3,9","7,0","21,2","0,4","15,8"
22/11/2014 16.00,"5,5","8,8","21,2","0,4","15,8"
22/11/2014 17.00,"21,4","26,5","21,2","0,5","15,8"
22/11/2014 18.00,"18,4","24,2","21,2","1,0","15,8"
22/11/2014 19.00,"21,2","27,8","21,2","1,0","15,8"
22/11/2014 20.00,"24,7","31,6","21,2","1,1","15,8"
22/11/2014 21.00,"23,5","29,8","21,2","1,0","15,8"
22/11/2014 22.00,"22,9","29,2","21,2","0,9","15,8"
22/11/2014 23.00,"25,8","32,0","21,2","0,9","15,8"
23/11/2014 0.00,"24,1","30,2","21,2","0,9","15,8"
23/11/2014 1.00,"21,5","27,2","18,2","0,7","15,5"
23/11/2014 2.00,"16,7","22,2","18,2","0,7","15,5"
23/11/2014 3.00,"9,8","14,3","18,2","0,6","15,5"
23/11/2014 4.00,"9,6","14,1","18,2","0,5","15,5"
23/11/2014 5.00,"10,0","14,3","18,2","0,5","15,5"
23/11/2014 6.00,"8,8","13,1","18,2","0,4","15,5"
23/11/2014 7.00,"7,8","11,8","18,2","0,4","15,5"
23/11/2014 8.00,"8,7","12,8","18,2","0,5","15,5"
23/11/2014 9.00,"10,2","15,0","18,2","0,6","15,5"
23/11/2014 10.00,"11,3","16,3","18,2","0,8","15,5"
23/11/2014 11.00,"6,9","11,1","18,2","0,7","15,5"
23/11/2014 12.00,"7,3","11,1","18,2","0,8","15,5"
23/11/2014 13.00,"5,1","8,5","18,2","0,7","15,5"
23/11/2014 14.00,"3,4","6,4","18,2","0,6","15,5"
23/11/2014 15.00,"3,1","6,2","18,2","0,4","15,5"
23/11/2014 16.00,"3,1","5,9","18,2","0,5","15,5"
23/11/2014 17.00,"3,1","6,2","18,2","0,5","15,5"
23/11/2014 18.00,"7,1","10,7","18,2","0,4","15,5"
23/11/2014 19.00,"12,9","16,6","18,2","0,5","15,5"
23/11/2014 20.00,"11,1","15,0","18,2","0,5","15,5"
23/11/2014 21.00,"15,9","21,0","18,2","0,5","15,5"
23/11/2014 22.00,"18,2","24,6","18,2","0,8","15,5"
23/11/2014 23.00,"16,0","21,8","18,2","0,8","15,5"
